id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,jump_target,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
d_ex_clothingstore_04_11,d_ex_clothingstore_04,Monologue,Locale_SuddenStory:d_ex_clothingstore_04_11,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_ex_clothingstore_04_12,d_ex_clothingstore_04,Narration,Locale_SuddenStory:d_ex_clothingstore_04_12,False,,1,13,1.0,sfx_scn_chimebell,,,,,,,,,,,,,,,,
d_ex_clothingstore_04_13,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_13,True,,13,13,1.0,,bgm_story_girlstalk,,volume,volume,aria,1,idle,volume,13,idle,noise,15,idle,,,
d_ex_clothingstore_04_14,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_14,True,,13,1,1.0,,,,aria,aria,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_15,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_15,True,,1,15,1.0,,,,noise,noise,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_16,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_16,False,,15,15,1.0,,,,noise,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_17,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_17,True,,15,150,1.0,,,,noise,noise,,1,idle,,13,idle,,15,angry,,,
d_ex_clothingstore_04_18,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_18,False,,150,150,1.0,,,,noise,,,1,idle,,13,idle,,15,angry,,,
d_ex_clothingstore_04_19,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_19,True,,150,150,1.0,,,,noise,noise,,1,idle,,13,idle,,15,angry,,,
d_ex_clothingstore_04_20,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_20,True,,150,15,1.0,,,,noise,noise,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_21,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_21,False,,15,15,1.0,,,,noise,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_22,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_22,True,,15,13,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_23,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_23,True,,13,13,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_24,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_24,True,,13,130,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_25,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_25,False,,130,130,1.0,,,,volume,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_26,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_26,True,,130,130,1.0,,,,volume,volume,,1,idle,,13,delight,,15,idle,,,
d_ex_clothingstore_04_27,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_27,True,,130,13,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_28,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_28,False,,13,13,1.0,,,,volume,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_29,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_29,True,,13,13,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_30,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_30,True,,13,13,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_31,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_31,False,,13,13,1.0,,,,volume,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_32,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_32,True,,13,130,1.0,,,,volume,volume,,1,idle,,13,surprise,,15,idle,,,
d_ex_clothingstore_04_33,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_33,True,,130,10,1.0,,,,aria,aria,,1,idle,,13,surprise,,15,idle,,,
d_ex_clothingstore_04_34,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_34,True,,10,10,1.0,,,,aria,aria,,1,idle,,13,surprise,,15,idle,,,
d_ex_clothingstore_04_35,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_35,True,,10,10,1.0,,,,aria,aria,,1,idle,,13,surprise,,15,idle,,,
d_ex_clothingstore_04_36,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_36,False,,10,10,1.0,,,,aria,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_37,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_37,True,,150,150,1.0,,,,noise,noise,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_38,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_38,True,,150,150,1.0,,,,noise,noise,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_39,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_39,True,,130,130,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_40,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_40,True,,10,10,1.0,,,,aria,aria,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_41,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_41,False,,10,10,1.0,,,,aria,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_42,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_42,True,,15,15,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_43,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_43,True,,15,13,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_44,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_44,True,,13,13,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_45,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_45,False,,13,13,1.0,,,,volume,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_46,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_46,True,,13,15,1.0,,,,noise,noise,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_47,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_47,True,,15,150,2.0,,,,noise,noise,,1,idle,,13,idle,,15,sad,,,
d_ex_clothingstore_04_48,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_48,True,,150,1500,2.0,,,,noise,noise,,1,idle,,13,idle,,15,think,,,
d_ex_clothingstore_04_49,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_49,True,,10,10,1.0,,,,aria,aria,,1,think,,13,idle,,15,think,,,
d_ex_clothingstore_04_50,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_50,True,,10,10,1.0,,,,aria,aria,,1,think,,13,idle,,15,think,,,
d_ex_clothingstore_04_51,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_51,True,,150,150,1.0,,,,noise,noise,,1,idle,,13,idle,,15,smile,,,
d_ex_clothingstore_04_52,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_52,True,,150,150,1.0,,,,noise,noise,,1,idle,,13,idle,,15,smile,,,
d_ex_clothingstore_04_53,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_53,True,,130,130,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_54,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_54,True,,130,130,1.0,,,,noise,noise,,1,idle,,13,idle,,15,sad,,,
d_ex_clothingstore_04_55,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_55,False,,130,130,1.0,,,,noise,,,1,idle,,13,idle,,15,sad,,,
d_ex_clothingstore_04_56,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_56,True,,130,130,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_57,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_57,True,,130,130,1.0,,,,volume,volume,,1,idle,,13,delight,,15,idle,,,
d_ex_clothingstore_04_58,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_58,True,,130,130,1.0,,,,noise,noise,,1,idle,,13,delight,,15,idle,,,
d_ex_clothingstore_04_59,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_59,False,,130,10,1.0,,,,aria,aria,,1,idle,,13,delight,,15,idle,,,
d_ex_clothingstore_04_60,d_ex_clothingstore_04,Monologue,Locale_SuddenStory:d_ex_clothingstore_04_60,False,,10,100,3.0,,,,aria,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_61,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_61,True,,100,10,3.0,,,,aria,aria,,1,delight,,13,idle,,15,idle,,,
d_ex_clothingstore_04_62,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_62,True,,150,1500,1.0,,,,noise,noise,,1,idle,,13,idle,,15,smile,,,
d_ex_clothingstore_04_63,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_63,True,,1500,1500,1.0,,,,noise,noise,,1,idle,,13,idle,,15,smile,,,
d_ex_clothingstore_04_64,d_ex_clothingstore_04,Choice,Locale_SuddenStory:d_ex_clothingstore_04_64,False,,1500,1500,1.0,,,d_ex_clothingstore_04_66,noise,,,1,idle,,13,idle,,15,smile,,,
d_ex_clothingstore_04_65,d_ex_clothingstore_04,Choice,Locale_SuddenStory:d_ex_clothingstore_04_65,False,,1500,1500,1.0,,,d_ex_clothingstore_04_68,noise,,,1,idle,,13,idle,,15,smile,,,
d_ex_clothingstore_04_66,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_66,True,,13,13,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_67,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_67,False,,13,13,1.0,,,d_ex_clothingstore_04_69,volume,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_68,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_68,True,,13,13,1.0,,,d_ex_clothingstore_04_69,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_69,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_69,True,,13,13,1.0,,,,volume,volume,,1,idle,,13,delight,,15,idle,,,
d_ex_clothingstore_04_70,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_70,False,,13,13,1.0,,,,volume,,,1,idle,,13,delight,,15,idle,,,
d_ex_clothingstore_04_71,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_71,True,,13,130,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_72,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_72,False,,130,130,1.0,,,,volume,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_73,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_73,True,,130,130,1.0,,,,volume,volume,,1,idle,,13,surprise,,15,idle,,,
d_ex_clothingstore_04_74,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_74,True,,130,130,1.0,,,,volume,volume,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_75,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_75,True,,130,1300,1.0,,,,volume,volume,,1,idle,,13,delight,,15,idle,,,
d_ex_clothingstore_04_76,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_76,False,,1300,1300,1.0,,,,volume,,,1,idle,,13,delight,,15,idle,,,
d_ex_clothingstore_04_77,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_77,True,,1300,13,1.0,,,,volume,volume,,1,idle,,13,delight,,15,idle,,,
d_ex_clothingstore_04_78,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_78,True,,13,15,1.0,,,,noise,noise,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_79,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_79,True,,15,15,1.0,,,,noise,noise,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_80,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_80,True,,1,1,1.0,,,,aria,aria,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_81,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_81,True,,1,10,2.0,,,,aria,aria,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_82,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_82,True,,10,100,2.0,,,,aria,aria,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_83,d_ex_clothingstore_04,Self,Locale_SuddenStory:d_ex_clothingstore_04_83,False,,100,100,1.0,,,,aria,,,1,idle,,13,idle,,15,idle,,,
d_ex_clothingstore_04_84,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_84,True,,100,1,2.0,,,,aria,aria,,1,delight,,13,idle,,15,idle,,,
d_ex_clothingstore_04_85,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_85,True,,1,113,1.0,,,,volume,volume,,1,delight,,13,idle,,15,idle,,,
d_ex_clothingstore_04_86,d_ex_clothingstore_04,Monologue,Locale_SuddenStory:d_ex_clothingstore_04_86,False,,113,113,1.0,,,,volume,,,1,delight,,13,idle,,15,idle,aria,volume,
d_ex_clothingstore_04_87,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_87,True,,113,15,1.0,,,,noise,noise,,,,,,,,15,idle,,,
d_ex_clothingstore_04_88,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_88,True,,15,15,1.0,,,,noise,noise,,,,,,,,15,smile,,,
d_ex_clothingstore_04_89,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_89,True,,15,150,2.0,,,,noise,noise,,,,,,,,15,shy,,,
d_ex_clothingstore_04_90,d_ex_clothingstore_04,Choice,Locale_SuddenStory:d_ex_clothingstore_04_90,False,,150,150,1.0,,,d_ex_clothingstore_04_92,noise,,,,,,,,,15,shy,,,
d_ex_clothingstore_04_91,d_ex_clothingstore_04,Choice,Locale_SuddenStory:d_ex_clothingstore_04_91,False,,150,150,1.0,,,d_ex_clothingstore_04_93,noise,,,,,,,,,15,shy,,,
d_ex_clothingstore_04_92,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_92,True,,150,1500,0.5,,,d_ex_clothingstore_04_94,noise,noise,,,,,,,,15,shy,,,
d_ex_clothingstore_04_93,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_93,True,,150,1500,0.5,,,d_ex_clothingstore_04_94,noise,noise,,,,,,,,15,shy,,,
d_ex_clothingstore_04_94,d_ex_clothingstore_04,Speech,Locale_SuddenStory:d_ex_clothingstore_04_94,True,,1500,15,1.0,,,,noise,noise,,,,,,,,15,idle,,,
d_ex_clothingstore_04_95,d_ex_clothingstore_04,Monologue,Locale_SuddenStory:d_ex_clothingstore_04_95,False,,15,15,1.0,,,,,,,,,,,,,15,idle,,,noise
d_ex_clothingstore_04_96,d_ex_clothingstore_04,Monologue,Locale_SuddenStory:d_ex_clothingstore_04_96,False,,15,19,1.0,,,,,,,,,,,,,,,,,
d_ex_clothingstore_04_97,d_ex_clothingstore_04,Monologue,Locale_SuddenStory:d_ex_clothingstore_04_97,False,none,19,19,1.0,,,,,,,,,,,,,,,,,
d_ex_clothingstore_04_98,d_ex_clothingstore_04,Monologue,Locale_SuddenStory:d_ex_clothingstore_04_98,False,,19,19,1.0,,,,,,,,,,,,,,,,,
d_ex_clothingstore_04_99,d_ex_clothingstore_04,Monologue,Locale_SuddenStory:d_ex_clothingstore_04_99,False,,19,19,1.0,,,,,,,,,,,,,,,,,
