id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_main_20_09_23,d_main_20_09,Speech,johan,Locale_MainScenario:d_main_20_09_23,True,,S_20,S_20,1.0,,,,johan,,6,pain,,4,idle,,2,idle,,12,idle,,14,idle_alt
d_main_20_09_24,d_main_20_09,Speech,isabel,Locale_MainScenario:d_main_20_09_24,True,,S_20,S_20,1.0,,,,isabel,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_alt
d_main_20_09_25,d_main_20_09,Speech,isabel,Locale_MainScenario:d_main_20_09_25,True,,S_20,S_20,1.0,,,,isabel,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_alt
d_main_20_09_26,d_main_20_09,Speech,johan,Locale_MainScenario:d_main_20_09_26,True,,13,13,1.0,,,,johan,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_alt
d_main_20_09_27,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_27,False,,13,13,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,think_02
d_main_20_09_28,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_28,True,,13,140,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,smile_02
d_main_20_09_29,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_29,True,,140,140,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,worry_02
d_main_20_09_30,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_30,True,,140,140,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,worry_02
d_main_20_09_31,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_31,True,,140,140,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,worry_02
d_main_20_09_32,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_32,True,,140,140,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,worry_02
d_main_20_09_33,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_33,True,,140,140,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_34,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_34,True,,140,1400,2.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_35,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_35,True,,1400,1400,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_36,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_36,True,,1400,1400,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_37,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_37,True,,1400,1400,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_38,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_38,True,,1400,1400,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_39,d_main_20_09,Speech,harran,Locale_MainScenario:d_main_20_09_39,True,,4,4,1.0,,,,harran,,6,idle,,4,rage,,2,idle,,12,idle,,14,angry_02
d_main_20_09_40,d_main_20_09,Speech,harran,Locale_MainScenario:d_main_20_09_40,True,,4,4,1.0,,,,harran,,6,idle,,4,rage,,2,idle,,12,idle,,14,idle_alt
d_main_20_09_41,d_main_20_09,Speech,harran,Locale_MainScenario:d_main_20_09_41,True,,4,4,1.0,,,,harran,,6,idle,,4,rage,,2,idle,,12,idle,,14,idle_alt
d_main_20_09_42,d_main_20_09,Speech,noah,Locale_MainScenario:d_main_20_09_42,True,,4,5,1.0,,,,noah,,6,idle,,4,rage,,2,idle,,12,idle,,14,idle_alt
d_main_20_09_43,d_main_20_09,Speech,noah,Locale_MainScenario:d_main_20_09_43,True,,5,5,1.0,,,,noah,,6,idle,,4,rage,,2,idle,,12,idle,,14,idle_alt
d_main_20_09_44,d_main_20_09,Speech,isabel,Locale_MainScenario:d_main_20_09_44,True,,5,2,2.0,,,,isabel,,6,idle,,4,rage,,2,shy,,12,idle,,14,idle_alt
d_main_20_09_45,d_main_20_09,Speech,isabel,Locale_MainScenario:d_main_20_09_45,True,,2,2,1.0,,,,isabel,,6,idle,,4,idle,,2,shy,,12,idle,,14,idle_alt
d_main_20_09_46,d_main_20_09,Speech,isabel,Locale_MainScenario:d_main_20_09_46,True,,2,S_20,2.0,,,,isabel,,6,idle,,4,idle,,2,shy,,12,idle,,14,idle_alt
d_main_20_09_47,d_main_20_09,Speech,isabel,Locale_MainScenario:d_main_20_09_47,True,,S_20,S_20,1.0,,,,isabel,,6,idle,,4,idle,,2,shy,,12,idle,,14,idle_alt
d_main_20_09_48,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_48,True,,140,140,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_49,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_49,True,,140,140,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_50,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_50,True,,140,140,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_51,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_51,True,,140,13,0.5,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_52,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_52,True,,13,13,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_53,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_53,True,,13,13,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_54,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_54,True,,13,13,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,idle,,14,smile_02
d_main_20_09_55,d_main_20_09,Speech,johan,Locale_MainScenario:d_main_20_09_55,False,,13,13,1.0,,,,johan,,6,idle,,4,idle,,2,idle,,12,think,,14,smile_02
d_main_20_09_56,d_main_20_09,Speech,johan,Locale_MainScenario:d_main_20_09_56,True,,13,13,1.0,,,,johan,,6,idle,,4,idle,,2,idle,,12,idle,,14,smile_02
d_main_20_09_57,d_main_20_09,Speech,johan,Locale_MainScenario:d_main_20_09_57,True,,13,13,1.0,,,,johan,,6,idle,,4,idle,,2,idle,,12,idle,,14,smile_02
d_main_20_09_58,d_main_20_09,Speech,johan,Locale_MainScenario:d_main_20_09_58,True,,13,13,1.0,,,,johan,,6,idle,,4,idle,,2,idle,,12,angry,,14,smile_02
d_main_20_09_59,d_main_20_09,Speech,johan,Locale_MainScenario:d_main_20_09_59,True,,13,13,1.0,,,,johan,,6,idle,,4,idle,,2,idle,,12,angry,,14,smile_02
d_main_20_09_60,d_main_20_09,Speech,dorothy,Locale_MainScenario:d_main_20_09_60,True,,13,13,1.0,,,,dorothy,,6,idle,,4,idle,,2,idle,,12,angry,,14,angry_02
d_main_20_09_61,d_main_20_09,Speech,johan,Locale_MainScenario:d_main_20_09_61,True,,13,1,2.0,,,,johan,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_62,d_main_20_09,Speech,isabel,Locale_MainScenario:d_main_20_09_62,True,,1,1,1.0,,,,isabel,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_63,d_main_20_09,Speech,noah,Locale_MainScenario:d_main_20_09_63,True,,6,6,1.0,,,,noah,,6,good,,4,idle,,2,idle,,12,idle,,14,angry_02
d_main_20_09_64,d_main_20_09,Speech,harran,Locale_MainScenario:d_main_20_09_64,True,,6,4,1.0,,,,harran,,6,good,,4,"expression_0,idle_alt",,2,idle,,12,idle,,14,angry_02
