id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/2/hide_char_id,set_filter_01
d_ex_modernbar_10_16,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_16,True,,S_30,S_30,1.0,,,,3,idle_2,quency_e,quency_e,,,,,,,,,,,
d_ex_modernbar_10_17,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_17,False,,S_30,S_30,1.0,,,,3,idle_2,quency_e,,,,,,,,,,,,
d_ex_modernbar_10_18,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_18,True,,S_30,3,1.0,,,,3,delight_2,quency_e,quency_e,,,,,,,,,,,
d_ex_modernbar_10_19,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_19,False,,3,3,1.0,,,,3,idle_2,quency_e,,,,,,,,,,,,
d_ex_modernbar_10_20,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_20,False,,3,3,1.0,,,,3,idle_2,quency_e,,,,,,,,,,,,
d_ex_modernbar_10_21,d_ex_modernbar_10,Narration,Locale_SuddenStory:d_ex_modernbar_10_21,False,,black,black,1.0,,,,3,idle_2,quency_e,,black,,,,,,,,,,
d_ex_modernbar_10_22,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_22,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,dolla,5,idle,,,,,,,
d_ex_modernbar_10_23,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_23,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_24,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_24,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_25,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_25,False,,4,S_50,1.0,,,,3,idle_2,dolla,dolla,,,5,surprise,,,,,,,
d_ex_modernbar_10_26,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_26,True,,S_50,S_50,1.0,,,,3,idle_2,dolla,dolla,,,5,surprise,,,,,,,
d_ex_modernbar_10_27,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_27,False,,S_50,S_50,1.0,,,,3,idle_2,dolla,,,,5,surprise,,,,,,,
d_ex_modernbar_10_28,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_28,True,,S_50,S_50,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_29,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_29,True,,S_50,S_50,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_30,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_30,True,,S_50,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_31,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_31,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_32,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_32,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_33,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_33,False,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_34,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_34,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_35,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_35,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_36,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_36,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_37,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_37,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_38,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_38,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_39,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_39,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_40,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_40,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_41,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_41,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_42,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_42,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_43,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_43,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_44,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_44,False,,black,black,1.0,,,,3,idle_2,quency_e,,,,5,idle,,,,,,,
d_ex_modernbar_10_45,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_45,False,,5,5,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_46,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_46,False,,5,S_50,0.5,,,,3,idle_2,dolla,dolla,,,5,surprise,,,,,,,
d_ex_modernbar_10_47,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_47,False,,S_50,S_50,1.0,,,,3,idle_2,dolla,dolla,,,5,surprise,,,,,,,
d_ex_modernbar_10_48,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_48,True,,S_50,4,1.0,,,,3,delight_2,quency_e,quency_e,,,5,surprise,,,,,,,
d_ex_modernbar_10_49,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_49,True,,4,4,1.0,,,,3,delight_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_50,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_50,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_51,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_51,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_52,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_52,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_53,d_ex_modernbar_10,Narration,Locale_SuddenStory:d_ex_modernbar_10_53,False,,17,170,0.3,sfx_scn_heavysupplies,,,3,idle_2,dolla,,,,5,idle,,,,,,,
d_ex_modernbar_10_54,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_54,False,,170,170,1.0,,,,3,idle_2,dolla,,,,5,idle,,,,,,,
d_ex_modernbar_10_55,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_55,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_56,d_ex_modernbar_10,Narration,Locale_SuddenStory:d_ex_modernbar_10_56,False,,black,black,1.0,sfx_scn_windowclack,,,3,idle_2,dolla,,,,5,idle,,,,,,,
d_ex_modernbar_10_57,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_57,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_58,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_58,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_59,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_59,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_60,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_60,False,,4,4,1.0,,,,3,idle_2,dolla,,,,5,idle,,,,,,,
d_ex_modernbar_10_61,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_61,False,,4,4,1.0,,,,3,idle_2,dolla,,,,5,idle,,,,,,,
d_ex_modernbar_10_62,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_62,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_63,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_63,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_64,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_64,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,,,,,,,
d_ex_modernbar_10_65,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_65,False,,4,4,1.0,,,,3,idle_2,quency_e,,,,5,idle,,,,,,,
d_ex_modernbar_10_66,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_66,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_67,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_67,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,
d_ex_modernbar_10_68,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_68,True,,4,4,1.0,,,,3,idle_2,quency_e,quency_e,,,5,idle,dolla,,,,,,
d_ex_modernbar_10_69,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_69,False,,4,S_30,1.0,,,,3,idle_2,quency_e,,,,,,,,,,,,
d_ex_modernbar_10_70,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_70,True,,S_30,S_30,1.0,,,,3,think_2,quency_e,quency_e,,,,,,,,,,,
d_ex_modernbar_10_71,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_71,False,,S_30,S_30,1.0,,,,3,think_2,quency_e,,,,,,,,,,,,
d_ex_modernbar_10_72,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_72,True,,S_30,S_30,1.0,,,,3,idle_2,quency_e,quency_e,,,,,,,,,,,
d_ex_modernbar_10_73,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_73,True,,S_30,S_30,1.0,,,,3,idle_2,quency_e,quency_e,,,,,,,,,,,
d_ex_modernbar_10_74,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_74,True,,17,170,0.3,,,,3,idle_2,unknown,unknown,,,,,,,,,,,
d_ex_modernbar_10_75,d_ex_modernbar_10,Narration,Locale_SuddenStory:d_ex_modernbar_10_75,False,,black,black,1.0,sfx_scn_hugecrystalexp,,,3,idle_2,quency_e,,,,,,,,,,,,
d_ex_modernbar_10_76,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_76,False,,black,black,1.0,,,,3,idle_2,quency_e,,,,,,,,,,,,
d_ex_modernbar_10_77,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_77,True,,S_30,S_30,1.0,,none,,3,surprise_2,quency_e,quency_e,,,,,,,,,,,
d_ex_modernbar_10_78,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_78,True,,S_30,S_30,1.0,,,,3,surprise_2,quency_e,quency_e,,,,,,laplace,9,delight,,,
d_ex_modernbar_10_79,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_79,True,,9,9,1.0,,bgm_story_whosdumber,,3,surprise_2,laplace,laplace,,,,,,,9,delight,,,
d_ex_modernbar_10_80,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_80,True,,S_30,S_30,1.0,,,,3,surprise_2,quency_e,quency_e,,,,,,,9,delight,,,
d_ex_modernbar_10_81,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_81,True,,S_30,S_30,1.0,,,,3,surprise_2,quency_e,quency_e,,,,,,,9,delight,,,
d_ex_modernbar_10_82,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_82,False,,S_30,3,1.0,,,,3,surprise_2,quency_e,,,,,,,,9,delight,quency_e,,
d_ex_modernbar_10_83,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_83,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,angry,,,
d_ex_modernbar_10_84,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_84,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,angry,,,
d_ex_modernbar_10_85,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_85,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,angry,,,
d_ex_modernbar_10_86,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_86,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,angry,,,
d_ex_modernbar_10_87,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_87,False,,S_90,S_90,1.0,,,,,,laplace,,,,,,,,9,angry,,,
d_ex_modernbar_10_88,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_88,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,angry,,,
d_ex_modernbar_10_89,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_89,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,angry,,,
d_ex_modernbar_10_90,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_90,False,,black,black,1.0,,,,,,laplace,,,,,,,,9,angry,,,
d_ex_modernbar_10_91,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_91,False,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,no,,,
d_ex_modernbar_10_92,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_92,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,no,,,
d_ex_modernbar_10_93,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_93,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,angry,,,
d_ex_modernbar_10_94,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_94,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,angry,,,
d_ex_modernbar_10_95,d_ex_modernbar_10,Narration,Locale_SuddenStory:d_ex_modernbar_10_95,False,,S_90,S_90,1.0,sfx_scn_windowclack,,,,,laplace,,,,,,,,9,angry,,,
d_ex_modernbar_10_96,d_ex_modernbar_10,Narration,Locale_SuddenStory:d_ex_modernbar_10_96,False,,S_90,9,0.7,,,,,,laplace,,,,,,,,9,angry,,,
d_ex_modernbar_10_97,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_97,True,,9,9,1.0,,,,,,laplace,laplace,,,,,,,9,think,,,
d_ex_modernbar_10_98,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_98,False,,9,9,1.0,,,,,,laplace,,,,,,,,9,think,,,
d_ex_modernbar_10_99,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_99,False,,black,black,1.0,,,,,,laplace,,,,,,,,9,think,,laplace,
d_ex_modernbar_10_100,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_100,True,,4,4,1.0,,,quency_e,3,idle_2,quency_e,quency_e,black,dolla,5,idle,,,,,,,Grey
d_ex_modernbar_10_101,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_101,True,,4,4,1.0,,,,3,idle_2,dolla,dolla,,,5,idle,,,,,,,Grey
d_ex_modernbar_10_102,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_102,True,,S_90,S_90,1.0,,,,3,idle_2,laplace,laplace,black,,5,idle,dolla,laplace,9,think,quency_e,,
d_ex_modernbar_10_103,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_103,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,shy,,,
d_ex_modernbar_10_104,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_104,False,,S_90,S_90,1.0,,,,,,laplace,,,,,,,,9,shy,,,
d_ex_modernbar_10_105,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_105,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,shy,,,
d_ex_modernbar_10_106,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_106,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,idle,,,
d_ex_modernbar_10_107,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_107,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,idle,,,
d_ex_modernbar_10_108,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_108,False,,black,black,1.0,,,,,,laplace,,,,,,,,9,idle,,,
d_ex_modernbar_10_109,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_109,True,,17,170,0.3,,,,,,quency_e,quency_e,,,,,,,9,idle,,,
d_ex_modernbar_10_110,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_110,True,,S_90,9,0.5,,,,,,laplace,laplace,,,,,,,9,no,,,
d_ex_modernbar_10_111,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_111,False,,9,9,1.0,,,,,,laplace,,,,,,,,9,no,,,
d_ex_modernbar_10_112,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_112,False,,9,9,1.0,,,,,,laplace,,,,,,,,9,no,,,
d_ex_modernbar_10_113,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_113,False,,9,9,1.0,,,,,,laplace,,,,,,,,9,no,,,
d_ex_modernbar_10_114,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_114,True,,9,S_90,0.3,,,,,,laplace,laplace,,,,,,,9,shy,,,
d_ex_modernbar_10_115,d_ex_modernbar_10,Self,Locale_SuddenStory:d_ex_modernbar_10_115,False,,S_90,S_90,1.0,,,,,,laplace,,,,,,,,9,shy,,,
d_ex_modernbar_10_116,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_116,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,angry,,,
d_ex_modernbar_10_117,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_117,True,,S_90,S_90,1.0,,,,,,laplace,laplace,,,,,,,9,angry,,,
d_ex_modernbar_10_118,d_ex_modernbar_10,Monologue,Locale_SuddenStory:d_ex_modernbar_10_118,False,,S_90,9,0.7,,,quency_e,3,think_2,laplace,,,,,,,,9,angry,,laplace,
d_ex_modernbar_10_119,d_ex_modernbar_10,Speech,Locale_SuddenStory:d_ex_modernbar_10_119,False,,3,3,1.0,,,,3,think_2,quency_e,quency_e,,,,,,,,,,,
d_ex_modernbar_10_120,d_ex_modernbar_10,Narration,Locale_SuddenStory:d_ex_modernbar_10_120,False,,black,black,1.0,,,,3,think_2,quency_e,,,,,,,,,,,,
