id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_18_07_e_31,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_31,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,surprise,
d_main_18_07_e_32,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_32,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,surprise,
d_main_18_07_e_33,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_33,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,surprise,
d_main_18_07_e_34,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_34,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,surprise,
d_main_18_07_e_35,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_35,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,idle,
d_main_18_07_e_36,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_36,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,idle,
d_main_18_07_e_37,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_37,False,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,idle,
d_main_18_07_e_38,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_38,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,idle,
d_main_18_07_e_39,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_39,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,idle,
d_main_18_07_e_40,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_40,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,idle,
d_main_18_07_e_41,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_41,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_100,1.0,,,OP_leftup,idle,
d_main_18_07_e_42,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_42,False,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_100,1.0,,,OP_leftup,idle,
d_main_18_07_e_43,d_main_18_07_e,Self,laplace,,Locale_MainScenario:d_main_18_07_e_43,False,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_100,1.0,,,OP_leftup,idle,
d_main_18_07_e_44,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_44,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_100,1.0,,,OP_leftup,angry,
d_main_18_07_e_45,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_45,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_100,1.0,,,OP_leftup,angry,
d_main_18_07_e_46,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_46,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_100,1.0,,,OP_leftup,angry,
d_main_18_07_e_47,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_47,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_100,1.0,,,OP_leftup,angry,
d_main_18_07_e_48,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_48,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_100,1.0,,,OP_leftup,angry,
d_main_18_07_e_49,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_49,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_100,1.0,,,OP_leftup,angry,
d_main_18_07_e_50,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_50,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_10,1.0,,,OP_leftup,angry,
d_main_18_07_e_51,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_51,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,angry,
d_main_18_07_e_52,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_52,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,angry,
d_main_18_07_e_53,d_main_18_07_e,Speech,anis,anis,Locale_MainScenario:d_main_18_07_e_53,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,S_10,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_54,d_main_18_07_e,Speech,anis,anis,Locale_MainScenario:d_main_18_07_e_54,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,30,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_55,d_main_18_07_e,Speech,anis,anis,Locale_MainScenario:d_main_18_07_e_55,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,30,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_56,d_main_18_07_e,Speech,anis,anis,Locale_MainScenario:d_main_18_07_e_56,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,30,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_57,d_main_18_07_e,Self,anis,,Locale_MainScenario:d_main_18_07_e_57,False,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,30,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_58,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_58,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,30,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_59,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_59,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,30,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_60,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_60,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,30,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_61,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_61,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,30,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_62,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_62,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,30,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_63,d_main_18_07_e,Self,syuen_op_l,,Locale_MainScenario:d_main_18_07_e_63,False,,7,idle,,5,idle,,3,angry,,1,sad,,13,angry,,15,no,,30,30,1.0,,,OP_leftup,angry,
d_main_18_07_e_64,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_64,True,,7,idle,,5,angry,,3,angry,,1,sad,,13,sad,,15,no,,30,4,1.0,,,OP_leftup,angry,
d_main_18_07_e_65,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_65,True,,7,idle,,5,angry,,3,angry,,1,sad,,13,sad,,15,no,,4,4,1.0,,,OP_leftup,angry,
d_main_18_07_e_66,d_main_18_07_e,Self,syuen_op_l,,Locale_MainScenario:d_main_18_07_e_66,False,,7,idle,,5,angry,,3,angry,,1,sad,,13,sad,,15,no,,4,4,1.0,,,OP_leftup,angry,
d_main_18_07_e_67,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_67,True,,7,idle,,5,angry,,3,angry,,1,sad,,13,sad,,15,no,,4,4,1.0,,,OP_leftup,angry,
d_main_18_07_e_68,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_68,True,,7,idle,,5,angry,,3,angry,,1,sad,,13,sad,,15,no,,4,4,1.0,,,OP_leftup,angry,
d_main_18_07_e_69,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_69,True,,7,idle,,5,angry,,3,angry,,1,sad,,13,sad,,15,no,,4,4,1.0,,,OP_leftup,angry,
d_main_18_07_e_70,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_70,True,,7,idle,,5,angry,,3,angry,,1,sad,,13,sad,,15,no,,4,4,1.0,,,OP_leftup,angry,
d_main_18_07_e_71,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_71,True,,7,idle,,5,angry,,3,angry,,1,sad,,13,sad,,15,no,,4,4,1.0,,,OP_leftup,angry,
d_main_18_07_e_72,d_main_18_07_e,Monologue,syuen_op_l,,Locale_MainScenario:d_main_18_07_e_72,False,,7,idle,,5,angry,,3,angry,,1,sad,,13,sad,,15,no,,4,4,1.0,,,OP_leftup,angry,syuen_op_l
d_main_18_07_e_73,d_main_18_07_e,Self,syuen_op_l,,Locale_MainScenario:d_main_18_07_e_73,False,,7,idle,,5,idle,,3,angry,,1,sad,,13,sad,,15,no,,4,4,1.0,,,,,
d_main_18_07_e_74,d_main_18_07_e,Speech,anis,anis,Locale_MainScenario:d_main_18_07_e_74,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,sad,,15,no,,4,30,1.0,,,,,
d_main_18_07_e_75,d_main_18_07_e,Speech,anis,anis,Locale_MainScenario:d_main_18_07_e_75,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,sad,,15,no,,30,30,1.0,,,,,
d_main_18_07_e_76,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_76,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,sad,,15,no,,30,S_10,1.0,,,,,
d_main_18_07_e_77,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_77,True,,7,idle,,5,idle,,3,sad,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,,,
d_main_18_07_e_78,d_main_18_07_e,Speech,drake,drake,Locale_MainScenario:d_main_18_07_e_78,False,,7,idle,,5,idle,,3,sad,,1,sad,,13,sad,,15,no,,150,150,1.0,,,,,
d_main_18_07_e_79,d_main_18_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_07_e_79,False,,7,idle,,5,idle,,3,sad,,1,sad,,13,sad,,15,no,,150,130,2.0,,,,,
d_main_18_07_e_80,d_main_18_07_e,Speech,anis,anis,Locale_MainScenario:d_main_18_07_e_80,True,,7,worry,,5,idle,,3,sad,,1,sad,,13,sad,,15,no,,30,30,1.0,,,,,
d_main_18_07_e_81,d_main_18_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_18_07_e_81,False,,7,worry,,5,think,,3,sad,,1,sad,,13,sad,,15,no,,30,50,1.0,,,,,
d_main_18_07_e_82,d_main_18_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_18_07_e_82,True,,7,idle,,5,idle,,3,sad,,1,sad,,13,sad,,15,no,,50,50,1.0,,,,,
d_main_18_07_e_83,d_main_18_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_18_07_e_83,True,,7,idle,,5,idle,,3,sad,,1,sad,,13,sad,,15,no,,50,50,1.0,,,,,
d_main_18_07_e_84,d_main_18_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_18_07_e_84,True,,7,idle,,5,idle,,3,sad,,1,sad,,13,sad,,15,no,,50,50,1.0,,,,,
d_main_18_07_e_85,d_main_18_07_e,Self,rapi,,Locale_MainScenario:d_main_18_07_e_85,False,,7,idle,,5,idle,,3,sad,,1,sad,,13,sad,,15,no,,50,50,1.0,,,,,
d_main_18_07_e_86,d_main_18_07_e,Self,rapi,,Locale_MainScenario:d_main_18_07_e_86,False,,7,idle,,5,idle,,3,sad,,1,sad,,13,sad,,15,no,,50,50,1.0,,,,,
d_main_18_07_e_87,d_main_18_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_18_07_e_87,True,,7,idle,,5,think,,3,sad,,1,sad,,13,sad,,15,no,,50,50,1.0,,,,,
