id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade
d_main_34_af_01_13,d_main_34_af_01,Speech,grave_p,Locale_MainScenario:d_main_34_af_01_13,True,,5,angry,,3,idle,,1,delight,,13,idle,,15,idle,,L_30,L_30,1.0,,grave_p,,,,,,,,,,,,
d_main_34_af_01_14,d_main_34_af_01,Speech,anis,Locale_MainScenario:d_main_34_af_01_14,True,,5,angry,,3,idle,,1,delight,,13,void,,15,idle,,130,130,1.0,,anis,,,,,,,,,,,,
d_main_34_af_01_15,d_main_34_af_01,Speech,grave_p,Locale_MainScenario:d_main_34_af_01_15,True,,5,angry,,3,idle,,1,delight,,13,void,,15,idle,,L_30,L_30,1.0,,grave_p,,,,,,,,,,,,
d_main_34_af_01_16,d_main_34_af_01,Speech,anis,Locale_MainScenario:d_main_34_af_01_16,True,,5,angry,,3,idle,,1,delight,,13,no,,15,idle,,130,130,1.0,,anis,,,,,,,,,,,,
d_main_34_af_01_17,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_17,False,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,L_30,4,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_18,d_main_34_af_01,Speech,grave_p,Locale_MainScenario:d_main_34_af_01_18,True,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,grave_p,,,,,,,,,,,,
d_main_34_af_01_19,d_main_34_af_01,Speech,grave_p,Locale_MainScenario:d_main_34_af_01_19,True,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,grave_p,,,,,,,,,,,,
d_main_34_af_01_20,d_main_34_af_01,Speech,grave_p,Locale_MainScenario:d_main_34_af_01_20,True,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,grave_p,,,,,,,,,,,,
d_main_34_af_01_21,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_21,True,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_22,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_22,True,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_23,d_main_34_af_01,Speech,grave_p,Locale_MainScenario:d_main_34_af_01_23,True,,5,angry,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,grave_p,,,,,,,,,,,,
d_main_34_af_01_24,d_main_34_af_01,Speech,grave_p,Locale_MainScenario:d_main_34_af_01_24,True,,5,angry,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,grave_p,,,,,,,,,,,,
d_main_34_af_01_25,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_25,True,,5,angry,,3,surprise,,1,idle,,13,idle,,15,idle,,4,S_50,2.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_26,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_26,True,,5,angry,,3,surprise,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_27,d_main_34_af_01,Speech,grave_p,Locale_MainScenario:d_main_34_af_01_27,False,,5,angry,,3,surprise,,1,idle,,13,idle,,15,idle,,L_30,L_30,1.0,,grave_p,,,,,,,,,,,,
d_main_34_af_01_28,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_28,True,,5,smile,,3,surprise,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_29,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_29,True,,5,smile,,3,surprise,,1,delight,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_30,d_main_34_af_01,Speech,neon,Locale_MainScenario:d_main_34_af_01_30,True,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,10,14,2.0,,neon,,,,,,,,,,,,
d_main_34_af_01_31,d_main_34_af_01,Speech,anis,Locale_MainScenario:d_main_34_af_01_31,True,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,14,14,1.0,,anis,,,,,,,,,,,,
d_main_34_af_01_32,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_32,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,14,12,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_33,d_main_34_af_01,Self,rapi_red,Locale_MainScenario:d_main_34_af_01_33,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_34_af_01_34,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_34,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,12,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_35,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_35,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_36,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_36,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_37,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_37,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_38,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_38,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_39,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_39,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_40,d_main_34_af_01,Self,rapi_red,Locale_MainScenario:d_main_34_af_01_40,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_34_af_01_41,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_41,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_42,d_main_34_af_01,Self,rapi_red,Locale_MainScenario:d_main_34_af_01_42,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_34_af_01_43,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_43,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_44,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_44,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_45,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_45,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_46,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_46,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_47,d_main_34_af_01,Speech,rapi_red,Locale_MainScenario:d_main_34_af_01_47,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,rapi_red,,,,,,,,,,,,
d_main_34_af_01_48,d_main_34_af_01,Self,rapi_red,Locale_MainScenario:d_main_34_af_01_48,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_34_af_01_49,d_main_34_af_01,Speech,anis,Locale_MainScenario:d_main_34_af_01_49,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,12,1.0,,anis,,,,,,,,,,,,
d_main_34_af_01_50,d_main_34_af_01,Speech,anis,Locale_MainScenario:d_main_34_af_01_50,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,12,12,1.0,,anis,,,,,,,,,,,,
d_main_34_af_01_51,d_main_34_af_01,Speech,neon,Locale_MainScenario:d_main_34_af_01_51,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,12,14,1.0,,neon,,,,,,,,,,,,
d_main_34_af_01_52,d_main_34_af_01,Speech,neon,Locale_MainScenario:d_main_34_af_01_52,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,14,14,1.0,,neon,,,,,,,,,,,,
d_main_34_af_01_53,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_53,False,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_54,d_main_34_af_01,Speech,grave_p,Locale_MainScenario:d_main_34_af_01_54,False,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,grave_p,,,,,,,,,,,,
d_main_34_af_01_55,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_55,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_56,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_56,True,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_57,d_main_34_af_01,Speech,grave_p,Locale_MainScenario:d_main_34_af_01_57,True,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,grave_p,,,,,,,,,,,,
d_main_34_af_01_58,d_main_34_af_01,Self,grave_p,Locale_MainScenario:d_main_34_af_01_58,False,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,,,,,,,,,
d_main_34_af_01_59,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_59,True,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,4,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_60,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_60,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_61,d_main_34_af_01,Self,cinderella,Locale_MainScenario:d_main_34_af_01_61,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,,,
d_main_34_af_01_62,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_62,True,,5,smile,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_63,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_63,True,,5,smile,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_64,d_main_34_af_01,Speech,anis,Locale_MainScenario:d_main_34_af_01_64,True,,5,smile,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis,,,,,,,,,,,,
d_main_34_af_01_65,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_65,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_66,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_66,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_67,d_main_34_af_01,Speech,neon,Locale_MainScenario:d_main_34_af_01_67,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_150,S_150,1.0,,neon,,,,,,,,,,,,
d_main_34_af_01_68,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_68,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_69,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_69,True,,5,smile,,3,idle,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_70,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_70,True,,5,smile,,3,idle,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_71,d_main_34_af_01,Self,cinderella,Locale_MainScenario:d_main_34_af_01_71,False,,5,smile,,3,idle,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,,,
d_main_34_af_01_72,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_72,True,,5,smile,,3,idle,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_73,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_73,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_74,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_74,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_75,d_main_34_af_01,Speech,anis,Locale_MainScenario:d_main_34_af_01_75,True,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,130,130,1.0,,anis,,,,,,,,,,,,
d_main_34_af_01_76,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_76,True,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,S_50,S_50,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_77,d_main_34_af_01,Speech,anis,Locale_MainScenario:d_main_34_af_01_77,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis,,,,,,,,,,,,
d_main_34_af_01_78,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_78,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_50,S_500,1.5,,cinderella,,,,,,,,,,,,
d_main_34_af_01_79,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_79,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_500,S_500,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_80,d_main_34_af_01,Speech,cinderella,Locale_MainScenario:d_main_34_af_01_80,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_500,S_500,1.0,,cinderella,,,,,,,,,,,,
d_main_34_af_01_81,d_main_34_af_01,Speech,anis,Locale_MainScenario:d_main_34_af_01_81,False,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis,,,,,,,,,,,,
d_main_34_af_01_82,d_main_34_af_01,Speech,anis,Locale_MainScenario:d_main_34_af_01_82,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis,,,,,,,,,,,,
d_main_34_af_01_83,d_main_34_af_01,Speech,shifty_r,Locale_MainScenario:d_main_34_af_01_83,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,1,1,1.0,none,shifty_r,cinderella,grave_p,rapi_red,anis,neon,shifty_r,OP_right,idle,mana_op,OP_left,idle,black
d_main_34_af_01_84,d_main_34_af_01,Speech,shifty_r,Locale_MainScenario:d_main_34_af_01_84,True,,,,,,,,,,,,,,,,,1,1,1.0,,shifty_r,,,,,,,OP_right,idle,,OP_left,idle,
d_main_34_af_01_85,d_main_34_af_01,Self,shifty_r,Locale_MainScenario:d_main_34_af_01_85,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_right,idle,,OP_left,idle,
d_main_34_af_01_86,d_main_34_af_01,Self,shifty_r,Locale_MainScenario:d_main_34_af_01_86,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_right,idle,,OP_left,idle,
d_main_34_af_01_87,d_main_34_af_01,Speech,mana_op,Locale_MainScenario:d_main_34_af_01_87,True,,,,,,,,,,,,,,,,,1,1,1.0,,mana_op,,,,,,,OP_right,idle,,OP_left,idle,
d_main_34_af_01_88,d_main_34_af_01,Speech,mana_op,Locale_MainScenario:d_main_34_af_01_88,True,,,,,,,,,,,,,,,,,1,1,1.0,,mana_op,,,,,,,OP_right,idle,,OP_left,idle,
d_main_34_af_01_89,d_main_34_af_01,Speech,mana_op,Locale_MainScenario:d_main_34_af_01_89,True,,,,,,,,,,,,,,,,,1,1,1.0,,mana_op,,,,,,,OP_right,idle,,OP_left,idle,
d_main_34_af_01_90,d_main_34_af_01,Self,mana_op,Locale_MainScenario:d_main_34_af_01_90,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_right,idle,,OP_left,idle,
d_main_34_af_01_91,d_main_34_af_01,Self,mana_op,Locale_MainScenario:d_main_34_af_01_91,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_right,idle,,OP_left,idle,
d_main_34_af_01_92,d_main_34_af_01,Speech,shifty_r,Locale_MainScenario:d_main_34_af_01_92,True,,,,,,,,,,,,,,,,,1,1,1.0,,shifty_r,,,,,,,OP_right,worry,,OP_left,idle,
d_main_34_af_01_93,d_main_34_af_01,Speech,shifty_r,Locale_MainScenario:d_main_34_af_01_93,True,,,,,,,,,,,,,,,,,1,1,1.0,,shifty_r,,,,,,,OP_right,think,,OP_left,idle,
d_main_34_af_01_94,d_main_34_af_01,Speech,shifty_r,Locale_MainScenario:d_main_34_af_01_94,True,,,,,,,,,,,,,,,,,1,1,1.0,,shifty_r,,,,,,,OP_right,worry,,OP_left,idle,
d_main_34_af_01_95,d_main_34_af_01,Speech,shifty_r,Locale_MainScenario:d_main_34_af_01_95,True,,,,,,,,,,,,,,,,,1,1,1.0,,shifty_r,,,,,,,OP_right,worry,,OP_left,idle,
d_main_34_af_01_96,d_main_34_af_01,Self,mana_op,Locale_MainScenario:d_main_34_af_01_96,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_right,worry,,OP_left,idle,
d_main_34_af_01_97,d_main_34_af_01,Speech,shifty_r,Locale_MainScenario:d_main_34_af_01_97,True,,,,,,,,,,,,,,,,,1,1,1.0,,shifty_r,,,,,,,OP_right,idle,,OP_left,idle,
