id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_07_06_s_24,d_main_07_06_s,Narration,modenia_v,Narration,Locale_MainScenario:d_main_07_06_s_24,True,,black,black,1.0,,,,,,,,,,,,,,1,idle,,,15,idle,,,17,idle,
d_main_07_06_s_25,d_main_07_06_s,Narration,modenia_v,Narration,Locale_MainScenario:d_main_07_06_s_25,True,,black,black,1.0,,,,,,,,,,,,,,1,idle,,,15,idle,,,17,idle,
d_main_07_06_s_26,d_main_07_06_s,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_s_26,True,,10,100,0.2,,,,,,,,,,,,,,1,pain,,,15,idle,,,17,idle,talkative
d_main_07_06_s_27,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_27,True,,150,15,1.0,,,,,,,,,,,,,,1,pain,,,15,idle,,,,,
d_main_07_06_s_28,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_28,True,,15,113,1.0,,,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_29,d_main_07_06_s,Narration,,Narration,Locale_MainScenario:d_main_07_06_s_29,True,,113,113,1.0,,,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_30,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_30,True,,113,113,1.0,,,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_31,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_31,True,,113,130,1.0,,,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_32,d_main_07_06_s,Narration,,Narration,Locale_MainScenario:d_main_07_06_s_32,True,,black,black,1.0,,sfx_scn_dead,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_33,d_main_07_06_s,Narration,,Narration,Locale_MainScenario:d_main_07_06_s_33,True,,black,black,1.0,,sfx_scn_heavyhit,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_34,d_main_07_06_s,Narration,,Narration,Locale_MainScenario:d_main_07_06_s_34,True,,black,black,1.0,,sfx_scn_regeneration,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_35,d_main_07_06_s,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_s_35,False,,black,black,1.0,,,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_36,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_36,True,,black,black,1.0,,,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_37,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_37,True,,black,black,1.0,,,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_38,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_38,True,,black,black,1.0,,,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_39,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_39,False,,black,black,1.0,,,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_40,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_40,True,,black,black,1.0,,,,,,,,,,,,,,1,pain,,,13,idle,,,,,
d_main_07_06_s_41,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_41,True,,black,black,1.0,,,,,,,,,,,,,,1,pain,snowwhite,,13,idle,modenia_v,,,,
d_main_07_06_s_42,d_main_07_06_s,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_s_42,True,EventScene_Chap_07_03,30_ground,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_s_43,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_43,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_s_44,d_main_07_06_s,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_s_44,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_s_45,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_45,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_s_46,d_main_07_06_s,Narration,,Narration,Locale_MainScenario:d_main_07_06_s_46,True,,black,black,1.0,,sfx_scn_bonebreak,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_s_47,d_main_07_06_s,Narration,,Narration,Locale_MainScenario:d_main_07_06_s_47,True,,black,black,1.0,,sfx_scn_bonecrash,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_s_48,d_main_07_06_s,Speech,,snowwhite,Locale_MainScenario:d_main_07_06_s_48,True,IceLand_01,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_s_49,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_49,True,,black,black,1.0,,,,,,,,,,,,,snowwhite,1,angry,,modenia_v,13,idle,,,,,
d_main_07_06_s_50,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_50,True,,7,70,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_51,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_51,True,,70,70,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_52,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_52,True,,70,70,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_53,d_main_07_06_s,Self,,Self,Locale_MainScenario:d_main_07_06_s_53,True,,70,70,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_54,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_54,True,,70,70,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_55,d_main_07_06_s,Self,,Self,Locale_MainScenario:d_main_07_06_s_55,False,,70,700,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_56,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_56,True,,700,700,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_57,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_57,True,,700,700,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_58,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_58,True,,700,700,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_59,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_59,True,,700,700,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_60,d_main_07_06_s,Self,,Self,Locale_MainScenario:d_main_07_06_s_60,True,,700,700,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_61,d_main_07_06_s,Narration,,Narration,Locale_MainScenario:d_main_07_06_s_61,True,,700,7,0.2,,sfx_scn_snowwhiterifle,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_62,d_main_07_06_s,Self,,Self,Locale_MainScenario:d_main_07_06_s_62,False,,7,700,0.2,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_63,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_63,True,,700,700,1.0,,,Blur_High,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_64,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_64,True,,700,700,1.0,,,Blur_High,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_65,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_65,True,,700,700,1.0,,,Blur_High,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_66,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_66,True,,700,700,1.0,,,Blur_Middle,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_67,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_67,True,,700,700,1.0,,,Blur_Low,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_68,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_68,True,,1300,1300,1.0,,,,,,,,,,,,,,1,angry,,,13,surprise,,,,,
d_main_07_06_s_69,d_main_07_06_s,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_s_69,True,,100,100,1.0,,,,,,,,,,,,,,1,angry,,,13,surprise,,,,,
d_main_07_06_s_70,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_70,True,,1300,1300,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_71,d_main_07_06_s,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_s_71,True,,100,100,1.0,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,
d_main_07_06_s_72,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_72,True,,1300,1300,1.0,,,,,,,,,,,,,,1,angry,,,13,surprise,,,,,
d_main_07_06_s_73,d_main_07_06_s,Narration,,Narration,Locale_MainScenario:d_main_07_06_s_73,True,,black,black,1.0,,sfx_scn_gunfire,,,,,,,,,,,,1,angry,,,13,surprise,,,,,
d_main_07_06_s_74,d_main_07_06_s,Narration,,Narration,Locale_MainScenario:d_main_07_06_s_74,True,,black,black,1.0,,sfx_scn_explosions,,,,,,,,,,,,1,angry,,,13,surprise,,,,,
d_main_07_06_s_75,d_main_07_06_s,Speech,,modenia_v,Locale_MainScenario:d_main_07_06_s_75,False,,black,black,1.0,,,,,,,,,,,,,,1,angry,,,13,surprise,,,,,
d_main_07_06_s_76,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_76,True,,113,113,1.0,,,,,,,,,,,,,,1,angry,,,13,surprise,,,,,
d_main_07_06_s_77,d_main_07_06_s,Monologue,,,Locale_MainScenario:d_main_07_06_s_77,True,,113,113,1.0,,,,,,,,,,,,,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_78,d_main_07_06_s,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_07_06_s_78,True,,113,15,1.0,,,,,,,,,,,,,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_79,d_main_07_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_s_79,True,,30,300,0.2,,,,neon,7,idle,anis,5,angry,rapi,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_80,d_main_07_06_s,Speech,neon,neon,Locale_MainScenario:d_main_07_06_s_80,True,,S_70,S_700,0.2,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_81,d_main_07_06_s,Speech,anis,anis,Locale_MainScenario:d_main_07_06_s_81,True,,50,500,0.5,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_82,d_main_07_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_s_82,True,,30,30,1.0,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_83,d_main_07_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_s_83,True,,30,300,1.0,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_84,d_main_07_06_s,Self,rapi,Self,Locale_MainScenario:d_main_07_06_s_84,True,,300,300,1.0,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_85,d_main_07_06_s,Speech,anis,anis,Locale_MainScenario:d_main_07_06_s_85,True,,500,500,1.0,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_86,d_main_07_06_s,Speech,neon,neon,Locale_MainScenario:d_main_07_06_s_86,True,,S_700,S_700,1.0,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_87,d_main_07_06_s,Speech,anis,anis,Locale_MainScenario:d_main_07_06_s_87,True,,S_700,500,1.0,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_88,d_main_07_06_s,Speech,anis,anis,Locale_MainScenario:d_main_07_06_s_88,True,,500,500,1.0,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_89,d_main_07_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_s_89,True,,500,300,1.0,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_90,d_main_07_06_s,Self,rapi,Self,Locale_MainScenario:d_main_07_06_s_90,True,,300,300,1.0,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_91,d_main_07_06_s,Speech,anis,anis,Locale_MainScenario:d_main_07_06_s_91,True,,300,500,1.0,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_92,d_main_07_06_s,Speech,anis,anis,Locale_MainScenario:d_main_07_06_s_92,True,,500,500,0.2,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_93,d_main_07_06_s,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_s_93,True,,10,100,0.2,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_94,d_main_07_06_s,Speech,neon,neon,Locale_MainScenario:d_main_07_06_s_94,True,,S_70,S_700,0.2,,,,,7,no,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
d_main_07_06_s_95,d_main_07_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_s_95,True,,30,300,0.2,,,,,7,idle,,5,angry,,3,angry,,1,angry,,,15,surprise,,,,,
