id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_main_25_06_16,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_16,True,,S_130,12,1.0,,anis,anis,,,,,1,delight,,,13,idle,
d_main_25_06_17,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_17,True,,12,12,1.0,,neon,neon,,,,,1,delight,,,13,surprise,
d_main_25_06_18,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_18,True,,12,12,1.0,,anis,anis,,,,,1,worry,,,13,surprise,
d_main_25_06_19,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_19,True,,12,12,1.0,,anis,anis,,,,,1,sad,,,13,idle,
d_main_25_06_20,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_20,True,,12,12,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_21,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_21,True,,12,12,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_22,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_22,True,,12,S_130,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_23,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_23,False,,S_130,S_130,1.0,,neon,neon,,,,,1,void,,,13,surprise,
d_main_25_06_24,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_24,True,,S_130,S_130,1.0,,neon,neon,,,,,1,void,,,13,surprise,
d_main_25_06_25,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_25,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_26,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_26,True,,10,10,1.0,,anis,anis,,,,,1,sad,,,13,idle,
d_main_25_06_27,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_27,False,,10,12,1.0,,neon,neon,,,,,1,sad,,,13,idle,
d_main_25_06_28,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_28,True,,12,12,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_29,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_29,True,,12,12,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_30,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_30,True,,12,12,1.0,,neon,neon,,,,,1,idle,,,13,idle,
d_main_25_06_31,d_main_25_06,Self,Locale_MainScenario:d_main_25_06_31,False,,12,12,1.0,,neon,,,,,,1,idle,,,13,idle,
d_main_25_06_32,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_32,True,,12,12,1.0,,neon,neon,,,,,1,idle,,,13,idle,
d_main_25_06_33,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_33,True,,12,10,2.0,,anis,anis,,,,,1,worry,,,13,idle,
d_main_25_06_34,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_34,True,,10,10,1.0,,anis,anis,,,,,1,worry,,,13,idle,
d_main_25_06_35,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_35,True,,10,10,1.0,,anis,anis,,,,,1,worry,,,13,idle,
d_main_25_06_36,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_36,True,,10,10,1.0,,anis,anis,,,,,1,worry,,,13,idle,
d_main_25_06_37,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_37,True,,10,10,1.0,,anis,anis,,,,,1,sad,,,13,idle,
d_main_25_06_38,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_38,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_39,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_39,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_40,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_40,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_41,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_41,False,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_42,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_42,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_43,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_43,True,,10,S_130,1.0,,neon,neon,,,,,1,void,,,13,worry,
d_main_25_06_44,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_44,True,,S_130,S_130,1.0,,neon,neon,,,,,1,void,,,13,worry,
d_main_25_06_45,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_45,True,,S_130,12,1.0,,anis,anis,,,,,1,void,,,13,worry,
d_main_25_06_46,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_46,True,,12,12,1.0,,anis,anis,,,,,1,void,,,13,worry,
d_main_25_06_47,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_47,True,,12,12,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_48,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_48,True,,12,12,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_49,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_49,True,,12,12,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_50,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_50,True,,12,12,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_51,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_51,True,,12,12,1.0,,anis,anis,,,,,1,sad,,,13,idle,
d_main_25_06_52,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_52,True,,12,S_130,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_53,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_53,True,,S_130,S_130,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_54,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_54,True,,S_130,S_130,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_55,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_55,True,,S_130,S_130,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_56,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_56,True,,S_130,S_130,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_57,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_57,True,,S_130,S_130,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_58,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_58,True,,S_130,S_130,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_59,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_59,True,,S_130,S_130,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_60,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_60,True,,S_130,10,1.0,,anis,anis,,,,,1,delight,,,13,idle,
d_main_25_06_61,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_61,True,,S_130,S_130,1.0,,neon,neon,,,,,1,idle,,,13,idle,
d_main_25_06_62,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_62,True,,10,10,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_63,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_63,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_64,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_64,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_65,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_65,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_66,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_66,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_67,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_67,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_68,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_68,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_69,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_69,True,,10,10,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_70,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_70,False,,10,100,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_71,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_71,True,,100,100,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_72,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_72,True,,100,100,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_73,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_73,True,,S_1300,S_1300,1.0,,neon,neon,,,,,1,idle,,,13,idle,
d_main_25_06_74,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_74,True,,S_1300,12,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_75,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_75,True,,12,12,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_76,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_76,True,,12,12,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_77,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_77,True,,12,12,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_78,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_78,True,,12,12,1.0,,neon,neon,,,,,1,idle,,,13,idle,
d_main_25_06_79,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_79,True,,12,12,1.0,,neon,neon,,,,,1,idle,,,13,idle,
d_main_25_06_80,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_80,True,,12,12,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_81,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_81,True,,12,12,1.0,,neon,neon,,,,,1,idle,,,13,idle,
d_main_25_06_82,d_main_25_06,Self,Locale_MainScenario:d_main_25_06_82,False,,12,12,1.0,,neon,,,,,,1,idle,,,13,idle,
d_main_25_06_83,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_83,True,,12,12,1.0,,anis,anis,,,,,1,sad,,,13,idle,
d_main_25_06_84,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_84,True,,12,12,1.0,,anis,anis,,,,,1,void,,,13,idle,
d_main_25_06_85,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_85,True,,12,12,1.0,,neon,neon,,,,,1,void,,,13,idle,
d_main_25_06_86,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_86,True,,12,12,1.0,,anis,anis,,,,,1,idle,,,13,idle,
d_main_25_06_87,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_87,True,,12,12,1.0,,neon,neon,,,,,1,idle,,,13,idle,
d_main_25_06_88,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_88,False,,12,5,2.0,,dorothy,dorothy,dorothy,5,think,,1,idle,anis,,13,idle,neon
d_main_25_06_89,d_main_25_06,Speech,Locale_MainScenario:d_main_25_06_89,True,,5,5,1.0,,dorothy,dorothy,,5,think,,,,,,,,
