id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_main_23af_02_48,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_48,True,,10,10,1.0,,ingrid_op,ingrid_op,,,,1,surprise,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_49,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_49,True,,10,10,1.0,,ingrid_op,ingrid_op,,,,1,surprise,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_50,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_50,True,,10,10,1.0,,burningum,burningum,,,,1,surprise,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_51,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_51,True,,10,10,1.0,,mustang_op_r,mustang_op_r,,,,1,surprise,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_52,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_52,True,,10,10,1.0,,burningum,burningum,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_53,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_53,True,,10,10,1.0,,mustang_op_r,mustang_op_r,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_54,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_54,True,,10,10,1.0,,mustang_op_r,mustang_op_r,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_55,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_55,True,,10,10,1.0,,mustang_op_r,mustang_op_r,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_56,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_56,True,,10,10,1.0,,mustang_op_r,mustang_op_r,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_57,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_57,True,,10,100,0.7,,burningum,burningum,,,,1,angry,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_58,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_58,True,,100,100,1.0,,burningum,burningum,,,,1,angry,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_59,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_59,True,,100,100,1.0,,burningum,burningum,,,,1,angry,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_60,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_60,True,,100,100,1.0,,syuen_op_l,syuen_op_l,,,,1,angry,syuen_op_l,OP_leftup,angry,ingrid_op,,OP_rightup,angry,
d_main_23af_02_61,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_61,True,,100,100,1.0,,burningum,burningum,,,,1,angry,,OP_leftup,angry,,,OP_rightup,angry,
d_main_23af_02_62,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_62,False,,100,100,1.0,,syuen_op_l,syuen_op_l,,,,1,angry,,OP_leftup,angry,,,OP_rightup,angry,
d_main_23af_02_63,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_63,True,,100,100,1.0,,burningum,burningum,,,,1,angry,,OP_leftup,angry,,,OP_rightup,angry,
d_main_23af_02_64,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_64,True,,100,100,1.0,,burningum,burningum,,,,1,angry,,OP_leftup,angry,,,OP_rightup,angry,
d_main_23af_02_65,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_65,True,,100,100,1.0,,syuen_op_l,syuen_op_l,,,,1,angry,,OP_leftup,angry,,,OP_rightup,angry,
d_main_23af_02_66,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_66,True,,100,100,1.0,,syuen_op_l,syuen_op_l,,,,1,angry,,OP_leftup,angry,,,OP_rightup,angry,
d_main_23af_02_67,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_67,True,,100,100,1.0,,syuen_op_l,syuen_op_l,,,,1,angry,,OP_leftup,angry,,,OP_rightup,angry,
d_main_23af_02_68,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_68,True,,100,100,1.0,,ingrid_op,ingrid_op,,,,1,angry,ingrid_op,OP_leftup,idle,syuen_op_l,,OP_rightup,angry,
d_main_23af_02_69,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_69,True,,100,100,1.0,,ingrid_op,ingrid_op,,,,1,angry,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_70,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_70,True,,100,100,1.0,,ingrid_op,ingrid_op,,,,1,angry,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_71,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_71,True,,100,10,1.0,,burningum,burningum,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_72,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_72,True,,10,10,1.0,,burningum,burningum,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_73,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_73,True,,10,10,1.0,,burningum,burningum,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_74,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_74,False,,10,10,1.0,,burningum,burningum,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_75,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_75,True,,10,10,1.0,,burningum,burningum,,,,1,think,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_76,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_76,False,,10,10,1.0,,ingrid_op,ingrid_op,,,,1,think,,OP_leftup,think,,,OP_rightup,angry,
d_main_23af_02_77,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_77,True,,10,10,1.0,,burningum,burningum,,,,1,idle,,OP_leftup,think,,,OP_rightup,angry,
d_main_23af_02_78,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_78,True,,10,10,1.0,,burningum,burningum,,,,1,idle,,OP_leftup,think,,,OP_rightup,angry,
d_main_23af_02_79,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_79,True,,10,10,1.0,,burningum,burningum,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_80,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_80,True,,10,10,1.0,,burningum,burningum,,,,1,idle,,OP_leftup,idle,,,OP_rightup,angry,
d_main_23af_02_81,d_main_23af_02,Narration,Locale_MainScenario:d_main_23af_02_81,False,,10,10,1.0,none,,,,sfx_scn_over,,1,idle,,OP_leftup,idle,ingrid_op,,OP_rightup,angry,mustang_op_r
d_main_23af_02_82,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_82,False,,10,1,1.0,,burningum,burningum,,,,1,think,,,,,,,,
d_main_23af_02_83,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_83,True,,1,1,1.0,,burningum,burningum,,,,1,think,,,,,,,,
