id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_39_01_35,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_35,True,S_130,S_130,1.0,,Vignetting,,,1,surprise,,13,idle,,,
d_main_39_01_36,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_36,True,S_130,S_130,1.0,,Vignetting,,,1,surprise,,13,idle,,,
d_main_39_01_37,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_37,True,S_130,S_130,1.0,,Vignetting,,,1,surprise,,13,idle,,,
d_main_39_01_38,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_38,False,S_130,S_10,1.0,,Vignetting,,,1,think_01,,13,idle,,,
d_main_39_01_39,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_39,True,S_10,S_10,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_40,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_40,True,S_10,113,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_41,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_41,True,113,113,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_42,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_42,False,113,113,1.0,,Vignetting,,,1,think_02,,13,idle,,,
d_main_39_01_43,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_43,True,113,113,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_44,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_44,True,113,113,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_45,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_45,True,113,113,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_46,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_46,True,113,113,1.0,,Vignetting,,,1,no,,13,delight,,,
d_main_39_01_47,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_47,True,113,113,1.0,,Vignetting,,,1,no,,13,delight,,,
d_main_39_01_48,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_48,True,113,S_130,1.0,,Vignetting,,,1,no,,13,delight,,,
d_main_39_01_49,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_49,True,S_130,S_130,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_50,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_50,True,S_130,S_130,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_51,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_51,True,S_130,S_130,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_52,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_52,True,S_130,S_130,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_53,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_53,True,S_130,S_130,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_54,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_54,False,S_130,S_10,1.0,,Vignetting,,,1,think_01,,13,idle,,,
d_main_39_01_55,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_55,True,S_10,113,1.0,,Vignetting,,,1,think_01,,13,idle,,,
d_main_39_01_56,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_56,True,113,113,1.0,,Vignetting,,,1,think_01,,13,think,,,
d_main_39_01_57,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_57,True,113,113,1.0,,Vignetting,,,1,no,,13,think,,,
d_main_39_01_58,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_58,True,113,113,1.0,,Vignetting,,,1,no,,13,think,,,
d_main_39_01_59,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_59,True,113,113,1.0,,Vignetting,,,1,no,,13,think,,,
d_main_39_01_60,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_60,True,113,113,1.0,,Vignetting,,,1,no,,13,think,,,
d_main_39_01_61,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_61,True,113,113,1.0,,Vignetting,,,1,no,,13,think,,,
d_main_39_01_62,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_62,True,113,113,1.0,,Vignetting,,,1,no,,13,think,,,
d_main_39_01_63,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_63,True,113,113,1.0,,Vignetting,,,1,special,,13,think,,,
d_main_39_01_64,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_64,True,113,113,1.0,,Vignetting,,,1,think_01,,13,think,,,
d_main_39_01_65,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_65,True,113,113,1.0,,Vignetting,,,1,think_01,,13,delight,,,
d_main_39_01_66,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_66,True,113,113,1.0,,Vignetting,,,1,think_01,,13,delight,,,
d_main_39_01_67,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_67,True,S_10,S_100,0.5,,Vignetting,,,1,no,,13,delight,,,
d_main_39_01_68,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_68,True,S_100,S_1300,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_69,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_69,True,S_100,S_10,0.5,,Vignetting,,,1,angry,,13,idle,,,
d_main_39_01_70,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_70,True,S_1300,S_1300,1.0,,Vignetting,,,1,angry,,13,think,,,
d_main_39_01_71,d_main_39_01,Narration,,,Locale_MainScenario:d_main_39_01_71,False,black,black,1.0,none,Vignetting,sfx_scn_raptilionstep4,,1,angry,,13,think,,,
d_main_39_01_72,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_72,True,S_10,S_10,1.0,,Vignetting,,,1,no,,13,think,,,
d_main_39_01_73,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_73,True,S_10,113,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_74,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_74,True,113,113,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_75,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_75,True,113,113,1.0,,Vignetting,,,1,no,,13,idle,,,
d_main_39_01_76,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_76,True,113,113,1.0,,Vignetting,,,1,think_02,,13,idle,,,
d_main_39_01_77,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_77,True,rap_150,rap_1500,0.5,bgm_story_whosdumber,Vignetting,,,1,think_02,,13,idle,raptilion,15,idle
d_main_39_01_78,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_78,True,rap_1500,rap_1500,1.0,,Vignetting,,,1,think_02,,13,idle,,15,idle
d_main_39_01_79,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_79,True,S_100,S_100,1.0,,Vignetting,,,1,pain,,13,idle,,15,idle
d_main_39_01_80,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_80,True,S_100,S_1300,1.0,,Vignetting,,,1,pain,,13,sad,,15,idle
d_main_39_01_81,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_81,True,S_1300,rap_1500,1.0,,Vignetting,,,1,pain,,13,sad,,15,idle
d_main_39_01_82,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_82,True,rap_1500,rap_1500,1.0,,Vignetting,,,1,pain,,13,sad,,15,idle
d_main_39_01_83,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_83,True,rap_1500,rap_1500,1.0,,Vignetting,,,1,pain,,13,sad,,15,idle
d_main_39_01_84,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_84,True,rap_1500,rap_150,1.0,,Vignetting,,,1,pain,,13,sad,,15,idle
d_main_39_01_85,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_85,True,S_10,S_10,1.0,,Vignetting,,,1,surprise,,13,sad,,15,idle
d_main_39_01_86,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_86,True,S_10,S_130,1.0,,Vignetting,,,1,surprise,,13,idle,,15,idle
d_main_39_01_87,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_87,True,S_130,rap_150,1.0,,Vignetting,,,1,surprise,,13,idle,,15,idle
d_main_39_01_88,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_88,True,rap_150,rap_150,1.0,,Vignetting,,,1,surprise,,13,idle,,15,idle
d_main_39_01_89,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_89,True,rap_150,rap_150,1.0,,Vignetting,,,1,surprise,,13,idle,,15,idle
d_main_39_01_90,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_90,True,rap_150,rap_150,1.0,,Vignetting,,,1,surprise,,13,idle,,15,idle
d_main_39_01_91,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_91,True,rap_150,rap_150,1.0,,Vignetting,,,1,surprise,,13,idle,,15,idle
d_main_39_01_92,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_92,True,rap_150,S_130,1.0,,Vignetting,,,1,surprise,,13,think,,15,idle
d_main_39_01_93,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_93,True,S_130,113,1.0,,Vignetting,,,1,angry,,13,think,,15,idle
d_main_39_01_94,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_94,True,113,113,1.0,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_95,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_95,False,rap_150,rap_150,1.0,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_96,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_96,False,rap_150,rap_150,1.0,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_97,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_97,True,rap_150,S_130,1.0,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_98,d_main_39_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_01_98,True,S_130,113,1.0,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_99,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_99,True,rap_150,rap_1500,0.5,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_100,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_100,True,S_130,S_1300,0.5,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_101,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_101,True,rap_150,rap_1500,0.5,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_102,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_102,True,S_130,S_1300,0.5,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_103,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_103,True,rap_150,rap_1500,0.5,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_104,d_main_39_01,Speech,ziz,ziz,Locale_MainScenario:d_main_39_01_104,True,S_130,S_1300,0.5,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_105,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_105,True,S_1300,rap_1500,1.0,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_106,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_106,True,rap_1500,rap_1500,1.0,,Vignetting,,,1,angry,,13,sad,,15,idle
d_main_39_01_107,d_main_39_01,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_01_107,True,rap_1500,rap_1500,1.0,,Vignetting,,,1,angry,,13,sad,,15,idle
