id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_16af_02_13,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_13,True,,12,12,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_14,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_14,True,,12,XS_10,2.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_15,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_15,True,,XS_10,XS_10,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_16,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_16,True,,XS_10,S_130,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_17,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_17,True,,S_130,S_130,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_18,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_18,True,,S_130,S_130,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_19,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_19,True,,S_130,XS_10,0.3,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_20,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_20,True,,XS_10,S_130,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_21,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_21,True,,S_130,S_130,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_22,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_22,True,,S_130,S_130,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_23,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_23,True,,S_130,XS_10,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_24,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_24,True,,XS_10,1,2.5,,,,,5,think,,3,think,,1,think,,13,idle
d_main_16af_02_25,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_25,False,,1,1,1.0,,,,,5,think,,3,think,,1,think,,13,idle
d_main_16af_02_26,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_26,True,,1,12,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_27,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_27,True,,12,12,1.0,,,,,5,think,,3,think,,1,think,,13,idle
d_main_16af_02_28,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_28,True,,12,12,1.0,,,,,5,think,,3,think,,1,think,,13,idle
d_main_16af_02_29,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_29,False,,12,S_130,2.0,,,,,5,think,,3,think,,1,think,,13,idle
d_main_16af_02_30,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_30,True,,S_130,S_130,1.0,,,,,5,think,,3,think,,1,think,,13,idle
d_main_16af_02_31,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_31,True,,XS_10,XS_10,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_32,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_32,True,,XS_10,S_130,0.5,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_33,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_33,True,,S_130,XS_10,0.3,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_34,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_34,True,,XS_10,12,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_35,d_main_16af_02,Narration,rian,Narration,Locale_MainScenario:d_main_16af_02_35,False,,12,12,1.0,,sfx_scn_keyboard,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_36,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_36,False,,12,13,2.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_37,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_37,True,,13,S_130,2.0,,,,,5,think,,3,think,,1,angry,,13,delight
d_main_16af_02_38,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_38,True,,S_130,XS_10,1.5,,,,,5,think,,3,think,,1,angry,,13,delight
d_main_16af_02_39,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_39,True,,XS_10,1,2.0,,,,,5,think,,3,think,,1,think,,13,idle
d_main_16af_02_40,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_40,True,,1,1,1.0,,,,,5,think,,3,think,,1,think,,13,idle
d_main_16af_02_41,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_41,True,,1,1,1.0,,,,,5,think,,3,think,,1,think,,13,idle
d_main_16af_02_42,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_42,True,,1,XS_10,2.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_43,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_43,True,,XS_10,XS_10,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_44,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_44,True,,XS_10,S_130,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_45,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_45,True,,S_130,S_130,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_46,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_46,True,,S_130,XS_10,2.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_47,d_main_16af_02,Narration,,Narration,Locale_MainScenario:d_main_16af_02_47,False,,S_300,S_30,0.3,,sfx_scn_hit,Low_2,,5,think,,3,pain,,1,angry,,13,idle
d_main_16af_02_48,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_48,True,,S_30,S_300,2.0,,,,,5,think,,3,pain,,1,angry,,13,idle
d_main_16af_02_49,d_main_16af_02,Narration,,Narration,Locale_MainScenario:d_main_16af_02_49,False,,S_300,S_30,0.3,,sfx_scn_hit,Low_2,,5,think,,3,pain,,1,angry,,13,idle
d_main_16af_02_50,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_50,True,,S_30,S_30,2.0,,,,,5,think,,3,pain,,1,angry,,13,idle
d_main_16af_02_51,d_main_16af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_16af_02_51,False,,S_30,S_30,1.0,,,,,5,think,,3,pain,,1,angry,,13,idle
d_main_16af_02_52,d_main_16af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_16af_02_52,True,,S_30,4,2.0,,,,,5,surprise,,3,pain,,1,angry,,13,idle
d_main_16af_02_53,d_main_16af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_16af_02_53,True,,4,50,2.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_54,d_main_16af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_16af_02_54,True,,50,50,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_55,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_55,True,,50,XS_10,0.3,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_56,d_main_16af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_16af_02_56,True,,50,50,1.0,,,,,5,surprise,,3,think,,1,angry,,13,idle
d_main_16af_02_57,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_57,True,,50,XS_10,2.0,,,,,5,surprise,,3,think,,1,surprise,,13,idle
d_main_16af_02_58,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_58,True,,XS_10,XS_10,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_59,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_59,True,,XS_10,XS_10,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_60,d_main_16af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_16af_02_60,True,,XS_10,S_30,2.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_61,d_main_16af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_16af_02_61,True,,S_30,S_30,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_62,d_main_16af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_16af_02_62,True,,S_30,S_300,2.0,,,,,5,think,,3,think,,1,angry,,13,idle
