id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake
d_main_14_03_39,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_39,True,,1,idle,,13,idle,,15,idle,,3,idle,,150,150,1.0,,,
d_main_14_03_40,d_main_14_03,Self,,,Locale_MainScenario:d_main_14_03_40,False,,1,sad,,13,idle,,15,idle,,3,idle,,150,150,1.0,,,
d_main_14_03_41,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_41,True,,1,sad,,13,idle,,15,idle,,3,idle,,150,150,1.0,,,
d_main_14_03_42,d_main_14_03,Self,,,Locale_MainScenario:d_main_14_03_42,False,,1,sad,,13,idle,,15,idle,,3,idle,,150,150,1.0,,,
d_main_14_03_43,d_main_14_03,Speech,anis,anis,Locale_MainScenario:d_main_14_03_43,True,,1,sad,,13,idle,,15,idle,,3,idle,,10,10,1.0,,,
d_main_14_03_44,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_44,True,,1,sad,,13,delight,,15,idle,,3,idle,,10,13,1.0,,,
d_main_14_03_45,d_main_14_03,Monologue,,,Locale_MainScenario:d_main_14_03_45,False,,1,sad,,13,delight,,15,idle,,3,idle,,13,130,1.0,,,
d_main_14_03_46,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_46,True,,1,sad,,13,delight,,15,idle,,3,idle,,130,130,1.0,,,
d_main_14_03_47,d_main_14_03,Monologue,,,Locale_MainScenario:d_main_14_03_47,False,,1,sad,,13,delight,,15,idle,,3,idle,,130,130,1.0,,,
d_main_14_03_48,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_48,True,,1,sad,,13,delight,,15,idle,,3,idle,,130,150,1.0,,,
d_main_14_03_49,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_49,True,,1,sad,,13,delight,,15,idle,,3,idle,,150,150,1.0,,,
d_main_14_03_50,d_main_14_03,Self,,,Locale_MainScenario:d_main_14_03_50,False,,1,sad,,13,delight,,15,idle,,3,idle,,150,150,1.0,,,
d_main_14_03_51,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_51,False,,1,sad,,13,delight,,15,idle,,3,idle,,150,150,1.0,none,,
d_main_14_03_52,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_52,True,,1,sad,,13,surprise,,15,angry,,3,idle,,150,1500,0.5,,,
d_main_14_03_53,d_main_14_03,Speech,anis,anis,Locale_MainScenario:d_main_14_03_53,True,,1,void,,13,surprise,,15,angry,,3,idle,,100,100,1.0,,,
d_main_14_03_54,d_main_14_03,Narration,,,Locale_MainScenario:d_main_14_03_54,False,,1,void,,13,surprise,,15,angry,,3,idle,,100,100,1.0,bgm_emergency,sfx_scn_gunfire,Low_2
d_main_14_03_55,d_main_14_03,Narration,,,Locale_MainScenario:d_main_14_03_55,False,,1,void,,13,surprise,,15,angry,,3,idle,,black,black,1.0,,,
d_main_14_03_56,d_main_14_03,Narration,,,Locale_MainScenario:d_main_14_03_56,False,,1,void,,13,surprise,,15,angry,,3,idle,,black,black,1.0,,,
d_main_14_03_57,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_57,False,,1,angry,,13,surprise,,15,angry,,3,idle,,130,130,1.0,,,
d_main_14_03_58,d_main_14_03,Speech,neon,neon,Locale_MainScenario:d_main_14_03_58,True,,1,angry,,13,surprise,,15,angry,,3,idle,,S_30,S_30,1.0,,,
d_main_14_03_59,d_main_14_03,Speech,anis,anis,Locale_MainScenario:d_main_14_03_59,True,,1,angry,,13,surprise,,15,angry,,3,idle,,10,10,1.0,,,
d_main_14_03_60,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_60,True,,1,angry,,13,surprise,,15,angry,,3,idle,,150,150,1.0,,,
d_main_14_03_61,d_main_14_03,Self,,,Locale_MainScenario:d_main_14_03_61,False,,1,angry,,13,surprise,,15,angry,,3,idle,,150,150,1.0,,,
d_main_14_03_62,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_62,True,,1,angry,,13,surprise,,15,angry,,3,idle,,150,1500,0.5,,,
