id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,jump_target
d_ex_mysteryclub_07_18,d_ex_mysteryclub_07,Monologue,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_18,False,,3,idle2,,1,idle,,13,idle,,black,black,1.0,,,,
d_ex_mysteryclub_07_19,d_ex_mysteryclub_07,Narration,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_19,False,,3,idle2,,1,idle,,13,idle,,black,black,1.0,sfx_scn_dooropen,,,
d_ex_mysteryclub_07_20,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_20,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_21,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_21,True,,3,idle,,1,shy,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_22,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_22,True,,3,idle,,1,idle,,13,idle,,2,10,1.3,,,sin_m,
d_ex_mysteryclub_07_23,d_ex_mysteryclub_07,Monologue,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_23,False,,3,idle,,1,idle,,13,idle,,10,10,1.0,,,,
d_ex_mysteryclub_07_24,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_24,True,,3,idle,,1,idle,,13,idle,,10,10,1.0,,,sin_m,
d_ex_mysteryclub_07_25,d_ex_mysteryclub_07,Speech,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_25,True,,3,idle,,1,idle,,13,surprise,,10,XS_130,1.0,,,anchor_m,
d_ex_mysteryclub_07_26,d_ex_mysteryclub_07,Self,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_26,False,,3,idle,,1,idle,,13,surprise,,XS_130,XS_130,1.0,,,,
d_ex_mysteryclub_07_27,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_27,True,,3,idle2,,1,idle,,13,surprise,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_28,d_ex_mysteryclub_07,Choice,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_28,False,,3,idle2,,1,idle,,13,surprise,,2,2,1.0,,,,d_ex_mysteryclub_07_33
d_ex_mysteryclub_07_29,d_ex_mysteryclub_07,Choice,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_29,False,,3,idle2,,1,idle,,13,surprise,,2,2,1.0,,,,d_ex_mysteryclub_07_30
d_ex_mysteryclub_07_30,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_30,False,,3,idle2,,1,idle,,13,surprise,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_31,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_31,True,,3,idle2,,1,idle,,13,surprise,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_32,d_ex_mysteryclub_07,Self,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_32,False,,3,idle2,,1,idle,,13,idle,,2,2,1.0,,,,d_ex_mysteryclub_07_33
d_ex_mysteryclub_07_33,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_33,True,,3,idle2,,1,delight,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_34,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_34,True,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_35,d_ex_mysteryclub_07,Self,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_35,False,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,,
d_ex_mysteryclub_07_36,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_36,True,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_37,d_ex_mysteryclub_07,Self,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_37,False,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,,
d_ex_mysteryclub_07_38,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_38,True,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_39,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_39,True,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_40,d_ex_mysteryclub_07,Self,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_40,False,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,,
d_ex_mysteryclub_07_41,d_ex_mysteryclub_07,Self,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_41,False,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,,
d_ex_mysteryclub_07_42,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_42,True,,3,idle,,1,smile,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_43,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_43,True,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_44,d_ex_mysteryclub_07,Self,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_44,False,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,,
d_ex_mysteryclub_07_45,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_45,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_46,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_46,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_47,d_ex_mysteryclub_07,Monologue,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_47,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,
d_ex_mysteryclub_07_48,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_48,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_49,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_49,True,,3,angry,,1,idle,,13,idle,,2,S_30,1.3,,,mast_m,
d_ex_mysteryclub_07_50,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_50,True,,3,angry,,1,idle,,13,idle,,S_30,S_30,1.0,,,mast_m,
d_ex_mysteryclub_07_51,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_51,True,,3,idle,,1,idle,,13,idle,,S_30,S_30,1.0,,,mast_m,
d_ex_mysteryclub_07_52,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_52,True,,3,idle,,1,delight,,13,idle,,S_30,10,1.3,,,sin_m,
d_ex_mysteryclub_07_53,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_53,True,,3,idle,,1,delight,,13,idle,,10,10,1.0,,,sin_m,
d_ex_mysteryclub_07_54,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_54,True,,3,idle,,1,smile,,13,idle,,10,10,1.0,,,sin_m,
d_ex_mysteryclub_07_55,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_55,False,,3,surprise,,1,smile,,13,idle,,10,10,1.0,,,mast_m,
d_ex_mysteryclub_07_56,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_56,False,,3,surprise,,1,smile,,13,surprise,,10,10,1.0,,,anchor_m,
d_ex_mysteryclub_07_57,d_ex_mysteryclub_07,Self,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_57,False,,3,surprise,,1,smile,,13,surprise,,10,10,1.0,,,,
d_ex_mysteryclub_07_58,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_58,True,,3,surprise,,1,smile,,13,surprise,,10,10,1.0,,,sin_m,
d_ex_mysteryclub_07_59,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_59,True,,3,surprise,,1,smile,,13,surprise,,10,10,1.0,,,sin_m,
d_ex_mysteryclub_07_60,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_60,True,,3,surprise,,1,smile,,13,surprise,,10,2,1.3,,,mast_m,
d_ex_mysteryclub_07_61,d_ex_mysteryclub_07,Speech,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_61,True,,3,surprise,,1,smile,,13,think,,XS_130,XS_130,1.0,,,anchor_m,
d_ex_mysteryclub_07_62,d_ex_mysteryclub_07,Self,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_62,False,,3,surprise,,1,smile,,13,think,,2,2,1.0,,,,
d_ex_mysteryclub_07_63,d_ex_mysteryclub_07,Choice,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_63,False,,3,surprise,,1,smile,,13,think,,2,2,1.0,,,,d_ex_mysteryclub_07_65
d_ex_mysteryclub_07_64,d_ex_mysteryclub_07,Choice,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_64,False,,3,surprise,,1,smile,,13,think,,2,2,1.0,,,,d_ex_mysteryclub_07_70
d_ex_mysteryclub_07_65,d_ex_mysteryclub_07,Narration,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_65,False,,3,surprise,,1,shy,,13,think,,2,2,1.0,,,,
d_ex_mysteryclub_07_66,d_ex_mysteryclub_07,Self,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_66,False,,3,surprise,,1,shy,,13,think,,2,2,1.0,,,,
d_ex_mysteryclub_07_67,d_ex_mysteryclub_07,Monologue,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_67,False,,3,surprise,,1,shy,,13,think,,2,2,1.0,,,,
d_ex_mysteryclub_07_68,d_ex_mysteryclub_07,Monologue,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_68,False,,3,surprise,,1,shy,,13,think,,2,2,1.0,,,,
d_ex_mysteryclub_07_69,d_ex_mysteryclub_07,Self,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_69,False,,3,surprise,,1,shy,,13,think,,2,2,1.0,,,,d_ex_mysteryclub_07_70
d_ex_mysteryclub_07_70,d_ex_mysteryclub_07,Self,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_70,False,,3,surprise,,1,shy,,13,think,,2,2,1.5,,,,
d_ex_mysteryclub_07_71,d_ex_mysteryclub_07,Self,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_71,False,,3,surprise,,1,shy,,13,think,,2,2,1.0,,,,
d_ex_mysteryclub_07_72,d_ex_mysteryclub_07,Self,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_72,False,,3,surprise,,1,shy,,13,think,,2,2,1.0,,,,
d_ex_mysteryclub_07_73,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_73,True,,3,surprise,,1,smile,,13,think,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_74,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_74,True,,3,surprise,,1,delight,,13,think,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_75,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_75,True,,3,delight,,1,delight,,13,think,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_76,d_ex_mysteryclub_07,Self,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_76,False,,3,delight,,1,delight,,13,think,,2,2,1.0,,,,
d_ex_mysteryclub_07_77,d_ex_mysteryclub_07,Speech,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_77,True,,3,delight,,1,delight,,13,surprise,,XS_130,XS_130,1.0,,,anchor_m,
d_ex_mysteryclub_07_78,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_78,True,,3,delight,,1,idle,,13,surprise,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_79,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_79,True,,3,idle,,1,idle,,13,surprise,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_80,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_80,True,,3,idle,,1,idle,,13,surprise,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_81,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_81,True,,3,surprise,,1,idle,,13,surprise,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_82,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_82,True,,3,surprise,,1,smile,,13,surprise,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_83,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_83,True,,3,surprise,,1,delight,,13,surprise,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_84,d_ex_mysteryclub_07,Self,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_84,False,,3,surprise,,1,delight,,13,surprise,,2,2,1.0,,,,
d_ex_mysteryclub_07_85,d_ex_mysteryclub_07,Self,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_85,False,,3,surprise,,1,delight,,13,surprise,,2,2,1.0,,,,
d_ex_mysteryclub_07_86,d_ex_mysteryclub_07,Speech,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_86,True,,3,surprise,,1,delight,,13,surprise,,XS_130,XS_130,1.0,,,anchor_m,
d_ex_mysteryclub_07_87,d_ex_mysteryclub_07,Speech,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_87,True,,3,surprise,,1,delight,,13,think,,XS_130,XS_1300,1.0,,,anchor_m,
d_ex_mysteryclub_07_88,d_ex_mysteryclub_07,Choice,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_88,False,,3,surprise,,1,delight,,13,think,,XS_1300,XS_1300,1.0,,,,d_ex_mysteryclub_07_90
d_ex_mysteryclub_07_89,d_ex_mysteryclub_07,Choice,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_89,False,,3,surprise,,1,delight,,13,think,,XS_1300,XS_1300,1.0,,,,d_ex_mysteryclub_07_90
d_ex_mysteryclub_07_90,d_ex_mysteryclub_07,Speech,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_90,True,,3,surprise,,1,delight,,13,surprise,,XS_1300,XS_130,1.0,,,anchor_m,
d_ex_mysteryclub_07_91,d_ex_mysteryclub_07,Speech,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_91,True,,3,surprise,,1,delight,,13,idle,,XS_130,XS_130,1.0,,,anchor_m,
d_ex_mysteryclub_07_92,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_92,True,,3,surprise,,1,delight,,13,idle,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_93,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_93,True,,3,idle2,,1,delight,,13,idle,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_94,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_94,True,,3,idle2,,1,idle,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_95,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_95,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_96,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_96,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_97,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_97,True,,3,surprise,,1,idle,,13,idle,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_98,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_98,True,,3,surprise,,1,smile,,13,idle,,2,2,1.0,,,sin_m,
d_ex_mysteryclub_07_99,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_99,False,,3,surprise,,1,smile,,13,idle,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_100,d_ex_mysteryclub_07,Speech,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_100,True,,3,surprise,,1,smile,,13,surprise,,XS_130,XS_130,1.3,,,anchor_m,
d_ex_mysteryclub_07_101,d_ex_mysteryclub_07,Self,anchor_m,Locale_SuddenStory:d_ex_mysteryclub_07_101,False,,3,surprise,,1,smile,,13,surprise,,XS_130,XS_130,1.0,,,,
d_ex_mysteryclub_07_102,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_102,True,,3,angry,,1,smile,,13,surprise,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_103,d_ex_mysteryclub_07,Speech,mast_m,Locale_SuddenStory:d_ex_mysteryclub_07_103,True,,3,angry,,1,smile,,13,surprise,,2,2,1.0,,,mast_m,
d_ex_mysteryclub_07_104,d_ex_mysteryclub_07,Speech,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_104,True,,3,angry,,1,delight,,13,surprise,,2,10,1.3,,,sin_m,
d_ex_mysteryclub_07_105,d_ex_mysteryclub_07,Self,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_105,False,,3,angry,,1,delight,,13,surprise,,10,10,1.0,,,,
d_ex_mysteryclub_07_106,d_ex_mysteryclub_07,Monologue,sin_m,Locale_SuddenStory:d_ex_mysteryclub_07_106,False,,3,angry,,1,delight,,13,surprise,,10,10,1.0,,,,
