id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,set_camera_shake,characters/3/hide_char_id,conversation_id
d_main_18af_02_43,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_43,True,,S_30,S_30,1.0,,,1,idle,,13,worry,,15,idle,,3,sad,,,,,,,
d_main_18af_02_44,d_main_18af_02,Narration,,,Locale_MainScenario:d_main_18af_02_44,False,Office,black,black,1.0,,,1,idle,,13,worry,,15,idle,,3,sad,neon,anis,rapi,,,,
d_main_18af_02_45,d_main_18af_02,Monologue,,,Locale_MainScenario:d_main_18af_02_45,False,,black,black,1.0,,syuen,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_46,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_46,True,,1,S_10,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_47,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_47,False,,S_10,31,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_48,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_48,True,,31,31,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_49,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_49,True,,31,31,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_50,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_50,True,,31,31,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_51,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_51,True,,31,31,1.0,,,1,surprise,,,,,,,,3,sad,,,,,,,
d_main_18af_02_52,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_52,True,,31,31,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_53,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_53,True,,31,S_10,0.5,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_54,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_54,True,,S_10,S_10,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_55,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_55,True,,S_10,S_100,0.5,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_56,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_56,True,,S_100,S_100,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_57,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_57,True,,S_100,31,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_58,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_58,True,,31,31,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_59,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_59,True,,31,31,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_60,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_60,True,,31,31,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_61,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_61,True,,31,31,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_62,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_62,True,,S_30,S_30,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_63,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_63,True,,S_30,S_30,1.0,,,1,delight,,,,,,,,3,sad,,,,,,,
d_main_18af_02_64,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_64,True,,S_10,S_10,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_65,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_65,True,,S_30,S_30,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_66,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_66,False,,S_10,S_10,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_67,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_67,True,,S_30,S_30,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_68,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_68,True,,S_30,31,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_69,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_69,True,,31,31,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_70,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_70,False,,31,31,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_71,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_71,True,,31,31,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_72,d_main_18af_02,Monologue,,,Locale_MainScenario:d_main_18af_02_72,False,,31,31,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_73,d_main_18af_02,Narration,,,Locale_MainScenario:d_main_18af_02_73,False,,black,black,1.0,,,1,angry,,,,,,,,3,sad,,,,sfx_scn_bottlebreak,Low_2,,
d_main_18af_02_74,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_74,True,,31,S_10,1.0,,,1,angry,,,,,,,,3,sad,,,,,Low_2,,
d_main_18af_02_75,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_75,True,,S_10,S_100,0.5,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_76,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_76,True,,S_100,S_100,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_77,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_77,True,,S_100,S_100,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_78,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_78,True,,S_100,31,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_79,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_79,True,,31,31,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_80,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_80,True,,31,31,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_81,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_81,True,,31,31,1.0,,,1,angry,,,,,,,,3,sad,,,,,,,
d_main_18af_02_82,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_82,True,,31,S_30,1.0,,,1,angry,,,,,,,,3,no,,,,,,,
d_main_18af_02_83,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_83,True,,S_30,S_30,1.0,,,1,angry,,,,,,,,3,no,,,,,,,
d_main_18af_02_84,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_84,True,,S_30,S_30,1.0,,,1,angry,,,,,,,,3,no,,,,,,,
d_main_18af_02_85,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_85,True,,S_30,S_300,0.5,,,1,angry,,,,,,,,3,no,,,,,,,
d_main_18af_02_86,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_86,True,,S_300,S_300,1.0,,,1,angry,,,,,,,,3,no,,,,,,,
d_main_18af_02_87,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_87,True,,S_300,S_300,1.0,,,1,angry,,,,,,,,3,no,,,,,,,
d_main_18af_02_88,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_88,False,,S_100,S_100,1.0,,,1,angry,,,,,,,,3,no,,,,,,,
d_main_18af_02_89,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_89,True,,S_100,31,1.0,,,1,angry,,,,,,,,3,no,,,,,,,
d_main_18af_02_90,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_90,True,,31,31,1.0,,,1,angry,,,,,,,,3,no,,,,,,,
d_main_18af_02_91,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_91,False,,31,31,1.0,,,1,think,,,,,,,,3,no,,,,,,,
d_main_18af_02_92,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_92,True,,31,S_10,1.0,,,1,surprise,,,,,,,,3,no,,,,,,,
d_main_18af_02_93,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_93,True,,S_10,S_10,1.0,,,1,surprise,,,,,,,,3,no,,,,,,,
d_main_18af_02_94,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_94,True,,S_10,S_10,1.0,,,1,surprise,,,,,,,,3,no,,,,,,,
d_main_18af_02_95,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_95,True,,S_10,S_10,1.0,,,1,surprise,,,,,,,,3,no,,,,,,,
d_main_18af_02_96,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_96,True,,S_30,S_30,1.0,,,1,surprise,,,,,,,,3,no,,,,,,,
d_main_18af_02_97,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_97,True,,S_30,S_30,1.0,,,1,surprise,,,,,,,,3,no,,,,,,,
d_main_18af_02_98,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_98,True,,S_30,S_30,1.0,,,1,surprise,,,,,,,,3,no,,,,,,,
d_main_18af_02_99,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_99,True,,S_30,S_300,0.5,,,1,surprise,,,,,,,,3,no,,,,,,,
d_main_18af_02_100,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_100,True,,black,black,1.0,,,1,angry,,,,,,,,3,no,,,,,,,
d_main_18af_02_101,d_main_18af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_18af_02_101,True,Hospital,black,black,1.0,,,1,angry,,,,,,,,3,no,syuen,,,,,,
d_main_18af_02_102,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_102,True,,S_300,S_300,1.0,,neon,1,idle,anis,13,worry,rapi,15,idle,,3,idle,,,,,,,
d_main_18af_02_103,d_main_18af_02,Speech,anis,anis,Locale_MainScenario:d_main_18af_02_103,True,,1300,1300,1.0,,,1,idle,,13,worry,,15,idle,,3,idle,,,,,,,
d_main_18af_02_104,d_main_18af_02,Speech,neon,neon,Locale_MainScenario:d_main_18af_02_104,True,,S_100,S_100,1.0,,,1,idle,,13,worry,,15,idle,,3,idle,,,,,,,
d_main_18af_02_105,d_main_18af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_18af_02_105,False,,1500,1500,1.0,,,1,idle,,13,worry,,15,idle,,3,idle,,,,,,,
d_main_18af_02_106,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_106,True,,S_300,S_300,1.0,,,1,idle,,13,worry,,15,idle,,3,delight,,,,,,,
d_main_18af_02_107,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_107,True,,S_300,S_30,1.0,,,1,idle,,13,worry,,15,idle,,3,delight,,,,,,,
d_main_18af_02_108,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_108,True,,S_30,S_30,1.0,,,1,idle,,13,idle,,15,idle,,3,delight,,,,,,,
d_main_18af_02_109,d_main_18af_02,Speech,anis,anis,Locale_MainScenario:d_main_18af_02_109,True,,113,113,1.0,,,1,idle,,13,idle,,15,idle,,3,delight,,,,,,,
d_main_18af_02_110,d_main_18af_02,Speech,neon,neon,Locale_MainScenario:d_main_18af_02_110,True,,113,113,1.0,,,1,delight,,13,idle,,15,idle,,3,delight,,,,,,,
d_main_18af_02_111,d_main_18af_02,Self,,,Locale_MainScenario:d_main_18af_02_111,False,,113,113,1.0,,,1,delight,,13,idle,,15,idle,,3,idle,,,,,,,
d_main_18af_02_112,d_main_18af_02,Self,,,Locale_MainScenario:d_main_18af_02_112,False,,113,3,1.0,,,1,delight,,13,idle,,15,idle,,3,idle,,,,,,,
d_main_18af_02_113,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_113,False,,3,3,1.0,,,1,idle,,13,idle,,15,idle,,3,pain,,,,,,,
d_main_18af_02_114,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_114,True,,3,S_30,1.0,,,1,idle,,13,idle,,15,idle,,3,sad,,,,,,,
d_main_18af_02_115,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_115,True,,S_30,S_30,1.0,,,1,idle,,13,idle,,15,idle,,3,no,,,,,,,
d_main_18af_02_116,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_116,True,,S_30,S_30,1.0,,,1,idle,,13,idle,,15,idle,,3,delight,,,,,,,
d_main_18af_02_117,d_main_18af_02,Self,laplace,,Locale_MainScenario:d_main_18af_02_117,False,,S_30,S_30,1.0,,,1,idle,,13,idle,,15,idle,,3,delight,,,,,,,
d_main_18af_02_118,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_118,True,,S_30,S_30,1.0,,,1,idle,,13,idle,,15,idle,,3,delight,,,,,,,
d_main_18af_02_119,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_119,True,,S_30,S_30,1.0,,,1,idle,,13,idle,,15,idle,,3,delight,,,,,,,
d_main_18af_02_120,d_main_18af_02,Monologue,laplace,,Locale_MainScenario:d_main_18af_02_120,False,,S_30,S_300,0.5,,,1,idle,,13,idle,,15,idle,,3,delight,,,,,,,
d_main_18af_02_121,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_121,True,,S_300,S_300,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,
d_main_18af_02_122,d_main_18af_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18af_02_122,True,,S_300,S_300,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,
d_main_18af_02_123,d_main_18af_02,Monologue,laplace,,Locale_MainScenario:d_main_18af_02_123,False,,S_300,S_300,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,laplace,
d_main_18af_02_124,d_main_18af_02,Self,,,Locale_MainScenario:d_main_18af_02_124,False,,S_300,S_300,1.0,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
d_main_18af_02_125,d_main_18af_02,Speech,anis,anis,Locale_MainScenario:d_main_18af_02_125,True,,130,130,1.0,,,1,idle,,13,angry,,15,idle,,,,,,,,,,
d_main_18af_02_126,d_main_18af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_18af_02_126,True,,150,150,1.0,,,1,idle,,13,angry,,15,idle,,,,,,,,,,
d_main_18af_02_127,d_main_18af_02,Speech,neon,neon,Locale_MainScenario:d_main_18af_02_127,True,,S_10,S_10,1.0,,,1,idle,,13,angry,,15,idle,,,,,,,,,,
d_main_18af_02_128,d_main_18af_02,Narration,,,Locale_MainScenario:d_main_18af_02_128,False,,S_10,S_10,1.0,none,,1,idle,,13,angry,,15,idle,,,,,,,sfx_scn_phonevibration,,,
d_main_18af_02_129,d_main_18af_02,Self,,,Locale_MainScenario:d_main_18af_02_129,False,,S_10,S_10,1.0,,,1,idle,,13,angry,,15,idle,,,,,,,,,,m_main_18af_02
d_main_18af_02_130,d_main_18af_02,Self,,,Locale_MainScenario:d_main_18af_02_130,False,,black,black,1.0,,,1,idle,,13,angry,,15,idle,,,,,,,,,,
