id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,fade
d_main_24_10_43,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_43,True,,1,1,1.0,,viper,,2,shy_01,,12,idle,,,
d_main_24_10_44,d_main_24_10,Narration,Narration,Locale_MainScenario:d_main_24_10_44,False,,1,120,1.0,,,,2,shy_01,,12,idle,,,
d_main_24_10_45,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_45,True,,120,120,1.0,,jackal,,2,shy_02,,12,idle,,,
d_main_24_10_46,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_46,True,,120,120,1.0,,viper,,2,shy_02,,12,idle,,,
d_main_24_10_47,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_47,True,,120,120,1.0,,viper,,2,shy_02,,12,delight,,,
d_main_24_10_48,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_48,True,,120,S_20,0.5,,jackal,,2,shy_01,,12,delight,,,
d_main_24_10_49,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_49,True,,S_20,S_20,1.0,,jackal,,2,shy_02,,12,delight,,,
d_main_24_10_50,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_50,True,,S_20,120,1.0,,viper,,2,shy_02,,12,delight,,,
d_main_24_10_51,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_51,True,,120,120,1.0,,viper,,2,shy_02,,12,shy,,,
d_main_24_10_52,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_52,True,,120,120,1.0,,jackal,,2,no,,12,shy,,,
d_main_24_10_53,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_53,True,,120,120,1.0,,viper,,2,no,,12,idle,,,
d_main_24_10_54,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_54,True,,120,1,1.0,,jackal,,2,shy_02,,12,idle,,,
d_main_24_10_55,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_55,True,,1,1,1.0,,viper,,2,shy_02,,12,idle,,,
d_main_24_10_56,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_56,True,,1,1,1.0,,viper,,2,idle,,12,idle,,,
d_main_24_10_57,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_57,True,,1,1,1.0,,viper,,2,idle,,12,idle,,,
d_main_24_10_58,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_58,True,,1,1,1.0,,viper,,2,idle,,12,idle,,,
d_main_24_10_59,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_59,True,,1,1,1.0,,viper,,2,idle,,12,idle,,,
d_main_24_10_60,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_60,True,,1,1,1.0,,viper,,2,idle,,12,idle,,,
d_main_24_10_61,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_61,True,,1,1,1.0,,viper,,2,idle,,12,idle,,,
d_main_24_10_62,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_62,True,,1,1,1.0,,jackal,,2,shy_02,,12,idle,,,
d_main_24_10_63,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_63,True,,1,1,1.0,,jackal,,2,no,,12,idle,,,
d_main_24_10_64,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_64,True,,1,1,1.0,,viper,,2,no,,12,idle,,,
d_main_24_10_65,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_65,True,,1,120,1.0,,viper,,2,idle,,12,idle,,,
d_main_24_10_66,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_66,True,,120,120,1.0,,viper,,2,idle,,12,idle,,,
d_main_24_10_67,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_67,True,,120,120,1.0,,viper,,2,idle,,12,idle,,,
d_main_24_10_68,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_68,True,,120,S_20,0.5,,jackal,,2,shy_01,,12,idle,,,
d_main_24_10_69,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_69,True,,S_20,120,1.0,,viper,,2,shy_01,,12,good,,,
d_main_24_10_70,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_70,True,,120,120,1.0,,viper,,2,shy_01,,12,good,,,
d_main_24_10_71,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_71,True,,120,1,1.0,,jackal,,2,no,,12,good,,,
d_main_24_10_72,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_72,True,,1,1,1.0,,viper,,2,no,,12,idle,,,
d_main_24_10_73,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_73,True,,1,1,1.0,,jackal,,2,shy_02,,12,idle,,,
d_main_24_10_74,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_74,False,,1,1,1.0,,viper,,2,shy_02,,12,idle,,,
d_main_24_10_75,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_75,True,,1,1,1.0,,viper,,2,shy_02,,12,idle,,,
d_main_24_10_76,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_76,True,,1,1,1.0,,jackal,,2,idle,,12,idle,,,
d_main_24_10_77,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_77,True,,1,1,1.0,,viper,,2,idle,,12,good,,,
d_main_24_10_78,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_78,True,,1,1,1.0,,jackal,,2,idle,,12,good,,,
d_main_24_10_79,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_79,True,,1,1,1.0,,viper,,2,idle,,12,idle,,,
d_main_24_10_80,d_main_24_10,Speech,jackal,Locale_MainScenario:d_main_24_10_80,True,,1,1,1.0,,jackal,,2,think,,12,idle,,,
d_main_24_10_81,d_main_24_10,Speech,viper,Locale_MainScenario:d_main_24_10_81,True,,1,12,2.0,,viper,,2,think,,12,idle,,,
d_main_24_10_82,d_main_24_10,Narration,Narration,Locale_MainScenario:d_main_24_10_82,False,EnikkRoom,5,1,2.0,none,,,2,think,,12,idle,jackal,viper,
d_main_24_10_83,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_83,True,,1,1,1.0,bgm_story_enikksroom,enikk,enikk,1,special,,,,,,
d_main_24_10_84,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_84,False,,1,1,1.0,,,,1,special,,,,,,
d_main_24_10_85,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_85,True,,1,1,1.0,,enikk,,1,special,,,,,,
d_main_24_10_86,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_86,True,,1,1,1.0,,enikk,,1,special,,,,,,
d_main_24_10_87,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_87,True,,1,1,1.0,,enikk,,1,special,,,,,,
d_main_24_10_88,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_88,False,,1,1,1.0,,,,1,special,,,,,,
d_main_24_10_89,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_89,True,,1,10,2.0,,enikk,,1,special,,,,,,
d_main_24_10_90,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_90,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_91,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_91,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_92,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_92,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_93,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_93,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_94,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_94,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_95,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_95,False,,10,10,1.0,,,,1,special,,,,,,
d_main_24_10_96,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_96,True,,10,100,1.0,,enikk,,1,special,,,,,,
d_main_24_10_97,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_97,True,,100,100,1.0,,enikk,,1,special,,,,,,
d_main_24_10_98,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_98,True,,100,100,1.0,,enikk,,1,special,,,,,,
d_main_24_10_99,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_99,True,,100,100,1.0,,enikk,,1,special,,,,,,
d_main_24_10_100,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_100,True,,100,100,1.0,,enikk,,1,special,,,,,,
d_main_24_10_101,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_101,True,,100,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_102,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_102,False,,10,10,1.0,,,,1,special,,,,,,
d_main_24_10_103,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_103,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_104,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_104,False,,10,10,1.0,,,,1,special,,,,,,
d_main_24_10_105,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_105,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_106,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_106,False,,10,10,1.0,,,,1,special,,,,,,
d_main_24_10_107,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_107,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_108,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_108,False,,10,10,1.0,,,,1,special,,,,,,
d_main_24_10_109,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_109,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_110,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_110,False,,10,10,1.0,,,,1,special,,,,,,
d_main_24_10_111,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_111,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_112,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_112,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_113,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_113,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_114,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_114,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_115,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_115,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_116,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_116,False,,10,10,1.0,,,,1,special,,,,,,
d_main_24_10_117,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_117,False,,10,10,1.0,,,,1,special,,,,,,
d_main_24_10_118,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_118,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_119,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_119,True,,10,10,1.0,,enikk,,1,special,,,,,,
d_main_24_10_120,d_main_24_10,Self,Self,Locale_MainScenario:d_main_24_10_120,False,,10,10,1.0,,,,1,special,,,,,,
d_main_24_10_121,d_main_24_10,Speech,enikk,Locale_MainScenario:d_main_24_10_121,True,,10,10,1.0,,enikk,,1,special,,,,,,
