id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_theater_07_49,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_49,True,,Leo_10,S_30,1.0,,julia,julia,,1,idle,,13,idle,,3,idle
d_ex_theater_07_50,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_50,True,,S_30,S_30,1.0,,julia,julia,,1,idle,,13,idle,,3,idle
d_ex_theater_07_51,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_51,True,,S_30,S_30,1.0,,julia,julia,,1,idle,,13,idle,,3,idle
d_ex_theater_07_52,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_52,True,,S_30,31,1.0,,leona_no,leona_no,,1,idle,,13,idle,,3,idle
d_ex_theater_07_53,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_53,True,,31,31,1.0,,julia,julia,,1,idle,,13,idle,,3,idle
d_ex_theater_07_54,d_ex_theater_07,Self,Locale_SuddenStory:d_ex_theater_07_54,False,,31,31,1.0,,,,,1,idle,,13,idle,,3,idle
d_ex_theater_07_55,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_55,True,,31,31,1.0,,julia,julia,,1,idle,,13,idle,,3,delight
d_ex_theater_07_56,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_56,True,,31,31,1.0,,julia,julia,,1,idle,,13,idle,,3,delight
d_ex_theater_07_57,d_ex_theater_07,Monologue,Locale_SuddenStory:d_ex_theater_07_57,False,,31,S_30,1.0,,,,,1,idle,,13,idle,,3,delight
d_ex_theater_07_58,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_58,True,,S_30,S_30,1.0,,julia,julia,,1,idle,,13,idle,,3,delight
d_ex_theater_07_59,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_59,True,,S_30,S_30,1.0,,timi,timi,,1,idle,,13,delight,,3,delight
d_ex_theater_07_60,d_ex_theater_07,Monologue,Locale_SuddenStory:d_ex_theater_07_60,False,,black,black,1.0,,,,,1,idle,,13,delight,,3,think
d_ex_theater_07_61,d_ex_theater_07,Monologue,Locale_SuddenStory:d_ex_theater_07_61,False,,black,black,1.0,,,,,1,idle,,13,delight,,3,think
d_ex_theater_07_62,d_ex_theater_07,Monologue,Locale_SuddenStory:d_ex_theater_07_62,False,,black,black,1.0,,,,,1,idle,,13,delight,,3,think
d_ex_theater_07_63,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_63,True,,XS_1300,XS_1300,1.0,,timi,timi,,1,idle,,13,shy,,3,think
d_ex_theater_07_64,d_ex_theater_07,Monologue,Locale_SuddenStory:d_ex_theater_07_64,False,,XS_1300,XS_1300,1.0,,,,,1,idle,,13,shy,,3,think
d_ex_theater_07_65,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_65,True,,XS_1300,Leo_100,1.0,,leona_no,leona_no,,1,idle,,13,shy,,3,think
d_ex_theater_07_66,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_66,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,1,delight,,13,shy,,3,think
d_ex_theater_07_67,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_67,True,,Leo_100,S_300,1.0,,julia,julia,,1,delight,,13,shy,,3,delight
d_ex_theater_07_68,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_68,True,,S_300,S_300,1.0,,julia,julia,,1,delight,,13,shy,,3,delight
d_ex_theater_07_69,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_69,True,,XS_1300,XS_1300,1.0,,timi,timi,,1,delight,,13,shy,,3,delight
d_ex_theater_07_70,d_ex_theater_07,Speech,Locale_SuddenStory:d_ex_theater_07_70,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,1,delight,,13,shy,,3,delight
d_ex_theater_07_71,d_ex_theater_07,Monologue,Locale_SuddenStory:d_ex_theater_07_71,False,,black,black,1.0,,,,,1,delight,,13,shy,,3,delight
d_ex_theater_07_72,d_ex_theater_07,Monologue,Locale_SuddenStory:d_ex_theater_07_72,False,,black,black,1.0,,,,,1,delight,,13,shy,,3,delight
