id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,jump_target,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_main_09_04_12,d_main_09_04,Speech,exia_op,exia_op,Locale_MainScenario:d_main_09_04_12,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
d_main_09_04_13,d_main_09_04,Speech,exia_op,exia_op,Locale_MainScenario:d_main_09_04_13,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
d_main_09_04_14,d_main_09_04,Speech,exia_op,exia_op,Locale_MainScenario:d_main_09_04_14,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
d_main_09_04_15,d_main_09_04,Speech,exia_op,exia_op,Locale_MainScenario:d_main_09_04_15,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
d_main_09_04_16,d_main_09_04,Speech,rapi_op,rapi_op,Locale_MainScenario:d_main_09_04_16,True,,1,1,1.0,,rapi_op,OP_leftup,angry,,,,,,,,,,,,,,,,
d_main_09_04_17,d_main_09_04,Speech,anis_op,anis_op,Locale_MainScenario:d_main_09_04_17,True,,1,1,1.0,,anis_op,OP_leftup,angry,rapi_op,,,,,,,,,,,,,,,
d_main_09_04_18,d_main_09_04,Speech,exia_op,exia_op,Locale_MainScenario:d_main_09_04_18,True,,1,1,1.0,,,,angry,,,,,,,,,,,,,,,,
d_main_09_04_19,d_main_09_04,Speech,neon_op,neon_op,Locale_MainScenario:d_main_09_04_19,True,,1,1,1.0,,neon_op,OP_leftup,idle,anis_op,,,,,,,,,,,,,,,
d_main_09_04_20,d_main_09_04,Narration,neon,,Locale_MainScenario:d_main_09_04_20,False,none,1,1,1.0,none,,OP_leftup,idle,neon_op,sfx_scn_gunfire,,,,,,,,,,,,,,
d_main_09_04_21,d_main_09_04,Monologue,neon,,Locale_MainScenario:d_main_09_04_21,False,EventScene_Chap_09_02,1,1,1.0,,,,,,,,,,,,,,,,,,,,
d_main_09_04_22,d_main_09_04,Monologue,neon,,Locale_MainScenario:d_main_09_04_22,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
d_main_09_04_23,d_main_09_04,Speech,neon,neon,Locale_MainScenario:d_main_09_04_23,True,WasteLand_03,S_1300,S_130,2.0,,anis,3,angry,,,rapi,1,worry,neon,13,idle,,,,,,,,
d_main_09_04_24,d_main_09_04,Speech,privaty_op,privaty_op,Locale_MainScenario:d_main_09_04_24,True,,S_130,12,1.0,,,3,angry,,,,1,worry,,13,idle,privaty_op,OP_leftup,idle,,,,,
d_main_09_04_25,d_main_09_04,Speech,yulha_op,yulha_op,Locale_MainScenario:d_main_09_04_25,True,,12,12,1.0,,,3,angry,,,,1,worry,,13,idle,yulha_op,OP_leftup,idle,privaty_op,,,,
d_main_09_04_26,d_main_09_04,Speech,yulha_op,yulha_op,Locale_MainScenario:d_main_09_04_26,True,,12,12,1.0,,,3,angry,,,,1,worry,,13,idle,,OP_leftup,idle,,,,,
d_main_09_04_27,d_main_09_04,Speech,admi_op,admi_op,Locale_MainScenario:d_main_09_04_27,True,,12,12,1.0,,,3,angry,,,,1,worry,,13,idle,admi_op,OP_leftup,idle,yulha_op,,,,
d_main_09_04_28,d_main_09_04,Speech,privaty_op,privaty_op,Locale_MainScenario:d_main_09_04_28,True,,12,12,1.0,,,3,angry,,,,1,worry,,13,idle,privaty_op,OP_leftup,idle,admi_op,,,,
d_main_09_04_29,d_main_09_04,Narration,privaty_op,,Locale_MainScenario:d_main_09_04_29,False,,black,black,1.0,,,3,angry,,sfx_scn_over,,1,worry,,13,idle,,OP_leftup,idle,privaty_op,,,,
d_main_09_04_30,d_main_09_04,Speech,rapi,rapi,Locale_MainScenario:d_main_09_04_30,True,,12,10,2.0,,,3,angry,,,,1,think,,13,idle,,,,,,,,
d_main_09_04_31,d_main_09_04,Speech,anis,anis,Locale_MainScenario:d_main_09_04_31,False,,30,30,1.0,,,3,sad,,,,1,think,,13,idle,,,,,,,,
d_main_09_04_32,d_main_09_04,Speech,neon,neon,Locale_MainScenario:d_main_09_04_32,False,,S_130,S_130,1.0,,,3,sad,,,,1,think,,13,worry,,,,,,,,
d_main_09_04_33,d_main_09_04,Speech,anis,anis,Locale_MainScenario:d_main_09_04_33,True,,30,2,1.0,,,3,void,,,,1,think,,13,worry,,,,,,,,
d_main_09_04_34,d_main_09_04,Speech,neon,neon,Locale_MainScenario:d_main_09_04_34,True,,2,12,1.0,,,3,void,,,,1,think,,13,idle,,,,,,,,
d_main_09_04_35,d_main_09_04,Choice,neon,,Locale_MainScenario:d_main_09_04_35,False,,12,12,1.0,,,3,void,,,,1,think,,13,idle,,,,,d_main_09_04_37,,,
d_main_09_04_36,d_main_09_04,Choice,neon,,Locale_MainScenario:d_main_09_04_36,False,,12,12,1.0,,,3,void,,,,1,think,,13,idle,,,,,d_main_09_04_37,,,
d_main_09_04_37,d_main_09_04,Speech,rapi,rapi,Locale_MainScenario:d_main_09_04_37,False,,12,10,2.0,,,3,void,,,,1,think,,13,idle,,,,,,,,
d_main_09_04_38,d_main_09_04,Speech,shifty_r,shifty_r,Locale_MainScenario:d_main_09_04_38,True,,10,10,1.0,,,3,void,,,,1,think,,13,idle,,,,,,shifty_r,OP_rightup,think
