id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_28_05_e_11,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_11,True,,12,2,1.0,,,,,,5,idle,,3,void,,1,delight,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_12,d_main_28_05_e,Speech,anis,anis,Locale_MainScenario:d_main_28_05_e_12,True,,2,2,1.0,,,,,,5,idle,,3,angry,,1,delight,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_13,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_13,True,White,2,S_10,0.6,,sfx_scn_flashbanglight,Low_2,,,5,idle,,3,angry,,1,no,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_14,d_main_28_05_e,Speech,anis,anis,Locale_MainScenario:d_main_28_05_e_14,True,,3,30,0.6,,,Low_2,,,5,idle,,3,sad,,1,no,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_15,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_15,True,CrystalCity,30,2,1.0,,,,,,5,idle,,3,sad,,1,delight,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_16,d_main_28_05_e,Speech,anis,anis,Locale_MainScenario:d_main_28_05_e_16,True,,2,2,1.0,,,,,,5,idle,,3,angry,,1,delight,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_17,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_17,True,,2,12,1.0,,,,,,5,idle,,3,angry,,1,delight,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_18,d_main_28_05_e,Monologue,,,Locale_MainScenario:d_main_28_05_e_18,False,,12,12,1.0,,,,,,5,idle,,3,void,,1,delight,neon,,13,idle,liveryn,,15,smile,hammering,,17,idle,elegg
d_main_28_05_e_19,d_main_28_05_e,Self,,,Locale_MainScenario:d_main_28_05_e_19,False,,12,5,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_20,d_main_28_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_e_20,True,,5,5,1.0,,,,,,5,think,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_21,d_main_28_05_e,Self,,,Locale_MainScenario:d_main_28_05_e_21,False,,5,5,1.0,,,,,,5,think,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_22,d_main_28_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_e_22,True,,5,5,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_23,d_main_28_05_e,Self,,,Locale_MainScenario:d_main_28_05_e_23,False,,5,5,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_24,d_main_28_05_e,Self,,,Locale_MainScenario:d_main_28_05_e_24,False,,5,5,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_25,d_main_28_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_e_25,False,,5,50,1.0,,,,,,5,think,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_26,d_main_28_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_e_26,True,,50,50,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_27,d_main_28_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_e_27,True,,50,50,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_28,d_main_28_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_e_28,True,,50,50,1.0,,,,,,5,worry,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_29,d_main_28_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_e_29,True,,50,50,1.0,,,,,,5,worry,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_30,d_main_28_05_e,Speech,anis,anis,Locale_MainScenario:d_main_28_05_e_30,True,,50,30,1.0,,,,,,5,idle,,3,worry,,,,,,,,,,,,,,,,
d_main_28_05_e_31,d_main_28_05_e,Speech,anis,anis,Locale_MainScenario:d_main_28_05_e_31,True,,30,30,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_32,d_main_28_05_e,Speech,anis,anis,Locale_MainScenario:d_main_28_05_e_32,True,,30,30,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_33,d_main_28_05_e,Self,,,Locale_MainScenario:d_main_28_05_e_33,False,,30,30,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_34,d_main_28_05_e,Self,,,Locale_MainScenario:d_main_28_05_e_34,False,,30,30,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_35,d_main_28_05_e,Speech,anis,anis,Locale_MainScenario:d_main_28_05_e_35,True,,30,4,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_36,d_main_28_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_e_36,True,,4,4,1.0,,,,,,5,idle,,3,void,,,,,,,,,,,,,,,,
d_main_28_05_e_37,d_main_28_05_e,Monologue,,,Locale_MainScenario:d_main_28_05_e_37,False,,black,black,1.0,,,,black,,5,idle,,3,void,neon,1,idle,,liveryn,13,idle,,hammering,15,smile,,elegg,17,idle,
d_main_28_05_e_38,d_main_28_05_e,Monologue,,,Locale_MainScenario:d_main_28_05_e_38,False,,black,black,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_39,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_39,True,,12,12,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_40,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_40,True,,12,S_10,0.6,,sfx_scn_flashbanglight,Low_2,,,5,idle,,3,void,,1,no,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_41,d_main_28_05_e,Speech,anis,anis,Locale_MainScenario:d_main_28_05_e_41,True,,30,30,1.0,,,,,,5,idle,,3,sad,,1,no,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_42,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_42,False,,S_10,1,1.0,,,,,,5,idle,,3,sad,,1,surprise,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_43,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_43,True,,1,1,1.0,,,,,,5,idle,,3,sad,,1,surprise,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_44,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_44,True,,1,S_10,0.6,,sfx_scn_flashbanglight,Low_2,,,5,idle,,3,sad,,1,no,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_45,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_45,False,,S_10,S_10,1.0,,,,,,5,idle,,3,sad,,1,no,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_46,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_46,True,,S_10,1,1.0,,,,,,5,idle,,3,void,,1,worry,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_47,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_47,True,,1,1,1.0,,,,,,5,idle,,3,void,,1,worry,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_48,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_48,True,,1,1,1.0,,,,,,5,idle,,3,void,,1,worry,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_49,d_main_28_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_e_49,True,,1,15,1.0,,,,,,5,idle,,3,void,,1,worry,,,13,idle,,,15,surprise,,,17,idle,
d_main_28_05_e_50,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_50,True,,15,15,1.0,,,,,,5,idle,,3,void,,1,worry,,,13,idle,,,15,surprise,,,17,idle,
d_main_28_05_e_51,d_main_28_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_e_51,True,,15,15,1.0,,,,,,5,idle,,3,void,,1,worry,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_52,d_main_28_05_e,Narration,,,Locale_MainScenario:d_main_28_05_e_52,False,,15,150,1.0,,sfx_scn_solidglasssmash,,,,5,idle,,3,void,,1,worry,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_53,d_main_28_05_e,Monologue,,,Locale_MainScenario:d_main_28_05_e_53,False,,150,150,1.0,,,,,,5,idle,,3,void,,1,worry,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_54,d_main_28_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_e_54,True,,150,16,1.0,,,,,,5,idle,,3,void,,1,worry,,,13,idle,,,15,worry,,,17,idle,
d_main_28_05_e_55,d_main_28_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_e_55,True,,16,16,1.0,,,,,,5,idle,,3,void,,1,worry,,,13,idle,,,15,worry,,,17,idle,
d_main_28_05_e_56,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_56,True,,2,2,1.0,,sfx_scn_flashbanglight,,,,5,idle,,3,void,,1,no,,,13,idle,,,15,worry,,,17,idle,
d_main_28_05_e_57,d_main_28_05_e,Speech,anis,anis,Locale_MainScenario:d_main_28_05_e_57,True,,2,2,1.0,,,,,,5,idle,,3,void,,1,no,,,13,idle,,,15,worry,,,17,idle,
d_main_28_05_e_58,d_main_28_05_e,Speech,neon,neon,Locale_MainScenario:d_main_28_05_e_58,True,,2,2,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,idle,,,15,worry,,,17,idle,
d_main_28_05_e_59,d_main_28_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_e_59,True,,2,14,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,idle,,,15,smile,,,17,idle,
d_main_28_05_e_60,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_60,True,,14,14,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_61,d_main_28_05_e,Monologue,,,Locale_MainScenario:d_main_28_05_e_61,False,,14,130,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_62,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_62,True,,130,130,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_63,d_main_28_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_e_63,True,,50,50,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_64,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_64,True,,130,130,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_65,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_65,True,,130,130,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_66,d_main_28_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_e_66,True,,S_170,S_170,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,think,
d_main_28_05_e_67,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_67,True,,130,13,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,think,
d_main_28_05_e_68,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_68,True,,13,13,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,think,
d_main_28_05_e_69,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_69,True,,13,13,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,think,
d_main_28_05_e_70,d_main_28_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_e_70,True,,50,50,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_71,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_71,True,,13,13,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_72,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_72,True,,13,13,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_73,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_73,True,,13,13,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_74,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_74,True,,13,13,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_75,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_75,True,,13,13,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_76,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_76,True,,13,130,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_77,d_main_28_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_e_77,True,,130,130,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_78,d_main_28_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_e_78,True,,16,16,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,idle,
d_main_28_05_e_79,d_main_28_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_e_79,True,,16,16,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,special,
d_main_28_05_e_80,d_main_28_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_e_80,True,,16,16,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,special,
d_main_28_05_e_81,d_main_28_05_e,Speech,anis,anis,Locale_MainScenario:d_main_28_05_e_81,True,,4,4,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,special,
d_main_28_05_e_82,d_main_28_05_e,Self,,,Locale_MainScenario:d_main_28_05_e_82,False,,4,4,1.0,,,,,,5,idle,,3,void,,1,idle,,,13,worry,,,15,smile,,,17,special,
