id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_camera_shake,characters/6/hide_char_id,characters/4/hide_char_id
d_main_18_06_11,d_main_18_06,Self,maxwell,Locale_MainScenario:d_main_18_06_11,False,,1,no,,13,sad,,15,sad,,150,150,1.0,,,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_12,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_12,True,,1,no,,13,sad,,15,angry,,150,1500,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_13,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_13,True,,1,no,,13,sad,,15,angry,,1500,1500,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,syuen_op_l,OP_leftup,idle,,,
d_main_18_06_14,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_14,True,,1,no,,13,sad,,15,angry,,1500,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_15,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_15,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_16,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_16,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_17,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_17,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_18,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_18,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_19,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_19,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_20,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_20,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_21,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_21,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_22,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_22,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_23,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_23,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_24,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_24,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_25,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_25,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,surprise,,,
d_main_18_06_26,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_26,True,,1,no,,13,sad,,15,angry,,150,12,2.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_27,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_27,False,,1,no,,13,sad,,15,angry,,12,150,2.0,,maxwell,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_28,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_28,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,angry,,,
d_main_18_06_29,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_29,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,angry,,,
d_main_18_06_30,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_30,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,angry,,,
d_main_18_06_31,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_31,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,syuen_op_l,,7,idle,,5,idle,,3,void,,OP_leftup,angry,,,
d_main_18_06_32,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_32,True,,1,no,,13,sad,,15,angry,,150,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_33,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_33,True,,1,no,,13,sad,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_34,d_main_18_06,Self,laplace,Locale_MainScenario:d_main_18_06_34,False,,1,no,,13,sad,,15,angry,,S_130,S_130,1.0,,,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_35,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_35,True,,1,no,,13,delight,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_36,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_36,True,,1,no,,13,sad,,15,angry,,S_130,14,1.0,,maxwell,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_37,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_37,True,,1,no,,13,sad,,15,angry,,14,14,1.0,,maxwell,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_38,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_38,True,,1,no,,13,sad,,15,angry,,14,14,1.0,,laplace,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_39,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_39,True,,1,no,,13,sad,,15,angry,,14,14,1.0,,laplace,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_40,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_40,True,,1,no,,13,sad,,15,angry,,14,14,1.0,,laplace,,7,idle,,5,idle,,3,void,,OP_leftup,idle,,,
d_main_18_06_41,d_main_18_06,Narration,laplace,Locale_MainScenario:d_main_18_06_41,False,,1,no,,13,sad,,15,angry,,14,S_130,0.5,,,,7,idle,,5,idle,,3,void,,OP_leftup,idle,Low_2,,
d_main_18_06_42,d_main_18_06,Self,laplace,Locale_MainScenario:d_main_18_06_42,False,,1,no,,13,sad,,15,angry,,S_130,S_130,1.0,,,,7,idle,,5,worry,,3,void,,OP_leftup,idle,,,
d_main_18_06_43,d_main_18_06,Speech,syuen_op_l,Locale_MainScenario:d_main_18_06_43,True,,1,no,,13,sad,,15,angry,,S_130,S_130,1.0,,syuen_op_l,,7,idle,,5,worry,,3,void,,OP_leftup,surprise,,,
d_main_18_06_44,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_44,True,,1,no,,13,delight,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,OP_leftup,surprise,,syuen_op_l,
d_main_18_06_45,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_45,True,,1,no,,13,sad,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_46,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_46,True,,1,no,,13,sad,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_47,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_47,True,,1,no,,13,sad,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_48,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_48,True,,1,no,,13,sad,,15,angry,,S_130,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_49,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_49,True,,1,no,,13,sad,,15,angry,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_50,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_50,True,,1,no,,13,angry,,15,angry,,S_130,S_1300,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_51,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_51,True,,1,no,,13,sad,,15,angry,,S_1300,S_1300,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_52,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_52,True,,1,no,,13,sad,,15,angry,,S_1300,S_1300,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_53,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_53,True,,1,no,,13,delight,,15,angry,,S_1300,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_54,d_main_18_06,Speech,drake,Locale_MainScenario:d_main_18_06_54,False,,1,no,,13,sad,,15,sad,,S_130,10,2.0,,drake,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_55,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_55,False,,1,no,,13,sad,,15,sad,,10,150,2.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_56,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_56,True,,1,no,,13,sad,,15,idle,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_57,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_57,True,,1,no,,13,sad,,15,idle,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_58,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_58,True,,1,no,,13,shy,,15,sad,,150,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_59,d_main_18_06,Speech,drake,Locale_MainScenario:d_main_18_06_59,True,,1,angry,,13,shy,,15,sad,,black,black,1.0,,drake,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_60,d_main_18_06,Speech,drake,Locale_MainScenario:d_main_18_06_60,True,,1,angry,,13,shy,,15,sad,,10,10,1.0,,drake,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_61,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_61,True,,1,angry,,13,shy,,15,sad,,10,12,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_62,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_62,True,,1,angry,,13,shy,,15,angry,,12,14,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_63,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_63,True,,1,angry,,13,shy,,15,angry,,14,14,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_64,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_64,True,,1,angry,,13,shy,,15,angry,,14,14,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_65,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_65,True,,1,angry,,13,sad,,15,angry,,14,14,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_66,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_66,True,,1,angry,,13,sad,,15,angry,,14,14,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_67,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_67,True,,1,angry,,13,sad,,15,angry,,14,14,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_68,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_68,True,,1,angry,,13,sad,,15,angry,,14,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_69,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_69,True,,1,angry,,13,sad,,15,angry,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_70,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_70,True,,1,angry,,13,sad,,15,angry,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_71,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_71,True,,1,angry,,13,sad,,15,angry,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_72,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_72,True,,1,angry,,13,angry,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_73,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_73,True,,1,angry,,13,angry,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_74,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_74,True,,1,angry,,13,angry,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_75,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_75,True,,1,angry,,13,angry,,15,angry,,150,150,1.0,,maxwell,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_76,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_76,True,,1,angry,,13,angry,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_77,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_77,True,,1,angry,,13,angry,,15,angry,,S_130,S_130,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_78,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_78,True,,1,angry,,13,angry,,15,angry,,S_130,S_1300,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_79,d_main_18_06,Speech,laplace,Locale_MainScenario:d_main_18_06_79,True,,1,angry,,13,angry,,15,angry,,S_1300,S_1300,1.0,,laplace,,7,idle,,5,idle,,3,void,,,,,,
d_main_18_06_80,d_main_18_06,Monologue,laplace,Locale_MainScenario:d_main_18_06_80,False,,1,angry,,13,angry,,15,angry,,S_1300,130,1.0,,,,7,idle,,5,idle,,3,void,,,,,,laplace
d_main_18_06_81,d_main_18_06,Self,laplace,Locale_MainScenario:d_main_18_06_81,False,,1,angry,,,,,15,angry,,130,130,1.0,,,,7,idle,,5,idle,,3,angry,,,,,,
d_main_18_06_82,d_main_18_06,Speech,maxwell,Locale_MainScenario:d_main_18_06_82,True,,1,angry,,,,,15,angry,,130,150,0.5,,maxwell,,7,idle,,5,idle,,3,angry,,,,,,
d_main_18_06_83,d_main_18_06,Monologue,maxwell,Locale_MainScenario:d_main_18_06_83,False,,1,angry,,,,,15,angry,,black,black,1.0,,,,7,idle,,5,idle,,3,angry,,,,,,
