id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/hide_char_id,fade,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,characters/3/hide_char_id,effects/0/stop_effect_id,play_sound
d_main_40_af_01_37,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_37,True,,1,idle,,13,idle,,3,idle,,130,113,1.0,,,,,,,,,,,,,,,,,
d_main_40_af_01_38,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_38,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,,,,,,,,,,,,,,,
d_main_40_af_01_39,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_39,False,,1,idle,,13,idle,,3,idle,,113,113,1.0,,neon,5,idle,,,,,,,,,,,,,
d_main_40_af_01_40,d_main_40_af_01,Speech,neon,neon,Locale_MainScenario:d_main_40_af_01_40,True,,1,idle,,13,idle,,3,idle,,S_50,S_50,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_41,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_41,True,,1,idle,,13,idle,,3,idle,,L_10,L_10,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_42,d_main_40_af_01,Speech,neon,neon,Locale_MainScenario:d_main_40_af_01_42,True,,1,idle,,13,idle,,3,idle,,S_50,S_50,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_43,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_43,True,,1,idle,,13,idle,,3,idle,,L_10,L_10,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_44,d_main_40_af_01,Speech,neon,neon,Locale_MainScenario:d_main_40_af_01_44,True,,1,idle,,13,idle,,3,idle,,S_50,S_50,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_45,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_45,True,,1,idle,,13,idle,,3,idle,,S_50,30,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_46,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_46,True,,1,idle,,13,idle,,3,idle,,30,L_10,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_47,d_main_40_af_01,Speech,neon,neon,Locale_MainScenario:d_main_40_af_01_47,True,,1,idle,,13,idle,,3,idle,,S_50,S_500,0.7,,,5,surprise,,,,,,,,,,,,,
d_main_40_af_01_48,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_48,True,,1,idle,,13,idle,,3,idle,,S_500,300,1.0,,,5,surprise,,,,,,,,,,,,,
d_main_40_af_01_49,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_49,True,,1,idle,,13,idle,,3,idle,,300,L_100,1.0,,,5,surprise,,,,,,,,,,,,,
d_main_40_af_01_50,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_50,True,,1,idle,,13,idle,,3,idle,,L_100,1300,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_51,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_51,True,,1,idle,,13,idle,,3,idle,,1300,1300,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_52,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_52,True,,1,idle,,13,idle,,3,idle,,1300,1300,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_53,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_53,True,,1,idle,,13,idle,,3,idle,,L_100,L_100,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_54,d_main_40_af_01,Speech,neon,neon,Locale_MainScenario:d_main_40_af_01_54,True,,1,idle,,13,idle,,3,idle,,S_500,S_500,1.0,,,5,no,,,,,,,,,,,,,
d_main_40_af_01_55,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_55,True,,1,idle,,13,idle,,3,idle,,1300,1300,1.0,,,5,no,,,,,,,,,,,,,
d_main_40_af_01_56,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_56,True,,1,idle,,13,idle,,3,idle,,1300,1300,1.0,,,5,no,,,,,,,,,,,,,
d_main_40_af_01_57,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_57,True,,1,idle,,13,idle,,3,idle,,1300,L_100,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_58,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_58,False,,1,idle,,13,idle,,3,idle,,L_100,L_100,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_59,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_59,True,,1,idle,,13,idle,,3,idle,,L_100,L_10,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_60,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_60,True,,1,idle,,13,idle,,3,idle,,L_10,113,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_61,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_61,False,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_62,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_62,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,none,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_63,d_main_40_af_01,Narration,carlson,,Locale_MainScenario:d_main_40_af_01_63,False,,1,idle,,13,idle,,3,idle,,113,113,1.0,bgm_story_turnupthevolume_verb,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_64,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_64,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_65,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_65,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,5,idle,,,,,,,,,,,,,
d_main_40_af_01_66,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_66,True,,1,idle,,13,idle,,3,idle,Office,black,black,1.0,,,5,idle,viper,eh,mrsmiss,13,no,neon,black,,,,,,
d_main_40_af_01_67,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_67,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,no,,,fx_Eventscene_camera_recording,rec,True,,,
d_main_40_af_01_68,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_68,True,,1,idle,,,,,,,,1300,130,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_69,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_69,True,,1,idle,,,,,,,,130,113,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_70,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_70,True,,1,idle,,,,,,,,113,113,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_71,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_71,True,,1,idle,,,,,,,,113,113,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_72,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_72,True,,1,idle,,,,,,,,113,113,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_73,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_73,True,,1,idle,,,,,,,,113,113,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_74,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_74,True,,1,idle,,,,,,,,113,113,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_75,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_75,True,,1,idle,,,,,,,,113,113,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_76,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_76,True,,1,idle,,,,,,,,113,113,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_77,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_77,False,,1,idle,,,,,,,,113,113,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_78,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_78,True,,1,idle,,,,,,,,113,113,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_79,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_79,True,,1,idle,,,,,,,,113,113,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_80,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_80,True,,1,idle,,,,,,,,L_10,L_100,0.5,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_81,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_81,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_82,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_82,False,,1,idle,,,,,,,,L_100,L_100,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_83,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_83,True,,1,idle,,,,,,,,L_100,L_10,0.5,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_84,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_84,True,,1,idle,,,,,,,,L_10,L_10,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_85,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_85,True,,1,idle,viper,13,angry,eh,3,idle,Theater,black,black,1.0,,,,,,,,13,idle,,,,,,mrsmiss,fx_Eventscene_camera_recording,
d_main_40_af_01_86,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_86,True,,1,idle,,13,angry,,3,idle,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,
d_main_40_af_01_87,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_87,True,,1,idle,,13,angry,,3,idle,,L_10,113,1.0,,,,,,,,,,,,,,,,,
d_main_40_af_01_88,d_main_40_af_01,Narration,viper,,Locale_MainScenario:d_main_40_af_01_88,False,,1,idle,,13,angry,,3,idle,,black,black,1.0,,,,,viper,eh,mrsmiss,13,no,,,,,,,,
d_main_40_af_01_89,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_89,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,no,,,fx_Eventscene_camera_recording,rec,True,,,
d_main_40_af_01_90,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_90,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_91,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_91,True,,1,idle,,,,,,,,1300,130,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_92,d_main_40_af_01,Narration,mrsmiss,,Locale_MainScenario:d_main_40_af_01_92,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,no,,,,,,,fx_Eventscene_camera_recording,
d_main_40_af_01_93,d_main_40_af_01,Narration,mrsmiss,,Locale_MainScenario:d_main_40_af_01_93,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_94,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_94,True,,1,idle,,,,,,,,130,1300,1.0,,,,,,,,13,no,,,fx_Eventscene_camera_recording,rec,True,,,
d_main_40_af_01_95,d_main_40_af_01,Narration,mrsmiss,,Locale_MainScenario:d_main_40_af_01_95,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,no,,,,,,,fx_Eventscene_camera_recording,
d_main_40_af_01_96,d_main_40_af_01,Narration,mrsmiss,,Locale_MainScenario:d_main_40_af_01_96,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_97,d_main_40_af_01,Narration,mrsmiss,,Locale_MainScenario:d_main_40_af_01_97,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_98,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_98,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,no,,,fx_Eventscene_camera_recording,rec,True,,,
d_main_40_af_01_99,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_99,True,,1,idle,,,,,,,,1300,130,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_100,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_100,True,,1,idle,,,,,,,,130,130,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_101,d_main_40_af_01,Narration,mrsmiss,,Locale_MainScenario:d_main_40_af_01_101,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,idle,,,,,,,fx_Eventscene_camera_recording,
d_main_40_af_01_102,d_main_40_af_01,Narration,mrsmiss,,Locale_MainScenario:d_main_40_af_01_102,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,idle,,,,,,,,
d_main_40_af_01_103,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_103,True,,1,idle,,,,,,,,130,130,1.0,,,,,,,,13,no,,,fx_Eventscene_camera_recording,rec,True,,,
d_main_40_af_01_104,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_104,True,,1,idle,,,,,,,,130,130,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_105,d_main_40_af_01,Narration,mrsmiss,,Locale_MainScenario:d_main_40_af_01_105,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,no,,,,,,,fx_Eventscene_camera_recording,
d_main_40_af_01_106,d_main_40_af_01,Narration,mrsmiss,,Locale_MainScenario:d_main_40_af_01_106,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_107,d_main_40_af_01,Narration,mrsmiss,,Locale_MainScenario:d_main_40_af_01_107,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_108,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_108,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,no,,,fx_Eventscene_camera_recording,rec,True,,,
d_main_40_af_01_109,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_109,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_110,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_110,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_111,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_111,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_112,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_112,True,,1,idle,,,,,,,,1300,130,0.5,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_113,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_113,True,,1,idle,,,,,,,,130,130,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_114,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_114,True,,1,idle,,,,,,,,130,130,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_115,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_115,True,,1,idle,,,,,,,,130,1300,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_116,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_116,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_117,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_117,True,,1,idle,,,,,,,,1300,1300,1.0,,,,,,,,13,no,,,,,,,,
d_main_40_af_01_118,d_main_40_af_01,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_01_118,True,,1,idle,,,,,,,,black,black,1.0,,,,,,,,13,no,,,,,,mrsmiss,fx_Eventscene_camera_recording,
d_main_40_af_01_119,d_main_40_af_01,Speech,neon,neon,Locale_MainScenario:d_main_40_af_01_119,True,,1,idle,viper,13,idle,eh,3,idle,,S_500,S_500,1.0,none,jackal,15,idle,,,neon,5,idle,,black,,,,,,
d_main_40_af_01_120,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_120,True,,1,idle,,13,idle,,3,idle,,L_100,L_100,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_121,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_121,True,,1,idle,,13,idle,,3,idle,,L_100,L_100,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_122,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_122,True,,1,idle,,13,idle,,3,idle,,L_100,L_100,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_123,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_123,True,,1,idle,,13,idle,,3,idle,,L_100,L_100,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_124,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_124,True,,1,idle,,13,idle,,3,idle,,L_100,L_10,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_125,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_125,True,,1,idle,,13,idle,,3,idle,,L_10,L_10,1.0,,,15,idle,,,,5,idle,,,,,,,,
