id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_ex_tower_01_46,d_ex_tower_01,Speech,exia,signal,Locale_SuddenStory:d_ex_tower_01_46,False,,S_100,S_20,1.0,,,,,1,good,,,
d_ex_tower_01_47,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_47,True,,S_20,S_10,1.0,,,,,1,good,,,
d_ex_tower_01_48,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_48,False,,S_10,S_100,2.5,,,,,1,idle,,,
d_ex_tower_01_49,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_49,True,,S_100,S_100,1.0,,,,,1,idle,,,
d_ex_tower_01_50,d_ex_tower_01,Speech,exia,signal,Locale_SuddenStory:d_ex_tower_01_50,False,,S_100,S_200,1.0,,,,,1,idle,,,
d_ex_tower_01_51,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_51,True,,S_200,S_100,1.0,,,,,1,idle,,,
d_ex_tower_01_52,d_ex_tower_01,Speech,exia,signal,Locale_SuddenStory:d_ex_tower_01_52,False,,S_100,S_100,1.0,,,,,1,idle,,,
d_ex_tower_01_53,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_53,True,,S_100,S_100,1.0,,,,,1,idle,,,
d_ex_tower_01_54,d_ex_tower_01,Speech,exia,signal,Locale_SuddenStory:d_ex_tower_01_54,False,,S_100,S_200,0.5,,,,,1,idle,,,
d_ex_tower_01_55,d_ex_tower_01,Speech,exia,signal,Locale_SuddenStory:d_ex_tower_01_55,False,,S_200,S_200,1.0,,,,,1,idle,,,
d_ex_tower_01_56,d_ex_tower_01,Narration,exia,,Locale_SuddenStory:d_ex_tower_01_56,False,,S_200,S_100,1.0,,,,,1,idle,,,
d_ex_tower_01_57,d_ex_tower_01,Self,exia,,Locale_SuddenStory:d_ex_tower_01_57,False,,S_100,S_200,1.0,,,,,1,idle,,,
d_ex_tower_01_58,d_ex_tower_01,Speech,exia,signal,Locale_SuddenStory:d_ex_tower_01_58,False,,S_200,S_200,1.0,,,,,1,idle,,,
d_ex_tower_01_59,d_ex_tower_01,Narration,exia,,Locale_SuddenStory:d_ex_tower_01_59,False,,black,black,1.0,,sfx_scn_run,,,1,idle,,,
d_ex_tower_01_60,d_ex_tower_01,Self,exia,,Locale_SuddenStory:d_ex_tower_01_60,False,,S_10,S_10,1.0,,,,,1,idle,,,
d_ex_tower_01_61,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_61,True,,S_10,S_10,1.0,,,,,1,idle,,,
d_ex_tower_01_62,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_62,True,,S_10,S_10,1.0,,,,,1,good,,,
d_ex_tower_01_63,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_63,True,,S_10,S_100,1.0,,,,,1,good,,,
d_ex_tower_01_64,d_ex_tower_01,Self,exia,,Locale_SuddenStory:d_ex_tower_01_64,False,,S_100,S_100,1.0,,,,,1,good,,,
d_ex_tower_01_65,d_ex_tower_01,Narration,signal,,Locale_SuddenStory:d_ex_tower_01_65,False,,1,5,2.0,,,black,,1,idle,signal,5,idle
d_ex_tower_01_66,d_ex_tower_01,Narration,signal,,Locale_SuddenStory:d_ex_tower_01_66,False,,5,5,1.0,,,,,1,idle,,5,idle
d_ex_tower_01_67,d_ex_tower_01,Narration,signal,,Locale_SuddenStory:d_ex_tower_01_67,False,,5,5,1.0,,,,,1,idle,,5,idle
d_ex_tower_01_68,d_ex_tower_01,Speech,signal,signal,Locale_SuddenStory:d_ex_tower_01_68,True,,5,S_50,2.0,none,,,,1,idle,,5,sad
d_ex_tower_01_69,d_ex_tower_01,Narration,signal,,Locale_SuddenStory:d_ex_tower_01_69,False,,S_50,S_50,1.0,,,,,1,idle,,5,sad
d_ex_tower_01_70,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_70,False,,S_50,1,2.0,,,,,1,idle,,5,sad
d_ex_tower_01_71,d_ex_tower_01,Self,exia,,Locale_SuddenStory:d_ex_tower_01_71,False,,1,1,1.0,,,,,1,idle,,5,sad
d_ex_tower_01_72,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_72,True,,1,S_10,1.0,,,,,1,idle,,5,sad
d_ex_tower_01_73,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_73,True,,S_10,S_10,1.0,,,,,1,idle,,5,sad
d_ex_tower_01_74,d_ex_tower_01,Speech,signal,signal,Locale_SuddenStory:d_ex_tower_01_74,False,,XS_50,XS_500,0.5,bgm_story_whosdumber,,,,1,idle,,5,sad
d_ex_tower_01_75,d_ex_tower_01,Speech,signal,signal,Locale_SuddenStory:d_ex_tower_01_75,True,,XS_500,XS_500,1.0,,,,,1,idle,,5,idle
d_ex_tower_01_76,d_ex_tower_01,Speech,exia,exia,Locale_SuddenStory:d_ex_tower_01_76,True,,S_10,S_10,1.0,,,,,1,idle,,5,idle
d_ex_tower_01_77,d_ex_tower_01,Speech,signal,signal,Locale_SuddenStory:d_ex_tower_01_77,True,,XS_500,XS_50,2.0,,,,,1,idle,,5,delight
d_ex_tower_01_78,d_ex_tower_01,Narration,signal,,Locale_SuddenStory:d_ex_tower_01_78,False,,black,black,1.0,,,,,1,idle,,5,idle
