id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/hide_char_id,characters/5/hide_char_id,play_sound,characters/3/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_27_05_12,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_12,True,,1,idle,,13,idle,,15,idle,,3,smile,,,,,,,,31,30,1.0,,,,,,,,,,,,,
d_main_27_05_13,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_13,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,,30,30,1.0,,,,,,,,,,,,,
d_main_27_05_14,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_14,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,,30,30,1.0,,,,,,,,,,,,,
d_main_27_05_15,d_main_27_05,Speech,anis,anis,Locale_MainScenario:d_main_27_05_15,True,,1,idle,,13,void,,15,idle,,3,idle,,,,,,,,130,130,1.0,,,,,,,,,,,,,
d_main_27_05_16,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_16,True,,1,idle,,13,void,,15,idle,,3,idle,,,,,,,,30,30,1.0,,,,,,,,,,,,,
d_main_27_05_17,d_main_27_05,Speech,anis,anis,Locale_MainScenario:d_main_27_05_17,True,,1,idle,,13,worry,,15,idle,,3,idle,,,,,,,,130,130,1.0,,,,,,,,,,,,,
d_main_27_05_18,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_18,True,,1,idle,,13,worry,,15,idle,,3,idle,,,,,,,,130,10,1.0,,,,,,,,,,,,,
d_main_27_05_19,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_19,True,,1,idle,,13,idle,,15,idle,,3,shy,,,,,,,,10,31,1.0,,,,,,,,,,,,,
d_main_27_05_20,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_20,True,,1,idle,,13,idle,,15,idle,,3,shy,,,,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_21,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_21,True,,1,idle,,13,idle,,15,idle,,3,shy,,,,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_22,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_22,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_23,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_23,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_24,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_24,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_25,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_25,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_26,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_26,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_27,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_27,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_28,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_28,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_29,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_29,True,,1,idle,,13,idle,,15,idle,,3,worry,,,,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_30,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_30,True,,1,idle,,13,idle,,15,idle,,3,worry,elegg,5,idle,,,,,31,31,1.0,,,,,,,,,,,,,
d_main_27_05_31,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_31,False,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,,,,31,3,1.0,,,,,,,,,,,,,
d_main_27_05_32,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_32,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,,,,3,30,1.0,,,,,,,,,,,,,
d_main_27_05_33,d_main_27_05,Narration,,,Locale_MainScenario:d_main_27_05_33,False,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,,,,30,30,1.0,,elegg,,sfx_scn_runaway,liveryn,,,,,,,,
d_main_27_05_34,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_34,False,,1,think,,13,idle,,15,idle,,,,,,,,,,,30,10,1.0,,,,,,,,,,,,,
d_main_27_05_35,d_main_27_05,Self,,,Locale_MainScenario:d_main_27_05_35,False,,1,think,,13,idle,,15,idle,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_36,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_36,True,,1,idle,,13,idle,,15,idle,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_37,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_37,True,,1,idle,,13,idle,,15,idle,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_38,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_38,True,,1,idle,,13,idle,,15,idle,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_39,d_main_27_05,Self,,,Locale_MainScenario:d_main_27_05_39,False,,1,idle,,13,idle,,15,idle,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_40,d_main_27_05,Self,,,Locale_MainScenario:d_main_27_05_40,False,,1,idle,,13,idle,,15,idle,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_41,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_41,True,,1,idle,,13,idle,,15,idle,,,,,,,,,,,10,1,1.0,,,,,,,,,,,,,
d_main_27_05_42,d_main_27_05,Speech,anis,anis,Locale_MainScenario:d_main_27_05_42,True,,1,idle,,13,idle,,15,idle,,,,,,,,,,,1,1315,1.0,,,,,,,,,,,,,
d_main_27_05_43,d_main_27_05,Speech,neon,neon,Locale_MainScenario:d_main_27_05_43,True,,1,idle,,13,idle,,15,idle,,,,,,,,,,,1315,1315,1.0,,,,,,,,,,,,,
d_main_27_05_44,d_main_27_05,Self,,,Locale_MainScenario:d_main_27_05_44,False,,1,idle,,13,idle,,15,idle,,,,,,,,,,,1315,1315,1.0,,,,,,,,,,,,,
d_main_27_05_45,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_45,True,,1,idle,,13,idle,,15,idle,,,,,,,,,,,1315,1,1.0,,,,,,,,,,,,,
d_main_27_05_46,d_main_27_05,Narration,,,Locale_MainScenario:d_main_27_05_46,False,,1,idle,,13,idle,,15,idle,,,,,,,,,,,black,black,1.0,none,,,,,rapi,anis,neon,,,,,
d_main_27_05_47,d_main_27_05,Monologue,,,Locale_MainScenario:d_main_27_05_47,False,,,,,,,,,,,,,,,,,,,EventScene_Chap_27_01,black,black,1.0,bgm_mystery,,,,,,,,,,,,
d_main_27_05_48,d_main_27_05,Monologue,,,Locale_MainScenario:d_main_27_05_48,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_27_05_49,d_main_27_05,Monologue,,,Locale_MainScenario:d_main_27_05_49,False,,,,,,,,,,,,,,,,,,,,1,10,1.0,,,,,,,,,,,,,
d_main_27_05_50,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_50,True,,,,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_51,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_51,True,,,,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_52,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_52,True,,,,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_53,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_53,True,,,,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_54,d_main_27_05,Speech,hammering,hammering,Locale_MainScenario:d_main_27_05_54,True,,,,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_55,d_main_27_05,Self,,,Locale_MainScenario:d_main_27_05_55,False,,,,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_56,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_56,True,,,,,,,,,,,,,,,,,,,,10,1,1.0,,,,,,,,,,,,,
d_main_27_05_57,d_main_27_05,Narration,,,Locale_MainScenario:d_main_27_05_57,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,sfx_scn_brokenrapturemove,,,,,Low_2,,,,
d_main_27_05_58,d_main_27_05,Monologue,,,Locale_MainScenario:d_main_27_05_58,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_27_05_59,d_main_27_05,Monologue,,,Locale_MainScenario:d_main_27_05_59,False,,,,,,,,,,,,,,,,,,,EventScene_Chap_27_02,1,1,1.0,,,,sfx_scn_rapturecorelightout,,,,,,,,,
d_main_27_05_60,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_60,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_27_05_61,d_main_27_05,Speech,neon,neon,Locale_MainScenario:d_main_27_05_61,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_27_05_62,d_main_27_05,Speech,anis,anis,Locale_MainScenario:d_main_27_05_62,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_27_05_63,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_63,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_27_05_64,d_main_27_05,Narration,,,Locale_MainScenario:d_main_27_05_64,False,,,,,,,,,,,,,,,,,,,,1,100,0.5,,,,sfx_scn_crystalgrowupsmall,,,,,,,,,
d_main_27_05_65,d_main_27_05,Narration,,,Locale_MainScenario:d_main_27_05_65,False,,,,,,,,,,,,,,,,,,,,100,crystalrapture2_01,1.0,,,,sfx_scn_crystalgrowupmed,,,,,Low_2,,,,
d_main_27_05_66,d_main_27_05,Monologue,,,Locale_MainScenario:d_main_27_05_66,False,,,,,,,,,,,,,,,,,,,,crystalrapture2_01,crystalrapture2_01,1.0,,,,,,,,,,,,,
d_main_27_05_67,d_main_27_05,Monologue,,,Locale_MainScenario:d_main_27_05_67,False,rapi,1,idle,anis,13,idle,neon,15,idle,liveryn,3,worry,elegg,5,idle,hammering,7,smile,ManyCrystalDesert_d,black,black,1.0,,,,,,,,,,,,,
d_main_27_05_68,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_68,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,smile,,30,30,1.0,,,,,,,,,,,,,
d_main_27_05_69,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_69,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,smile,,30,S_50,1.0,,,,,,,,,,,,,
d_main_27_05_70,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_70,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,smile,,S_50,S_50,1.0,,,,,,,,,,,,,
d_main_27_05_71,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_71,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,smile,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_72,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_72,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,smile,,S_50,S_50,1.0,,,,,,,,,,,,,
d_main_27_05_73,d_main_27_05,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_05_73,True,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,smile,,30,30,1.0,,,,,,,,,,,,,
d_main_27_05_74,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_74,True,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,smile,,S_50,S_50,1.0,,,,,,,,,,,,,
d_main_27_05_75,d_main_27_05,Speech,rapi,rapi,Locale_MainScenario:d_main_27_05_75,True,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,smile,,10,10,1.0,,,,,,,,,,,,,
d_main_27_05_76,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_76,True,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,smile,,S_50,S_50,1.0,,,,,,,,,,,,,
d_main_27_05_77,d_main_27_05,Speech,hammering,hammering,Locale_MainScenario:d_main_27_05_77,True,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,idle,,70,70,1.0,,,,,,,,,,,,,
d_main_27_05_78,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_78,False,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,idle,,70,S_50,1.0,,,,,,,,,,,,,
d_main_27_05_79,d_main_27_05,Self,,,Locale_MainScenario:d_main_27_05_79,False,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,idle,,S_50,S_50,1.0,,,,,,,,,,,,,
d_main_27_05_80,d_main_27_05,Speech,shifty,shifty,Locale_MainScenario:d_main_27_05_80,True,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,idle,,S_50,S_50,1.0,,,,,,,,,,shifty,OP_leftup,think,
d_main_27_05_81,d_main_27_05,Self,,,Locale_MainScenario:d_main_27_05_81,False,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,idle,,S_50,S_50,1.0,,,,,,,,,,,OP_leftup,think,
d_main_27_05_82,d_main_27_05,Speech,shifty,shifty,Locale_MainScenario:d_main_27_05_82,True,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,idle,,S_50,S_50,1.0,,,,,,,,,,,OP_leftup,worry,
d_main_27_05_83,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_83,False,,1,idle,,13,idle,,15,idle,,3,surprise,,5,think,,7,idle,,S_50,S_50,1.0,,,,,,,,,,,OP_leftup,worry,shifty
d_main_27_05_84,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_84,True,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,idle,,S_50,S_50,1.0,,,,,,,,,,,,,
d_main_27_05_85,d_main_27_05,Speech,elegg,elegg,Locale_MainScenario:d_main_27_05_85,True,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,idle,,S_50,S_50,1.0,,,,,,,,,,,,,
d_main_27_05_86,d_main_27_05,Speech,hammering,hammering,Locale_MainScenario:d_main_27_05_86,True,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,idle,,S_50,75,1.0,,,,,,,,,,,,,
