id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/2/hide_char_id,set_camera_shake
d_ex_police_01_21,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_21,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_22,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_22,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_23,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_23,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_24,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_24,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_25,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_25,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_26,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_26,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_27,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_27,True,,3,idle,,1,idle,,2,XS_30,0.7,,,,,,,,
d_ex_police_01_28,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_28,True,,3,idle,,1,idle,,XS_30,XS_30,1.0,,,,,,,,
d_ex_police_01_29,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_29,False,,3,idle,,1,idle,,1,S_10,0.7,,,,,,,,
d_ex_police_01_30,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_30,True,,3,idle,,1,idle,,S_10,S_10,1.0,,,,,,,,
d_ex_police_01_31,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_31,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_32,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_32,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_33,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_33,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_34,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_34,True,,3,surprise,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_35,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_35,True,,3,surprise,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_36,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_36,True,,3,surprise,,1,idle,ShowerRoom,black,black,1.0,,,anis,19,angry,Grey,,
d_ex_police_01_37,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_37,True,,3,surprise,,1,idle,,19,19,1.0,,,,19,angry,Grey,,
d_ex_police_01_38,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_38,False,,3,surprise,,1,idle,,19,19,1.0,,,,19,angry,Grey,,
d_ex_police_01_39,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_39,False,,3,surprise,,1,idle,,19,19,1.0,,,,19,angry,Grey,,
d_ex_police_01_40,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_40,True,,3,angry,,1,idle,,19,19,1.0,,,,19,angry,Grey,,
d_ex_police_01_41,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_41,True,,3,angry,,1,idle,Armory,black,black,1.0,,,emma,19,angry,Grey,anis,
d_ex_police_01_42,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_42,True,,3,angry,,1,idle,,19,19,1.0,,,,19,idle,Grey,,
d_ex_police_01_43,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_43,True,,3,angry,,1,idle,,19,19,1.0,,,,19,idle,Grey,,
d_ex_police_01_44,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_44,True,,3,angry,,1,idle,,19,19,1.0,,,,19,idle,Grey,,
d_ex_police_01_45,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_45,True,,3,angry,,1,idle,,19,19,1.0,,,,19,idle,Grey,,
d_ex_police_01_46,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_46,True,,3,angry,,1,idle,,19,19,1.0,,,eunhwa,19,idle,Grey,emma,
d_ex_police_01_47,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_47,True,,3,angry,,1,idle,,19,19,1.0,,,,19,idle,Grey,,
d_ex_police_01_48,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_48,True,,3,angry,,1,idle,,black,black,1.0,,,folkwang,19,idle,Grey,eunhwa,
d_ex_police_01_49,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_49,True,,3,surprise,,1,idle,OutpostOut,black,black,1.0,,,,19,idle,Grey,,
d_ex_police_01_50,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_50,True,,3,surprise,,1,idle,,19,19,1.0,,,,19,idle,Grey,,
d_ex_police_01_51,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_51,True,,3,surprise,,1,idle,,19,19,1.0,,,,19,idle,Grey,,
d_ex_police_01_52,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_52,True,,3,surprise,,1,idle,,19,19,1.0,,,,19,idle,Grey,,
d_ex_police_01_53,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_53,True,,3,surprise,,1,idle,,19,19,1.0,,,,19,idle,Grey,,
d_ex_police_01_54,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_54,True,,3,surprise,,1,idle,,19,19,1.0,,,,19,idle,Grey,,
d_ex_police_01_55,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_55,True,,3,surprise,,1,idle,,19,190,1.0,,,,19,idle,Grey,,
d_ex_police_01_56,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_56,True,,3,angry,,1,idle,Police,black,black,1.0,,,,19,idle,Grey,folkwang,
d_ex_police_01_57,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_57,True,,3,angry,,1,idle,,XS_30,XS_30,1.0,,,,,,,,
d_ex_police_01_58,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_58,True,,3,angry,,1,idle,,XS_30,XS_300,0.6,,,,,,,,Low_2
d_ex_police_01_59,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_59,True,,3,angry,,1,idle,,XS_300,XS_300,1.0,,,,,,,,
d_ex_police_01_60,d_ex_police_01,Monologue,miranda,,Locale_SuddenStory:d_ex_police_01_60,False,,3,angry,,1,idle,,XS_300,XS_300,1.0,,,,,,,,
d_ex_police_01_61,d_ex_police_01,Self,miranda,Self,Locale_SuddenStory:d_ex_police_01_61,False,,3,angry,,1,idle,,XS_300,XS_300,1.0,,,,,,,,
d_ex_police_01_62,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_62,True,,3,angry,,1,idle,,XS_300,3,1.0,,,,,,,,
d_ex_police_01_63,d_ex_police_01,Monologue,poli,,Locale_SuddenStory:d_ex_police_01_63,False,,3,angry,,1,idle,,3,3,1.0,,,,,,,,
d_ex_police_01_64,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_64,True,,3,angry,,1,think,,3,2,1.0,,,,,,,,
d_ex_police_01_65,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_65,False,,3,angry,,1,think,,2,2,1.0,,,,,,,,
d_ex_police_01_66,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_66,True,,3,angry,,1,think,,2,2,1.0,,,,,,,,
d_ex_police_01_67,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_67,True,,3,angry,,1,think,,2,2,1.0,,,,,,,,
d_ex_police_01_68,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_68,True,,3,angry,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_69,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_69,True,,3,angry,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_70,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_70,True,,3,angry,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_71,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_71,True,,3,angry,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_72,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_72,True,,3,angry,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_73,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_73,True,,3,angry,,1,idle,,2,2,1.0,,,,,,,,
d_ex_police_01_74,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_74,True,,3,angry,,1,delight,,2,2,1.0,,,,,,,,
d_ex_police_01_75,d_ex_police_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_police_01_75,True,,3,angry,,1,delight,,2,2,1.0,,,,,,,,
d_ex_police_01_76,d_ex_police_01,Speech,poli,poli,Locale_SuddenStory:d_ex_police_01_76,True,,3,idle,,1,delight,,2,2,1.0,,,,,,,,
d_ex_police_01_77,d_ex_police_01,Self,poli,Self,Locale_SuddenStory:d_ex_police_01_77,False,,3,idle,,1,delight,,2,2,1.0,,,,,,,,
