id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_main_37_08_e_29,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_29,False,,10,10,1.0,,,,1,no,,5,no,,,3,angry,,,,,
d_main_37_08_e_30,d_main_37_08_e,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_e_30,False,,10,100,1.0,,,,1,no,,5,no,,,3,angry,,,,,
d_main_37_08_e_31,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_31,False,,100,100,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_32,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_32,True,,100,100,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_33,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_33,True,,100,100,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_34,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_34,False,,100,100,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_35,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_35,True,,100,100,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_36,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_36,False,,100,100,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_37,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_37,False,,100,100,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_38,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_38,False,,100,100,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_39,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_39,True,,100,10,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_40,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_40,True,,10,10,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_41,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_41,False,,10,10,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_42,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_42,True,,10,10,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_43,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_43,False,,10,10,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_44,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_44,True,,10,10,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_45,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_45,False,,10,10,1.0,,,,1,idle,,5,no,,,3,angry,,,,,
d_main_37_08_e_46,d_main_37_08_e,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_08_e_46,True,,10,10,1.0,,,,1,idle,,5,no,,,3,angry,,maxwell_op,OP_leftup,angry,
d_main_37_08_e_47,d_main_37_08_e,Speech,drake,drake,Locale_MainScenario:d_main_37_08_e_47,True,,10,4,1.0,,,,1,idle,,5,no,,,3,angry,,,OP_leftup,angry,
d_main_37_08_e_48,d_main_37_08_e,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_e_48,True,,4,4,1.0,,,,1,idle,,5,shy,,,3,angry,,,OP_leftup,angry,
d_main_37_08_e_49,d_main_37_08_e,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_e_49,True,,4,4,1.0,,,,1,idle,,5,shy,,,3,angry,,,OP_leftup,angry,
d_main_37_08_e_50,d_main_37_08_e,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_e_50,True,,4,4,1.0,,,,1,idle,,5,shy,,,3,angry,,,OP_leftup,angry,
d_main_37_08_e_51,d_main_37_08_e,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_08_e_51,True,,4,4,1.0,,,,1,idle,,5,shy,,,3,angry,,,OP_leftup,sad,
d_main_37_08_e_52,d_main_37_08_e,Speech,helm_op_l,helm_op_l,Locale_MainScenario:d_main_37_08_e_52,True,,4,4,1.0,,,,1,idle,,5,shy,,,3,angry,,helm_op_l,OP_leftup,idle,maxwell_op
d_main_37_08_e_53,d_main_37_08_e,Speech,helm_op_l,helm_op_l,Locale_MainScenario:d_main_37_08_e_53,True,,4,4,1.0,,,,1,idle,,5,shy,,,3,angry,,,OP_leftup,idle,
d_main_37_08_e_54,d_main_37_08_e,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_e_54,False,,4,1,1.0,,,,1,idle,,5,shy,,,3,angry,,,OP_leftup,idle,helm_op_l
d_main_37_08_e_55,d_main_37_08_e,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_e_55,False,,1,1,1.0,,,,1,idle,,5,shy,,,3,angry,,,,,
d_main_37_08_e_56,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_56,False,,1,1,1.0,,,,1,idle,,5,shy,,,3,angry,,,,,
d_main_37_08_e_57,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_57,True,,1,1,1.0,,,,1,idle,,5,shy,,,3,angry,,,,,
d_main_37_08_e_58,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_58,True,,1,1,1.0,,,,1,idle,,5,shy,,,3,angry,,,,,
d_main_37_08_e_59,d_main_37_08_e,Speech,drake,drake,Locale_MainScenario:d_main_37_08_e_59,True,,1,4,1.0,,,,1,idle,,5,angry,,,3,angry,,,,,
d_main_37_08_e_60,d_main_37_08_e,Speech,drake,drake,Locale_MainScenario:d_main_37_08_e_60,True,,4,4,1.0,,,,1,idle,,5,angry,,,3,angry,,,,,
d_main_37_08_e_61,d_main_37_08_e,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_e_61,True,,4,4,1.0,,,,1,idle,,5,angry,,,3,angry,,,,,
d_main_37_08_e_62,d_main_37_08_e,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_e_62,True,,4,4,1.0,,,,1,idle,,5,angry,,,3,angry,,,,,
d_main_37_08_e_63,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_63,True,,4,1,1.0,,,,1,think,,5,angry,,,3,angry,,,,,
d_main_37_08_e_64,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_64,True,,1,10,1.0,,,,1,idle,,5,angry,,,3,angry,,,,,
d_main_37_08_e_65,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_65,False,,10,10,1.0,,,,1,idle,,5,angry,,,3,angry,,,,,
d_main_37_08_e_66,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_66,False,,10,10,1.0,,,,1,think,,5,angry,,,3,angry,,,,,
d_main_37_08_e_67,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_67,True,,10,10,1.0,,,,1,idle,,5,angry,,,3,angry,,,,,
d_main_37_08_e_68,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_68,True,,10,10,1.0,,,,1,idle,,5,angry,,,3,angry,,,,,
d_main_37_08_e_69,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_69,False,,10,10,1.0,,,,1,idle,,5,angry,,,3,angry,,,,,
d_main_37_08_e_70,d_main_37_08_e,Narration,rapi_red,,Locale_MainScenario:d_main_37_08_e_70,False,,black,black,1.0,none,black,,1,idle,,5,angry,laplace,,3,angry,drake,,,,
d_main_37_08_e_71,d_main_37_08_e,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_e_71,False,,1,1,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_72,d_main_37_08_e,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_e_72,False,,1,1,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_73,d_main_37_08_e,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_e_73,False,,1,1,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_74,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_74,True,,1,10,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_75,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_75,False,,10,10,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_76,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_76,True,,10,10,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_77,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_77,False,,10,10,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_78,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_78,True,,10,10,1.0,,,,1,no,,,,,,,,,,,,
d_main_37_08_e_79,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_79,True,,10,10,1.0,,,,1,no,,,,,,,,,,,,
d_main_37_08_e_80,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_80,True,,10,10,1.0,,,,1,no,,,,,,,,,,,,
d_main_37_08_e_81,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_81,True,,10,10,1.0,,,,1,no,,,,,,,,,,,,
d_main_37_08_e_82,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_82,False,,10,10,1.0,,,,1,no,,,,,,,,,,,,
d_main_37_08_e_83,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_83,True,,10,10,1.0,,,,1,no,,,,,,,,,,,,
d_main_37_08_e_84,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_84,False,,10,10,1.0,,,,1,no,,,,,,,,,,,,
d_main_37_08_e_85,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_85,False,,10,10,1.0,,,,1,no,,,,,,,,,,,,
d_main_37_08_e_86,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_86,True,,10,10,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_87,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_87,False,,10,10,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_88,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_88,False,,10,10,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_89,d_main_37_08_e,Self,rapi_red,,Locale_MainScenario:d_main_37_08_e_89,False,,10,10,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_90,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_90,True,,10,1,1.0,,,,1,idle,,,,,,,,,,,,
d_main_37_08_e_91,d_main_37_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_e_91,True,,1,1,1.0,,,,1,idle,,,,,,,,,,,,
