id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_main_39_05_29,d_main_39_05,Self,rapi_red,,Locale_MainScenario:d_main_39_05_29,False,,1,worry,,13,idle,,3,idle,,5,idle,,113,113,1.0,,,,,,,,,
d_main_39_05_30,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_30,True,,1,worry,,13,idle,,3,idle,,5,idle,,113,113,1.0,,,,,,,,,
d_main_39_05_31,d_main_39_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_39_05_31,True,,1,idle,,13,idle,,3,idle,,5,idle,,113,113,1.0,,,,,,,,,
d_main_39_05_32,d_main_39_05,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_39_05_32,True,,1,idle,,13,idle,,3,angry_02,,5,angry,,113,53,1.5,,,,,,,,,
d_main_39_05_33,d_main_39_05,Speech,drake_p,drake_p,Locale_MainScenario:d_main_39_05_33,True,,1,idle,,13,idle,,3,angry_02,,5,angry,,53,53,1.0,,,,,,,,,
d_main_39_05_34,d_main_39_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_39_05_34,True,,1,idle,,13,idle,,3,angry_02,,5,angry,,L_10,L_100,0.7,,,,,,,,,
d_main_39_05_35,d_main_39_05,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_39_05_35,False,,1,idle,,13,idle,,3,special_02,,5,pain,,L_100,S_300,1.0,,,,,,,,,
d_main_39_05_36,d_main_39_05,Speech,drake_p,drake_p,Locale_MainScenario:d_main_39_05_36,False,,1,idle,,13,idle,,3,special_02,,5,pain,,S_300,L_500,1.0,,,,,,,,,
d_main_39_05_37,d_main_39_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_39_05_37,True,,1,delight,,13,idle,,3,special_02,,5,pain,,L_100,L_10,1.0,,,,,,,,,
d_main_39_05_38,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_38,True,,1,delight,,13,idle,,3,special_02,,5,pain,,L_10,113,1.0,,,,,,,,,
d_main_39_05_39,d_main_39_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_39_05_39,True,,1,worry,,13,idle,,3,idle,,5,idle,,113,113,1.0,,,,,,,,,
d_main_39_05_40,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_40,True,,1,worry,,13,idle,,3,idle,,5,idle,,113,113,1.0,,,,,,,,,
d_main_39_05_41,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_41,True,,1,worry,,13,idle,,3,idle,,5,idle,,113,113,1.0,,,,,,,,,
d_main_39_05_42,d_main_39_05,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_39_05_42,True,,1,worry,,13,idle,,3,idle,,5,idle,,S_300,S_300,1.0,,,,,,,,,
d_main_39_05_43,d_main_39_05,Self,laplace_p,,Locale_MainScenario:d_main_39_05_43,False,,1,idle,,13,idle,,3,idle,,5,idle,,S_300,S_300,1.0,,,,,,,,,
d_main_39_05_44,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_44,True,,1,idle,,13,idle,,3,idle,,5,idle,,1300,1300,1.0,,,,,,,,,
d_main_39_05_45,d_main_39_05,Narration,rapi_red,,Locale_MainScenario:d_main_39_05_45,False,,1,idle,,13,idle,,3,idle,,5,idle,,black,black,1.0,,sfx_scn_rain,,,,,,,
d_main_39_05_46,d_main_39_05,Monologue,rapi_red,,Locale_MainScenario:d_main_39_05_46,False,,1,idle,,13,idle,,3,idle,,5,idle,,black,black,1.0,,,,,,,,,
d_main_39_05_47,d_main_39_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_39_05_47,True,,1,worry,,13,idle,,3,idle,,5,idle,,L_100,L_100,1.0,,,,,,,,,
d_main_39_05_48,d_main_39_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_39_05_48,True,,1,worry,,13,idle,,3,idle,,5,idle,,L_100,L_10,1.0,,,,,,,,,
d_main_39_05_49,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_49,False,,1,worry,,13,idle,,3,idle,,5,idle,,L_10,113,1.0,,,,,,,,,
d_main_39_05_50,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_50,True,,1,worry,,13,idle,,3,idle,,5,idle,,113,113,1.0,,,,,,,,,
d_main_39_05_51,d_main_39_05,Monologue,rapi_red,,Locale_MainScenario:d_main_39_05_51,False,,1,worry,,13,idle,,3,idle,,5,idle,,black,black,1.0,,,,,,,,,
d_main_39_05_52,d_main_39_05,Monologue,rapi_red,,Locale_MainScenario:d_main_39_05_52,False,,1,worry,,13,idle,,3,idle,,5,idle,,black,black,1.0,,,,,,,,,
d_main_39_05_53,d_main_39_05,Monologue,rapi_red,,Locale_MainScenario:d_main_39_05_53,False,,1,worry,,13,idle,,3,idle,,5,idle,,black,black,1.0,,,,,,,,,
d_main_39_05_54,d_main_39_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_39_05_54,True,,1,worry,,13,idle,,3,idle,,5,idle,,113,113,1.0,,,,,,,,,
d_main_39_05_55,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_55,True,,1,worry,,13,idle,,3,idle,,5,idle,,113,113,1.0,,,,,,,,,
d_main_39_05_56,d_main_39_05,Self,rapi_red,,Locale_MainScenario:d_main_39_05_56,False,,1,worry,,13,idle,,3,idle,,5,idle,,113,113,1.0,none,,,,,,,,
d_main_39_05_57,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_57,False,,1,worry,,13,idle,,3,idle,,5,idle,,113,113,1.0,,,,,,,,,
d_main_39_05_58,d_main_39_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_39_05_58,True,,1,worry,,13,idle,,3,idle,,5,idle,EventScene_Chap_39_01,black,black,1.0,bgm_story_halo,,maxwell_p,rapi_red,laplace_p,drake_p,,,
d_main_39_05_59,d_main_39_05,Monologue,,,Locale_MainScenario:d_main_39_05_59,False,,,,,,,,,,,,,,1,100,1.0,,,,,,,,,
d_main_39_05_60,d_main_39_05,Monologue,,,Locale_MainScenario:d_main_39_05_60,False,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,
d_main_39_05_61,d_main_39_05,Monologue,,,Locale_MainScenario:d_main_39_05_61,False,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,
d_main_39_05_62,d_main_39_05,Monologue,,,Locale_MainScenario:d_main_39_05_62,False,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,
d_main_39_05_63,d_main_39_05,Monologue,,,Locale_MainScenario:d_main_39_05_63,False,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,
d_main_39_05_64,d_main_39_05,Self,,,Locale_MainScenario:d_main_39_05_64,False,,,,,,,,,,,,,,100,1,1.0,,,,,,,,,
d_main_39_05_65,d_main_39_05,Monologue,,,Locale_MainScenario:d_main_39_05_65,False,,,,,,,,,,,,,RaptilionFarm,black,black,1.0,,,,,,,,,
d_main_39_05_66,d_main_39_05,Monologue,,,Locale_MainScenario:d_main_39_05_66,False,,,,,,,,,,,,,,150,150,1.0,,,,,,,nayuta_unknown,15,idle_02
d_main_39_05_67,d_main_39_05,Monologue,,,Locale_MainScenario:d_main_39_05_67,False,,,,,,,,,,,,,,150,150,1.0,,,,,,,,15,idle_02
d_main_39_05_68,d_main_39_05,Monologue,,,Locale_MainScenario:d_main_39_05_68,False,,,,,,,,,,,,,,150,150,1.0,,,,,,,,15,idle_02
d_main_39_05_69,d_main_39_05,Monologue,nayuta_unknown,,Locale_MainScenario:d_main_39_05_69,False,maxwell_p,1,idle,rapi_red,13,idle,laplace_p,3,idle,drake_p,5,idle,,black,black,1.0,,,,,,,,15,idle_02
d_main_39_05_70,d_main_39_05,Monologue,nayuta_unknown,,Locale_MainScenario:d_main_39_05_70,False,,1,idle,,13,idle,,3,idle,,5,idle,,150,1500,1.0,,,,,,,,15,idle_02
d_main_39_05_71,d_main_39_05,Speech,nayuta_unknown,nayuta_unknown,Locale_MainScenario:d_main_39_05_71,False,,1,idle,,13,idle,,3,idle,,5,idle,,1500,1500,1.0,,,,,,,,15,idle_02
d_main_39_05_72,d_main_39_05,Speech,nayuta_unknown,nayuta_unknown,Locale_MainScenario:d_main_39_05_72,True,,1,idle,,13,idle,,3,idle,,5,idle,,1500,1500,1.0,,,,,,,,15,delight_02
d_main_39_05_73,d_main_39_05,Speech,nayuta_unknown,nayuta_unknown,Locale_MainScenario:d_main_39_05_73,True,,1,idle,,13,idle,,3,idle,,5,idle,,1500,1500,1.0,,,,,,,,15,delight_02
d_main_39_05_74,d_main_39_05,Speech,nayuta_unknown,nayuta_unknown,Locale_MainScenario:d_main_39_05_74,True,,1,idle,,13,idle,,3,idle,,5,idle,,1500,150,1.0,,,,,,,,15,delight_02
d_main_39_05_75,d_main_39_05,Self,nayuta_unknown,,Locale_MainScenario:d_main_39_05_75,False,,1,idle,,13,idle,,3,idle,,5,idle,,150,150,1.0,,,,,,,,15,delight_02
d_main_39_05_76,d_main_39_05,Speech,nayuta_unknown,nayuta_unknown,Locale_MainScenario:d_main_39_05_76,True,,1,idle,,13,idle,,3,idle,,5,idle,,150,150,1.0,,,,,,,,15,idle_02
d_main_39_05_77,d_main_39_05,Speech,nayuta_unknown,nayuta_unknown,Locale_MainScenario:d_main_39_05_77,True,,1,idle,,13,idle,,3,idle,,5,idle,,150,150,1.0,,,,,,,,15,idle_02
d_main_39_05_78,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_78,True,,1,idle,,13,idle,,3,idle,,5,idle,,150,1315,1.0,,,,,,,,15,idle_02
d_main_39_05_79,d_main_39_05,Self,rapi_red,,Locale_MainScenario:d_main_39_05_79,False,,1,idle,,13,idle,,3,idle,,5,idle,,1315,1315,1.0,,,,,,,,15,idle_02
d_main_39_05_80,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_80,False,,1,idle,,13,idle,,3,idle,,5,idle,,1315,1315,1.0,,,,,,,,15,idle_02
d_main_39_05_81,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_81,True,,1,idle,,13,think,,3,idle,,5,idle,,1315,1315,1.0,,,,,,,,15,idle_02
d_main_39_05_82,d_main_39_05,Speech,nayuta_unknown,nayuta_unknown,Locale_MainScenario:d_main_39_05_82,True,,1,idle,,13,think,,3,idle,,5,idle,,1315,1315,1.0,,,,,,,,15,idle_02
d_main_39_05_83,d_main_39_05,Self,nayuta_unknown,,Locale_MainScenario:d_main_39_05_83,False,,1,idle,,13,think,,3,idle,,5,idle,,1315,1315,1.0,,,,,,,,15,idle_02
d_main_39_05_84,d_main_39_05,Speech,nayuta_unknown,nayuta_unknown,Locale_MainScenario:d_main_39_05_84,True,,1,idle,,13,think,,3,idle,,5,idle,,1315,1315,1.0,,,,,,,,15,idle_02
d_main_39_05_85,d_main_39_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_05_85,True,,1,idle,,13,idle,,3,idle,,5,idle,,1315,1315,1.0,,,,,,,,15,idle_02
d_main_39_05_86,d_main_39_05,Speech,nayuta_unknown,nayuta_unknown,Locale_MainScenario:d_main_39_05_86,True,,1,idle,,13,idle,,3,idle,,5,idle,,150,1500,0.5,,,,,,,,15,idle_02
d_main_39_05_87,d_main_39_05,Speech,nayuta_unknown,nayuta_n,Locale_MainScenario:d_main_39_05_87,True,,1,idle,,13,idle,,3,idle,,5,idle,,1500,1500,1.0,,,,,,,,15,idle_02
