id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,play_sound,characters/1/hide_char_id
d_ex_hotel_09_15,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_15,False,,XS_100,XS_100,1.0,,,,,1,delight,,,,,,,
d_ex_hotel_09_16,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_16,True,,XS_100,XS_100,1.0,,alice_b,alice_b,,1,delight,,,,,,,
d_ex_hotel_09_17,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_17,False,,XS_100,XS_100,1.0,,,,,1,delight,,,,,,,
d_ex_hotel_09_18,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_18,False,,XS_100,XS_100,1.0,,,,,1,delight,,,,,,,
d_ex_hotel_09_19,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_19,True,,XS_100,XS_100,1.0,,alice_b,alice_b,,1,delight,,,,,,,
d_ex_hotel_09_20,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_20,True,,XS_100,XS_100,1.0,,alice_b,alice_b,,1,idle,,,,,,,
d_ex_hotel_09_21,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_21,False,,black,black,1.0,,,,,1,idle,,,,,,,
d_ex_hotel_09_22,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_22,False,Hotel,12,12,1.0,none,,,,12,idle,black,,,,,,
d_ex_hotel_09_23,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_23,True,,12,1,1.0,bgm_story_kneeldownfools,d_w,d_w,,12,idle,,d_w,2,idle,,,
d_ex_hotel_09_24,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_24,False,,1,1,1.0,,d_w,,,12,idle,,,2,idle,,,
d_ex_hotel_09_25,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_25,True,,1,1,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_26,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_26,True,,1,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_27,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_27,True,,1,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_28,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_28,False,,1,1,1.0,,d_w,,,12,delight,,,2,idle,,,
d_ex_hotel_09_29,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_29,True,,1,20,1.0,,d_w,d_w,,12,delight,,,2,surprise,,,
d_ex_hotel_09_30,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_30,True,,20,20,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_31,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_31,True,,20,20,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_32,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_32,True,,20,1,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_33,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_33,True,,1,1,1.0,,alice_b,alice_b,,12,idle,,,2,idle,,,
d_ex_hotel_09_34,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_34,True,,1,1,1.0,,d_w,d_w,,12,idle,,,2,idle,,,
d_ex_hotel_09_35,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_35,False,,1,2,1.0,,,,,12,idle,,,2,idle,alice_b,,
d_ex_hotel_09_36,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_36,False,,2,2,1.0,,,,,,,,,2,idle,,,
d_ex_hotel_09_37,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_37,True,,2,20,1.0,,d_w,d_w,,,,,,2,idle,,,
d_ex_hotel_09_38,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_38,True,,20,20,1.0,,d_w,d_w,,,,,,2,idle,,,
d_ex_hotel_09_39,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_39,False,,20,20,1.0,,,,,,,,,2,idle,,,
d_ex_hotel_09_40,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_40,False,,20,20,1.0,,d_w,d_w,,,,,,2,think,,,
d_ex_hotel_09_41,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_41,True,,20,200,1.0,,d_w,d_w,,,,,,2,special,,,
d_ex_hotel_09_42,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_42,True,,200,200,1.0,,d_w,d_w,,,,,,2,special,,,
d_ex_hotel_09_43,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_43,True,,200,200,1.0,,d_w,d_w,,,,,,2,special,,,
d_ex_hotel_09_44,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_44,True,,200,200,1.0,,d_w,d_w,,,,,,2,special,,,
d_ex_hotel_09_45,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_45,True,,200,200,1.0,,d_w,d_w,,,,,,2,special,,,
d_ex_hotel_09_46,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_46,True,,200,1,1.0,,alice_b,alice_b,alice_b,12,delight,,,2,special,,,
d_ex_hotel_09_47,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_47,False,,1,1,1.0,,alice_b,,,12,delight,,,2,special,,,
d_ex_hotel_09_48,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_48,False,,1,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_49,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_49,True,,1,1,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_50,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_50,False,,1,1,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_51,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_51,True,,1,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_52,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_52,True,,1,XS_120,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_53,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_53,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_54,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_54,True,,XS_120,XS_120,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_55,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_55,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_56,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_56,False,,XS_120,XS_120,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_57,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_57,False,,XS_120,XS_120,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_58,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_58,False,,XS_120,XS_120,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_59,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_59,False,,XS_120,XS_120,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_60,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_60,True,,XS_120,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_61,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_61,True,,1,1,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_62,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_62,True,,1,1,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_63,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_63,False,,1,1,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_64,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_64,True,,1,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_65,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_65,True,,1,1,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_66,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_66,False,,1,1,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_67,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_67,True,,1,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_68,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_68,True,,1,1,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_69,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_69,False,,1,1,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_70,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_70,False,,1,1,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_71,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_71,False,,1,1,1.0,,d_w,d_w,,12,delight,,,2,special,,,
d_ex_hotel_09_72,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_72,False,,1,1,1.0,,d_w,,,12,delight,,,2,special,,,
d_ex_hotel_09_73,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_73,False,,1,1,1.0,,d_w,,,12,delight,,,2,special,,,
d_ex_hotel_09_74,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_74,True,,1,1,1.0,,d_w,d_w,,12,delight,,,2,think,,,
d_ex_hotel_09_75,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_75,True,,1,1,1.0,,alice_b,alice_b,,12,delight,,,2,think,,,
d_ex_hotel_09_76,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_76,True,,1,1,1.0,,alice_b,alice_b,,12,delight,,,2,think,,,
d_ex_hotel_09_77,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_77,False,,1,1,1.0,,d_w,,,12,delight,,,2,think,,,
d_ex_hotel_09_78,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_78,True,,1,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_79,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_79,True,,1,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_80,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_80,True,,1,1,1.0,,alice_b,alice_b,,12,idle,,,2,idle,,,
d_ex_hotel_09_81,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_81,True,,1,1,1.0,,d_w,d_w,,12,idle,,,2,idle,,,
d_ex_hotel_09_82,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_82,True,,1,1,1.0,,d_w,d_w,,12,idle,,,2,idle,,,
d_ex_hotel_09_83,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_83,True,,1,1,1.0,,d_w,d_w,,12,idle,,,2,idle,,,
d_ex_hotel_09_84,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_84,True,,1,XS_120,1.0,,alice_b,alice_b,,12,worry,,,2,idle,,,
d_ex_hotel_09_85,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_85,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_86,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_86,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_87,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_87,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_88,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_88,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_89,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_89,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_90,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_90,True,,XS_120,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_91,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_91,False,,1,1,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_92,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_92,True,,1,1,1.0,,alice_b,alice_b,,12,delight,black,,2,idle,,,
d_ex_hotel_09_93,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_93,True,,1,1,1.0,,alice_b,alice_b,,12,delight,,,2,idle,,,
d_ex_hotel_09_94,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_94,False,,1,1,1.0,,alice_b,,,12,delight,,,2,idle,,,
d_ex_hotel_09_95,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_95,True,,1,1,1.0,,d_w,d_w,,12,delight,,,2,idle,,,
d_ex_hotel_09_96,d_ex_hotel_09,Narration,Locale_SuddenStory:d_ex_hotel_09_96,False,,1,1,1.0,,d_w,,,12,delight,,,2,idle,,sfx_scn_autodooropen,
d_ex_hotel_09_97,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_97,False,,1,1,1.0,,d_w,,,12,delight,,,2,idle,alice_b,,
d_ex_hotel_09_98,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_98,False,,1,20,1.0,,,,,,,,,2,idle,,,
d_ex_hotel_09_99,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_99,True,,20,20,1.0,,d_w,d_w,,,,,,2,special,,,
d_ex_hotel_09_100,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_100,True,,20,20,1.0,,d_w,d_w,,,,,,2,special,,,
d_ex_hotel_09_101,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_101,True,,20,20,1.0,,d_w,d_w,,,,,,2,special,,,
d_ex_hotel_09_102,d_ex_hotel_09,Self,Locale_SuddenStory:d_ex_hotel_09_102,False,,20,20,1.0,,,,,,,,,2,special,,,
d_ex_hotel_09_103,d_ex_hotel_09,Speech,Locale_SuddenStory:d_ex_hotel_09_103,True,,20,20,1.0,,d_w,d_w,,,,,,2,special,,,
d_ex_hotel_09_104,d_ex_hotel_09,Narration,Locale_SuddenStory:d_ex_hotel_09_104,False,,20,1,1.0,,,,,,,,,2,special,,sfx_scn_autodooropen,
d_ex_hotel_09_105,d_ex_hotel_09,Monologue,Locale_SuddenStory:d_ex_hotel_09_105,False,,1,1,1.0,,,,,,,,,,,,,d_w
