id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,conversation_id,play_sound,set_camera_shake
d_main_23_05_e_43,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_43,True,,13,good,,2,idle,,130,130,1.0,,viper,viper,,,
d_main_23_05_e_44,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_44,True,,13,good,,2,idle,,130,130,1.0,,viper,viper,,,
d_main_23_05_e_45,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_45,False,,13,idle,,2,idle,,130,2,1.0,,rapi,rapi,,,
d_main_23_05_e_46,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_46,False,,13,idle,,2,idle,,2,2,1.0,,,,,,
d_main_23_05_e_47,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_47,False,,13,idle,,2,idle,,2,2,1.0,,,,m_main_23_05_e,,
d_main_23_05_e_48,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_48,False,,13,idle,,2,idle,,2,20,1.0,,rapi,rapi,,,
d_main_23_05_e_49,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_49,False,,13,idle,,2,idle,,20,20,1.0,,,,,,
d_main_23_05_e_50,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_50,False,,13,idle,,2,idle,,20,20,1.0,,,,,,
d_main_23_05_e_51,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_51,False,,13,idle,,2,delight,,20,20,1.0,,rapi,rapi,,,
d_main_23_05_e_52,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_52,True,,13,idle,,2,delight,,20,130,1.0,,viper,viper,,,
d_main_23_05_e_53,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_53,False,,13,good,,2,idle,,130,130,1.0,,viper,viper,,,
d_main_23_05_e_54,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_54,False,,13,good,,2,idle,,130,13,1.0,,,,,,
d_main_23_05_e_55,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_55,True,,13,good,,2,idle,,13,13,1.0,,viper,viper,,,
d_main_23_05_e_56,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_56,True,,13,good,,2,idle,,13,13,1.0,,viper,viper,,,
d_main_23_05_e_57,d_main_23_05_e,Self,Locale_MainScenario:d_main_23_05_e_57,False,,13,good,,2,idle,,13,13,1.0,,Self,Self,,,
d_main_23_05_e_58,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_58,True,,13,idle,,2,idle,,13,13,1.0,,viper,viper,,,
d_main_23_05_e_59,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_59,False,,13,"expression_0,idle",,2,idle,,13,1300,1.0,,,,,,
d_main_23_05_e_60,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_60,False,,13,idle,,2,idle,,1300,1300,1.0,,,,,,
d_main_23_05_e_61,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_61,False,,13,idle,,2,idle,,1300,1300,1.0,,,,,,
d_main_23_05_e_62,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_62,True,,13,idle,,2,idle,,1300,1300,1.0,,viper,viper,,,
d_main_23_05_e_63,d_main_23_05_e,Self,Locale_MainScenario:d_main_23_05_e_63,False,,13,idle,,2,idle,,1300,1300,1.0,,Self,Self,,,
d_main_23_05_e_64,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_64,True,,13,good,,2,idle,,1300,130,1.0,,viper,viper,,,
d_main_23_05_e_65,d_main_23_05_e,Self,Locale_MainScenario:d_main_23_05_e_65,False,,13,good,,2,idle,,130,130,1.0,none,Self,Self,,,
d_main_23_05_e_66,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_66,False,,13,angry,,2,idle,,130,130,1.0,,viper,viper,,,
d_main_23_05_e_67,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_67,True,,13,angry,,2,idle,,130,130,1.0,,viper,viper,,,
d_main_23_05_e_68,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_68,True,,13,angry,,2,idle,,130,130,1.0,,viper,viper,,,
d_main_23_05_e_69,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_69,True,,13,angry,,2,idle,,130,130,1.0,,viper,viper,,,
d_main_23_05_e_70,d_main_23_05_e,Narration,Locale_MainScenario:d_main_23_05_e_70,False,,13,angry,,2,idle,,2,20,0.7,bgm_prologue,,,,sfx_scn_tablehit,Low_1
d_main_23_05_e_71,d_main_23_05_e,Narration,Locale_MainScenario:d_main_23_05_e_71,False,,13,angry,,2,idle,,20,20,1.0,,,,,,
d_main_23_05_e_72,d_main_23_05_e,Narration,Locale_MainScenario:d_main_23_05_e_72,False,,13,angry,,2,idle,,20,20,1.0,,,,,,
d_main_23_05_e_73,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_73,True,,13,angry,,2,idle,,20,20,1.0,,rapi,rapi,,,
d_main_23_05_e_74,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_74,True,,13,angry,,2,idle,,20,20,1.0,,rapi,rapi,,,
d_main_23_05_e_75,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_75,True,,13,angry,,2,idle,,20,20,1.0,,rapi,rapi,,,
d_main_23_05_e_76,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_76,True,,13,angry,,2,idle,,20,20,1.0,,rapi,rapi,,,
d_main_23_05_e_77,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_77,False,,13,angry,,2,idle,,130,130,1.0,,viper,viper,,,
d_main_23_05_e_78,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_78,True,,13,angry,,2,idle,,130,130,1.0,,viper,viper,,,
d_main_23_05_e_79,d_main_23_05_e,Speech,Locale_MainScenario:d_main_23_05_e_79,True,,13,angry,,2,idle,,130,130,1.0,,viper,viper,,,
d_main_23_05_e_80,d_main_23_05_e,Self,Locale_MainScenario:d_main_23_05_e_80,False,,13,angry,,2,idle,,130,130,1.0,,Self,Self,,,
d_main_23_05_e_81,d_main_23_05_e,Narration,Locale_MainScenario:d_main_23_05_e_81,False,,13,angry,,2,idle,,130,13,1.0,,,,,sfx_scn_drone,Low_2
d_main_23_05_e_82,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_82,False,,13,angry,,2,idle,,13,13,1.0,,,,,,
d_main_23_05_e_83,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_83,False,,13,angry,,2,idle,,13,2,0.7,,,,,,
d_main_23_05_e_84,d_main_23_05_e,Narration,Locale_MainScenario:d_main_23_05_e_84,False,,13,angry,,2,idle,,black,black,1.0,,,,,sfx_scn_explosionhuge,
d_main_23_05_e_85,d_main_23_05_e,Monologue,Locale_MainScenario:d_main_23_05_e_85,False,,13,angry,,2,idle,,black,black,1.0,,,,,,
