id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_camera_shake
d_ex_elevator_07_17,d_ex_elevator_07,Speech,sugar,Locale_SuddenStory:d_ex_elevator_07_17,True,,XS_100,XS_100,1.0,,,sugar,,1,angry,,
d_ex_elevator_07_18,d_ex_elevator_07,Speech,sugar,Locale_SuddenStory:d_ex_elevator_07_18,True,,XS_100,XS_100,1.0,,,sugar,,1,angry,,
d_ex_elevator_07_19,d_ex_elevator_07,Self,sugar,Locale_SuddenStory:d_ex_elevator_07_19,False,,XS_100,XS_100,1.0,,,,,1,angry,,
d_ex_elevator_07_20,d_ex_elevator_07,Speech,sugar,Locale_SuddenStory:d_ex_elevator_07_20,True,,XS_100,XS_10,1.0,,,sugar,,1,idle,,
d_ex_elevator_07_21,d_ex_elevator_07,Speech,sugar,Locale_SuddenStory:d_ex_elevator_07_21,True,,XS_10,XS_10,1.0,,,sugar,,1,idle,,
d_ex_elevator_07_22,d_ex_elevator_07,Speech,sugar,Locale_SuddenStory:d_ex_elevator_07_22,True,,XS_10,XS_10,1.0,,,sugar,,1,idle,,
d_ex_elevator_07_23,d_ex_elevator_07,Self,sugar,Locale_SuddenStory:d_ex_elevator_07_23,False,,XS_10,XS_10,1.0,,,,,1,idle,,
d_ex_elevator_07_24,d_ex_elevator_07,Speech,sugar,Locale_SuddenStory:d_ex_elevator_07_24,True,,XS_10,XS_10,1.0,,,sugar,,1,idle,,
d_ex_elevator_07_25,d_ex_elevator_07,Speech,sugar,Locale_SuddenStory:d_ex_elevator_07_25,True,,XS_10,XS_10,1.0,,,sugar,,1,idle,,
d_ex_elevator_07_26,d_ex_elevator_07,Self,sugar,Locale_SuddenStory:d_ex_elevator_07_26,False,,XS_10,XS_10,1.0,,,,,1,idle,,
d_ex_elevator_07_27,d_ex_elevator_07,Speech,sugar,Locale_SuddenStory:d_ex_elevator_07_27,True,,XS_10,1,1.0,,,sugar,,1,idle,,
d_ex_elevator_07_28,d_ex_elevator_07,Speech,sugar,Locale_SuddenStory:d_ex_elevator_07_28,True,,1,1,1.0,,,sugar,,1,idle,,
d_ex_elevator_07_29,d_ex_elevator_07,Speech,sugar,Locale_SuddenStory:d_ex_elevator_07_29,True,,1,1,1.0,,,sugar,,1,idle,,
d_ex_elevator_07_30,d_ex_elevator_07,Self,sugar,Locale_SuddenStory:d_ex_elevator_07_30,False,,1,1,1.0,,,,,1,idle,,
d_ex_elevator_07_31,d_ex_elevator_07,Narration,sugar,Locale_SuddenStory:d_ex_elevator_07_31,False,,1,1,1.0,,sfx_scn_bikeengine,,,1,idle,sugar,
d_ex_elevator_07_32,d_ex_elevator_07,Narration,sugar,Locale_SuddenStory:d_ex_elevator_07_32,True,,1,1,1.0,,,sugar,,,,,
d_ex_elevator_07_33,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_33,False,,1,1,1.0,none,,,,,,,
d_ex_elevator_07_34,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_34,False,,1,1,1.0,,,,,,,,
d_ex_elevator_07_35,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_35,False,,1,1,1.0,,,,,,,,
d_ex_elevator_07_36,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_36,False,,1,10,1.0,,,,,,,,
d_ex_elevator_07_37,d_ex_elevator_07,Narration,trony,Locale_SuddenStory:d_ex_elevator_07_37,False,sfx_scn_machinestopsudden,10,10,1.0,,sfx_scn_machinestopsudden,,,,,,Low_2
d_ex_elevator_07_38,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_38,False,sfx_scn_autodooropen,10,10,1.0,,sfx_scn_autodooropen,,,,,,
d_ex_elevator_07_39,d_ex_elevator_07,Narration,trony,Locale_SuddenStory:d_ex_elevator_07_39,False,,100,100,1.0,,,,,,,,
d_ex_elevator_07_40,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_40,False,,100,100,1.0,,,,,,,,
d_ex_elevator_07_41,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_41,False,Elevator,100,100,1.0,,,,,,,,
d_ex_elevator_07_42,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_42,True,,100,100,1.0,,,trony,trony,1,no,,
d_ex_elevator_07_43,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_43,False,,100,100,1.0,,,,,1,no,,
d_ex_elevator_07_44,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_44,False,,100,100,1.0,bgm_story_whosdumber,,,,1,no,,
d_ex_elevator_07_45,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_45,False,,100,100,1.0,,,,,1,no,,
d_ex_elevator_07_46,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_46,True,,100,100,1.0,,,trony,,1,surprise,,
d_ex_elevator_07_47,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_47,True,,100,10,0.5,,,trony,,1,surprise,,
d_ex_elevator_07_48,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_48,True,,10,10,1.0,,,trony,,1,surprise,,
d_ex_elevator_07_49,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_49,False,,10,10,1.0,,,,,1,surprise,,
d_ex_elevator_07_50,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_50,True,,10,10,1.0,,,trony,,1,no,,
d_ex_elevator_07_51,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_51,True,,10,10,1.0,,,trony,,1,no,,
d_ex_elevator_07_52,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_52,False,,10,10,1.0,,,,,1,no,,
d_ex_elevator_07_53,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_53,True,,10,100,1.0,,,trony,,1,no,,
d_ex_elevator_07_54,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_54,True,,100,100,1.0,,,trony,,1,no,,
d_ex_elevator_07_55,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_55,False,,100,100,1.0,,,,,1,no,,
d_ex_elevator_07_56,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_56,True,,100,100,1.0,,,trony,,1,no,,
d_ex_elevator_07_57,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_57,False,,100,100,1.0,,,,,1,no,,
d_ex_elevator_07_58,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_58,False,,100,10,1.0,,,,,1,idle,,
d_ex_elevator_07_59,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_59,False,,10,10,1.0,,,,,1,idle,,
d_ex_elevator_07_60,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_60,False,,10,10,1.0,,,,,1,idle,,
d_ex_elevator_07_61,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_61,False,,10,10,1.0,,,,,1,idle,,
d_ex_elevator_07_62,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_62,True,,10,10,1.0,,,trony,,1,delight,,
d_ex_elevator_07_63,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_63,False,,10,10,1.0,,,,,1,delight,,
d_ex_elevator_07_64,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_64,False,,10,10,1.0,,,,,1,delight,,
d_ex_elevator_07_65,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_65,True,,10,100,1.0,,,trony,,1,no,,
d_ex_elevator_07_66,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_66,True,,100,100,1.0,,,trony,,1,no,,
d_ex_elevator_07_67,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_67,True,,100,100,1.0,,,trony,,1,no,,
d_ex_elevator_07_68,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_68,True,,100,100,1.0,,,trony,,1,no,,
d_ex_elevator_07_69,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_69,True,,100,100,1.0,,,trony,,1,no,,
d_ex_elevator_07_70,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_70,True,,100,100,1.0,,,trony,,1,no,,
d_ex_elevator_07_71,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_71,True,,100,100,1.0,,,trony,,1,no,,
d_ex_elevator_07_72,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_72,False,,100,10,1.0,,,,,1,no,,
d_ex_elevator_07_73,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_73,False,,10,10,1.0,,,,,1,no,,
d_ex_elevator_07_74,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_74,True,,10,10,1.0,,,trony,,1,shy,,
d_ex_elevator_07_75,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_75,False,,10,10,1.0,,,,,1,shy,,
d_ex_elevator_07_76,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_76,True,,10,10,1.0,,,trony,,1,delight,,
d_ex_elevator_07_77,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_77,True,,10,100,1.0,,,trony,,1,shy,,
d_ex_elevator_07_78,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_78,True,,100,100,1.0,,,trony,,1,shy,,
d_ex_elevator_07_79,d_ex_elevator_07,Self,trony,Locale_SuddenStory:d_ex_elevator_07_79,False,,100,100,1.0,,,,,1,shy,,
d_ex_elevator_07_80,d_ex_elevator_07,Speech,trony,Locale_SuddenStory:d_ex_elevator_07_80,True,,100,100,1.0,,,trony,,1,shy,,
d_ex_elevator_07_81,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_81,False,,100,100,1.0,,,,,1,shy,,
d_ex_elevator_07_82,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_82,False,,100,100,1.0,,,,,1,shy,,
d_ex_elevator_07_83,d_ex_elevator_07,Monologue,trony,Locale_SuddenStory:d_ex_elevator_07_83,False,,100,100,1.0,,,,,1,shy,,
