id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_22_04_e_34,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_34,True,,113,13,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,delight,,15,idle
d_main_22_04_e_35,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_35,True,,13,130,0.5,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_36,d_main_22_04_e,Narration,Locale_MainScenario:d_main_22_04_e_36,False,,130,130,1.0,,,,sfx_scn_solidtablehit,Low_2,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_37,d_main_22_04_e,Narration,Locale_MainScenario:d_main_22_04_e_37,False,,130,130,1.0,,,,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_38,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_38,True,,130,130,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_39,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_39,True,,130,1315,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_40,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_40,True,,1315,1315,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_41,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_41,True,,1315,1315,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_42,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_42,True,,1315,1315,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_43,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_43,True,,1315,1315,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_44,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_44,True,,1315,1315,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_45,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_45,False,,1315,1315,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_46,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_46,True,,1315,1315,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_47,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_47,True,,1315,1315,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_48,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_48,True,,1315,1315,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_49,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_49,True,,1315,1315,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_50,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_50,True,,1315,1315,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_51,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_51,True,,1315,1315,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_52,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_52,True,,1315,1315,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_53,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_53,True,,1315,1315,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_54,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_54,False,,31,31,1.0,,blanc,blanc_noir,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_56,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_56,True,,150,150,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_57,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_57,False,,31,31,1.0,,blanc,blanc_noir,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_59,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_59,True,,130,130,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,delight,,15,idle
d_main_22_04_e_60,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_60,True,,130,130,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_61,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_61,True,,L_10,L_10,1.0,,blanc,blanc,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_62,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_62,True,,150,150,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_63,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_63,True,,150,150,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_64,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_64,True,,150,150,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_65,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_65,True,,150,150,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_66,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_66,True,,150,130,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_67,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_67,True,,130,130,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_68,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_68,True,,130,113,1.0,,blanc,blanc,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_69,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_69,True,,113,113,1.0,,blanc,blanc,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_70,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_70,True,,113,113,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_71,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_71,True,,113,113,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_72,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_72,True,,113,113,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_73,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_73,True,,113,113,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_74,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_74,True,,113,113,1.0,,blanc,blanc,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_75,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_75,True,,113,113,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_76,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_76,True,,113,113,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_77,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_77,True,,113,3,1.0,,noir,noir,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_78,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_78,True,,150,150,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_79,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_79,True,,31,31,1.0,,noir,noir,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_80,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_80,False,,31,31,1.0,,blanc,blanc,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_81,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_81,True,,31,31,1.0,,blanc,blanc,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_82,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_82,True,,black,black,1.0,,moran,moran,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_83,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_83,True,,black,black,1.0,,moran,moran,,,,1,think,,3,surprise,,13,idle,,15,idle
d_main_22_04_e_84,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_84,True,,1315,1315,1.0,,rosanna,rosanna,,,,1,think,,3,surprise,,13,angry,,15,idle
d_main_22_04_e_85,d_main_22_04_e,Speech,Locale_MainScenario:d_main_22_04_e_85,True,,1315,1315,1.0,,sakura,sakura,,,,1,think,,3,surprise,,13,angry,,15,idle
