id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_30_08_e_11,d_main_30_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_30_08_e_11,True,,3,idle,,5,void,,7,idle,,1,etc,,13,angry,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,
d_main_30_08_e_12,d_main_30_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_30_08_e_12,True,,3,idle,,5,void,,7,idle,,1,etc,,13,angry,,15,idle,,17,idle,,19,idle,,XS_130,XS_130,1.0,,,,,
d_main_30_08_e_13,d_main_30_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_30_08_e_13,True,,3,idle,,5,void,,7,idle,,1,etc,,13,angry,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,
d_main_30_08_e_14,d_main_30_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_30_08_e_14,True,,3,idle,,5,void,,7,idle,,1,etc,,13,angry,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,
d_main_30_08_e_15,d_main_30_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_30_08_e_15,True,,3,idle,,5,void,,7,idle,,1,etc,,13,angry,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,
d_main_30_08_e_16,d_main_30_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_30_08_e_16,True,,3,idle,,5,void,,7,idle,,1,etc,,13,angry,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,
d_main_30_08_e_17,d_main_30_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_30_08_e_17,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,10,12,1.0,,,,,
d_main_30_08_e_18,d_main_30_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_30_08_e_18,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,12,12,1.0,,,,,
d_main_30_08_e_19,d_main_30_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_30_08_e_19,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,12,12,1.0,,,,,
d_main_30_08_e_20,d_main_30_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_30_08_e_20,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,12,12,1.0,,,,,
d_main_30_08_e_21,d_main_30_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_30_08_e_21,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,12,12,1.0,,,,,
d_main_30_08_e_22,d_main_30_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_30_08_e_22,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,12,XS_130,1.0,,,,,
d_main_30_08_e_23,d_main_30_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_30_08_e_23,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,XS_130,XS_130,1.0,,,,,
d_main_30_08_e_24,d_main_30_08_e,Self,drilley,,Locale_MainScenario:d_main_30_08_e_24,False,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,170,170,1.0,,,,,
d_main_30_08_e_25,d_main_30_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_08_e_25,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,170,170,1.0,,,,,
d_main_30_08_e_26,d_main_30_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_08_e_26,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,170,18,1.0,,,,,
d_main_30_08_e_27,d_main_30_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_08_e_27,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,18,18,1.0,,,,,
d_main_30_08_e_28,d_main_30_08_e,Self,liveryn,,Locale_MainScenario:d_main_30_08_e_28,False,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,18,18,1.0,,,,,
d_main_30_08_e_29,d_main_30_08_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_08_e_29,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,18,18,1.0,,trony_op_r,OP_rightup,idle,
d_main_30_08_e_30,d_main_30_08_e,Self,trony_op_r,,Locale_MainScenario:d_main_30_08_e_30,False,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,18,18,1.0,,,OP_rightup,idle,trony_op_r
d_main_30_08_e_31,d_main_30_08_e,Speech,anis,anis,Locale_MainScenario:d_main_30_08_e_31,True,,3,idle,,5,worry,,7,surprise,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,6,6,1.0,,,,,
d_main_30_08_e_32,d_main_30_08_e,Speech,neon,neon,Locale_MainScenario:d_main_30_08_e_32,True,,3,idle,,5,void,,7,surprise,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,6,6,1.0,,,,,
d_main_30_08_e_33,d_main_30_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_30_08_e_33,True,,3,idle,,5,void,,7,surprise,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,6,30,2.0,,,,,
d_main_30_08_e_34,d_main_30_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_08_e_34,True,,3,idle,,5,void,,7,surprise,,1,etc,,13,surprise,,15,idle,,17,surprise,,19,idle,,30,30,1.0,,,,,
d_main_30_08_e_35,d_main_30_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_30_08_e_35,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,surprise,,19,idle,,30,30,1.0,,,,,
d_main_30_08_e_36,d_main_30_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_30_08_e_36,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,30,30,1.0,,,,,
d_main_30_08_e_37,d_main_30_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_30_08_e_37,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,30,30,1.0,,,,,
d_main_30_08_e_38,d_main_30_08_e,Self,rapi,,Locale_MainScenario:d_main_30_08_e_38,False,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,30,30,1.0,,,,,
d_main_30_08_e_39,d_main_30_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_30_08_e_39,True,,3,idle,,5,void,,7,idle,,1,etc,,13,surprise,,15,idle,,17,idle,,19,idle,,30,10,1.0,,,,,
d_main_30_08_e_40,d_main_30_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_30_08_e_40,True,,3,idle,,5,void,,7,idle,,1,etc,,13,angry,,15,idle,,17,idle,,19,idle,,10,XS_130,1.0,,,,,
