id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,highlight,speaker,fade,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_filter_01
d_ex_toyshop_08_11,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_11,True,,XS_130,XS_130,1.0,,,1,idle,,3,idle,,13,idle,,belorta,belorta,,,,,,
d_ex_toyshop_08_12,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_12,True,,XS_30,XS_30,1.0,,,1,idle,,3,delight,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_13,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_13,True,,XS_30,10,1.0,,,1,surprise,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_14,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_14,True,,10,10,1.0,,,1,surprise,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_15,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_15,True,,10,10,1.0,,,1,surprise,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_16,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_16,True,,10,10,1.0,,,1,surprise,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_17,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_17,True,,10,12,1.0,,,1,surprise,,3,idle,,13,idle,,belorta,belorta,,,,,,
d_ex_toyshop_08_18,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_18,True,,12,12,1.0,,,1,surprise,,3,idle,,13,delight,,belorta,belorta,,,,,,
d_ex_toyshop_08_19,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_19,True,,XS_30,XS_30,1.0,,,1,surprise,,3,idle,,13,delight,,mica,mica,,,,,,
d_ex_toyshop_08_20,d_ex_toyshop_08,Self,Locale_SuddenStory:d_ex_toyshop_08_20,False,,XS_30,XS_30,1.0,,,1,surprise,,3,idle,,13,delight,,mica,,,,,,,
d_ex_toyshop_08_21,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_21,True,,XS_30,12,1.0,,,1,idle,,3,idle,,13,idle,,belorta,belorta,,,,,,
d_ex_toyshop_08_22,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_22,False,,12,12,1.0,,,1,idle,,3,idle,,13,idle,,belorta,,,,,,,
d_ex_toyshop_08_23,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_23,True,,12,12,1.0,,,1,idle,,3,idle,,13,idle,,belorta,belorta,,,,,,
d_ex_toyshop_08_24,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_24,True,,12,12,1.0,,,1,idle,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_25,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_25,True,,12,12,1.0,,,1,idle,,3,idle,,13,idle,,belorta,belorta,,,,,,
d_ex_toyshop_08_26,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_26,True,,12,12,1.0,,,1,idle,,3,idle,,13,shy,,belorta,belorta,,,,,,
d_ex_toyshop_08_27,d_ex_toyshop_08,Narration,Locale_SuddenStory:d_ex_toyshop_08_27,False,,12,12,1.0,,,1,idle,,3,idle,,13,shy,,belorta,,,,,,,
d_ex_toyshop_08_28,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_28,False,,12,12,1.0,,,1,idle,,3,idle,,13,shy,,belorta,,white,,,,,
d_ex_toyshop_08_29,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_29,False,,12,10,1.0,,,1,worry,,3,idle,,13,shy,,bay,bay,,Low_2,,,,
d_ex_toyshop_08_30,d_ex_toyshop_08,Self,Locale_SuddenStory:d_ex_toyshop_08_30,False,,10,10,1.0,,,1,worry,,3,idle,,13,shy,,bay,,,,,,,
d_ex_toyshop_08_31,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_31,True,,10,XS_130,1.0,,,1,worry,,3,idle,,13,shy,,belorta,belorta,,,,,,
d_ex_toyshop_08_32,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_32,True,,XS_130,XS_130,1.0,,,1,worry,,3,idle,,13,shy,,belorta,belorta,,,,,,
d_ex_toyshop_08_33,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_33,True,,XS_130,12,1.0,,,1,worry,,3,idle,,13,shy,,bay,bay,,,,,,
d_ex_toyshop_08_34,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_34,True,,12,12,1.0,,,1,worry,,3,idle,,13,shy,,bay,bay,,,,,,
d_ex_toyshop_08_35,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_35,True,,12,12,1.0,,,1,worry,,3,idle,,13,idle,,belorta,belorta,,,,,,
d_ex_toyshop_08_36,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_36,True,,XS_30,XS_30,1.0,,,1,idle,,3,idle,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_37,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_37,False,,XS_30,XS_30,1.0,,,1,idle,,3,idle,,13,idle,,mica,,,,,,,
d_ex_toyshop_08_38,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_38,True,,XS_30,XS_30,1.0,,,1,idle,,3,idle,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_39,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_39,True,,XS_30,XS_30,1.0,,,1,idle,,3,idle,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_40,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_40,True,,XS_30,2,1.0,,,1,surprise,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_41,d_ex_toyshop_08,Self,Locale_SuddenStory:d_ex_toyshop_08_41,False,,2,2,1.0,,,1,surprise,,3,idle,,13,idle,,bay,,,,,,,
d_ex_toyshop_08_42,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_42,True,,2,2,1.0,,,1,surprise,,3,worry,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_43,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_43,True,,2,2,1.0,,,1,surprise,,3,worry,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_44,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_44,True,,2,2,1.0,,,1,surprise,,3,worry,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_45,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_45,True,,2,2,1.0,,,1,surprise,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_46,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_46,True,,2,2,1.0,,,1,surprise,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_47,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_47,True,,2,2,1.0,,,1,surprise,,3,delight,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_48,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_48,True,,2,2,1.0,,,1,surprise,,3,delight,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_49,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_49,False,,2,2,1.0,,,1,surprise,,3,idle,,13,idle,,mica,,,,,,,
d_ex_toyshop_08_50,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_50,False,,2,10,1.0,,,1,idle,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_51,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_51,False,,10,100,0.7,,,1,worry,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_52,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_52,True,,100,10,1.0,,,1,sad,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_53,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_53,False,,10,10,1.0,,,1,sad,,3,idle,,13,idle,,bay,,,,,,,
d_ex_toyshop_08_54,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_54,True,,10,2,1.0,,,1,idle,,3,sad,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_55,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_55,True,,2,2,1.0,,,1,idle,,3,sad,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_56,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_56,True,,2,2,1.0,,,1,idle,,3,sad,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_57,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_57,True,,2,12,1.0,,,1,idle,,3,sad,,13,shy,,belorta,belorta,,,,,,
d_ex_toyshop_08_58,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_58,False,,12,12,1.0,,,1,idle,,3,sad,,13,shy,,belorta,,,,,,,
d_ex_toyshop_08_59,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_59,False,,12,12,1.0,,,1,idle,,3,sad,,13,shy,,belorta,,,,,,,
d_ex_toyshop_08_60,d_ex_toyshop_08,Self,Locale_SuddenStory:d_ex_toyshop_08_60,False,,12,12,1.0,,,1,idle,,3,sad,,13,idle,,belorta,,,,,,,
d_ex_toyshop_08_61,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_61,True,,XS_30,XS_30,1.0,,,1,idle,,3,worry,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_62,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_62,True,,XS_30,12,1.0,,,1,idle,,3,worry,,13,idle,,belorta,belorta,,,,,,
d_ex_toyshop_08_63,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_63,False,,12,12,1.0,,,1,surprise,,3,worry,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_64,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_64,True,,12,12,1.0,,,1,surprise,,3,worry,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_65,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_65,False,,12,12,1.0,,,1,surprise,,3,worry,,13,idle,,bay,,,,,,,
d_ex_toyshop_08_66,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_66,True,,12,10,1.0,,,1,delight,,3,idle,,13,idle,,bay,bay,,Low_2,,,,
d_ex_toyshop_08_67,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_67,False,,10,10,1.0,,,1,delight,,3,idle,,13,idle,,bay,,,,,,,
d_ex_toyshop_08_68,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_68,True,,10,10,1.0,,,1,surprise,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_69,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_69,True,,10,XS_130,1.0,,,1,surprise,,3,idle,,13,shy,,belorta,belorta,,,,,,
d_ex_toyshop_08_70,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_70,True,,XS_130,10,1.0,,,1,surprise,,3,idle,,13,shy,,bay,bay,,,,,,
d_ex_toyshop_08_71,d_ex_toyshop_08,Self,Locale_SuddenStory:d_ex_toyshop_08_71,False,,10,10,1.0,,,1,surprise,,3,idle,,13,shy,,bay,,,,,,,
d_ex_toyshop_08_72,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_72,False,,10,10,1.0,none,,1,surprise,,3,idle,,13,idle,,bay,,,,,,,
d_ex_toyshop_08_73,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_73,True,,10,10,1.0,bgm_story_girlstalk,,1,delight,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_74,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_74,True,,10,10,1.0,,,1,delight,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_75,d_ex_toyshop_08,Narration,Locale_SuddenStory:d_ex_toyshop_08_75,False,,10,10,1.0,,,1,delight,,3,idle,,13,idle,,bay,,,Low_2,,,,
d_ex_toyshop_08_76,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_76,True,,10,100,0.7,,,1,delight,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_77,d_ex_toyshop_08,Narration,Locale_SuddenStory:d_ex_toyshop_08_77,False,,100,100,1.0,,,1,delight,,3,idle,,13,idle,,bay,,,,,,,
d_ex_toyshop_08_78,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_78,False,,100,100,1.0,,,1,delight,,3,idle,,13,idle,,bay,,,,,,,
d_ex_toyshop_08_79,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_79,False,,100,100,1.0,,,1,delight,,3,idle,,13,idle,,bay,,,,,,,
d_ex_toyshop_08_80,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_80,True,,100,2,1.0,,,1,surprise,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_81,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_81,True,,2,2,1.0,,,1,surprise,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_82,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_82,True,,2,2,1.0,,,1,surprise,,3,delight,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_83,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_83,True,,2,2,1.0,,,1,surprise,,3,delight,,13,idle,,mica,mica,,,,,,
d_ex_toyshop_08_84,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_84,True,,2,12,1.0,,,1,surprise,,3,idle,,13,delight,,belorta,belorta,,,,,,
d_ex_toyshop_08_85,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_85,True,,12,12,1.0,,,1,surprise,,3,idle,,13,shy,,belorta,belorta,,,,,,
d_ex_toyshop_08_86,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_86,True,,12,12,1.0,,,1,surprise,,3,idle,,13,shy,,belorta,belorta,,,,,,
d_ex_toyshop_08_87,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_87,True,,12,12,1.0,,,1,surprise,,3,idle,,13,shy,,belorta,belorta,,,,,,
d_ex_toyshop_08_88,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_88,False,,12,10,0.7,,,1,idle,,3,idle,,13,shy,,bay,bay,,,,,,
d_ex_toyshop_08_89,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_89,True,,10,10,1.0,,,1,idle,,3,idle,,13,shy,,bay,bay,,,,,,
d_ex_toyshop_08_90,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_90,True,,10,2,1.0,,,1,idle,,3,worry,,13,shy,,mica,mica,,,,,,
d_ex_toyshop_08_91,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_91,True,,2,2,1.0,,,1,idle,,3,worry,,13,shy,,mica,mica,,,,,,
d_ex_toyshop_08_92,d_ex_toyshop_08,Self,Locale_SuddenStory:d_ex_toyshop_08_92,False,,2,2,1.0,,,1,idle,,3,worry,,13,shy,,mica,,,,,,,
d_ex_toyshop_08_93,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_93,True,,2,12,1.0,,,1,idle,,3,idle,,13,delight,,belorta,belorta,,,,,,
d_ex_toyshop_08_94,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_94,False,,12,12,1.0,,,1,idle,,3,idle,,13,idle,,belorta,,,,,,,
d_ex_toyshop_08_95,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_95,True,,12,10,1.0,,,1,special,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_96,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_96,True,,10,10,1.0,,,1,special,,3,idle,,13,idle,,bay,bay,,,,,,
d_ex_toyshop_08_97,d_ex_toyshop_08,Self,Locale_SuddenStory:d_ex_toyshop_08_97,False,,10,10,1.0,,,1,special,,3,idle,,13,idle,,bay,,,,,,,
d_ex_toyshop_08_98,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_98,True,,10,XS_130,1.0,,,1,special,,3,idle,,13,shy,,belorta,belorta,,,,,,
d_ex_toyshop_08_99,d_ex_toyshop_08,Speech,Locale_SuddenStory:d_ex_toyshop_08_99,True,,XS_30,XS_30,1.0,,,1,special,,3,delight,,13,shy,,mica,mica,,,,,,
d_ex_toyshop_08_100,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_100,False,Park,black,black,1.0,,,1,idle,,3,idle,,13,idle,,mica,,,,bay,mica,belorta,
d_ex_toyshop_08_101,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_101,False,,5,5,1.0,,bay,1,delight,,,,,,,,mica,,,,,,,Vignetting
d_ex_toyshop_08_102,d_ex_toyshop_08,Monologue,Locale_SuddenStory:d_ex_toyshop_08_102,False,,5,10,1.0,,,1,delight,,,,,,,,mica,,,,,,,Vignetting
