id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_22_10_37,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_37,True,,31,31,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_38,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_38,False,,31,1,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_39,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_39,True,,1,10,1.0,,eh,eh,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_40,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_40,False,,10,10,1.0,,doban,doban,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_41,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_41,True,,10,10,1.0,,eh,eh,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_42,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_42,True,,10,31,2.0,,doban,doban,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,3,smile,
d_main_22_10_43,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_43,True,,31,31,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,smile,
d_main_22_10_44,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_44,True,,31,31,1.0,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_45,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_45,False,,black,black,1.0,,,,c282_fire,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_46,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_46,False,,black,black,1.0,,,,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_47,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_47,False,,black,black,1.0,,,,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_48,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_48,True,,17,17,1.0,,sakura,sakura,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_49,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_49,True,,17,17,1.0,,sakura,sakura,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_50,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_50,True,,17,170,2.0,,sakura,sakura,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_51,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_51,True,,170,170,1.0,,sakura,sakura,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_52,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_52,True,,XL_30,XL_30,1.0,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_53,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_53,True,,XL_30,XL_30,1.0,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_54,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_54,True,,XL_30,XL_300,0.5,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_55,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_55,True,,XL_300,XL_300,1.0,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_56,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_56,True,,100,100,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_57,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_57,True,,1300,1300,1.0,,moran,moran,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_58,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_58,True,,XL_300,XL_300,1.0,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_59,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_59,True,,XL_300,XL_30,1.0,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_60,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_60,True,,XL_30,XL_30,1.0,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_61,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_61,True,,XL_30,10,2.0,,eh,eh,,,1,delight,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_62,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_62,True,,10,100,1.0,,eh,eh,,,1,delight,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_63,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_63,True,,1500,1500,1.0,,rosanna,rosanna,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_64,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_64,True,,1500,1500,1.0,,rosanna,rosanna,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_65,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_65,True,,1700,1700,1.0,,sakura,sakura,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_66,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_66,True,,1300,1300,1.0,,moran,moran,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_67,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_67,True,,10,10,1.0,,eh,eh,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_68,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_68,False,,10,1,1.0,,,,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_69,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_69,False,,1,1,1.0,,,,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_70,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_70,True,,1,1,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_71,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_71,True,,1,31,0.5,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_72,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_72,True,,31,31,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_73,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_73,True,,31,31,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,idle,
d_main_22_10_74,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_74,True,,31,31,1.0,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_75,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_75,True,,31,31,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_76,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_76,True,,31,31,1.0,,moran,moran,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_77,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_77,True,,31,1,1.0,,eh,eh,,,1,delight,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_78,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_78,False,,1,10,1.0,,,,,,1,delight,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_79,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_79,True,,10,100,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_80,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_80,False,,black,black,1.0,,,,sfx_scn_machinestopsudden,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_81,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_81,True,,10,10,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_82,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_82,True,,10,10,1.0,,doban,doban,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_83,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_83,True,,10,10,1.0,,eh,eh,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,3,angry,
d_main_22_10_84,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_84,False,,black,black,1.0,,,,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_85,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_85,True,,10,100,1.0,,eh,eh,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_86,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_86,True,,100,XL_500,2.0,,doban,doban,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_87,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_87,True,,XL_500,XL_500,1.0,,doban,doban,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_88,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_88,True,,1500,1500,1.0,,rosanna,rosanna,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_89,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_89,True,,1700,1700,1.0,,sakura,sakura,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_90,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_90,True,,1300,1300,1.0,,moran,moran,,,1,pain,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_91,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_91,False,,black,black,1.0,,,,sfx_scn_metalbreak,,1,idle,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_92,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_92,False,,1,1,1.0,,,,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_93,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_93,False,,1,1,1.0,,,,,,1,idle,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_94,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_94,False,,1,6001,0.5,,,,,,1,idle,eh,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_95,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_95,True,,150,150,1.0,,rosanna,rosanna,,,,,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_96,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_96,True,,130,130,1.0,,moran,moran,,,,,,,13,angry,,,15,angry,,17,angry,,,5,angry,
d_main_22_10_97,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_97,True,,XL_50,XL_50,1.0,,doban,doban,,,,,,,13,angry,,,15,angry,,17,angry,,,5,surprise,
d_main_22_10_98,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_98,True,,XL_50,XL_50,1.0,,doban,doban,,,,,,,13,angry,,,15,angry,,17,angry,,,5,surprise,
d_main_22_10_99,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_99,True,,XL_50,XL_50,1.0,,doban,doban,,,,,,,13,angry,,,15,angry,,17,angry,,,5,surprise,
d_main_22_10_100,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_100,False,,150,150,1.0,,rosanna,rosanna,,,,,,,13,angry,,,15,angry,,17,angry,,,5,surprise,
d_main_22_10_101,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_101,False,,black,black,1.0,,,,,,,,,,13,angry,moran,,15,angry,,17,angry,,,5,surprise,
d_main_22_10_102,d_main_22_10,Narration,Locale_MainScenario:d_main_22_10_102,False,,black,black,1.0,,,,,,,,,,,,,,15,angry,,17,angry,sakura,,5,surprise,doban
d_main_22_10_103,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_103,False,,150,150,1.0,,rosanna,rosanna,,,,,,,,,,,15,angry,,,,,,,,
d_main_22_10_104,d_main_22_10,Speech,Locale_MainScenario:d_main_22_10_104,True,,150,1500,1.0,,rosanna,rosanna,,,,,,,,,,,15,angry,,,,,,,,
