id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/hide_char_id,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
d_subquest_1441_44,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_44,True,,5,angry,,3,angry,,1,idle,,13,idle,,4,12,2.0,,,,,,
d_subquest_1441_45,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_45,True,,5,idle,,3,angry,,1,idle,,13,idle,,12,S_130,1.0,,,,,,
d_subquest_1441_46,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_46,True,,5,idle,,3,angry,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_47,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_47,True,,5,idle,,3,angry,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_48,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_48,True,,5,idle,,3,angry,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_49,d_subquest_1441,Speech,anis,anis,Locale_SubScenario:d_subquest_1441_49,True,,5,idle,,3,sad,,1,idle,,13,idle,,30,30,1.0,,,,,,
d_subquest_1441_50,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_50,True,,5,idle,,3,sad,,1,idle,,13,idle,,S_130,S_1300,1.0,,,,,,
d_subquest_1441_51,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_51,True,,5,idle,,3,angry,,1,idle,,13,idle,,S_1300,S_1300,1.0,,,,,,
d_subquest_1441_52,d_subquest_1441,Speech,neon,neon,Locale_SubScenario:d_subquest_1441_52,True,,5,surprise,,3,angry,,1,idle,,13,idle,,S_50,S_50,1.0,,,,,,
d_subquest_1441_53,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_53,True,,5,idle,,3,angry,,1,idle,,13,idle,,S_130,12,1.0,,,,,,
d_subquest_1441_54,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_54,True,,5,idle,,3,angry,,1,idle,,13,idle,,12,12,1.0,,,,,,
d_subquest_1441_55,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_55,True,,5,idle,,3,angry,,1,idle,,13,idle,,12,12,1.0,,,,,,
d_subquest_1441_56,d_subquest_1441,Speech,anis,anis,Locale_SubScenario:d_subquest_1441_56,True,,5,idle,,3,worry,,1,idle,,13,idle,,12,2,1.0,,,,,,
d_subquest_1441_57,d_subquest_1441,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1441_57,True,,5,idle,,3,worry,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_subquest_1441_58,d_subquest_1441,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1441_58,True,,5,idle,,3,worry,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_subquest_1441_59,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_59,True,,5,idle,,3,worry,,1,idle,,13,idle,,2,12,1.0,,,,,,
d_subquest_1441_60,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_60,True,,5,idle,,3,worry,,1,idle,,13,idle,,12,12,1.0,,,,,,
d_subquest_1441_61,d_subquest_1441,Self,cinderella,,Locale_SubScenario:d_subquest_1441_61,False,,5,idle,,3,worry,,1,idle,,13,idle,,12,12,1.0,,,,,,
d_subquest_1441_62,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_62,True,,5,idle,,3,worry,,1,idle,,13,idle,,12,S_130,1.0,,,,,,
d_subquest_1441_63,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_63,True,,5,idle,,3,worry,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_64,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_64,True,,5,idle,,3,worry,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_65,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_65,True,,5,idle,,3,worry,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_66,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_66,True,,5,idle,,3,worry,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_67,d_subquest_1441,Speech,anis,anis,Locale_SubScenario:d_subquest_1441_67,True,,5,worry,,3,worry,,1,worry,,13,idle,,4,4,1.0,,,,,,
d_subquest_1441_68,d_subquest_1441,Speech,neon,neon,Locale_SubScenario:d_subquest_1441_68,True,,5,worry,,3,worry,,1,worry,,13,idle,,4,4,1.0,,,,,,
d_subquest_1441_69,d_subquest_1441,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1441_69,True,,5,worry,,3,worry,,1,worry,,13,idle,,4,2,1.0,,,,,,
d_subquest_1441_70,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_70,True,,5,idle,,3,worry,,1,worry,,13,idle,,2,12,1.0,,,,,,
d_subquest_1441_71,d_subquest_1441,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1441_71,True,,5,idle,,3,worry,,1,worry,,13,idle,,12,12,1.0,,,,,,
d_subquest_1441_72,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_72,True,,5,idle,,3,worry,,1,worry,,13,idle,,12,12,1.0,,,,,,
d_subquest_1441_73,d_subquest_1441,Speech,neon,neon,Locale_SubScenario:d_subquest_1441_73,True,,5,surprise,,3,worry,,1,idle,,13,idle,,S_50,S_50,1.0,,,,,,
d_subquest_1441_74,d_subquest_1441,Speech,neon,neon,Locale_SubScenario:d_subquest_1441_74,True,,5,surprise,,3,worry,,1,idle,,13,idle,,S_50,S_50,1.0,,,,,,
d_subquest_1441_75,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_75,True,,5,surprise,,3,worry,,1,think,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_76,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_76,True,,5,idle,,3,worry,,1,think,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_77,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_77,True,,5,idle,,3,worry,,1,think,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_78,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_78,True,,5,idle,,3,worry,,1,think,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_79,d_subquest_1441,Speech,anis,anis,Locale_SubScenario:d_subquest_1441_79,True,,5,idle,,3,angry,,1,think,,13,idle,,30,30,1.0,,,,,,
d_subquest_1441_80,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_80,True,,5,idle,,3,angry,,1,think,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_81,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_81,True,,5,idle,,3,worry,,1,think,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_82,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_82,True,,5,idle,,3,worry,,1,think,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_83,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_83,True,,5,idle,,3,worry,,1,think,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_84,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_84,True,,5,idle,,3,worry,,1,think,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_85,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_85,True,,5,idle,,3,worry,,1,think,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_86,d_subquest_1441,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1441_86,True,,5,worry,,3,worry,,1,think,,13,idle,,S_130,12,2.0,,,,,,
d_subquest_1441_87,d_subquest_1441,Speech,anis,anis,Locale_SubScenario:d_subquest_1441_87,True,,5,worry,,3,worry,,1,think,,13,idle,,12,2,2.0,,,,,,
d_subquest_1441_88,d_subquest_1441,Speech,neon,neon,Locale_SubScenario:d_subquest_1441_88,True,,5,worry,,3,worry,,1,think,,13,idle,,2,4,2.0,,,,,,
d_subquest_1441_89,d_subquest_1441,Self,neon,,Locale_SubScenario:d_subquest_1441_89,False,,5,worry,,3,worry,,1,think,,13,idle,,4,4,1.0,,,,,,
d_subquest_1441_90,d_subquest_1441,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1441_90,True,,5,idle,,3,void,,1,idle,,13,idle,,10,10,1.0,,,,,,
d_subquest_1441_91,d_subquest_1441,Speech,neon,neon,Locale_SubScenario:d_subquest_1441_91,True,,5,idle,,3,void,,1,idle,,13,idle,,S_50,S_50,1.0,,,,,,
d_subquest_1441_92,d_subquest_1441,Speech,anis,anis,Locale_SubScenario:d_subquest_1441_92,True,,5,idle,,3,void,,1,idle,,13,idle,,S_50,30,1.0,,,,,,
d_subquest_1441_93,d_subquest_1441,Monologue,anis,,Locale_SubScenario:d_subquest_1441_93,False,,5,idle,,3,void,,1,idle,,13,surprise,,30,2,2.0,,,,neon,anis,rapi
d_subquest_1441_94,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_94,True,,,,,,,,,,,13,surprise,,2,13,2.0,,,,,,
d_subquest_1441_95,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_95,True,,,,,,,,,,,13,surprise,,13,S_130,1.0,,,,,,
d_subquest_1441_96,d_subquest_1441,Self,cinderella,,Locale_SubScenario:d_subquest_1441_96,False,,,,,,,,,,,13,surprise,,S_130,S_130,1.0,,,,,,
d_subquest_1441_97,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_97,True,,,,,,,,,,,13,surprise,,S_130,S_130,1.0,,,,,,
d_subquest_1441_98,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_98,True,,,,,,,,,,,13,surprise,,S_130,S_130,1.0,,,,,,
d_subquest_1441_99,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_99,True,,,,,,,,,,,13,surprise,,S_130,S_130,1.0,,,,,,
d_subquest_1441_100,d_subquest_1441,Self,cinderella,,Locale_SubScenario:d_subquest_1441_100,False,,,,,,,,,,,13,surprise,,S_130,S_130,1.0,,,,,,
d_subquest_1441_101,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_101,True,,,,,,,,,,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_102,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_102,True,,,,,,,,,,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_103,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_103,True,,,,,,,,,,,13,idle,,S_130,S_1300,1.0,,,,,,
d_subquest_1441_104,d_subquest_1441,Self,cinderella,,Locale_SubScenario:d_subquest_1441_104,False,,,,,,,,,,,13,idle,,S_1300,S_1300,1.0,,,,,,
d_subquest_1441_105,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_105,True,,,,,,,,,,,13,surprise,,S_1300,S_1300,1.0,,,,,,
d_subquest_1441_106,d_subquest_1441,Self,cinderella,,Locale_SubScenario:d_subquest_1441_106,False,,,,,,,,,,,13,surprise,,S_1300,S_1300,1.0,,,,,,
d_subquest_1441_107,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_107,True,,,,,,,,,,,13,idle,,S_1300,S_1300,1.0,,,,,,
d_subquest_1441_108,d_subquest_1441,Self,cinderella,,Locale_SubScenario:d_subquest_1441_108,False,,,,,,,,,,,13,idle,,S_1300,S_1300,1.0,,,,,,
d_subquest_1441_109,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_109,True,,,,,,,,,,,13,idle,,S_1300,S_1300,1.0,,,,,,
d_subquest_1441_110,d_subquest_1441,Speech,neon,neon,Locale_SubScenario:d_subquest_1441_110,True,,,,,,,,,,,13,idle,,S_1300,S_130,2.0,,,,,,
d_subquest_1441_111,d_subquest_1441,Speech,anis,anis,Locale_SubScenario:d_subquest_1441_111,True,,,,,,,,,,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_112,d_subquest_1441,Self,anis,,Locale_SubScenario:d_subquest_1441_112,False,,,,,,,,,,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_113,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_113,True,,,,,,,,,,,13,idle,,S_130,S_130,1.0,,,,,,
d_subquest_1441_114,d_subquest_1441,Monologue,cinderella,,Locale_SubScenario:d_subquest_1441_114,False,,,,,,,,,,,13,idle,,S_130,13,2.0,,,,,,
d_subquest_1441_115,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_115,True,,,,,,,,,,,13,idle,,13,13,1.0,,,,,,
d_subquest_1441_116,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_116,True,,,,,,,,,,,13,idle,,13,13,1.0,,,,,,
d_subquest_1441_117,d_subquest_1441,Speech,cinderella,cinderella,Locale_SubScenario:d_subquest_1441_117,True,,,,,,,,,,,13,idle,,black,black,1.0,,,,,,
