id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,characters/1/hide_char_id
d_main_14af_03_36,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_36,True,,1,special,,10,1,1.5,,,,,,,,
d_main_14af_03_37,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_37,True,,1,special,,1,1,1.0,,,,,,,,
d_main_14af_03_38,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_38,True,,1,special,,1,1,1.0,,,,,,,,
d_main_14af_03_39,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_39,True,,1,special,,1,1,1.0,,,,,,,,
d_main_14af_03_40,d_main_14af_03,Self,enikk,Self,Locale_MainScenario:d_main_14af_03_40,False,,1,special,,1,1,1.0,,,,,,,,
d_main_14af_03_41,d_main_14af_03,Self,enikk,Self,Locale_MainScenario:d_main_14af_03_41,False,,1,special,,1,1,1.0,,,,,,,,
d_main_14af_03_42,d_main_14af_03,Self,enikk,Self,Locale_MainScenario:d_main_14af_03_42,False,,1,special,,1,1,1.0,,,,,,,,
d_main_14af_03_43,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_43,True,,1,special,,1,10,2.0,none,,,,,,,
d_main_14af_03_44,d_main_14af_03,Self,enikk,Self,Locale_MainScenario:d_main_14af_03_44,False,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_45,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_45,True,,1,special,,10,10,1.0,bgm_hopeless,,,,,,,
d_main_14af_03_46,d_main_14af_03,Self,enikk,Self,Locale_MainScenario:d_main_14af_03_46,False,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_47,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_47,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_48,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_48,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_49,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_49,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_50,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_50,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_51,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_51,True,,1,special,none,10,10,1.0,,,enikk,talkative,1,idle,Grey,
d_main_14af_03_52,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_52,True,,1,special,,10,10,1.0,,,,,1,idle,Grey,
d_main_14af_03_53,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_53,True,enikk,1,special,EnikkRoom,10,10,1.0,,,,,1,idle,,talkative
d_main_14af_03_54,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_54,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_55,d_main_14af_03,Self,enikk,Self,Locale_MainScenario:d_main_14af_03_55,False,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_56,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_56,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_57,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_57,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_58,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_58,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_59,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_59,True,,1,special,,10,100,2.0,,,,,,,,
d_main_14af_03_60,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_60,True,,1,special,,100,100,1.0,,,,,,,,
d_main_14af_03_61,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_61,True,,1,special,,100,100,1.0,,,,,,,,
d_main_14af_03_62,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_62,True,,1,special,,100,100,1.0,,,,,,,,
d_main_14af_03_63,d_main_14af_03,Self,enikk,Self,Locale_MainScenario:d_main_14af_03_63,False,,1,special,,100,100,1.0,,,,,,,,
d_main_14af_03_64,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_64,True,,1,special,,100,10,1.5,,,,,,,,
d_main_14af_03_65,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_65,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_66,d_main_14af_03,Self,enikk,Self,Locale_MainScenario:d_main_14af_03_66,False,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_67,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_67,True,,1,special,,10,10,2.0,,,,,,,,
d_main_14af_03_68,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_68,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_69,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_69,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_70,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_70,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_71,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_71,True,,1,special,,10,10,1.0,,,,,,,,
d_main_14af_03_72,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_72,True,,1,special,,10,1,2.0,,,,,,,,
d_main_14af_03_73,d_main_14af_03,Self,enikk,Self,Locale_MainScenario:d_main_14af_03_73,False,,1,special,,1,1,1.0,,,,,,,,
d_main_14af_03_74,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_74,True,,1,special,,1,1,1.0,,,,,,,,
d_main_14af_03_75,d_main_14af_03,Speech,enikk,enikk,Locale_MainScenario:d_main_14af_03_75,True,,1,special,,1,1,1.0,,,,,,,,
