id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,play_sound,set_camera_shake,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_37_08_s_12,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_12,True,,13,idle,,15,angry,,17,idle,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_13,d_main_37_08_s,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_08_s_13,True,,13,idle,,15,angry,,17,idle,,130,130,1.0,,maxwell_op,OP_leftup,idle_02,,,,,,,,,,,,,,,,,,
d_main_37_08_s_14,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_14,False,,13,think,,15,angry,,17,idle,,130,130,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,,
d_main_37_08_s_15,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_15,True,,13,think,,15,angry,,17,idle,,130,130,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,,
d_main_37_08_s_16,d_main_37_08_s,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_08_s_16,True,,13,think,,15,angry,,17,idle,,130,130,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,,
d_main_37_08_s_17,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_17,True,,13,idle,,15,angry,,17,idle,,130,130,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,,
d_main_37_08_s_18,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_18,True,,13,idle,,15,angry,,17,idle,,130,130,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,,
d_main_37_08_s_19,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_19,True,,13,idle,,15,angry,,17,idle,,130,130,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,,
d_main_37_08_s_20,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_20,True,,13,idle,,15,angry,,17,idle,,130,14,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,,
d_main_37_08_s_21,d_main_37_08_s,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_08_s_21,True,,13,idle,,15,angry,,17,idle,,14,14,1.0,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,
d_main_37_08_s_22,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_22,True,,13,no,,15,angry,,17,idle,,14,14,1.0,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,
d_main_37_08_s_23,d_main_37_08_s,Narration,rapi_red,,Locale_MainScenario:d_main_37_08_s_23,False,,13,idle,,15,angry,,17,idle,,14,1,0.7,none,,OP_leftup,idle,maxwell_op,sfx_scn_groundstomp,Low_2,,,,,,,,,,,,,,,
d_main_37_08_s_24,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_24,False,,13,idle,,15,angry,,17,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_25,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_25,False,,13,idle,,15,angry,,17,idle,,1,1,1.0,bgm_chapter32_field_advance,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_26,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_26,True,,13,idle,,15,angry,,17,idle,,1,S_10,1.5,,,,,,,,ziz,1,special_02,,,,,,,,,,,,
d_main_37_08_s_27,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_27,True,,13,idle,,15,angry,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_28,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_28,True,,13,idle,,15,angry,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_29,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_29,True,,13,idle,,15,angry,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_30,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_30,True,,13,angry,,15,angry,,17,idle,,S_10,12,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_31,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_31,True,,13,angry,,15,angry,,17,idle,,12,12,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_32,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_32,False,,13,angry,,15,angry,,17,idle,,12,12,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_33,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_33,True,,13,angry,,15,angry,,17,idle,,12,12,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_34,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_34,False,,13,idle,,15,angry,,17,idle,,12,12,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_35,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_35,True,,13,idle,,15,angry,,17,idle,,12,12,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_36,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_36,True,,13,idle,,15,angry,,17,idle,,12,1,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_37,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_37,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_38,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_38,False,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_39,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_39,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_40,d_main_37_08_s,Self,ziz,,Locale_MainScenario:d_main_37_08_s_40,False,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_41,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_41,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_42,d_main_37_08_s,Self,ziz,,Locale_MainScenario:d_main_37_08_s_42,False,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_43,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_43,True,,13,idle,,15,idle,,17,idle,,1,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_44,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_44,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_45,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_45,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_46,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_46,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_47,d_main_37_08_s,Self,ziz,,Locale_MainScenario:d_main_37_08_s_47,False,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_48,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_48,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_49,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_49,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_50,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_50,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_51,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_51,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_52,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_52,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_53,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_53,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_54,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_54,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_55,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_55,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_56,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_56,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_57,d_main_37_08_s,Self,ziz,,Locale_MainScenario:d_main_37_08_s_57,False,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_58,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_58,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_59,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_59,True,,13,delight,,15,idle,,17,idle,,S_10,130,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_60,d_main_37_08_s,Self,rapi_red,,Locale_MainScenario:d_main_37_08_s_60,False,,13,delight,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_61,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_61,True,,13,think,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_62,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_62,True,,13,think,,15,idle,,17,idle,,130,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_63,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_63,True,,13,idle,,15,idle,,17,idle,,15,S_150,0.7,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_64,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_64,True,,13,idle,,15,idle,,17,idle,,S_10,1,0.7,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_65,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_65,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_66,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_66,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_67,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_67,True,,13,idle,,15,idle,,17,idle,,S_150,15,1.5,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_68,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_68,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_69,d_main_37_08_s,Speech,drake,drake,Locale_MainScenario:d_main_37_08_s_69,True,,13,idle,,15,idle,,17,delight,,17,170,0.7,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_70,d_main_37_08_s,Speech,drake,drake,Locale_MainScenario:d_main_37_08_s_70,True,,13,idle,,15,idle,,17,idle,,170,17,1.5,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_71,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_71,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_72,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_72,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_73,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_73,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_74,d_main_37_08_s,Self,ziz,,Locale_MainScenario:d_main_37_08_s_74,False,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_75,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_75,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_76,d_main_37_08_s,Self,ziz,,Locale_MainScenario:d_main_37_08_s_76,False,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_77,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_77,True,,13,no,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_78,d_main_37_08_s,Self,rapi_red,,Locale_MainScenario:d_main_37_08_s_78,False,,13,no,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_79,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_79,True,,13,no,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_80,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_80,True,,13,no,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_81,d_main_37_08_s,Self,ziz,,Locale_MainScenario:d_main_37_08_s_81,False,,13,no,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_82,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_82,True,,13,no,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_83,d_main_37_08_s,Self,rapi_red,,Locale_MainScenario:d_main_37_08_s_83,False,,13,no,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,1,special,,,,,,,,,,,,
d_main_37_08_s_84,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_84,True,,13,no,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_85,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_85,True,,13,no,,15,idle,,17,idle,,1,S_10,1.0,,,,,,,,,1,special_02,,,,,,,,,,,,
d_main_37_08_s_86,d_main_37_08_s,Narration,ziz,,Locale_MainScenario:d_main_37_08_s_86,False,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,,sfx_scn_mudywing,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_87,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_87,False,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_88,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_88,False,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_89,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_89,False,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_90,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_90,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_91,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_91,True,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_92,d_main_37_08_s,Self,ziz,,Locale_MainScenario:d_main_37_08_s_92,False,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_93,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_93,False,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_94,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_94,False,,13,idle,,15,idle,,17,idle,,S_10,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_95,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_95,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_96,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_96,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_97,d_main_37_08_s,Self,ziz,,Locale_MainScenario:d_main_37_08_s_97,False,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,
d_main_37_08_s_98,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_98,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,
d_main_37_08_s_99,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_99,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_100,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_100,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_101,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_101,True,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_102,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_102,True,,13,idle,,15,idle,,17,idle,,1,5,1.0,,,,,,,,,1,delight,leviathan,5,angry,,,,,,,,,
d_main_37_08_s_103,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_103,False,,13,angry,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,1,delight,,5,angry,,,,,,,,,
d_main_37_08_s_104,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_104,True,,13,angry,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,idle,,5,angry,,,,,,,,,
d_main_37_08_s_105,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_105,True,,13,angry,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,idle,,5,angry,,,,,,,,,
d_main_37_08_s_106,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_106,True,,13,angry,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,idle,,5,angry,,,,,,,,,
d_main_37_08_s_107,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_107,True,,13,angry,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,1,idle,,5,angry,,,,,,,,,
d_main_37_08_s_108,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_108,True,,13,angry,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,1,idle,,5,angry,,,,,,,,,
d_main_37_08_s_109,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_109,True,,13,angry,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,1,idle,,5,angry,,,,,,,,,
d_main_37_08_s_110,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_110,True,,13,angry,,15,idle,,17,idle,,5,S_50,1.0,,,,,,,,,1,idle,,5,angry,,,,,,,,,
d_main_37_08_s_111,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_111,False,,13,idle,,15,idle,,17,idle,,1,12,1.0,,,,,,,,,1,think,,5,angry,,,,,,,,,
d_main_37_08_s_112,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_112,False,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,1,think,,5,angry,,,,,,,,,
d_main_37_08_s_113,d_main_37_08_s,Self,rapi_red,,Locale_MainScenario:d_main_37_08_s_113,False,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,1,think,,5,angry,,,,,,,,,
d_main_37_08_s_114,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_114,True,,13,idle,,15,idle,,17,idle,,12,S_10,0.7,,,,,,,,,1,rage,,5,angry,,,,,,,,,
d_main_37_08_s_115,d_main_37_08_s,Self,rapi_red,,Locale_MainScenario:d_main_37_08_s_115,False,,13,idle,,15,idle,,17,idle,,S_10,130,1.0,,,,,,,,,1,rage,,5,angry,,,,,,,,,
d_main_37_08_s_116,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_116,True,,13,angry,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,1,rage,,5,angry,,,,,,,,,
