id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_main_36_01_21,d_main_36_01,Narration,leviathan,,Locale_MainScenario:d_main_36_01_21,False,,7,idle,,5,idle,,3,pain,,1,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_anabeam
d_main_36_01_22,d_main_36_01,Monologue,leviathan,,Locale_MainScenario:d_main_36_01_22,False,,7,idle,,5,idle,,3,pain,,1,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,
d_main_36_01_23,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_23,True,,7,idle,,5,idle,,3,pain,,1,idle,,13,angry,,15,idle,,17,idle,,S_300,S_30,1.5,,
d_main_36_01_24,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_24,False,,7,idle,,5,idle,,3,pain,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_25,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_25,False,,7,idle,,5,idle,,3,surprise,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_26,d_main_36_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_01_26,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,2,1.3,,
d_main_36_01_27,d_main_36_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_01_27,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,angry,,15,idle,,17,idle,,2,2,1.0,,
d_main_36_01_28,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_28,False,,7,idle,,5,idle,,3,surprise,,1,idle,,13,angry,,15,idle,,17,idle,,2,2,1.0,,
d_main_36_01_29,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_29,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,2,2,1.0,,
d_main_36_01_30,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_30,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,2,2,1.0,,
d_main_36_01_31,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_31,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,2,2,1.0,,
d_main_36_01_32,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_32,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,2,2,1.0,,
d_main_36_01_33,d_main_36_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_01_33,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,2,2,1.0,,
d_main_36_01_34,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_34,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,2,2,1.0,,
d_main_36_01_35,d_main_36_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_01_35,False,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,2,S_10,1.3,,
d_main_36_01_36,d_main_36_01,Self,cinderella,,Locale_MainScenario:d_main_36_01_36,False,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_10,S_10,1.0,,
d_main_36_01_37,d_main_36_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_01_37,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_10,S_10,1.0,,
d_main_36_01_38,d_main_36_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_01_38,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_10,S_10,1.0,,
d_main_36_01_39,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_39,False,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_10,S_30,1.3,,
d_main_36_01_40,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_40,False,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_41,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_41,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_42,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_42,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_43,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_43,False,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_44,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_44,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_45,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_45,True,,7,idle,,5,idle,,3,sad_01,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_300,1.3,,
d_main_36_01_46,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_46,True,,7,idle,,5,idle,,3,sad_01,,1,idle,,13,angry,,15,idle,,17,idle,,S_300,S_300,1.3,,
d_main_36_01_47,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_47,False,,7,idle,,5,idle,,3,sad_01,,1,idle,,13,angry,,15,idle,,17,idle,,S_300,S_300,1.0,,
d_main_36_01_48,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_48,True,,7,idle,,5,idle,,3,sad_01,,1,idle,,13,angry,,15,idle,,17,idle,,S_300,S_30,0.7,,
d_main_36_01_49,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_49,False,,7,idle,,5,idle,,3,sad_01,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_50,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_50,True,,7,idle,,5,idle,,3,sad_01,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_51,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_51,False,,7,idle,,5,idle,,3,sad_01,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_52,d_main_36_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_01_52,True,,7,idle,,5,angry,,3,sad_01,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,4,1.3,,
d_main_36_01_53,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_53,True,,7,idle,,5,angry,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,4,4,1.0,,
d_main_36_01_54,d_main_36_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_01_54,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,4,4,1.0,,
d_main_36_01_55,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_55,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,4,4,1.0,,
d_main_36_01_56,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_56,False,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,4,4,1.0,,
d_main_36_01_57,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_57,False,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,4,S_30,1.3,,
d_main_36_01_58,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_58,False,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_59,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_59,False,,7,idle,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_60,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_60,True,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_61,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_61,False,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_62,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_62,False,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_63,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_63,True,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_64,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_64,False,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_65,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_65,False,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_66,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_66,False,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_67,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_67,False,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_68,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_68,True,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_30,S_300,1.3,,
d_main_36_01_69,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_69,False,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_300,S_300,1.0,,
d_main_36_01_70,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_70,False,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_300,S_300,1.0,,
d_main_36_01_71,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_71,False,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_300,S_300,1.0,,
d_main_36_01_72,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_72,False,,7,idle,,5,idle,,3,no,,1,idle,,13,angry,,15,idle,,17,idle,,S_300,S_300,1.0,,
d_main_36_01_73,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_73,False,,7,idle,,5,idle,,3,think_02,,1,idle,,15,angry,,13,idle,,17,idle,,S_300,S_300,1.0,,
d_main_36_01_74,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_74,True,,7,idle,,5,idle,,3,no,,1,idle,,15,angry,,13,idle,,17,idle,,S_300,S_30,1.0,,
d_main_36_01_75,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_75,False,,7,idle,,5,idle,,3,no,,1,idle,,15,angry,,13,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_76,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_76,True,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_77,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_77,False,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_78,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_78,False,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_79,d_main_36_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_01_79,True,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,idle,,17,idle,,S_30,4,1.3,,
d_main_36_01_80,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_80,True,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,idle,,17,idle,,4,4,1.0,,
d_main_36_01_81,d_main_36_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_01_81,True,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,idle,,17,idle,,4,4,1.0,,
d_main_36_01_82,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_82,True,,7,idle,,5,idle,,3,surprise,,1,surprise,,15,angry,,13,idle,,17,idle,,4,4,1.0,,
d_main_36_01_83,d_main_36_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_01_83,True,,7,idle,,5,idle,,3,surprise,,1,surprise,,15,angry,,13,angry,,17,idle,,12,12,1.0,,
d_main_36_01_84,d_main_36_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_01_84,True,,7,idle,,5,idle,,3,surprise,,1,surprise,,15,angry,,13,angry,,17,idle,,12,12,1.0,,
d_main_36_01_85,d_main_36_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_01_85,True,,7,idle,,5,idle,,3,surprise,,1,surprise,,15,angry,,13,angry,,17,idle,,4,4,1.0,,
d_main_36_01_86,d_main_36_01,Self,rapi_red,,Locale_MainScenario:d_main_36_01_86,False,,7,idle,,5,idle,,3,surprise,,1,idle,,15,angry,,13,angry,,17,idle,,4,4,1.0,,
d_main_36_01_87,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_87,False,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,angry,,17,idle,,4,4,1.0,,
d_main_36_01_88,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_88,False,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,angry,,17,idle,,4,4,1.0,,
d_main_36_01_89,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_89,False,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,angry,,17,idle,,4,4,1.0,,
d_main_36_01_90,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_90,False,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,idle,,17,idle,,4,4,1.0,,
d_main_36_01_91,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_91,False,,7,idle,,5,idle,,3,angry,,1,idle,,15,angry,,13,idle,,17,idle,,4,S_30,1.3,,
d_main_36_01_92,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_92,False,,7,idle,,5,idle,,3,think_02,,1,idle,,15,angry,,13,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_93,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_93,True,,7,idle,,5,idle,,3,think_01,,1,idle,,15,angry,,13,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_94,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_94,True,,7,idle,,5,idle,,3,think_01,,1,idle,,15,angry,,13,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_95,d_main_36_01,Self,leviathan,,Locale_MainScenario:d_main_36_01_95,False,,7,idle,,5,idle,,3,think_01,,1,idle,,15,angry,,13,idle,,17,idle,,S_30,S_30,1.0,,
d_main_36_01_96,d_main_36_01,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_01_96,True,,7,idle,,5,idle,,3,think_01,,1,idle,,15,angry,,13,idle,,17,idle,,S_30,S_300,1.3,,
