id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound
d_ex_command_09_16,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_16,True,,S_130,S_130,1.0,,privaty,,13,idle,privaty,,,,,,,,
d_ex_command_09_17,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_17,True,,S_130,S_130,1.0,,privaty,,13,idle,privaty,,,,,,,,
d_ex_command_09_18,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_18,True,,S_130,S_130,1.0,,privaty,,13,idle,privaty,,,,,,,,
d_ex_command_09_19,d_ex_command_09,Self,Locale_SuddenStory:d_ex_command_09_19,False,,S_130,S_130,1.0,,privaty,,13,idle,,,,,,,,,
d_ex_command_09_20,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_20,False,,S_130,S_130,1.0,,privaty,,13,idle,privaty,,,,,,,,
d_ex_command_09_21,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_21,True,,S_130,S_130,1.0,,privaty,,13,idle,privaty,,,,,,,,
d_ex_command_09_22,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_22,True,,S_130,S_130,1.0,,privaty,,13,idle,privaty,,,,,,,,
d_ex_command_09_23,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_23,True,,S_130,S_130,1.0,,privaty,,13,idle,privaty,,,,,,,,
d_ex_command_09_24,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_24,True,,S_130,S_130,1.0,,privaty,,13,idle,privaty,,,,,,,,
d_ex_command_09_25,d_ex_command_09,Self,Locale_SuddenStory:d_ex_command_09_25,False,,S_130,S_130,1.0,,privaty,,13,idle,,,,,,,,,
d_ex_command_09_26,d_ex_command_09,Narration,Locale_SuddenStory:d_ex_command_09_26,False,,2,2,1.0,,mast_m,,13,idle,,,mast_m,1,idle,ade,3,idle,sfx_scn_autodooropen
d_ex_command_09_27,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_27,True,,2,2,1.0,,mast_m,,13,idle,mast_m,,,1,angry,,3,idle,
d_ex_command_09_28,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_28,True,,2,2,1.0,,ade,,13,idle,ade,,,1,angry,,3,idle,
d_ex_command_09_29,d_ex_command_09,Self,Locale_SuddenStory:d_ex_command_09_29,False,,2,2,1.0,,ade,,13,idle,,,,1,angry,,3,idle,
d_ex_command_09_30,d_ex_command_09,Self,Locale_SuddenStory:d_ex_command_09_30,False,,2,2,1.0,,ade,,13,idle,,,,1,angry,,3,idle,
d_ex_command_09_31,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_31,True,,2,2,1.0,,mast_m,,13,idle,mast_m,,,1,idle,,3,idle,
d_ex_command_09_32,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_32,True,,2,2,1.0,,mast_m,,13,idle,mast_m,,,1,idle,,3,idle,
d_ex_command_09_33,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_33,True,,2,12,1.3,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_34,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_34,True,,12,12,1.0,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_35,d_ex_command_09,Self,Locale_SuddenStory:d_ex_command_09_35,False,,12,12,1.0,,privaty,,13,shy,,,,1,idle,,3,idle,
d_ex_command_09_36,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_36,False,,12,S_130,1.3,,privaty,,13,surprise,privaty,,,1,idle,,3,idle,
d_ex_command_09_37,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_37,True,,S_130,S_130,1.0,,privaty,,13,surprise,privaty,,,1,idle,,3,idle,
d_ex_command_09_38,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_38,True,,S_130,S_1300,1.3,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_39,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_39,True,,S_1300,S_1300,1.0,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_40,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_40,True,,S_1300,S_1300,1.0,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_41,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_41,True,,S_1300,S_1300,1.0,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_42,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_42,False,,S_1300,S_130,1.3,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_43,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_43,True,,S_130,S_130,1.0,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_44,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_44,True,,S_130,S_130,1.0,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_45,d_ex_command_09,Self,Locale_SuddenStory:d_ex_command_09_45,False,,S_130,S_130,1.0,,privaty,,13,shy,,,,1,idle,,3,idle,
d_ex_command_09_46,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_46,True,,2,2,1.0,,mast_m,,13,shy,mast_m,,,1,idle2,,3,idle,
d_ex_command_09_47,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_47,True,,2,2,1.0,,ade,,13,shy,ade,,,1,idle2,,3,delight,
d_ex_command_09_48,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_48,True,,2,2,1.0,,ade,,13,shy,ade,,,1,idle2,,3,idle,
d_ex_command_09_49,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_49,True,,2,2,1.0,,ade,,13,shy,ade,,,1,idle2,,3,idle,
d_ex_command_09_50,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_50,True,,S_130,S_130,1.0,,privaty,,13,angry,privaty,,,1,idle2,,3,idle,
d_ex_command_09_51,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_51,True,,S_130,S_130,1.0,,privaty,,13,idle,privaty,,,1,idle2,,3,idle,
d_ex_command_09_52,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_52,True,,2,2,1.0,,mast_m,,13,idle,mast_m,,,1,idle,,3,idle,
d_ex_command_09_53,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_53,True,,2,2,1.0,,mast_m,,13,idle,mast_m,,,1,idle,,3,idle,
d_ex_command_09_54,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_54,True,,2,2,1.0,,ade,,13,idle,ade,,,1,idle,,3,idle,
d_ex_command_09_55,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_55,True,,2,12,1.3,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_56,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_56,True,,12,12,1.0,,mast_m,,13,shy,mast_m,,,1,delight,,3,idle,
d_ex_command_09_57,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_57,True,,12,12,1.0,,privaty,,13,idle,privaty,,,1,delight,,3,idle,
d_ex_command_09_58,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_58,True,,12,12,1.0,,mast_m,,13,idle,mast_m,,,1,surprise,,3,idle,
d_ex_command_09_59,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_59,True,,12,12,1.0,,mast_m,,13,idle,mast_m,,,1,idle,,3,idle,
d_ex_command_09_60,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_60,True,,12,12,1.0,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_61,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_61,True,,12,S_10,1.3,,mast_m,,13,shy,mast_m,,,1,idle,,3,idle,
d_ex_command_09_62,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_62,True,,S_10,S_10,1.0,,mast_m,,13,shy,mast_m,,,1,idle,,3,idle,
d_ex_command_09_63,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_63,True,,S_10,S_10,1.0,,mast_m,,13,shy,mast_m,,,1,idle2,,3,idle,
d_ex_command_09_64,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_64,False,,S_10,S_10,1.0,,mast_m,,13,shy,privaty,,,1,idle2,,3,idle,
d_ex_command_09_65,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_65,True,,S_10,S_10,1.0,,mast_m,,13,shy,mast_m,,,1,idle,,3,idle,
d_ex_command_09_66,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_66,True,,S_10,S_10,1.0,,mast_m,,13,shy,mast_m,,,1,idle,,3,idle,
d_ex_command_09_67,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_67,True,,S_10,S_10,1.0,,mast_m,,13,shy,mast_m,,,1,idle,,3,idle,
d_ex_command_09_68,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_68,True,,S_10,12,1.3,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_69,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_69,True,,30,30,1.0,,ade,,13,shy,ade,,,1,idle,,3,delight,
d_ex_command_09_70,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_70,True,,30,30,1.0,,ade,,13,shy,ade,,,1,idle,,3,idle,
d_ex_command_09_71,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_71,True,,12,12,1.0,,privaty,,13,angry,privaty,,,1,idle,,3,idle,
d_ex_command_09_72,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_72,True,,12,12,1.0,,mast_m,,13,angry,mast_m,,,1,idle,,3,idle,
d_ex_command_09_73,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_73,True,,12,12,1.0,,privaty,,13,angry,privaty,,,1,idle,,3,idle,
d_ex_command_09_74,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_74,True,,12,12,1.0,,mast_m,,13,angry,mast_m,,,1,idle,,3,idle,
d_ex_command_09_75,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_75,False,,12,12,1.0,,privaty,,13,angry,privaty,,,1,idle,,3,idle,
d_ex_command_09_76,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_76,True,,12,12,1.0,,mast_m,,13,angry,mast_m,,,1,idle2,,3,idle,
d_ex_command_09_77,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_77,True,,12,12,1.0,,privaty,,13,idle,privaty,,,1,idle2,,3,idle,
d_ex_command_09_78,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_78,True,,12,S_10,1.3,,mast_m,,13,idle,mast_m,,,1,idle2,,3,idle,
d_ex_command_09_79,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_79,True,,S_10,S_10,1.0,,mast_m,,13,idle,mast_m,,,1,idle2,,3,idle,
d_ex_command_09_80,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_80,True,,S_10,S_10,1.0,,mast_m,,13,idle,mast_m,,,1,idle2,,3,idle,
d_ex_command_09_81,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_81,True,,S_10,S_10,1.0,,mast_m,,13,idle,mast_m,,,1,idle2,,3,idle,
d_ex_command_09_82,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_82,True,,S_10,S_10,1.0,,mast_m,,13,idle,mast_m,,,1,idle2,,3,idle,
d_ex_command_09_83,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_83,True,,S_10,S_10,1.0,,mast_m,,13,idle,mast_m,,,1,idle,,3,idle,
d_ex_command_09_84,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_84,False,,S_10,12,1.3,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_85,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_85,True,,12,12,1.0,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_86,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_86,True,,12,12,1.0,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_87,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_87,False,,12,12,1.0,,privaty,,13,shy,privaty,,,1,idle,,3,idle,
d_ex_command_09_88,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_88,True,,12,12,1.0,,privaty,,13,idle,privaty,,,1,idle,,3,idle,
d_ex_command_09_89,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_89,True,,12,12,1.0,,mast_m,,13,idle,mast_m,,,1,delight,,3,idle,
d_ex_command_09_90,d_ex_command_09,Self,Locale_SuddenStory:d_ex_command_09_90,False,,12,12,1.0,,mast_m,,13,idle,,,,1,delight,,3,idle,
d_ex_command_09_91,d_ex_command_09,Speech,Locale_SuddenStory:d_ex_command_09_91,True,,12,2,1.3,,ade,,13,idle,ade,,,1,delight,,3,idle,
d_ex_command_09_92,d_ex_command_09,Self,Locale_SuddenStory:d_ex_command_09_92,False,,2,2,1.0,,ade,,13,idle,,,,1,delight,,3,idle,
d_ex_command_09_93,d_ex_command_09,Monologue,Locale_SuddenStory:d_ex_command_09_93,False,,black,black,1.0,,ade,,13,idle,,,,1,delight,,3,idle,
d_ex_command_09_94,d_ex_command_09,Monologue,Locale_SuddenStory:d_ex_command_09_94,False,,black,black,1.0,,ade,,13,idle,,,,1,delight,,3,idle,
