id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound
d_ex_redash_02_3_16,d_ex_redash_02_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_02_3_16,False,,3,surprise,,4,4,1.0,,,,5,surprise,
d_ex_redash_02_3_17,d_ex_redash_02_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_02_3_17,False,,3,surprise,,4,4,1.0,,,,5,surprise,
d_ex_redash_02_3_18,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_18,True,,3,think,,4,4,1.0,,dorothy,,5,surprise,
d_ex_redash_02_3_19,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_19,True,,3,think,,4,4,1.0,,hongryeon_o,,5,idle,
d_ex_redash_02_3_20,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_20,True,,3,think,,4,4,1.0,,hongryeon_o,,5,idle,
d_ex_redash_02_3_21,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_21,True,,3,think,,4,4,1.0,,hongryeon_o,,5,idle,
d_ex_redash_02_3_22,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_22,True,,3,surprise,,4,30,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_23,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_23,True,,3,surprise,,30,30,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_24,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_24,True,,3,surprise,,30,50,1.0,,hongryeon_o,,5,rage,
d_ex_redash_02_3_25,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_25,True,,3,surprise,,50,50,1.0,,hongryeon_o,,5,idle,
d_ex_redash_02_3_26,d_ex_redash_02_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_02_3_26,False,,3,think,,50,4,1.0,,,,5,idle,
d_ex_redash_02_3_27,d_ex_redash_02_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_02_3_27,False,,3,think,,4,4,1.0,,,,5,idle,
d_ex_redash_02_3_28,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_28,True,,3,worry,,30,300,0.7,,dorothy,,5,idle,
d_ex_redash_02_3_29,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_29,True,,3,idle,,300,300,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_30,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_30,True,,3,idle,,300,300,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_31,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_31,True,,3,idle,,300,30,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_32,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_32,True,,3,idle,,30,30,1.0,,hongryeon_o,,5,sad,
d_ex_redash_02_3_33,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_33,True,,3,surprise,,30,30,1.0,,dorothy,,5,sad,
d_ex_redash_02_3_34,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_34,True,,3,surprise,,30,30,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_35,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_35,True,,3,surprise,,30,3,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_36,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_36,True,,3,surprise,,5,50,1.0,,hongryeon_o,,5,rage,
d_ex_redash_02_3_37,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_37,True,,3,surprise,,50,50,1.0,,hongryeon_o,,5,rage,
d_ex_redash_02_3_38,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_38,True,,3,surprise,,50,50,1.0,,hongryeon_o,,5,rage,
d_ex_redash_02_3_39,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_39,True,,3,surprise,,50,50,1.0,,hongryeon_o,,5,rage,
d_ex_redash_02_3_40,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_40,True,,3,think,,50,4,1.0,,dorothy,,5,rage,
d_ex_redash_02_3_41,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_41,True,,3,think,,4,4,1.0,,hongryeon_o,,5,sad,
d_ex_redash_02_3_42,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_42,True,,3,think,,4,4,1.0,,hongryeon_o,,5,idle,
d_ex_redash_02_3_43,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_43,True,,3,think,,4,4,1.0,,hongryeon_o,,5,idle,
d_ex_redash_02_3_44,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_44,True,,3,worry,,4,4,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_45,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_45,True,,3,worry,,4,4,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_46,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_46,True,,3,worry,,4,4,1.0,,hongryeon_o,,5,surprise,
d_ex_redash_02_3_47,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_47,True,,3,worry,,4,4,1.0,,hongryeon_o,,5,go,
d_ex_redash_02_3_48,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_48,True,,3,idle,,4,4,1.0,,dorothy,,5,go,
d_ex_redash_02_3_49,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_49,True,,3,idle,,4,4,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_50,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_50,True,,3,idle,,4,4,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_51,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_51,False,,3,think,,4,4,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_52,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_52,False,,3,think,,4,4,1.0,,hongryeon_o,,5,idle,
d_ex_redash_02_3_53,d_ex_redash_02_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_02_3_53,False,,3,think,,17,170,0.5,,,,5,idle,sfx_scn_emptywind
d_ex_redash_02_3_54,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_54,True,,3,think,,4,4,1.0,,hongryeon_o,,5,idle,
d_ex_redash_02_3_55,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_55,True,,3,worry,,4,4,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_56,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_56,True,,3,worry,,4,4,1.0,,hongryeon_o,,5,think,
d_ex_redash_02_3_57,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_57,True,,3,think,,4,4,1.0,,dorothy,,5,think,
d_ex_redash_02_3_58,d_ex_redash_02_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_02_3_58,False,,3,think,,17,170,0.5,,,,5,idle,sfx_scn_emptywind
d_ex_redash_02_3_59,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_59,True,,3,think,,4,4,1.0,,hongryeon_o,,5,surprise,
d_ex_redash_02_3_60,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_60,True,,3,worry,,4,4,1.0,,dorothy,,5,surprise,
d_ex_redash_02_3_61,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_61,True,,3,worry,,4,4,1.0,,hongryeon_o,,5,surprise,
d_ex_redash_02_3_62,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_62,True,,3,worry,,4,4,1.0,,hongryeon_o,,5,surprise,
d_ex_redash_02_3_63,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_63,True,,3,surprise,,4,4,1.0,,dorothy,,5,surprise,
d_ex_redash_02_3_64,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_64,True,,3,smile,,4,4,1.0,,dorothy,,5,surprise,
d_ex_redash_02_3_65,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_65,True,,3,smile,,4,50,1.0,,hongryeon_o,,5,think,
d_ex_redash_02_3_66,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_66,True,,3,smile,,50,50,1.0,,hongryeon_o,,5,think,
d_ex_redash_02_3_67,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_67,True,,3,smile,,50,50,1.0,,hongryeon_o,,5,idle,
d_ex_redash_02_3_68,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_68,True,,3,surprise,,50,4,1.0,,dorothy,,5,idle,
d_ex_redash_02_3_69,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_69,True,,3,surprise,,4,4,1.0,,hongryeon_o,,5,sad,
d_ex_redash_02_3_70,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_70,True,,3,smile,,4,4,1.0,,dorothy,,5,sad,
d_ex_redash_02_3_71,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_71,True,,3,smile,,4,4,1.0,,hongryeon_o,,5,go,
d_ex_redash_02_3_72,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_72,True,,3,smile,,4,4,1.0,,dorothy,,5,go,
d_ex_redash_02_3_73,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_73,True,,3,smile,,4,4,1.0,,hongryeon_o,,5,go,
d_ex_redash_02_3_74,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_74,True,,3,surprise,,4,4,1.0,,dorothy,,5,go,
d_ex_redash_02_3_75,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_75,True,,3,surprise,,4,4,1.0,,hongryeon_o,,5,surprise,
d_ex_redash_02_3_76,d_ex_redash_02_3,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_02_3_76,True,,3,surprise,,4,4,1.0,,hongryeon_o,,5,go,
d_ex_redash_02_3_77,d_ex_redash_02_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_02_3_77,True,,3,surprise,,4,4,1.0,,dorothy,,5,go,
d_ex_redash_02_3_78,d_ex_redash_02_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_02_3_78,False,,3,surprise,,black,black,1.0,,,,5,go,sfx_scn_windowclack
