id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_16_09_e_24,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_24,True,,20,200,1.5,,,,,6,idle,,,4,idle,,,2,smile,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_25,d_main_16_09_e,Speech,anis,anis,Locale_MainScenario:d_main_16_09_e_25,True,,200,120,0.3,,,,,6,idle,,,4,idle,,,2,smile,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_26,d_main_16_09_e,Speech,anis,anis,Locale_MainScenario:d_main_16_09_e_26,True,,120,120,1.0,,,,,6,idle,,,4,idle,,,2,smile,,,12,worry,,,14,idle,,,16,idle,
d_main_16_09_e_27,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_27,True,,120,20,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,worry,,,14,idle,,,16,idle,
d_main_16_09_e_28,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_28,True,,20,20,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,worry,,,14,idle,,,16,idle,
d_main_16_09_e_29,d_main_16_09_e,Speech,anis,anis,Locale_MainScenario:d_main_16_09_e_29,True,,120,120,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_30,d_main_16_09_e,Speech,anis,anis,Locale_MainScenario:d_main_16_09_e_30,True,,120,120,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_31,d_main_16_09_e,Speech,anis,anis,Locale_MainScenario:d_main_16_09_e_31,True,,120,120,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_32,d_main_16_09_e,Speech,anis,anis,Locale_MainScenario:d_main_16_09_e_32,True,,120,120,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_33,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_33,False,,120,200,1.5,,,,,6,idle,,,4,idle,,,2,angry,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_34,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_34,True,,200,200,1.0,,,,,6,idle,,,4,idle,,,2,angry,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_35,d_main_16_09_e,Speech,anis,anis,Locale_MainScenario:d_main_16_09_e_35,True,,200,1200,0.3,,,,,6,idle,,,4,idle,,,2,angry,,,12,idle,,,14,idle,,,16,idle,
d_main_16_09_e_36,d_main_16_09_e,Choice,anis,,Locale_MainScenario:d_main_16_09_e_36,False,,1,1,1.0,,,d_main_16_09_e_38,,6,idle,,,4,idle,,,2,angry,,,12,idle,,,14,idle,,,16,idle,
d_main_16_09_e_37,d_main_16_09_e,Choice,anis,,Locale_MainScenario:d_main_16_09_e_37,False,,1,1,1.0,,,d_main_16_09_e_52,,6,idle,,,4,idle,,,2,angry,,,12,idle,,,14,idle,,,16,idle,
d_main_16_09_e_38,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_38,True,,1,2,1.0,,,,,6,idle,,,4,idle,,,2,smile,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_39,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_39,True,,2,2,1.0,,,,,6,idle,,,4,idle,,,2,smile,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_40,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_40,True,,2,2,1.0,,,,,6,idle,,,4,idle,,,2,smile,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_41,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_41,True,,2,2,1.0,,,,,6,idle,,,4,idle,,,2,smile,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_42,d_main_16_09_e,Self,crow,Self,Locale_MainScenario:d_main_16_09_e_42,False,,2,2,1.0,,,,,6,idle,,,4,idle,,,2,smile,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_43,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_43,True,,2,2,1.0,,,,,6,idle,,,4,idle,,,2,smile,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_44,d_main_16_09_e,Self,crow,Self,Locale_MainScenario:d_main_16_09_e_44,False,,2,2,1.0,,,,,6,idle,,,4,idle,,,2,smile,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_45,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_45,True,,2,20,2.0,,,,,6,idle,,,4,idle,,,2,surprise,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_46,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_46,True,,20,20,1.0,,,,,6,idle,,,4,idle,,,2,smile,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_47,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_47,True,,20,20,1.0,,,,,6,idle,,,4,idle,,,2,angry,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_48,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_48,True,,20,20,1.0,,,,,6,idle,,,4,idle,,,2,angry,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_49,d_main_16_09_e,Speech,neon,neon,Locale_MainScenario:d_main_16_09_e_49,True,,S_160,S_160,1.0,,,,,6,idle,,,4,idle,,,2,angry,,,12,void,,,14,idle,,,16,no,
d_main_16_09_e_50,d_main_16_09_e,Speech,anis,anis,Locale_MainScenario:d_main_16_09_e_50,True,,120,120,2.0,,,,,6,idle,,,4,idle,,,2,angry,,,12,worry,,,14,idle,,,16,no,
d_main_16_09_e_51,d_main_16_09_e,Self,anis,Self,Locale_MainScenario:d_main_16_09_e_51,False,,120,120,1.0,,,,,6,idle,,,4,idle,,,2,angry,,,12,worry,,,14,idle,,,16,idle,
d_main_16_09_e_52,d_main_16_09_e,Speech,anis,anis,Locale_MainScenario:d_main_16_09_e_52,True,,120,120,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_53,d_main_16_09_e,Speech,anis,anis,Locale_MainScenario:d_main_16_09_e_53,True,,120,120,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_54,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_54,True,,120,1,0.5,,,,,6,idle,,,4,idle,,,2,angry,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_55,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_55,True,,1,1,1.0,,,,,6,idle,,,4,idle,,,2,angry,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_56,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_56,True,,1,20,1.0,,,,,6,idle,,,4,idle,,,2,good,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_57,d_main_16_09_e,Self,crow,Self,Locale_MainScenario:d_main_16_09_e_57,False,,20,20,1.0,,,,,6,idle,,,4,idle,,,2,good,,,12,angry,,,14,idle,,,16,idle,
d_main_16_09_e_58,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_58,False,,20,20,1.0,,,,,6,idle,,,4,idle,,,2,surprise,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_59,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_59,True,,20,20,1.0,,,,,6,idle,,,4,idle,,,2,smile,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_60,d_main_16_09_e,Speech,crow,crow,Locale_MainScenario:d_main_16_09_e_60,True,,20,20,1.0,,,,,6,idle,,,4,idle,,,2,angry,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_61,d_main_16_09_e,Speech,jackal,jackal,Locale_MainScenario:d_main_16_09_e_61,True,,20,S_40,1.0,,,,,6,idle,,,4,shy_02,,,2,angry,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_62,d_main_16_09_e,Speech,viper,viper,Locale_MainScenario:d_main_16_09_e_62,True,,S_40,60,0.3,,,,,6,angry,,,4,shy_02,,,2,angry,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_63,d_main_16_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_09_e_63,True,,140,140,1.0,,,,,6,angry,,,4,idle,,,2,idle,,,12,void,,,14,think,,,16,idle,
d_main_16_09_e_64,d_main_16_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_09_e_64,True,,140,140,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_65,d_main_16_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_09_e_65,True,,140,140,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_66,d_main_16_09_e,Self,rapi,Self,Locale_MainScenario:d_main_16_09_e_66,False,,140,140,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_67,d_main_16_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_09_e_67,True,,140,14,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_68,d_main_16_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_09_e_68,True,,14,14,1.0,,,,,6,idle,,,4,idle,,,2,idle,,,12,void,,,14,idle,,,16,idle,
d_main_16_09_e_69,d_main_16_09_e,Speech,viper,viper,Locale_MainScenario:d_main_16_09_e_69,True,,14,6,1.0,,,,,6,delight,,,4,idle,,,2,idle,,,12,void,,,14,idle,,,16,idle,
