id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_24_13_11,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_11,True,,1,1,1.0,,,2,shy,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_12,d_main_24_13,Speech,dorothy,Locale_MainScenario:d_main_24_13_12,True,,1,1,1.0,,,2,shy,dorothy,,12,smile,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_13,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_13,True,,1,1,1.0,,,2,smile,nihilister_a,,12,smile,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_14,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_14,True,,1,1,1.0,,,2,smile,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_15,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_15,True,,1,1,1.0,,,2,smile,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_16,d_main_24_13,Speech,dorothy,Locale_MainScenario:d_main_24_13_16,True,,1,1,1.0,,,2,smile,dorothy,,12,angry,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_17,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_17,True,,1,20,1.0,,,2,shy,nihilister_a,,12,angry,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_18,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_18,True,,20,20,1.0,,,2,shy,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_19,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_19,True,,20,20,1.0,,,2,shy,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_20,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_20,True,,20,200,1.0,,,2,smile,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_21,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_21,True,,200,200,1.0,,,2,smile,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_22,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_22,True,,200,20,1.0,,,2,angry2,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_23,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_23,True,,20,20,1.0,,,2,idle,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_24,d_main_24_13,Speech,dorothy,Locale_MainScenario:d_main_24_13_24,True,,20,1,1.0,,,2,idle,dorothy,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_25,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_25,True,,1,1,1.0,,,2,idle,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_26,d_main_24_13,Speech,dorothy,Locale_MainScenario:d_main_24_13_26,True,,1,1,1.0,,,2,idle,dorothy,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_27,d_main_24_13,Speech,dorothy,Locale_MainScenario:d_main_24_13_27,True,,1,1,1.0,,,2,idle,dorothy,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_28,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_28,True,,1,1,1.0,,,2,smile,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_29,d_main_24_13,Speech,dorothy,Locale_MainScenario:d_main_24_13_29,True,,1,120,2.0,,,2,smile,dorothy,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_30,d_main_24_13,Speech,dorothy,Locale_MainScenario:d_main_24_13_30,True,,120,120,1.0,,,2,smile,dorothy,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_31,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_31,True,,120,20,0.7,,,2,shy,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_32,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_32,True,,20,2,1.0,,,2,shy,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_33,d_main_24_13,Speech,nihilister_a,Locale_MainScenario:d_main_24_13_33,True,,2,2,1.0,,,2,shy,nihilister_a,,12,think,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_34,d_main_24_13,Speech,dorothy,Locale_MainScenario:d_main_24_13_34,False,,2,1,0.3,,,2,shy,dorothy,,12,angry,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_35,d_main_24_13,Narration,Narration,Locale_MainScenario:d_main_24_13_35,False,,1,16,2.0,,,2,shy,,,12,angry,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_36,d_main_24_13,Narration,Narration,Locale_MainScenario:d_main_24_13_36,False,,16,16,1.0,,,2,shy,,,12,angry,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_37,d_main_24_13,Narration,Narration,Locale_MainScenario:d_main_24_13_37,False,,black,black,1.0,,,2,shy,,,12,angry,nihilister_a,dorothy,sfx_scn_pierce,,,,,,,,,,,,,,,,,,
d_main_24_13_38,d_main_24_13,Narration,Narration,Locale_MainScenario:d_main_24_13_38,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_13_39,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_39,True,CommanderRoom,12,12,1.0,none,enikk_op_l,OP_leftup,special,enikk_op_l,neon,3,idle,,,,anis,1,idle,rapi,13,idle,black,,,,,,,,,,,
d_main_24_13_40,d_main_24_13,Self,Self,Locale_MainScenario:d_main_24_13_40,False,,12,12,1.0,,,OP_leftup,special,,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_41,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_41,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_42,d_main_24_13,Self,Self,Locale_MainScenario:d_main_24_13_42,False,,12,12,1.0,,,OP_leftup,special,,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_43,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_43,True,,12,12,1.0,bgm_emergency,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_44,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_44,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_45,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_45,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_46,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_46,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_47,d_main_24_13,Self,Self,Locale_MainScenario:d_main_24_13_47,False,,12,12,1.0,,,OP_leftup,special,,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_48,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_48,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_49,d_main_24_13,Speech,rapi,Locale_MainScenario:d_main_24_13_49,True,,12,12,1.0,,,OP_leftup,special,rapi,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_50,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_50,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_51,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_51,True,Factory,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,enikk_op_l,neon,,,1,idle,,13,idle,,anis,rapi,indivilia,12,idle,Grey,,,,,
d_main_24_13_52,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_52,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,,,,,,,,,,,,,,,,12,idle,Grey,,,,,
d_main_24_13_53,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_53,True,CommanderRoom,12,12,1.0,,enikk_op_l,OP_leftup,special,enikk_op_l,neon,3,idle,,,,anis,1,idle,rapi,13,idle,,,,,12,idle,,indivilia,,,,
d_main_24_13_54,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_54,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_55,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_55,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_56,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_56,True,AtlasCage_03,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,enikk_op_l,neon,,,1,idle,,13,idle,,anis,rapi,,,,Grey,,,,,
d_main_24_13_57,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_57,True,,12,12,1.0,,,,,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,Grey,,,,,
d_main_24_13_58,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_58,True,,12,2,2.0,,,,,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,Grey,,nihilister_a,2,idle,
d_main_24_13_59,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_59,True,,2,2,1.0,,,,,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,Grey,,,2,idle,
d_main_24_13_60,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_60,True,,2,1,1.0,,,,,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,indivilia,12,idle,Grey,,,2,idle,
d_main_24_13_61,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_61,True,,1,1,1.0,,,,,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,12,idle,Grey,,,2,idle,
d_main_24_13_62,d_main_24_13,Self,Self,Locale_MainScenario:d_main_24_13_62,False,CommanderRoom,black,black,1.0,,,,,,neon,3,idle,,,,anis,1,idle,rapi,13,idle,,,,,12,idle,,indivilia,,2,idle,nihilister_a
d_main_24_13_63,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_63,True,,12,12,1.0,,enikk_op_l,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_64,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_64,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_65,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_65,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_66,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_66,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_67,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_67,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_68,d_main_24_13,Self,Self,Locale_MainScenario:d_main_24_13_68,False,,12,12,1.0,,,OP_leftup,special,,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_69,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_69,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_70,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_70,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_71,d_main_24_13,Speech,enikk_op_l,Locale_MainScenario:d_main_24_13_71,True,,12,12,1.0,,,OP_leftup,special,enikk_op_l,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_72,d_main_24_13,Speech,anis,Locale_MainScenario:d_main_24_13_72,True,,12,10,1.0,,,OP_leftup,special,anis,,3,idle,enikk_op_l,,,,1,worry,,13,idle,,,,,,,,,,,,
d_main_24_13_73,d_main_24_13,Speech,anis,Locale_MainScenario:d_main_24_13_73,True,,10,10,1.0,,,,,anis,,3,idle,,,,,1,angry,,13,idle,,,,,,,,,,,,
d_main_24_13_74,d_main_24_13,Self,Self,Locale_MainScenario:d_main_24_13_74,False,,10,10,1.0,,,,,,,3,idle,,,,,1,angry,,13,idle,,,,,,,,,,,,
d_main_24_13_75,d_main_24_13,Speech,anis,Locale_MainScenario:d_main_24_13_75,True,,10,10,1.0,,,,,anis,,3,idle,,,,,1,worry,,13,idle,,,,,,,,,,,,
d_main_24_13_76,d_main_24_13,Speech,neon,Locale_MainScenario:d_main_24_13_76,True,,10,2,1.0,,,,,neon,,3,delight,,,,,1,worry,,13,idle,,,,,,,,,,,,
d_main_24_13_77,d_main_24_13,Speech,anis,Locale_MainScenario:d_main_24_13_77,True,,2,2,1.0,,,,,anis,,3,delight,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_78,d_main_24_13,Self,Self,Locale_MainScenario:d_main_24_13_78,False,,2,2,1.0,,,,,,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
d_main_24_13_79,d_main_24_13,Speech,rapi,Locale_MainScenario:d_main_24_13_79,True,,2,12,1.0,,,,,rapi,,3,idle,,,,,1,idle,,13,idle,,,,,,,,,,,,
