id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade
d_main_20_03_36,d_main_20_03,Monologue,,Monologue,Locale_MainScenario:d_main_20_03_36,False,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,johan_hit_03,johan_hit_03,1.0,,,,,,,,,,,,,,,
d_main_20_03_37,d_main_20_03,Monologue,,Monologue,Locale_MainScenario:d_main_20_03_37,False,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,johan_hit_03,johan_hit_03,1.0,,,,,,,,,,,,,,,
d_main_20_03_38,d_main_20_03,Monologue,,Monologue,Locale_MainScenario:d_main_20_03_38,False,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,johan_hit_03,johan_hit_02,3.0,,,,,,,,,,,,,,,
d_main_20_03_39,d_main_20_03,Self,,Self,Locale_MainScenario:d_main_20_03_39,False,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,johan_hit_02,johan_hit_02,1.0,,,,,,,,,,,,,,,
d_main_20_03_40,d_main_20_03,Speech,papillon,papillon,Locale_MainScenario:d_main_20_03_40,True,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,johan_hit_02,johan_hit_02,1.0,,,,,,,,,,,,,,,
d_main_20_03_41,d_main_20_03,Speech,papillon,papillon,Locale_MainScenario:d_main_20_03_41,True,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,johan_hit_02,johan_hit_01,3.0,,,,,,,,,,,,,,,
d_main_20_03_42,d_main_20_03,Speech,papillon,papillon,Locale_MainScenario:d_main_20_03_42,True,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,johan_hit_01,johan_hit_01,1.0,,,,,,,,,,,,,,,
d_main_20_03_43,d_main_20_03,Speech,rapi,rapi,Locale_MainScenario:d_main_20_03_43,True,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,johan_hit_01,johan_hit_01,1.0,,,,,,,,,,,,,,,
d_main_20_03_44,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_44,True,johan,4,idle,dorothy,2,idle_alt,anis,13,idle,neon,15,idle,rapi,17,idle,papillon,19,idle,Desert_02,4,L_40,1.0,,,,,,,,,,,,,,,black
d_main_20_03_45,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_45,True,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_46,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_46,True,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_47,d_main_20_03,Self,,Self,Locale_MainScenario:d_main_20_03_47,False,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_48,d_main_20_03,Self,,Self,Locale_MainScenario:d_main_20_03_48,False,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_49,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_49,True,,4,angry,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_50,d_main_20_03,Self,,Self,Locale_MainScenario:d_main_20_03_50,False,,4,angry,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_51,d_main_20_03,Self,,Self,Locale_MainScenario:d_main_20_03_51,False,,4,angry,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_52,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_52,False,,4,surprise,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_53,d_main_20_03,Self,,Self,Locale_MainScenario:d_main_20_03_53,False,,4,surprise,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_54,d_main_20_03,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_03_54,True,,4,idle,,2,think_02,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,3,2.0,,,,,,,,,,,,,,,
d_main_20_03_55,d_main_20_03,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_03_55,True,,4,idle,,2,think_02,,13,idle,,15,idle,,17,idle,,19,idle,,3,3,1.0,,,,,,,,,,,,,,,
d_main_20_03_56,d_main_20_03,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_03_56,True,,4,idle,,2,think_02,,13,idle,,15,idle,,17,idle,,19,idle,,3,3,1.0,,,,,,,,,,,,,,,
d_main_20_03_57,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_57,False,,4,think,,2,think_02,,13,idle,,15,idle,,17,idle,,19,idle,,3,3,1.0,,,,,,,,,,,,,,,
d_main_20_03_58,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_58,True,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,3,3,1.0,,,,,,,,,,,,,,,
d_main_20_03_59,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_59,True,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,3,4,1.5,,,,,,,,,,,,,,,
d_main_20_03_60,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_60,True,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,4,4,1.0,,,,,,,,,,,,,,,
d_main_20_03_61,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_61,True,,4,idle,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,4,L_40,2.0,,,,,,,,,,,,,,,
d_main_20_03_62,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_62,True,,4,angry,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_63,d_main_20_03,Self,,Self,Locale_MainScenario:d_main_20_03_63,False,,4,angry,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_64,d_main_20_03,Self,,Self,Locale_MainScenario:d_main_20_03_64,False,,4,angry,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_65,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_65,True,,4,think,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_66,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_66,True,,4,delight,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_67,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_67,True,,4,delight,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_68,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_68,True,,4,delight,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_69,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_69,True,,4,angry,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
d_main_20_03_70,d_main_20_03,Speech,johan,johan,Locale_MainScenario:d_main_20_03_70,True,,4,no,,2,idle_alt,,13,idle,,15,idle,,17,idle,,19,idle,,L_40,L_40,1.0,,,,,,,,,,,,,,,
