id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_goddessofvictory_09_21,d_ex_goddessofvictory_09,Speech,rupee,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_21,False,,L_200,L_200,1.0,,,,,,2,surprise,,12,idle,
d_ex_goddessofvictory_09_22,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_22,True,,L_200,L_200,1.0,,,,,,2,surprise,,12,idle,
d_ex_goddessofvictory_09_23,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_23,True,,L_200,XS_1200,1.0,,,,,,2,surprise,,12,idle,
d_ex_goddessofvictory_09_24,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_24,True,,XS_1200,XS_1200,1.0,,,,,,2,surprise,,12,angry,
d_ex_goddessofvictory_09_25,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_25,True,,XS_1200,XS_120,1.0,,,,,,2,surprise,,12,angry,
d_ex_goddessofvictory_09_26,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_26,True,,XS_120,XS_120,1.0,,,,,,2,surprise,,12,delight,
d_ex_goddessofvictory_09_27,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_27,False,,XS_120,1,1.0,,,,,,2,surprise,,12,delight,
d_ex_goddessofvictory_09_28,d_ex_goddessofvictory_09,Self,rupee,,Locale_SuddenStory:d_ex_goddessofvictory_09_28,False,,1,1,1.0,,,,,,2,surprise,,12,delight,
d_ex_goddessofvictory_09_29,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_29,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_30,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_30,True,,1,1,1.0,,,,,,2,idle,,12,angry,
d_ex_goddessofvictory_09_31,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_31,True,,1,1,1.0,,,,,,2,idle,,12,angry,
d_ex_goddessofvictory_09_32,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_32,True,,1,1,1.0,,,,,,2,idle,,12,angry,
d_ex_goddessofvictory_09_33,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_33,True,,1,1,1.0,,,,,,2,idle,,12,angry,
d_ex_goddessofvictory_09_34,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_34,True,,1,XS_120,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_35,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_35,True,,XS_120,XS_120,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_36,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_36,True,,XS_120,XS_1200,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_37,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_37,True,,XS_1200,L_200,0.5,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_38,d_ex_goddessofvictory_09,Speech,rupee,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_38,True,,L_200,L_200,1.0,,,,,,2,idle,,12,angry,
d_ex_goddessofvictory_09_39,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_39,True,,L_200,L_20,1.0,,,,,,2,surprise,,12,angry,
d_ex_goddessofvictory_09_40,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_40,True,,L_20,XS_120,1.0,,,,,,2,surprise,,12,delight,
d_ex_goddessofvictory_09_41,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_41,True,,XS_120,XS_120,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_42,d_ex_goddessofvictory_09,Speech,guillotine,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_42,False,,XS_120,XS_120,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_43,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_43,True,,XS_120,XS_120,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_44,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_44,True,,XS_120,XS_120,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_45,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_45,True,,XS_120,XS_1200,0.5,,Low_2,,,,2,idle,,12,angry,
d_ex_goddessofvictory_09_46,d_ex_goddessofvictory_09,Narration,guillotine,,Locale_SuddenStory:d_ex_goddessofvictory_09_46,False,,XS_1200,XS_1200,1.0,,,,,,2,idle,,12,angry,
d_ex_goddessofvictory_09_47,d_ex_goddessofvictory_09,Choice,guillotine,,Locale_SuddenStory:d_ex_goddessofvictory_09_47,False,,XS_1200,XS_1200,1.0,,,d_ex_goddessofvictory_09_49,,,2,idle,,12,angry,
d_ex_goddessofvictory_09_48,d_ex_goddessofvictory_09,Choice,guillotine,,Locale_SuddenStory:d_ex_goddessofvictory_09_48,False,,XS_1200,XS_1200,1.0,,,d_ex_goddessofvictory_09_50,,,2,idle,,12,angry,
d_ex_goddessofvictory_09_49,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_49,False,,XS_1200,XS_1200,1.0,,,d_ex_goddessofvictory_09_51,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_50,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_50,True,,XS_1200,XS_1200,1.0,,,d_ex_goddessofvictory_09_51,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_51,d_ex_goddessofvictory_09,Speech,guillotine,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_51,False,,XS_1200,XS_120,1.0,none,,,,,2,sad,,12,idle,
d_ex_goddessofvictory_09_52,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_52,True,,XS_120,XS_120,1.0,,,,,,2,sad,,12,idle,
d_ex_goddessofvictory_09_53,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_53,True,,XS_120,L_20,1.0,,,,,,2,sad,,12,idle,
d_ex_goddessofvictory_09_54,d_ex_goddessofvictory_09,Speech,rupee,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_54,False,,L_20,L_20,1.0,bgm_story_whosdumber,,,,,2,sad,,12,no,
d_ex_goddessofvictory_09_55,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_55,True,,L_20,L_20,1.0,,,,,,2,sad,,12,no,
d_ex_goddessofvictory_09_56,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_56,True,,L_20,1,1.0,,,,,,2,sad,,12,no,
d_ex_goddessofvictory_09_57,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_57,False,,1,1,1.0,,,,,,2,sad,,12,shy,
d_ex_goddessofvictory_09_58,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_58,True,,1,1,1.0,,,,,,2,sad,,12,angry,
d_ex_goddessofvictory_09_59,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_59,True,,1,1,1.0,,,,,,2,sad,,12,angry,
d_ex_goddessofvictory_09_60,d_ex_goddessofvictory_09,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_goddessofvictory_09_60,True,,1,1,1.0,,,,,,2,sad,,12,angry,
d_ex_goddessofvictory_09_61,d_ex_goddessofvictory_09,Narration,rupee,,Locale_SuddenStory:d_ex_goddessofvictory_09_61,False,,1,1,1.0,,,,,,2,sad,,12,angry,guillotine
d_ex_goddessofvictory_09_62,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_62,True,,1,L_20,1.0,,,,,,2,idle,,,,
d_ex_goddessofvictory_09_63,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_63,True,,L_20,L_20,1.0,,,,,,2,idle,,,,
d_ex_goddessofvictory_09_64,d_ex_goddessofvictory_09,Speech,rupee,unknown,Locale_SuddenStory:d_ex_goddessofvictory_09_64,False,,L_20,L_20,1.0,,,,,,2,idle,,,,
d_ex_goddessofvictory_09_65,d_ex_goddessofvictory_09,Narration,laplace,,Locale_SuddenStory:d_ex_goddessofvictory_09_65,False,,L_20,1,1.0,,Low_2,,sfx_scn_smash,,2,surprise,laplace,12,idle,
d_ex_goddessofvictory_09_66,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_66,True,,1,1,1.0,,,,,,2,surprise,,12,idle,
d_ex_goddessofvictory_09_67,d_ex_goddessofvictory_09,Self,rupee,,Locale_SuddenStory:d_ex_goddessofvictory_09_67,False,,1,1,1.0,,,,,,2,surprise,,12,idle,
d_ex_goddessofvictory_09_68,d_ex_goddessofvictory_09,Speech,laplace,laplace,Locale_SuddenStory:d_ex_goddessofvictory_09_68,True,,1,S_120,1.0,,,,,,2,surprise,,12,idle,
d_ex_goddessofvictory_09_69,d_ex_goddessofvictory_09,Speech,laplace,laplace,Locale_SuddenStory:d_ex_goddessofvictory_09_69,True,,S_120,S_120,1.0,,,,,,2,surprise,,12,delight,
d_ex_goddessofvictory_09_70,d_ex_goddessofvictory_09,Speech,laplace,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_70,False,,S_120,S_120,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_71,d_ex_goddessofvictory_09,Speech,laplace,laplace,Locale_SuddenStory:d_ex_goddessofvictory_09_71,True,,S_120,S_120,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_72,d_ex_goddessofvictory_09,Speech,laplace,laplace,Locale_SuddenStory:d_ex_goddessofvictory_09_72,True,,S_120,S_1200,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_73,d_ex_goddessofvictory_09,Speech,laplace,laplace,Locale_SuddenStory:d_ex_goddessofvictory_09_73,True,,S_1200,S_1200,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_74,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_74,True,,S_1200,L_200,0.5,,,,,,2,angry,,12,delight,
d_ex_goddessofvictory_09_75,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_75,True,,L_200,L_200,1.0,,,,,,2,angry,,12,delight,
d_ex_goddessofvictory_09_76,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_76,True,,L_200,L_200,1.0,,,,,,2,angry,,12,delight,
d_ex_goddessofvictory_09_77,d_ex_goddessofvictory_09,Speech,laplace,laplace,Locale_SuddenStory:d_ex_goddessofvictory_09_77,False,,L_200,S_120,1.0,,,,,,2,angry,,12,shy,
d_ex_goddessofvictory_09_78,d_ex_goddessofvictory_09,Speech,laplace,laplace,Locale_SuddenStory:d_ex_goddessofvictory_09_78,True,,S_120,S_120,1.0,,,,,,2,angry,,12,angry,
d_ex_goddessofvictory_09_79,d_ex_goddessofvictory_09,Speech,laplace,laplace,Locale_SuddenStory:d_ex_goddessofvictory_09_79,True,,S_120,S_120,1.0,,,,,,2,angry,,12,angry,
d_ex_goddessofvictory_09_80,d_ex_goddessofvictory_09,Speech,laplace,laplace,Locale_SuddenStory:d_ex_goddessofvictory_09_80,True,,S_120,S_120,1.0,,Low_2,,sfx_scn_smash,,2,angry,,12,angry,laplace
d_ex_goddessofvictory_09_81,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_81,True,,S_120,L_20,1.0,,,,,,2,surprise,,,,
d_ex_goddessofvictory_09_82,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_82,True,,L_20,L_20,1.0,,,,,,2,sad,,,,
d_ex_goddessofvictory_09_83,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_83,True,,L_20,L_20,1.0,,,,,,2,idle,,,,
d_ex_goddessofvictory_09_84,d_ex_goddessofvictory_09,Self,rupee,,Locale_SuddenStory:d_ex_goddessofvictory_09_84,False,,L_20,L_20,1.0,,,,,,2,idle,,,,
d_ex_goddessofvictory_09_85,d_ex_goddessofvictory_09,Self,rupee,,Locale_SuddenStory:d_ex_goddessofvictory_09_85,False,,L_20,L_20,1.0,none,,,,,2,idle,,,,
d_ex_goddessofvictory_09_86,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_86,True,,L_20,L_200,1.0,,,,,,2,surprise,,,,
d_ex_goddessofvictory_09_87,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_87,True,,L_200,L_200,1.0,,,,,,2,idle,,,,
d_ex_goddessofvictory_09_88,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_88,True,,L_200,1,1.0,event_bgm_onemoretime,,,,,2,idle,clay,12,idle,
d_ex_goddessofvictory_09_89,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_89,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_90,d_ex_goddessofvictory_09,Self,clay,,Locale_SuddenStory:d_ex_goddessofvictory_09_90,False,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_91,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_91,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_92,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_92,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_93,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_93,True,,1,120,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_94,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_94,True,,120,120,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_95,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_95,True,,120,120,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_96,d_ex_goddessofvictory_09,Speech,clay,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_96,False,,120,1200,1.0,,,,,,2,delight,,12,idle,
d_ex_goddessofvictory_09_97,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_97,True,,1200,1200,1.0,,,,,,2,delight,,12,delight,
d_ex_goddessofvictory_09_98,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_98,True,,1200,L_200,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_99,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_99,True,,L_200,L_200,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_100,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_100,True,,L_200,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_101,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_101,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_102,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_102,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_103,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_103,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_104,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_104,True,,1,1,1.0,,,,,,2,idle,,12,surprise,
d_ex_goddessofvictory_09_105,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_105,True,,1,120,1.0,,,,,,2,idle,,12,surprise,
d_ex_goddessofvictory_09_106,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_106,True,,120,120,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_107,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_107,True,,120,1200,0.5,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_108,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_108,True,,1200,1200,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_109,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_109,True,,1200,1,1.0,,,,,,2,delight,,12,delight,
d_ex_goddessofvictory_09_110,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_110,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_111,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_111,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_112,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_112,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_113,d_ex_goddessofvictory_09,Narration,clay,,Locale_SuddenStory:d_ex_goddessofvictory_09_113,False,,1,12,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_114,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_114,True,,12,120,1.0,,,,sfx_scn_pompom3,,2,idle,,12,idle,
d_ex_goddessofvictory_09_115,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_115,True,,120,120,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_116,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_116,True,,120,1200,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_117,d_ex_goddessofvictory_09,Narration,clay,,Locale_SuddenStory:d_ex_goddessofvictory_09_117,False,,1200,1200,1.0,,Low_2,,sfx_scn_heavytrip,,2,idle,,12,idle,clay
d_ex_goddessofvictory_09_118,d_ex_goddessofvictory_09,Narration,clay,,Locale_SuddenStory:d_ex_goddessofvictory_09_118,False,,1200,1200,1.0,,,,,,2,idle,,,,
d_ex_goddessofvictory_09_119,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_119,True,,1200,1200,1.0,,,,,,2,idle,clay,12,delight,
d_ex_goddessofvictory_09_120,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_120,True,,1200,1200,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_121,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_121,True,,1200,1200,1.0,,,,,,2,idle,,12,idle,
d_ex_goddessofvictory_09_122,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_122,True,,1200,1200,1.0,,,,sfx_scn_pompom2,,2,idle,,12,delight,
d_ex_goddessofvictory_09_123,d_ex_goddessofvictory_09,Self,clay,,Locale_SuddenStory:d_ex_goddessofvictory_09_123,False,,1200,1200,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_124,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_124,True,,1200,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_125,d_ex_goddessofvictory_09,Self,rupee,,Locale_SuddenStory:d_ex_goddessofvictory_09_125,False,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_126,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_126,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_127,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_127,True,,1,L_20,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_128,d_ex_goddessofvictory_09,Narration,rupee,,Locale_SuddenStory:d_ex_goddessofvictory_09_128,False,,L_20,L_20,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_129,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_129,True,,L_20,L_20,1.0,,,,,,2,shy,,12,delight,
d_ex_goddessofvictory_09_130,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_130,True,,L_20,1,1.0,,,,,,2,shy,,12,delight,
d_ex_goddessofvictory_09_131,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_131,True,,1,1,1.0,,,,,,2,shy,,12,delight,
