id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/4/hide_char_id,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
d_main_11_04_60,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_60,True,,,,,1,idle,,13,idle,,3,idle,,12,12,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_61,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_61,True,,,,,1,idle,,13,idle,,3,idle,,12,12,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_62,d_main_11_04,Speech,rapi,rapi,Locale_MainScenario:d_main_11_04_62,False,,,,,1,idle,,13,think,,3,idle,,12,12,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_63,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_63,True,,,,,1,idle,,13,think,,3,idle,,12,10,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_64,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_64,True,,,,,1,idle,,13,think,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_65,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_65,True,,,,,1,idle,,13,think,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_66,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_66,True,,,,,1,idle,,13,think,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_67,d_main_11_04,Speech,laplace,laplace,Locale_MainScenario:d_main_11_04_67,True,,,,,1,idle,,13,think,,3,idle,,10,S_30,0.7,,,,,,,,,,,,,,,,,
d_main_11_04_68,d_main_11_04,Speech,laplace,laplace,Locale_MainScenario:d_main_11_04_68,True,,,,,1,idle,,13,think,,3,idle,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_69,d_main_11_04,Speech,laplace,laplace,Locale_MainScenario:d_main_11_04_69,True,,,,,1,idle,,13,think,,3,idle,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_70,d_main_11_04,Speech,laplace,laplace,Locale_MainScenario:d_main_11_04_70,True,,,,,1,idle,,13,think,,3,delight,,S_30,S_300,0.7,,,,,,,,,,,,,,,,,
d_main_11_04_71,d_main_11_04,Speech,rapi,rapi,Locale_MainScenario:d_main_11_04_71,True,,,,,1,idle,,13,think,,3,delight,,130,130,1.0,,,,,,,,,,,,,,,,,
