id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_filter_01,set_filter_02,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_ex_church_01_16,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_16,True,,15,15,1.0,,,Vignetting,Blur_Low,,,,,,,,,,,,,,,,dolla,15,idle,
d_ex_church_01_17,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_17,True,Church,1,XS_100,0.5,,,,,,,,guillotine,1,angry,,,,,,,,,,,15,angry,dolla
d_ex_church_01_18,d_ex_church_01,Choice,guillotine,,Locale_SuddenStory:d_ex_church_01_18,False,,XS_100,XS_100,1.0,,d_ex_church_01_20,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_19,d_ex_church_01,Choice,guillotine,,Locale_SuddenStory:d_ex_church_01_19,False,,XS_100,XS_100,1.0,,d_ex_church_01_21,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_20,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_20,False,,XS_100,XS_100,1.0,,d_ex_church_01_21,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_21,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_21,True,,XS_100,XS_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_22,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_22,True,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_23,d_ex_church_01,Narration,guillotine,,Locale_SuddenStory:d_ex_church_01_23,False,,XS_10,15,3.0,,,,,sfx_scn_whistle,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_24,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_24,True,,15,15,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_25,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_25,True,,15,15,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_26,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_26,True,,15,15,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_27,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_27,True,,15,15,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_28,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_28,True,,15,1,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_29,d_ex_church_01,Choice,guillotine,,Locale_SuddenStory:d_ex_church_01_29,False,,1,1,1.0,,d_ex_church_01_31,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_30,d_ex_church_01,Choice,guillotine,,Locale_SuddenStory:d_ex_church_01_30,False,,1,1,1.0,,d_ex_church_01_34,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_31,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_31,True,,1,XS_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_32,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_32,True,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_33,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_33,True,,XS_10,XS_100,1.0,,d_ex_church_01_35,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_34,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_34,True,,1,XS_100,1.0,,d_ex_church_01_35,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_35,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_35,True,,XS_100,XS_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_36,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_36,True,,XS_10,XS_100,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_37,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_37,True,,XS_100,XS_100,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_38,d_ex_church_01,Self,guillotine,,Locale_SuddenStory:d_ex_church_01_38,False,,XS_100,XS_100,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_39,d_ex_church_01,Narration,guillotine,,Locale_SuddenStory:d_ex_church_01_39,False,,1,1,1.0,none,,,,,black,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_40,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_40,True,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_41,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_41,True,,1,XS_10,2.0,,,,,,,,,1,delight,,,,,,,,,,,,,
d_ex_church_01_42,d_ex_church_01,Monologue,guillotine,,Locale_SuddenStory:d_ex_church_01_42,False,,XS_10,XS_10,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,
d_ex_church_01_43,d_ex_church_01,Monologue,guillotine,,Locale_SuddenStory:d_ex_church_01_43,False,,XS_10,XS_10,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,
d_ex_church_01_44,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_44,True,,XS_10,XS_10,1.0,bgm_story_darklord,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_45,d_ex_church_01,Choice,guillotine,,Locale_SuddenStory:d_ex_church_01_45,False,,XS_10,XS_10,1.0,,d_ex_church_01_50,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_46,d_ex_church_01,Choice,guillotine,,Locale_SuddenStory:d_ex_church_01_46,False,,XS_10,XS_10,1.0,,d_ex_church_01_47,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_47,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_47,True,,XS_10,XS_10,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_48,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_48,True,,XS_10,XS_10,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_49,d_ex_church_01,Self,guillotine,,Locale_SuddenStory:d_ex_church_01_49,False,,XS_10,XS_10,1.0,,d_ex_church_01_50,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_50,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_50,True,,XS_10,XS_10,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_51,d_ex_church_01,Self,guillotine,,Locale_SuddenStory:d_ex_church_01_51,False,,XS_10,XS_10,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_52,d_ex_church_01,Narration,guillotine,,Locale_SuddenStory:d_ex_church_01_52,False,,XS_10,15,1.0,,,,,sfx_scn_rampage,,Low_2,,1,angry,,,,,,,,,,,,,
d_ex_church_01_53,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_53,True,,15,15,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_54,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_54,True,,15,15,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_55,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_55,True,,15,15,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_56,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_56,True,,15,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_57,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_57,True,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_58,d_ex_church_01,Choice,guillotine,,Locale_SuddenStory:d_ex_church_01_58,False,,1,1,1.0,,d_ex_church_01_60,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_59,d_ex_church_01,Choice,guillotine,,Locale_SuddenStory:d_ex_church_01_59,False,,1,1,1.0,,d_ex_church_01_61,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_60,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_60,True,,1,1,1.0,,d_ex_church_01_65,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_61,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_61,True,,1,1,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_62,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_62,True,,1,1,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_63,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_63,True,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_64,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_64,True,,1,XS_10,1.0,,d_ex_church_01_65,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_65,d_ex_church_01,Monologue,guillotine,,Locale_SuddenStory:d_ex_church_01_65,False,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_66,d_ex_church_01,Monologue,guillotine,,Locale_SuddenStory:d_ex_church_01_66,False,,XS_10,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_67,d_ex_church_01,Choice,guillotine,,Locale_SuddenStory:d_ex_church_01_67,False,,1,1,1.0,,d_ex_church_01_69,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_68,d_ex_church_01,Choice,guillotine,,Locale_SuddenStory:d_ex_church_01_68,False,,1,1,1.0,,d_ex_church_01_69,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_69,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_69,True,,1,XS_10,2.0,,,,,,,,,1,idle,,,,,,,,,,,,,
d_ex_church_01_70,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_70,True,,XS_10,XS_100,0.5,,,,,,,Low_2,,1,angry,,,,,,,,,,,,,
d_ex_church_01_71,d_ex_church_01,Self,guillotine,,Locale_SuddenStory:d_ex_church_01_71,False,,XS_100,XS_100,1.0,,,,,,,,,1,angry,,,,,,,,,,,,,
d_ex_church_01_72,d_ex_church_01,Narration,guillotine,,Locale_SuddenStory:d_ex_church_01_72,False,,XS_100,1315,0.5,none,,,,sfx_scn_smash,,Low_2,,1,angry,,,,,,,,,,,,,
d_ex_church_01_73,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_73,True,,1315,1315,1.0,,,,,,,,,1,angry,,poli,13,angry,,miranda,15,idle,,,,,
d_ex_church_01_74,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_74,False,,1315,13,1.0,,,,,,,,,1,angry,,,13,angry,,,15,idle,,,,,
d_ex_church_01_75,d_ex_church_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_church_01_75,False,,13,15,1.0,,,,,,,,,1,angry,,,13,angry,,,15,idle,,,,,
d_ex_church_01_76,d_ex_church_01,Self,miranda,,Locale_SuddenStory:d_ex_church_01_76,False,,15,15,1.0,,,,,,,,,1,angry,,,13,idle,,,15,idle,,,,,
d_ex_church_01_77,d_ex_church_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_church_01_77,True,,15,15,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_78,d_ex_church_01,Self,miranda,,Locale_SuddenStory:d_ex_church_01_78,False,,15,15,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_79,d_ex_church_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_church_01_79,True,,15,15,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_80,d_ex_church_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_church_01_80,True,,15,15,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_81,d_ex_church_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_church_01_81,True,,15,S_150,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_82,d_ex_church_01,Self,,,Locale_SuddenStory:d_ex_church_01_82,False,,S_150,S_150,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_83,d_ex_church_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_church_01_83,True,,S_150,15,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_84,d_ex_church_01,Speech,miranda,miranda,Locale_SuddenStory:d_ex_church_01_84,True,,15,15,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_85,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_85,True,,15,13,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_86,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_86,False,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_87,d_ex_church_01,Narration,guillotine,,Locale_SuddenStory:d_ex_church_01_87,False,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_88,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_88,True,,XS_10,XS_100,1.0,bgm_story_stormbreakers,,,,,,,,1,angry,,,13,idle,,,15,idle,,,,,
d_ex_church_01_89,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_89,True,,XS_100,XS_100,1.0,,,,,,,,,1,angry,,,13,idle,,,15,idle,,,,,
d_ex_church_01_90,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_90,True,,XS_100,XS_100,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_91,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_91,True,,XS_100,XS_100,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_92,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_92,True,,XS_100,XS_100,1.0,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
d_ex_church_01_93,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_93,True,,XS_100,XS_100,1.0,,,,,,,,,1,angry,,,13,idle,,,15,idle,,,,,
d_ex_church_01_94,d_ex_church_01,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_01_94,True,,XS_100,XS_100,1.0,,,,,,,,,1,angry,,,13,idle,,,15,idle,,,,,
d_ex_church_01_95,d_ex_church_01,Narration,guillotine,,Locale_SuddenStory:d_ex_church_01_95,False,,XS_100,1,1.0,none,,,,sfx_scn_phoneout,,,,1,angry,,,13,idle,,,15,idle,,,,,
d_ex_church_01_96,d_ex_church_01,Self,guillotine,,Locale_SuddenStory:d_ex_church_01_96,False,,1,1,1.0,,,,,,,,,1,angry,,,13,idle,,,15,idle,,,,,
d_ex_church_01_97,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_97,True,,1,13,1.0,,,,,,,,,1,angry,,,13,idle,,,15,idle,,,,,
d_ex_church_01_98,d_ex_church_01,Speech,poli,poli,Locale_SuddenStory:d_ex_church_01_98,True,,13,S_130,1.0,,,,,,,,,1,angry,,,13,idle,,,15,idle,,,,,
d_ex_church_01_99,d_ex_church_01,Narration,poli,,Locale_SuddenStory:d_ex_church_01_99,False,black,S_130,S_130,1.0,,,,,sfx_scn_handcuffs,,,,1,angry,guillotine,,13,idle,poli,,15,idle,miranda,,,,
d_ex_church_01_100,d_ex_church_01,Narration,poli,,Locale_SuddenStory:d_ex_church_01_100,False,black,S_130,S_130,1.0,,,,,sfx_scn_policesignal,,,,,,,,,,,,,,,,,,
