id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/5/hide_char_id
d_main_28_05_s_72,d_main_28_05_s,Self,,,Locale_MainScenario:d_main_28_05_s_72,False,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,1,1,1.0,,,,,,,,,,,
d_main_28_05_s_73,d_main_28_05_s,Narration,,,Locale_MainScenario:d_main_28_05_s_73,False,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,1,1,1.0,,,,,,,,neon,anis,liveryn,hammering
d_main_28_05_s_74,d_main_28_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_s_74,True,,,,,,,,13,idle,,,,,15,idle,,,,,1,14,1.0,,,,,,,,,,,
d_main_28_05_s_75,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_75,True,,,,,,,,13,idle,,,,,15,idle,,,,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_76,d_main_28_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_s_76,True,,,,,,,,13,idle,,,,,15,idle,,,,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_77,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_77,True,,,,,,,,13,idle,,,,,15,delight,,,,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_78,d_main_28_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_s_78,True,,,,,,,,13,idle,,,,,15,delight,,,,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_79,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_79,True,,,,,,,,13,idle,,,,,15,idle,,,,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_80,d_main_28_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_s_80,True,,,,,,,,13,idle,,,,,15,idle,,,,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_81,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_81,True,,,,,,,,13,idle,,,,,15,idle,,,,,14,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_82,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_82,True,,,,,,,,13,idle,,,,,15,idle,,,,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_83,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_83,True,,,,,,,,13,idle,,,,,15,idle,,,,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_84,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_84,True,,,,,,,,13,idle,,,,,15,idle,,,,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_85,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_85,True,,,,,,,,13,idle,,,,,15,idle,,,,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_86,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_86,True,,,,,,,,13,idle,,,,,15,idle,,,,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_87,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_87,True,,,,,,,,13,idle,,,,,15,idle,,,,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_88,d_main_28_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_s_88,True,,,,,,,,13,idle,,,,,15,idle,,,,,S_150,14,1.0,,,,,,,,,,,
d_main_28_05_s_89,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_89,True,,,,,,,,13,idle,,,,,15,idle,,,,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_90,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_90,True,,,,,,,,13,idle,,,,,15,idle,,,,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_91,d_main_28_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_s_91,True,,,,,,,,13,idle,,,,,15,idle,,,,,14,130,1.0,,,,,,,,,,,
