id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,set_filter_01
d_main_17_12_16,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_16,True,,1,no,,13,idle,,15,idle,,17,idle,,10,100,1.0,,,,
d_main_17_12_17,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_17,True,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,,,
d_main_17_12_18,d_main_17_12,Self,rapunzel,,Locale_MainScenario:d_main_17_12_18,False,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,,,
d_main_17_12_19,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_19,True,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,,,
d_main_17_12_20,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_20,True,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,,,
d_main_17_12_21,d_main_17_12,Choice,rapunzel,,Locale_MainScenario:d_main_17_12_21,False,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,d_main_17_12_24,,
d_main_17_12_22,d_main_17_12,Choice,rapunzel,,Locale_MainScenario:d_main_17_12_22,False,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,d_main_17_12_24,,
d_main_17_12_23,d_main_17_12,Choice,rapunzel,,Locale_MainScenario:d_main_17_12_23,False,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,d_main_17_12_24,,
d_main_17_12_24,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_24,True,,1,idle,,13,idle,,15,idle,,17,idle,,100,10,1.0,,,,
d_main_17_12_25,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_25,True,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_26,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_26,True,,1,no,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_27,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_27,True,,1,no,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_28,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_28,True,,1,no,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_29,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_29,True,,1,no,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_30,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_30,True,,1,no,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_31,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_31,True,,1,no,,13,idle,,15,idle,,17,idle,,10,100,1.0,,,,
d_main_17_12_32,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_32,True,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,,,
d_main_17_12_33,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_33,True,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,,,
d_main_17_12_34,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_34,True,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,,,
d_main_17_12_35,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_35,True,,1,no,,13,idle,,15,idle,,17,idle,,100,100,1.0,,,,
d_main_17_12_36,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_36,True,,1,idle,,13,idle,,15,idle,,17,idle,,100,10,1.0,,,,
d_main_17_12_37,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_37,True,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_38,d_main_17_12,Self,rapunzel,,Locale_MainScenario:d_main_17_12_38,False,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_39,d_main_17_12,Self,rapunzel,,Locale_MainScenario:d_main_17_12_39,False,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_40,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_40,True,,1,idle,,13,idle,,15,idle,,17,idle,,10,1,1.0,,,,
d_main_17_12_41,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_41,True,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,
d_main_17_12_42,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_42,True,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,
d_main_17_12_43,d_main_17_12,Self,rapunzel,,Locale_MainScenario:d_main_17_12_43,False,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,
d_main_17_12_44,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_44,True,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,
d_main_17_12_45,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_45,True,,1,idle,,13,idle,,15,idle,,17,idle,,1,10,1.0,,,,
d_main_17_12_46,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_46,True,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_47,d_main_17_12,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_12_47,True,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_17_12_48,d_main_17_12,Monologue,rapunzel,,Locale_MainScenario:d_main_17_12_48,False,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,none,,rapunzel,
d_main_17_12_49,d_main_17_12,Speech,anis,anis,Locale_MainScenario:d_main_17_12_49,True,,,,,13,idle,,15,void,,17,idle,,150,150,1.0,,,,
d_main_17_12_50,d_main_17_12,Speech,neon,neon,Locale_MainScenario:d_main_17_12_50,True,,,,,13,idle,,15,void,,17,idle,,S_170,S_170,1.0,,,,
d_main_17_12_51,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_51,False,,,,,13,think,,15,void,,17,idle,,130,130,1.0,,,,
d_main_17_12_52,d_main_17_12,Self,rapi,,Locale_MainScenario:d_main_17_12_52,False,,,,,13,think,,15,void,,17,idle,,130,130,1.0,,,,
d_main_17_12_53,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_53,True,,,,,13,think,,15,void,,17,idle,,130,130,1.0,bgm_story_weare,,,
d_main_17_12_54,d_main_17_12,Self,rapi,,Locale_MainScenario:d_main_17_12_54,False,,,,,13,think,,15,void,,17,idle,,130,130,1.0,,,,
d_main_17_12_55,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_55,True,,,,,13,idle,,15,void,,17,idle,,130,130,1.0,,,,
d_main_17_12_56,d_main_17_12,Self,rapi,,Locale_MainScenario:d_main_17_12_56,False,,,,,13,idle,,15,void,,17,idle,,130,130,1.0,,,,
d_main_17_12_57,d_main_17_12,Self,rapi,,Locale_MainScenario:d_main_17_12_57,False,,,,,13,idle,,15,void,,17,idle,,130,130,1.0,,,,
d_main_17_12_58,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_58,False,,,,,13,think,,15,void,,17,idle,,130,130,1.0,,,,
d_main_17_12_59,d_main_17_12,Speech,neon,neon,Locale_MainScenario:d_main_17_12_59,False,,,,,13,idle,,15,void,,17,idle,,S_170,S_170,1.0,,,,
d_main_17_12_60,d_main_17_12,Speech,anis,anis,Locale_MainScenario:d_main_17_12_60,False,,,,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,
d_main_17_12_61,d_main_17_12,Speech,anis,anis,Locale_MainScenario:d_main_17_12_61,True,,,,,13,idle,,15,delight,,17,idle,,150,1500,0.5,,,,
d_main_17_12_62,d_main_17_12,Speech,anis,anis,Locale_MainScenario:d_main_17_12_62,True,,,,,13,idle,,15,delight,,17,idle,,1500,1500,1.0,,,,
d_main_17_12_63,d_main_17_12,Speech,anis,anis,Locale_MainScenario:d_main_17_12_63,True,,,,,13,idle,,15,delight,,17,idle,,1500,1500,1.0,,,,
d_main_17_12_64,d_main_17_12,Speech,neon,neon,Locale_MainScenario:d_main_17_12_64,True,,,,,13,idle,,15,delight,,17,idle,,S_1700,S_1700,1.0,,,,
d_main_17_12_65,d_main_17_12,Speech,neon,neon,Locale_MainScenario:d_main_17_12_65,True,,,,,13,idle,,15,delight,,17,no,,S_1700,S_1700,1.0,,,,
d_main_17_12_66,d_main_17_12,Speech,anis,anis,Locale_MainScenario:d_main_17_12_66,True,,,,,13,idle,,15,no,,17,no,,150,150,1.0,,,,
d_main_17_12_67,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_67,True,,,,,13,idle,,15,delight,,17,no,,130,130,1.0,,,,
d_main_17_12_68,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_68,True,,,,,13,idle,,15,delight,,17,idle,,130,130,1.0,,,,
d_main_17_12_69,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_69,True,,,,,13,idle,,15,delight,,17,idle,,130,130,1.0,,,,
d_main_17_12_70,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_70,True,,,,,13,idle,,15,delight,,17,idle,,130,130,1.0,,,,
d_main_17_12_71,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_71,True,,,,,13,idle,,15,delight,,17,idle,,black,black,1.0,,,,
d_main_17_12_72,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_72,True,,,,,13,idle,,15,delight,,17,idle,CityForest_01,black,black,1.0,,,,Grey
d_main_17_12_73,d_main_17_12,Self,,,Locale_MainScenario:d_main_17_12_73,False,,,,,13,idle,,15,delight,,17,idle,IceLand_01,black,black,1.0,,,,
d_main_17_12_74,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_74,True,,,,,13,think,,15,delight,,17,idle,,130,130,1.0,,,,
d_main_17_12_75,d_main_17_12,Speech,anis,anis,Locale_MainScenario:d_main_17_12_75,True,,,,,13,idle,,15,delight,,17,idle,,130,1315,1.0,,,,
d_main_17_12_76,d_main_17_12,Speech,anis,anis,Locale_MainScenario:d_main_17_12_76,True,,,,,13,idle,,15,delight,,17,idle,,1315,1315,1.0,,,,
d_main_17_12_77,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_77,True,,,,,13,idle,,15,delight,,17,idle,,1315,1315,1.0,,,,
d_main_17_12_78,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_78,True,,,,,13,idle,,15,delight,,17,idle,,1315,1315,1.0,,,,
d_main_17_12_79,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_79,True,,,,,13,idle,,15,delight,,17,idle,,1315,1315,1.0,,,,
d_main_17_12_80,d_main_17_12,Self,rapi,,Locale_MainScenario:d_main_17_12_80,False,,,,,13,idle,,15,delight,,17,idle,,1315,130,1.0,,,,
d_main_17_12_81,d_main_17_12,Self,rapi,,Locale_MainScenario:d_main_17_12_81,False,,,,,13,idle,,15,delight,,17,idle,,130,130,1.0,,,,
d_main_17_12_82,d_main_17_12,Speech,rapi,rapi,Locale_MainScenario:d_main_17_12_82,True,,,,,13,idle,,15,delight,,17,idle,,130,130,1.0,,,,
d_main_17_12_83,d_main_17_12,Speech,anis,anis,Locale_MainScenario:d_main_17_12_83,True,,,,,13,idle,,15,delight,,17,idle,,150,150,1.0,,,,
d_main_17_12_84,d_main_17_12,Speech,neon,neon,Locale_MainScenario:d_main_17_12_84,True,,,,,13,idle,,15,delight,,17,delight,,S_170,S_170,1.0,,,,
