id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_21_01_e_16,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_16,False,,1,idle,,1,1,1.0,
d_main_21_01_e_17,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_17,False,,1,idle,,1,1,1.0,
d_main_21_01_e_18,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_18,True,,1,idle,,1,1,1.0,
d_main_21_01_e_19,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_19,True,,1,idle,,1,1,1.0,
d_main_21_01_e_20,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_20,False,,1,idle,,1,1,1.0,
d_main_21_01_e_21,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_21,True,,1,idle,,1,1,1.0,
d_main_21_01_e_22,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_22,True,,1,idle,,1,1,1.0,
d_main_21_01_e_23,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_23,True,,1,idle,,1,10,2.0,
d_main_21_01_e_24,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_24,False,,1,idle,,10,10,1.0,
d_main_21_01_e_25,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_25,False,,1,idle,,10,10,1.0,
d_main_21_01_e_26,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_26,True,,1,idle,,10,100,1.0,
d_main_21_01_e_27,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_27,False,,1,idle,,100,100,1.0,
d_main_21_01_e_28,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_28,True,,1,idle,,100,100,1.0,
d_main_21_01_e_29,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_29,True,,1,idle,,100,100,1.0,
d_main_21_01_e_30,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_30,True,,1,idle,,100,100,1.0,
d_main_21_01_e_31,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_31,False,,1,idle,,100,100,1.0,
d_main_21_01_e_32,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_32,True,,1,delight,,100,10,1.0,
d_main_21_01_e_33,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_33,False,,1,delight,,10,10,1.0,
d_main_21_01_e_34,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_34,True,,1,idle,,10,10,1.0,
d_main_21_01_e_35,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_35,True,,1,idle,,10,10,1.0,
d_main_21_01_e_36,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_36,True,,1,idle,,10,10,1.0,
d_main_21_01_e_37,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_37,True,,1,idle,,10,10,1.0,
d_main_21_01_e_38,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_38,True,,1,idle,,10,10,1.0,
d_main_21_01_e_39,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_39,True,,1,idle,,10,10,1.0,
d_main_21_01_e_40,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_40,False,,1,idle,,10,10,1.0,
d_main_21_01_e_41,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_41,False,,1,idle,,10,10,1.0,
d_main_21_01_e_42,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_42,True,,1,idle,,10,10,1.0,
d_main_21_01_e_43,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_43,True,,1,idle,,10,10,1.0,
d_main_21_01_e_44,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_44,True,,1,idle,,10,10,1.0,
d_main_21_01_e_45,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_45,False,,1,idle,,10,10,1.0,
d_main_21_01_e_46,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_46,True,,1,idle,,10,10,1.0,
d_main_21_01_e_47,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_47,True,,1,idle,,10,100,0.5,
