id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/5/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_21_07_e_15,d_main_21_07_e,Monologue,Monologue,Locale_MainScenario:d_main_21_07_e_15,False,,7,void,,5,idle,,3,idle,,1,idle,,17,idle,,15,shy,,S_1500,15,1.0,,,isabel,,,,,,,,,
d_main_21_07_e_16,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_16,True,,7,void,,5,idle,,3,idle,,1,idle,,17,idle,,,,,15,1,1.0,,johan,,,,,,,,,,
d_main_21_07_e_17,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_17,True,,7,void,,5,idle,,3,idle,,1,idle,,17,idle,,,,,1,7,3.0,,johan,,,,,,,,,,
d_main_21_07_e_18,d_main_21_07_e,Speech,anis,Locale_MainScenario:d_main_21_07_e_18,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,,,,7,70,1.0,,anis,,,,,,,,,,
d_main_21_07_e_19,d_main_21_07_e,Speech,neon,Locale_MainScenario:d_main_21_07_e_19,True,,7,idle,,5,delight,,3,idle,,1,idle,,17,idle,,,,,70,S_50,1.0,,neon,,,,,,,,,,
d_main_21_07_e_20,d_main_21_07_e,Speech,rapi,Locale_MainScenario:d_main_21_07_e_20,True,,7,idle,,5,delight,,3,idle,,1,idle,,17,idle,,,,,S_50,30,1.0,,rapi,,,,,,,,,,
d_main_21_07_e_21,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_21,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,,,,30,L_10,1.0,,johan,,,,,,,,,,
d_main_21_07_e_22,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_22,False,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,,,,L_10,L_10,1.0,,johan,,,,,,,,,,
d_main_21_07_e_23,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_23,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,,,,L_10,L_100,1.0,,johan,,,,,,,,,,
d_main_21_07_e_24,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_24,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,,,,L_100,L_100,1.0,,johan,,,,,,,,,,
d_main_21_07_e_25,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_25,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,,,,L_100,L_100,1.0,,johan,,,,,,,,,,
d_main_21_07_e_26,d_main_21_07_e,Speech,rapi,Locale_MainScenario:d_main_21_07_e_26,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,,,,3,3,1.0,,rapi,,,,,,,,,,
d_main_21_07_e_27,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_27,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,,,,3,3,1.0,,rapi,,,,,,,,,,
d_main_21_07_e_28,d_main_21_07_e,Monologue,Monologue,Locale_MainScenario:d_main_21_07_e_28,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,,,,3,1,1.0,,,,anis,neon,rapi,johan,noah,,,,
d_main_21_07_e_29,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_29,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_21_07_e_30,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_30,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,cecil_op_c,OP_center,idle,
d_main_21_07_e_31,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_31,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_32,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_32,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_33,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_33,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_34,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_34,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_35,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_35,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_36,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_36,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_37,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_37,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_38,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_38,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_39,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_39,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_40,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_40,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_41,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_41,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_42,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_42,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_43,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_43,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_44,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_44,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_45,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_45,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_46,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_46,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_47,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_47,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_48,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_48,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_49,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_49,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_50,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_50,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_51,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_51,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_52,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_52,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_53,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_53,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_54,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_54,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_55,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_55,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_56,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_56,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_57,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_57,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_58,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_58,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_59,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_59,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_60,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_60,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_61,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_61,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_62,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_62,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_63,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_63,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_64,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_64,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_65,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_65,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_66,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_66,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_67,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_67,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_68,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_68,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_69,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_69,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_70,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_70,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_71,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_71,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_72,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_72,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_73,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_73,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_74,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_74,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_75,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_75,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_76,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_76,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_77,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_77,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_78,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_78,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_79,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_79,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_80,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_80,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_81,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_81,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_82,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_82,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_83,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_83,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_84,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_84,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_85,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_85,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_86,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_86,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_87,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_87,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_88,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_88,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_89,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_89,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_90,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_90,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_91,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_91,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_92,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_92,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_93,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_93,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_94,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_94,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_95,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_95,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_96,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_96,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_97,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_97,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_98,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_98,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_99,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_99,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_100,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_100,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_101,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_101,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_102,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_102,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_103,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_103,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_104,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_104,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_105,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_105,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_106,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_106,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_107,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_107,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_108,d_main_21_07_e,Speech,cecil_op_c,Locale_MainScenario:d_main_21_07_e_108,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cecil_op_c,,,,,,,,OP_center,idle,
d_main_21_07_e_109,d_main_21_07_e,Speech,anis,Locale_MainScenario:d_main_21_07_e_109,True,anis,7,sad,neon,5,idle,rapi,3,idle,johan,1,idle,noah,13,idle,,,,,1,75,1.0,,anis,,,,,,,,OP_center,idle,cecil_op_c
d_main_21_07_e_110,d_main_21_07_e,Speech,neon,Locale_MainScenario:d_main_21_07_e_110,True,,7,sad,,5,idle,,3,idle,,1,idle,,13,idle,,,,,75,75,1.0,,neon,,,,,,,,,,
d_main_21_07_e_111,d_main_21_07_e,Speech,rapi,Locale_MainScenario:d_main_21_07_e_111,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,,,,75,31,1.0,,rapi,,,,,,,,,,
d_main_21_07_e_112,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_112,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,,,,31,31,1.0,,johan,,,,,,,,,,
d_main_21_07_e_113,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_113,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,,,,31,31,1.0,,johan,,,,,,,,,,
d_main_21_07_e_114,d_main_21_07_e,Speech,rapi,Locale_MainScenario:d_main_21_07_e_114,True,,7,void,,5,idle,,3,worry,,1,idle,,13,idle,,,,,31,31,1.0,,rapi,,,,,,,,,,
d_main_21_07_e_115,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_115,False,,7,void,,5,idle,,3,worry,,1,idle,,13,idle,,,,,31,31,1.0,,johan,,,,,,,,,,
d_main_21_07_e_116,d_main_21_07_e,Speech,rapi,Locale_MainScenario:d_main_21_07_e_116,True,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,,,,31,30,1.0,,rapi,,,,,,,,,,
d_main_21_07_e_117,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_117,True,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,,,,30,L_10,1.0,,johan,,,,,,,,,,
d_main_21_07_e_118,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_118,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,,,,L_10,113,1.0,,johan,,,,,,,,,,
d_main_21_07_e_119,d_main_21_07_e,Speech,noah,Locale_MainScenario:d_main_21_07_e_119,True,,7,void,,5,idle,,3,idle,,1,idle,,13,surprise,,,,,113,113,1.0,,noah,,,,,,,,,,
d_main_21_07_e_120,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_120,True,,7,void,,5,idle,,3,idle,,1,idle,,13,surprise,,,,,113,113,1.0,,johan,,,,,,,,,,
