id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_18_10_32,d_main_18_10,Speech,anis,anis,Locale_MainScenario:d_main_18_10_32,False,,10,10,1.0,,,7,surprise,,5,angry,,3,idle,,1,idle,,13,idle,,15,sad,,,,
d_main_18_10_33,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_33,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,,,
d_main_18_10_34,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_34,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,,,
d_main_18_10_35,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_35,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,,,
d_main_18_10_36,d_main_18_10,Speech,rapi,rapi,Locale_MainScenario:d_main_18_10_36,True,,10,2,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,,,
d_main_18_10_37,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_37,True,,2,2,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,,,
d_main_18_10_38,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_38,True,,2,2,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,,,
d_main_18_10_39,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_39,True,,2,2,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,syuen_op_l,OP_leftup,think,
d_main_18_10_40,d_main_18_10,Speech,anis,anis,Locale_MainScenario:d_main_18_10_40,True,,2,6,1.0,,,7,idle,,5,angry,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_41,d_main_18_10,Speech,neon,neon,Locale_MainScenario:d_main_18_10_41,True,,6,6,1.0,,,7,surprise,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_42,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_42,True,,6,6,1.0,,,7,surprise,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_43,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_43,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_44,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_44,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_45,d_main_18_10,Speech,anis,anis,Locale_MainScenario:d_main_18_10_45,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_46,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_46,True,,10,100,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_47,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_47,True,,100,100,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,angry,
d_main_18_10_48,d_main_18_10,Speech,neon,neon,Locale_MainScenario:d_main_18_10_48,True,,6,6,1.0,,,7,surprise,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,angry,
d_main_18_10_49,d_main_18_10,Speech,anis,anis,Locale_MainScenario:d_main_18_10_49,True,,6,6,1.0,,,7,surprise,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,angry,
d_main_18_10_50,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_50,True,,6,6,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,angry,
d_main_18_10_51,d_main_18_10,Speech,anis,anis,Locale_MainScenario:d_main_18_10_51,True,,6,50,1.0,,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,angry,
d_main_18_10_52,d_main_18_10,Speech,neon,neon,Locale_MainScenario:d_main_18_10_52,True,,50,S_70,1.0,,,7,delight,,5,delight,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,angry,
d_main_18_10_53,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_53,False,,S_70,S_70,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,angry,
d_main_18_10_54,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_54,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_55,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_55,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_56,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_56,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,delight,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_57,d_main_18_10,Self,maxwell,,Locale_MainScenario:d_main_18_10_57,False,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,delight,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_58,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_58,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_59,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_59,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_60,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_60,True,,10,100,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_61,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_61,True,,100,100,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_62,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_62,True,,100,100,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,angry,
d_main_18_10_63,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_63,True,,100,100,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,angry,
d_main_18_10_64,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_64,True,,100,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,angry,
d_main_18_10_65,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_65,True,,S_150,S_150,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_66,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_66,True,,S_150,S_150,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_67,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_67,True,,S_150,S_150,1.0,,,7,idle,,5,sad,,3,idle,,1,idle,,13,idle,,15,sad,,OP_leftup,think,
d_main_18_10_68,d_main_18_10,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_10_68,True,,S_150,S_150,1.0,,,7,idle,,5,sad,,3,idle,,1,idle,,13,no,,15,sad,,OP_leftup,think,
d_main_18_10_69,d_main_18_10,Monologue,syuen_op_l,,Locale_MainScenario:d_main_18_10_69,False,,S_150,S_150,1.0,,,7,idle,,5,sad,,3,idle,,1,idle,,13,no,,15,sad,,OP_leftup,think,syuen_op_l
d_main_18_10_70,d_main_18_10,Speech,laplace,laplace,Locale_MainScenario:d_main_18_10_70,False,,S_150,S_150,1.0,,,7,idle,,5,sad,,3,idle,,1,sad,,13,no,,15,sad,,,,
d_main_18_10_71,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_71,False,,10,10,1.0,,,7,idle,,5,sad,,3,idle,,1,sad,,13,no,,15,sad,,,,
d_main_18_10_72,d_main_18_10,Speech,drake,drake,Locale_MainScenario:d_main_18_10_72,True,,10,130,1.0,,,7,idle,,5,void,,3,idle,,1,sad,,13,angry,,15,sad,,,,
d_main_18_10_73,d_main_18_10,Speech,drake,drake,Locale_MainScenario:d_main_18_10_73,True,,130,1300,0.5,,,7,idle,,5,void,,3,idle,,1,idle,,13,delight,,15,sad,,,,
d_main_18_10_74,d_main_18_10,Speech,drake,drake,Locale_MainScenario:d_main_18_10_74,True,,1300,1300,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,,,
d_main_18_10_75,d_main_18_10,Speech,laplace,laplace,Locale_MainScenario:d_main_18_10_75,True,,1300,S_150,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,,,
d_main_18_10_76,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_76,True,,10,10,1.0,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,,,
d_main_18_10_77,d_main_18_10,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_10_77,True,,10,100,0.5,,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,sad,,,,
