id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,set_camera_shake,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_31_07_15,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_15,True,,50,50,1.0,,,behemoth,,,,,1,idle,,,5,good,,,,,,,,,,,,,,,,,
d_main_31_07_16,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_16,True,,50,50,1.0,,,behemoth,,,,,1,idle,,,5,good,,,,,,,,,,,,,,,,,
d_main_31_07_17,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_17,True,,1,L_10,1.0,,,grave_no,,,,,1,idle,,,5,good,,,,,,,,,,,,,,,,,
d_main_31_07_18,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_18,True,,50,50,1.0,,,behemoth,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_19,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_19,True,,50,50,1.0,,,behemoth,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_20,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_20,True,,50,50,1.0,,,behemoth,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_21,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_21,True,,L_10,L_10,1.0,,,grave_no,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_22,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_22,True,,50,50,1.0,,,behemoth,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_23,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_23,True,,50,50,1.0,,,behemoth,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_24,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_24,True,,50,50,1.0,,,behemoth,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_25,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_25,False,,L_10,1,1.0,,,grave_no,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_26,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_26,True,,1,1,1.0,,,grave_no,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_27,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_27,True,,1,1,1.0,,,grave_no,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_28,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_28,True,,1,1,1.0,,,grave_no,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_29,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_29,True,,1,1,1.0,,,grave_no,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_30,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_30,True,,50,5,1.0,,,behemoth,,,,,1,idle,,,5,good,,,,,,,,,,,,,,,,,
d_main_31_07_31,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_31,True,,5,5,1.0,,,behemoth,,,,,1,idle,,,5,good,,,,,,,,,,,,,,,,,
d_main_31_07_32,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_32,True,,1,1,1.0,,,grave_no,,,,,1,idle,,,5,good,,,,,,,,,,,,,,,,,
d_main_31_07_33,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_33,True,,1,1,1.0,,,grave_no,,,,,1,idle,,,5,good,,,,,,,,,,,,,,,,,
d_main_31_07_34,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_34,False,,1,L_10,0.5,sfx_scn_aimheavy,,,,,,,1,idle,,,5,good,,,,,,,,,,,,,,,,,
d_main_31_07_35,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_35,False,,black,black,1.0,sfx_scn_energyballfire,,,,,,,1,idle,,,5,good,,,,,,,,,,,,,,,,,
d_main_31_07_36,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_36,False,,black,black,1.0,,,,,,,,1,idle,,,5,good,,,,,,,,,,,,,,,,,
d_main_31_07_37,d_main_31_07,Narration,behemoth,Locale_MainScenario:d_main_31_07_37,False,,50,50,1.0,,,,,,,,1,idle,,,5,idle,,,,,,,,,,,,,,,,,
d_main_31_07_38,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_38,True,,50,50,1.0,,,behemoth,,,,,1,idle,,,5,think,,,,,,,,,,,,,,,,,
d_main_31_07_39,d_main_31_07,Narration,behemoth,Locale_MainScenario:d_main_31_07_39,False,,50,5,1.0,sfx_scn_steeldodge,,,Low_2,,,,1,idle,,,5,think,,,,,,,,,,,,,,,,,
d_main_31_07_40,d_main_31_07,Narration,behemoth,Locale_MainScenario:d_main_31_07_40,False,,5,5,1.0,,,,,,,,1,idle,,,5,think,,,,,,,,,,,,,,,,,
d_main_31_07_41,d_main_31_07,Narration,behemoth,Locale_MainScenario:d_main_31_07_41,False,,5,2,1.0,,,,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_42,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_42,True,,2,2,1.0,,,grave_no,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_43,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_43,False,,2,2,1.0,sfx_scn_3energyballfire,,,Low_2,,,,1,idle,,,3,good,,,,,,,,,,,,,,,,,
d_main_31_07_44,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_44,False,,2,2,1.0,sfx_scn_3steeldodge,,,Low_2,,,,1,idle,,,3,good,,,,,,,,,,,,,,,,,
d_main_31_07_45,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_45,False,,2,30,1.0,,,,,,,,1,idle,,,3,good,,,,,,,,,,,,,,,,,
d_main_31_07_46,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_46,True,,30,30,1.0,,,behemoth,,,,,1,idle,,,3,good,,,,,,,,,,,,,,,,,
d_main_31_07_47,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_47,True,,30,30,1.0,,,behemoth,,,,,1,idle,,,3,good,,,,,,,,,,,,,,,,,
d_main_31_07_48,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_48,True,,30,30,1.0,,,behemoth,,,,,1,idle,,,3,good,,,,,,,,,,,,,,,,,
d_main_31_07_49,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_49,False,,30,2,1.0,,,grave_no,,,,,1,idle,,,3,good,,,,,,,,,,,,,,,,,
d_main_31_07_50,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_50,True,,2,2,1.0,,,behemoth,,,,,1,idle,,,3,good,,,,,,,,,,,,,,,,,
d_main_31_07_51,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_51,True,,2,2,1.0,,,grave_no,,,,,1,idle,,,3,good,,,,,,,,,,,,,,,,,
d_main_31_07_52,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_52,True,,2,2,1.0,,,behemoth,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_53,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_53,True,,2,2,1.0,,,behemoth,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_54,d_main_31_07,Narration,behemoth,Locale_MainScenario:d_main_31_07_54,False,,2,L_10,1.0,sfx_scn_crystalgrowupsmall,,,Low_2,Vignetting,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_55,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_55,False,,L_10,L_10,1.0,,,,,Vignetting,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_56,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_56,False,,L_10,L_10,1.0,,,,,Vignetting,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_57,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_57,True,,L_10,L_100,1.0,,,grave_no,,Vignetting,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_58,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_58,True,,L_100,30,1.0,,,behemoth,,,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_31_07_59,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_59,True,,30,30,1.0,,,behemoth,,,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_31_07_60,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_60,True,,30,30,1.0,,,behemoth,,,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_31_07_61,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_61,True,,L_100,L_100,1.0,,,grave_no,Low_2,,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_31_07_62,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_62,False,,L_100,L_100,1.0,,,,,,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_31_07_63,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_63,False,,L_100,1,0.6,sfx_scn_crystallwallhit,,,Low_2,,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_31_07_64,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_64,False,,1,1,1.0,,,,,,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_31_07_65,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_65,False,,1,3,1.0,sfx_scn_wallhit,,,Low_2,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_66,d_main_31_07,Narration,grave_no,Locale_MainScenario:d_main_31_07_66,False,,3,3,1.0,,,,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_67,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_67,False,,3,30,1.0,,,behemoth,,,,,1,idle,,,3,angry,,,,,,,,,,,,,,,,,
d_main_31_07_68,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_68,True,,30,30,1.0,,,behemoth,,,,,1,idle,,,3,angry,,,,,,,,,,,,,,,,,
d_main_31_07_69,d_main_31_07,Narration,behemoth,Locale_MainScenario:d_main_31_07_69,False,,black,black,1.0,sfx_scn_bighitwall,,,,,,,1,idle,,,3,angry,,,,,,,,,,,,,,,,,
d_main_31_07_70,d_main_31_07,Narration,behemoth,Locale_MainScenario:d_main_31_07_70,False,,black,black,1.0,,,,,,,,1,idle,,,3,angry,,,,,,,,,,,,,,,,,
d_main_31_07_71,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_71,True,,L_10,L_100,0.6,,,grave_no,,,,,1,idle,,,3,angry,,,,,,,,,,,,,,,,,
d_main_31_07_72,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_72,True,,L_100,300,1.0,,,behemoth,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_73,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_73,True,,300,300,1.0,,,behemoth,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_74,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_74,True,,300,300,1.0,,,behemoth,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_75,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_75,True,,300,300,1.0,,,behemoth,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_76,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_76,True,,300,300,1.0,,,behemoth,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_77,d_main_31_07,Speech,grave_no,Locale_MainScenario:d_main_31_07_77,True,,L_100,L_100,1.0,,,grave_no,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_78,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_78,True,,300,30,1.0,,,behemoth,,,,,1,idle,,,3,void,,,,,,,,,,,,,,,,,
d_main_31_07_79,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_79,True,,30,30,1.0,,,behemoth,,,,,1,idle,,,3,void,,,,,,,,,,,,,,,,,
d_main_31_07_80,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_80,True,,30,30,1.0,,,behemoth,,,,,1,idle,,,3,void,,,,,,,,,,,,,,,,,
d_main_31_07_81,d_main_31_07,Speech,behemoth,Locale_MainScenario:d_main_31_07_81,True,,30,2,1.0,,,behemoth,,,,,1,idle,,,3,think,,,,,,,,,,,,,,,,,
d_main_31_07_82,d_main_31_07,Speech,shifty,Locale_MainScenario:d_main_31_07_82,True,,5,5,1.0,,,shifty,,,black,rapi,1,idle,grave_no,neon,3,idle,behemoth,anis,5,void,eunhwa,13,idle,vesti,15,idle,emma,17,worry,shifty,OP_leftup,angry,
d_main_31_07_83,d_main_31_07,Speech,anis,Locale_MainScenario:d_main_31_07_83,True,,5,50,1.0,,,anis,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,OP_leftup,angry,shifty
d_main_31_07_84,d_main_31_07,Self,anis,Locale_MainScenario:d_main_31_07_84,False,,50,50,1.0,,,,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_85,d_main_31_07,Speech,anis,Locale_MainScenario:d_main_31_07_85,True,,50,50,1.0,,,anis,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_86,d_main_31_07,Speech,neon,Locale_MainScenario:d_main_31_07_86,True,,50,S_30,1.0,,,neon,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_87,d_main_31_07,Speech,neon,Locale_MainScenario:d_main_31_07_87,True,,S_30,S_30,1.0,,,neon,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_88,d_main_31_07,Speech,rapi,Locale_MainScenario:d_main_31_07_88,False,,10,10,1.0,,,rapi,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_89,d_main_31_07,Speech,neon,Locale_MainScenario:d_main_31_07_89,True,,S_30,3,1.0,,,neon,,,,,1,idle,,,3,worry,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_90,d_main_31_07,Self,rapi,Locale_MainScenario:d_main_31_07_90,False,,3,1,1.0,,,,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_91,d_main_31_07,Self,rapi,Locale_MainScenario:d_main_31_07_91,False,,1,1,1.0,,,,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_92,d_main_31_07,Self,rapi,Locale_MainScenario:d_main_31_07_92,False,,1,1,1.0,,,,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_93,d_main_31_07,Self,rapi,Locale_MainScenario:d_main_31_07_93,False,,1,1,1.0,,,,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_94,d_main_31_07,Speech,rapi,Locale_MainScenario:d_main_31_07_94,True,,1,10,0.6,,,rapi,,,,,1,angry,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_95,d_main_31_07,Self,rapi,Locale_MainScenario:d_main_31_07_95,False,,10,10,1.0,,,,,,,,1,angry,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_96,d_main_31_07,Self,rapi,Locale_MainScenario:d_main_31_07_96,False,,10,10,1.0,,,,,,,,1,angry,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_97,d_main_31_07,Speech,rapi,Locale_MainScenario:d_main_31_07_97,True,,10,10,1.0,,,rapi,,,,,1,angry,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_98,d_main_31_07,Speech,rapi,Locale_MainScenario:d_main_31_07_98,True,,10,10,1.0,,,rapi,,,,,1,angry,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_99,d_main_31_07,Speech,rapi,Locale_MainScenario:d_main_31_07_99,True,,10,10,1.0,,,rapi,,,,,1,angry,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_100,d_main_31_07,Self,rapi,Locale_MainScenario:d_main_31_07_100,False,,10,10,1.0,,,,,,,,1,angry,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_101,d_main_31_07,Speech,rapi,Locale_MainScenario:d_main_31_07_101,False,,10,1,1.0,,,rapi,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_102,d_main_31_07,Self,rapi,Locale_MainScenario:d_main_31_07_102,False,,1,1,1.0,,,,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_103,d_main_31_07,Speech,anis,Locale_MainScenario:d_main_31_07_103,True,,4,4,1.0,,,anis,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_104,d_main_31_07,Speech,neon,Locale_MainScenario:d_main_31_07_104,True,,4,4,1.0,,,neon,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_105,d_main_31_07,Speech,eunhwa,Locale_MainScenario:d_main_31_07_105,True,,4,12,1.0,,,eunhwa,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_106,d_main_31_07,Speech,eunhwa,Locale_MainScenario:d_main_31_07_106,True,,12,12,1.0,,,eunhwa,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_107,d_main_31_07,Speech,rapi,Locale_MainScenario:d_main_31_07_107,False,,12,12,1.0,,,rapi,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_108,d_main_31_07,Speech,eunhwa,Locale_MainScenario:d_main_31_07_108,True,,12,130,1.0,,,eunhwa,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_109,d_main_31_07,Speech,eunhwa,Locale_MainScenario:d_main_31_07_109,True,,130,130,1.0,,,eunhwa,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_110,d_main_31_07,Speech,eunhwa,Locale_MainScenario:d_main_31_07_110,True,,130,130,1.0,,,eunhwa,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_111,d_main_31_07,Speech,vesti,Locale_MainScenario:d_main_31_07_111,True,,16,16,1.0,,,vesti,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
d_main_31_07_112,d_main_31_07,Speech,emma,Locale_MainScenario:d_main_31_07_112,True,,16,16,1.0,,,emma,,,,,1,idle,,,3,idle,,,5,void,,13,idle,,15,idle,,17,worry,,,,
