id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_main_30_07_e_48,d_main_30_07_e,Narration,Locale_MainScenario:d_main_30_07_e_48,False,,1,1,1.0,sfx_scn_heavydash,,,rapi,,,,,,,,,,,,,,
d_main_30_07_e_49,d_main_30_07_e,Narration,Locale_MainScenario:d_main_30_07_e_49,False,,1,d_main_30_07_e_7,0.6,,,Low_2,rapi,,,,,,,,,,,,,,
d_main_30_07_e_50,d_main_30_07_e,Narration,Locale_MainScenario:d_main_30_07_e_50,False,,d_main_30_07_e_7,d_main_30_07_e_7,1.0,sfx_scn_hugetorsohit,,,rapi,,,,,,,,,,,,,,
d_main_30_07_e_51,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_51,True,,d_main_30_07_e_7,d_main_30_07_e_7,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_52,d_main_30_07_e,Narration,Locale_MainScenario:d_main_30_07_e_52,False,,d_main_30_07_e_7,d_main_30_07_e_7,1.0,,,,grave,,,,,,,,,,,,,,
d_main_30_07_e_53,d_main_30_07_e,Narration,Locale_MainScenario:d_main_30_07_e_53,False,EventScene_Chap_30_04_06,d_main_30_07_e_7,1,1.0,,,,grave,,,,,,,,,,,,,,
d_main_30_07_e_54,d_main_30_07_e,Narration,Locale_MainScenario:d_main_30_07_e_54,False,,1,1,1.0,,,,grave,,,,,,,,,,,,,,
d_main_30_07_e_55,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_55,True,,1,1,1.0,,,,rapi,rapi,,,,,,,,,,,,,
d_main_30_07_e_56,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_56,True,,1,1,1.0,,,,rapi,rapi,,,,,,,,,,,,,
d_main_30_07_e_57,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_57,True,,1,1,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_58,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_58,True,,1,1,1.0,,,,rapi,rapi,,,,,,,,,,,,,
d_main_30_07_e_59,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_59,True,,1,1,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_60,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_60,True,,1,1,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_61,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_61,True,,1,1,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_62,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_62,True,,1,1,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_63,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_63,True,,1,1,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_64,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_64,True,,1,1,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_65,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_65,True,,1,1,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_66,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_66,True,EventScene_Chap_30_04_07,black,black,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_67,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_67,True,,d_main_30_07_e_8,d_main_30_07_e_9,0.5,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_68,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_68,True,,d_main_30_07_e_9,d_main_30_07_e_9,1.0,,,,grave,grave,,,,,,,,,,,,,
d_main_30_07_e_69,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_69,True,CrystalField_1,black,black,1.0,,,,neon,neon,grave,13,idle,anis,17,angry,neon,19,idle,,,,
d_main_30_07_e_70,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_70,True,,170,18,1.0,,,,anis,anis,,13,idle,,17,angry,,19,idle,,,,
d_main_30_07_e_71,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_71,True,,18,13,2.0,,,,grave,grave,,13,idle,,17,angry,,19,idle,,,,
d_main_30_07_e_72,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_72,True,,13,L_130,1.0,,,,grave,grave,,13,idle,,17,angry,,19,idle,,,,
d_main_30_07_e_73,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_73,True,,L_130,L_130,1.0,,,,grave,grave,,13,idle,,17,angry,,19,idle,,,,
d_main_30_07_e_74,d_main_30_07_e,Narration,Locale_MainScenario:d_main_30_07_e_74,False,,black,black,1.0,,none,,grave,,,13,idle,,17,angry,,19,idle,grave,,,
d_main_30_07_e_75,d_main_30_07_e,Narration,Locale_MainScenario:d_main_30_07_e_75,False,,black,black,1.0,,,,grave,,,,,,17,angry,,19,idle,,rapi,1,worry
d_main_30_07_e_76,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_76,True,,L_130,10,2.0,,,,rapi,rapi,,,,,17,angry,,19,idle,,,1,worry
d_main_30_07_e_77,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_77,True,,10,10,1.0,,bgm_enemyclose,,rapi,rapi,,,,,17,angry,,19,idle,,,1,worry
d_main_30_07_e_78,d_main_30_07_e,Self,Locale_MainScenario:d_main_30_07_e_78,False,,10,10,1.0,,,,rapi,,,,,,17,angry,,19,idle,,,1,worry
d_main_30_07_e_79,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_79,True,,10,10,1.0,,,,rapi,rapi,,,,,17,angry,,19,idle,,,1,worry
d_main_30_07_e_80,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_80,True,,10,10,1.0,,,,rapi,rapi,,,,,17,angry,,19,idle,,,1,worry
d_main_30_07_e_81,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_81,True,,black,black,1.0,,,,neon,neon,,,,,13,angry,,15,idle,,,1,idle
d_main_30_07_e_82,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_82,True,,10,12,1.0,,,,anis,anis,,,,,13,angry,,15,idle,,,1,idle
d_main_30_07_e_83,d_main_30_07_e,Self,Locale_MainScenario:d_main_30_07_e_83,False,,12,12,1.0,,,,anis,,,,,,13,angry,,15,idle,,,1,idle
d_main_30_07_e_84,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_84,True,,12,14,2.0,,,,anis,anis,,,,,13,sad,,15,idle,,,1,idle
d_main_30_07_e_85,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_85,True,,14,14,1.0,,,,neon,neon,,,,,13,void,,15,idle,,,1,idle
d_main_30_07_e_86,d_main_30_07_e,Monologue,Locale_MainScenario:d_main_30_07_e_86,False,,black,black,1.0,,,,neon,,,,,,13,void,,15,idle,,,1,idle
d_main_30_07_e_87,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_87,True,,14,14,1.0,,,,neon,neon,,,,,13,void,,15,idle,,,1,idle
d_main_30_07_e_88,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_88,True,,14,14,1.0,,,,anis,anis,,,,,13,worry,,15,idle,,,1,idle
d_main_30_07_e_89,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_89,True,,14,12,1.0,,,,rapi,rapi,,,,,13,void,,15,idle,,,1,think
d_main_30_07_e_90,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_90,True,,12,12,1.0,,,,rapi,rapi,,,,,13,void,,15,idle,,,1,think
d_main_30_07_e_91,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_91,True,,S_150,S_150,1.0,,,,neon,neon,,,,,13,void,,15,delight,,,1,idle
d_main_30_07_e_92,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_92,True,,S_150,130,1.0,,,,anis,anis,,,,,13,sad,,15,idle,,,1,idle
d_main_30_07_e_93,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_93,True,,130,14,1.0,,,,neon,neon,,,,,13,void,,15,surprise,,,1,idle
d_main_30_07_e_94,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_94,True,,14,14,1.0,,,,neon,neon,,,,,13,void,,15,surprise,,,1,idle
d_main_30_07_e_95,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_95,True,,14,12,1.0,,,,rapi,rapi,,,,,13,void,,15,idle,,,1,idle
d_main_30_07_e_96,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_96,True,,12,12,1.0,,,,rapi,rapi,,,,,13,void,,15,idle,,,1,think
d_main_30_07_e_97,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_97,True,,12,10,1.0,,,,rapi,rapi,,,,,13,void,,15,idle,,,1,think
d_main_30_07_e_98,d_main_30_07_e,Self,Locale_MainScenario:d_main_30_07_e_98,False,,10,10,1.0,,,,rapi,,,,,,13,void,,15,idle,,,1,think
d_main_30_07_e_99,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_99,True,,10,10,1.0,,,,rapi,rapi,,,,,13,void,,15,idle,,,1,idle
d_main_30_07_e_100,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_100,True,,10,10,1.0,,,,rapi,rapi,,,,,13,void,,15,idle,,,1,idle
d_main_30_07_e_101,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_101,True,,10,12,1.0,,,,rapi,rapi,,,,,13,void,,15,idle,,,1,idle
d_main_30_07_e_102,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_102,True,,12,14,1.0,,,,anis,anis,,,,,13,worry,,15,worry,,,1,idle
d_main_30_07_e_103,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_103,True,,14,14,1.0,,,,neon,neon,,,,,13,worry,,15,worry,,,1,idle
d_main_30_07_e_104,d_main_30_07_e,Self,Locale_MainScenario:d_main_30_07_e_104,False,,14,14,1.0,,,,neon,,,,,,13,worry,,15,worry,,,1,idle
d_main_30_07_e_105,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_105,True,,14,14,1.0,,,,anis,anis,,,,,13,worry,,15,worry,,,1,idle
d_main_30_07_e_106,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_106,True,,14,14,1.0,,,,neon,neon,,,,,13,worry,,15,worry,,,1,idle
d_main_30_07_e_107,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_107,True,,14,14,1.0,,none,,neon,neon,,,,,13,worry,,15,worry,,,1,idle
d_main_30_07_e_108,d_main_30_07_e,Self,Locale_MainScenario:d_main_30_07_e_108,False,,14,14,1.0,,,,neon,,,,,,13,worry,,15,worry,,,1,idle
d_main_30_07_e_109,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_109,True,,14,14,1.0,,,,anis,anis,,,,,13,sad,,15,worry,,,1,idle
d_main_30_07_e_110,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_110,True,,14,130,1.0,,,,anis,anis,,,,,13,sad,,15,worry,,,1,idle
d_main_30_07_e_111,d_main_30_07_e,Speech,Locale_MainScenario:d_main_30_07_e_111,True,,130,130,1.0,,,,anis,anis,,,,,13,sad,,15,worry,,,1,idle
