id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,set_camera_shake
d_main_26_4_13,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_13,True,,1,idle,,10,1,1.0,,redhood,,
d_main_26_4_14,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_14,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_15,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_15,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_16,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_16,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_17,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_17,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_18,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_18,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_19,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_19,False,,1,idle,,1,1,1.0,,,,
d_main_26_4_20,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_20,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_21,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_21,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_22,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_22,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_23,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_23,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_24,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_24,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_25,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_25,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_26,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_26,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_27,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_27,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_28,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_28,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_29,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_29,False,,1,idle,,1,1,1.0,,,,
d_main_26_4_30,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_30,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_31,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_31,False,,1,idle,,1,1,1.0,,,,
d_main_26_4_32,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_32,True,,1,angry,,1,10,1.0,,redhood,,
d_main_26_4_33,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_33,False,,1,think,,10,10,1.0,,redhood,,
d_main_26_4_34,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_34,True,,1,think,,10,10,1.0,,redhood,,
d_main_26_4_35,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_35,False,,1,think,,10,10,1.0,,,,
d_main_26_4_36,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_36,True,,1,smile,,10,10,1.0,,redhood,,
d_main_26_4_37,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_37,True,,1,idle,,10,10,1.0,,redhood,,
d_main_26_4_38,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_38,False,,1,think,,10,1,1.0,,redhood,,
d_main_26_4_39,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_39,True,,1,think,,1,1,1.0,,redhood,,
d_main_26_4_40,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_40,False,,1,think,,1,1,1.0,,,,
d_main_26_4_41,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_41,True,,1,go,,1,10,1.0,,redhood,,
d_main_26_4_42,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_42,True,,1,go,EventScene_Chap_26_01,black,black,1.5,,redhood,redhood,
d_main_26_4_43,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_43,False,,,,,1,1,1.0,,redhood,,
d_main_26_4_44,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_44,False,,,,,1,1,1.0,,redhood,,Low_2
d_main_26_4_45,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_45,True,redhood,1,angry,Desert_05,10,1,0.6,,redhood,,
d_main_26_4_46,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_46,False,,1,angry,,1,1,1.0,,,,
d_main_26_4_47,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_47,True,,1,go,,1,1,1.0,,redhood,,
d_main_26_4_48,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_48,False,,1,go,,1,1,1.0,,,,
d_main_26_4_49,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_49,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_50,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_50,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_51,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_51,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_52,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_52,False,,1,idle,,1,1,1.0,,,,
d_main_26_4_53,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_53,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_54,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_54,False,,1,idle,,1,1,1.0,,,,
d_main_26_4_55,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_55,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_56,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_56,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_57,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_57,False,,1,idle,,1,1,1.0,,,,
d_main_26_4_58,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_58,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_59,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_59,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_60,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_60,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_61,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_61,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_62,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_62,False,,1,idle,,1,1,1.0,,,,
d_main_26_4_63,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_63,False,,1,idle,,1,1,1.0,,,,
d_main_26_4_64,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_64,True,,1,think,,1,1,1.0,,redhood,,
d_main_26_4_65,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_65,True,,1,think,,1,1,1.0,,redhood,,
d_main_26_4_66,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_66,True,,1,think,,1,1,1.0,,redhood,,
d_main_26_4_67,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_67,False,,1,think,,1,1,1.0,,,,
d_main_26_4_68,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_68,True,,1,idle,,1,1,1.0,,redhood,,
d_main_26_4_69,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_69,False,,1,idle,,1,1,1.0,,,,
d_main_26_4_70,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_70,False,,1,idle,,1,1,1.0,,,,
d_main_26_4_71,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_71,True,,1,shy,,1,10,1.0,,redhood,,
d_main_26_4_72,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_72,False,,1,shy,,10,10,1.0,,,,
d_main_26_4_73,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_73,True,,1,idle,,10,10,1.0,,redhood,,
d_main_26_4_74,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_74,True,,1,idle,,10,10,1.0,,redhood,,
d_main_26_4_75,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_75,False,,1,idle,,10,10,1.0,,,,
d_main_26_4_76,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_76,True,,1,smile,,10,10,1.0,,redhood,,
d_main_26_4_77,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_77,True,,1,smile,,10,10,1.0,,redhood,,
d_main_26_4_78,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_78,True,,1,smile,,10,10,1.0,,redhood,,
d_main_26_4_79,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_79,True,,1,surprise,,10,1,1.0,,redhood,,
d_main_26_4_80,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_80,False,,1,surprise,,1,1,1.0,,,,
d_main_26_4_81,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_81,True,,1,surprise,,1,1,1.0,,redhood,,
d_main_26_4_82,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_82,False,,1,think,,1,1,1.0,,redhood,,
d_main_26_4_83,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_83,True,,1,think,,1,10,1.0,,redhood,,
d_main_26_4_84,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_84,True,,1,think,,10,10,1.0,,redhood,,
d_main_26_4_85,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_85,True,,1,think,,10,10,1.0,,redhood,,
d_main_26_4_86,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_86,True,,1,think,,10,10,1.0,,redhood,,
d_main_26_4_87,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_87,True,,1,think,,10,10,1.0,,redhood,,
d_main_26_4_88,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_88,False,,1,think,,10,10,1.0,,,,
d_main_26_4_89,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_89,False,,1,think,,10,10,1.0,,,,
d_main_26_4_90,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_90,False,,1,think,,10,10,1.0,,,,
d_main_26_4_91,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_91,True,,1,idle,,10,10,1.0,,redhood,,
d_main_26_4_92,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_92,True,,1,idle,,10,10,1.0,,redhood,,
d_main_26_4_93,d_main_26_04,Narration,redhood,Locale_MainScenario:d_main_26_4_93,False,,1,idle,,10,100,1.0,,,,
d_main_26_4_94,d_main_26_04,Monologue,redhood,Locale_MainScenario:d_main_26_4_94,False,,1,idle,,100,100,1.0,,,,
d_main_26_4_95,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_95,False,,1,idle,,100,100,1.0,,,,
d_main_26_4_96,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_96,True,,1,worry,,100,100,1.0,,redhood,,
d_main_26_4_97,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_97,True,,1,surprise,,100,100,1.0,,redhood,,
d_main_26_4_98,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_98,True,,1,idle,,100,100,1.0,,redhood,,
d_main_26_4_99,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_99,True,,1,idle,,100,100,1.0,,redhood,,
d_main_26_4_100,d_main_26_04,Self,redhood,Locale_MainScenario:d_main_26_4_100,False,,1,idle,,100,100,1.0,,,,
d_main_26_4_101,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_101,True,,1,idle,,100,100,1.0,,redhood,,
d_main_26_4_102,d_main_26_04,Speech,redhood,Locale_MainScenario:d_main_26_4_102,True,,1,idle,,100,100,1.0,,redhood,,
d_main_26_4_103,d_main_26_04,Monologue,redhood,Locale_MainScenario:d_main_26_4_103,False,,1,idle,,black,black,1.0,,,,
