id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,jump_target,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_subquest_1094_e_27,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_27,True,,1,3,2.0,,,,Grey,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,1,idle,,burningum,3,angry,
d_subquest_1094_e_28,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_28,True,,3,30,2.0,,,,Grey,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,1,idle,,,3,angry,
d_subquest_1094_e_29,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_29,True,Desert_04,1,1,1.0,,,,,black,rapi,5,idle,,neon,3,idle,,cervan,1,idle,,anis,13,idle,,,1,idle,adultwoman,,3,angry,burningum
d_subquest_1094_e_30,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_30,True,,1,1,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_31,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_31,True,,1,1,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_32,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_32,True,,1,1,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_33,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_33,True,,1,L_10,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_34,d_subquest_1094_e,Self,cervan,Self,Locale_SubScenario:d_subquest_1094_e_34,False,,L_10,L_10,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_35,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_35,True,,L_10,L_10,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_36,d_subquest_1094_e,Self,cervan,Self,Locale_SubScenario:d_subquest_1094_e_36,False,,L_10,L_10,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_37,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_37,True,,L_10,L_10,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_38,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_38,True,,L_10,L_10,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_39,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_39,True,,L_10,L_10,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_40,d_subquest_1094_e,Self,cervan,Self,Locale_SubScenario:d_subquest_1094_e_40,False,,L_10,L_10,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_41,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_41,False,,L_10,L_10,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_42,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_42,False,,L_10,L_10,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_43,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_43,True,,L_10,1,2.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_44,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_44,True,,1,1,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_45,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_45,True,,1,1,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_46,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_46,True,,1,5,2.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_47,d_subquest_1094_e,Speech,cervan,cervan,Locale_SubScenario:d_subquest_1094_e_47,True,,5,1,0.5,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_subquest_1094_e_48,d_subquest_1094_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1094_e_48,True,,1,12,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,void,,,,,,,,,
