id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_wingofvictory_08_11,d_ex_wingofvictory_08,Self,,Self,Locale_SuddenStory:d_ex_wingofvictory_08_11,False,,30,3,0.5,,,sfx_scn_safe_landing,,5,idle,,nero,3,idle,,,
d_ex_wingofvictory_08_12,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_12,True,,3,3,1.0,,,,,5,idle,,,3,idle,,,
d_ex_wingofvictory_08_13,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_13,True,,3,3,1.0,,,,,5,idle,,,3,idle,,,
d_ex_wingofvictory_08_14,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_14,True,,3,3,1.0,,,,,5,idle,,,3,idle,,,
d_ex_wingofvictory_08_15,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_15,True,,3,4,1.0,,,,,5,idle,,,3,idle,,,
d_ex_wingofvictory_08_16,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_16,True,,4,4,1.0,,,,,5,idle,,,3,idle,,,
d_ex_wingofvictory_08_17,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_17,True,,4,4,1.0,,,,,5,idle,,,3,idle,,,
d_ex_wingofvictory_08_18,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_18,True,,4,4,1.0,,,,,5,idle,,,3,idle,,,
d_ex_wingofvictory_08_19,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_19,True,,4,4,1.0,,,,,5,idle,,,3,idle,,,
d_ex_wingofvictory_08_20,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_20,False,,1,10,1.0,,,,,5,idle,,,3,idle,,,
d_ex_wingofvictory_08_21,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_21,False,,10,1,0.5,,,,,5,idle,,,3,idle,quency_e,1,idle
d_ex_wingofvictory_08_22,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_22,True,,1,1,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_23,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_23,True,,1,1,1.0,,,,,5,idle,,,3,idle,,1,think
d_ex_wingofvictory_08_24,d_ex_wingofvictory_08,Self,quency_e,Self,Locale_SuddenStory:d_ex_wingofvictory_08_24,False,,1,1,1.0,,,,,5,idle,,,3,idle,,1,think
d_ex_wingofvictory_08_25,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_25,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_26,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_26,True,,50,50,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_27,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_27,False,,50,50,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_28,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_28,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_29,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_29,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_30,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_30,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_31,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_31,False,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_32,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_32,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,1,think
d_ex_wingofvictory_08_33,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_33,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,1,delight
d_ex_wingofvictory_08_34,d_ex_wingofvictory_08,Monologue,quency_e,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_34,False,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_35,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_35,True,,L_30,L_30,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_36,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_36,True,,L_30,L_30,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_37,d_ex_wingofvictory_08,Monologue,nero,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_37,False,,L_30,L_30,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_38,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_38,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_39,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_39,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_40,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_40,False,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_41,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_41,False,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_42,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_42,False,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_43,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_43,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_44,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_44,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_45,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_45,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_46,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_46,False,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_47,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_47,True,,2,2,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_48,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_48,True,,2,2,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_49,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_49,True,,2,2,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_50,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_50,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_51,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_51,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_52,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_52,True,,S_10,S_10,1.0,,,,,5,idle,,,3,angry,,1,sad
d_ex_wingofvictory_08_53,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_53,True,,L_30,L_30,1.0,,,,,5,idle,,,3,angry,,1,sad
d_ex_wingofvictory_08_54,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_54,False,,50,50,1.0,,,,,5,idle,,,3,angry,,1,sad
d_ex_wingofvictory_08_55,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_55,True,,50,50,1.0,,,,,5,idle,,,3,angry,,1,sad
d_ex_wingofvictory_08_56,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_56,True,,S_10,S_10,1.0,,,,,5,idle,,,3,shy,,1,delight
d_ex_wingofvictory_08_57,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_57,True,,L_30,L_30,1.0,,,,,5,idle,,,3,shy,,1,delight
d_ex_wingofvictory_08_58,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_58,True,,50,50,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_59,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_59,True,,50,50,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_60,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_60,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_61,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_61,True,,2,2,1.0,,,,,5,idle,,,3,shy,,1,idle
d_ex_wingofvictory_08_62,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_62,True,,2,2,1.0,,,,,5,idle,,,3,shy,,1,idle
d_ex_wingofvictory_08_63,d_ex_wingofvictory_08,Monologue,nero,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_63,False,,black,black,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_64,d_ex_wingofvictory_08,Self,nero,Self,Locale_SuddenStory:d_ex_wingofvictory_08_64,False,,17,170,0.5,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_65,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_65,True,,L_30,L_30,1.0,,,,,5,idle,,,3,idle,,1,think
d_ex_wingofvictory_08_66,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_66,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,1,think
d_ex_wingofvictory_08_67,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_67,True,,50,50,1.0,,,,,5,think,,,3,idle,,1,think
d_ex_wingofvictory_08_68,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_68,False,,50,50,1.0,,,,,5,think,,,3,idle,,1,think
d_ex_wingofvictory_08_69,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_69,False,,black,black,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_70,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_70,False,,17,170,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_71,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_71,False,,170,17,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_72,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_72,True,,5,5,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_73,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_73,True,,5,5,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_74,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_74,True,,5,5,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_75,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_75,False,,5,50,0.5,,,,,5,surprise,,,3,idle,,1,idle
d_ex_wingofvictory_08_76,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_76,False,,2,2,1.0,,,,,5,surprise,,,3,idle,,1,idle
d_ex_wingofvictory_08_77,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_77,False,,2,2,1.0,,,,,5,surprise,,,3,idle,,1,idle
d_ex_wingofvictory_08_78,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_78,True,,50,50,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_79,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_79,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_80,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_80,False,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_81,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_81,False,,black,black,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_82,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_82,False,,black,black,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_83,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_83,False,,17,170,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_84,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_84,False,,170,170,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_85,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_85,False,,170,17,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_86,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_86,True,,2,2,1.0,,,,,5,think,,,3,idle,,1,sad
d_ex_wingofvictory_08_87,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_87,True,,2,4,1.0,,,,,5,think,,,3,idle,,1,sad
d_ex_wingofvictory_08_88,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_88,True,,4,4,1.0,,,,,5,think,,,3,idle,,1,sad
d_ex_wingofvictory_08_89,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_89,True,,S_10,S_10,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_90,d_ex_wingofvictory_08,Monologue,quency_e,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_90,False,,S_10,1,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_91,d_ex_wingofvictory_08,Monologue,quency_e,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_91,False,,1,1,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_92,d_ex_wingofvictory_08,Narration,quency_e,Narration,Locale_SuddenStory:d_ex_wingofvictory_08_92,False,,1,S_10,0.5,,,sfx_scn_feetstone,,5,idle,,,3,idle,,1,think
d_ex_wingofvictory_08_93,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_93,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,1,think
d_ex_wingofvictory_08_94,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_94,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,1,sad
d_ex_wingofvictory_08_95,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_95,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,1,sad
d_ex_wingofvictory_08_96,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_96,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,1,think
d_ex_wingofvictory_08_97,d_ex_wingofvictory_08,Self,quency_e,Self,Locale_SuddenStory:d_ex_wingofvictory_08_97,False,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,1,think
d_ex_wingofvictory_08_98,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_98,True,,L_30,L_30,1.0,,,,,5,idle,,,3,idle,,1,think
d_ex_wingofvictory_08_99,d_ex_wingofvictory_08,Monologue,nero,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_99,False,,L_30,3,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_100,d_ex_wingofvictory_08,Self,nero,Self,Locale_SuddenStory:d_ex_wingofvictory_08_100,False,,3,3,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_101,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_101,False,,50,50,1.0,,,,,5,surprise,,,3,idle,,1,idle
d_ex_wingofvictory_08_102,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_102,False,,3,3,1.0,,,,,5,surprise,,,3,idle,,1,idle
d_ex_wingofvictory_08_103,d_ex_wingofvictory_08,Narration,rumani,Narration,Locale_SuddenStory:d_ex_wingofvictory_08_103,False,,3,L_30,0.5,,,sfx_scn_feetstone,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_104,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_104,True,,L_30,L_30,1.0,,,,,5,idle,,,3,angry,,1,idle
d_ex_wingofvictory_08_105,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_105,True,,L_30,L_30,1.0,,,,,5,idle,,,3,angry,,1,idle
d_ex_wingofvictory_08_106,d_ex_wingofvictory_08,Self,nero,Self,Locale_SuddenStory:d_ex_wingofvictory_08_106,False,,L_30,L_30,1.0,,,,,5,idle,,,3,angry,,1,idle
d_ex_wingofvictory_08_107,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_107,True,,L_30,L_30,1.0,,,,,5,idle,,,3,sad,,1,idle
d_ex_wingofvictory_08_108,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_108,True,,L_30,L_30,1.0,,,,,5,idle,,,3,sad,,1,idle
d_ex_wingofvictory_08_109,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_109,True,,L_30,L_30,1.0,,,,,5,idle,,,3,sad,,1,idle
d_ex_wingofvictory_08_110,d_ex_wingofvictory_08,Self,nero,Self,Locale_SuddenStory:d_ex_wingofvictory_08_110,False,,L_30,L_30,1.0,,,,,5,idle,,,3,sad,,1,idle
d_ex_wingofvictory_08_111,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_111,False,,50,50,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_112,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_112,True,,50,50,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_113,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_113,True,,50,50,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_114,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_114,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_115,d_ex_wingofvictory_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_wingofvictory_08_115,True,,2,2,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_116,d_ex_wingofvictory_08,Speech,nero,nero,Locale_SuddenStory:d_ex_wingofvictory_08_116,True,,2,2,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_117,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_117,True,,50,50,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_118,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_118,False,,50,5,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_119,d_ex_wingofvictory_08,Monologue,rumani,Monologue,Locale_SuddenStory:d_ex_wingofvictory_08_119,False,,5,5,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_120,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_120,True,,5,5,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_121,d_ex_wingofvictory_08,Narration,rumani,Narration,Locale_SuddenStory:d_ex_wingofvictory_08_121,False,,5,50,0.5,,,sfx_scn_feetstone,,5,surprise,,,3,idle,,1,idle
d_ex_wingofvictory_08_122,d_ex_wingofvictory_08,Narration,rumani,Narration,Locale_SuddenStory:d_ex_wingofvictory_08_122,False,,50,50,1.0,,Low_2,sfx_scn_blanketsit,,5,surprise,rumani,,3,idle,,1,idle
d_ex_wingofvictory_08_123,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_123,True,,50,50,1.0,,,,rumani,5,surprise,,,3,idle,,1,idle
d_ex_wingofvictory_08_124,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_124,True,,50,50,1.0,,,,,5,sad,,,3,idle,,1,idle
d_ex_wingofvictory_08_125,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_125,False,,50,50,1.0,,,,,5,sad,,,3,idle,,1,idle
d_ex_wingofvictory_08_126,d_ex_wingofvictory_08,Self,rumani,Self,Locale_SuddenStory:d_ex_wingofvictory_08_126,False,,50,50,1.0,,,,,5,sad,,,3,idle,,1,idle
d_ex_wingofvictory_08_127,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_127,True,,50,500,1.0,,,,,5,worry,,,3,idle,,1,idle
d_ex_wingofvictory_08_128,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_128,True,,500,500,1.0,,,,,5,think,,,3,idle,,1,idle
d_ex_wingofvictory_08_129,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_129,True,,500,500,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_130,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_130,True,,500,500,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_131,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_131,True,,500,50,1.0,,,,,5,idle,,,3,idle,,1,idle
d_ex_wingofvictory_08_132,d_ex_wingofvictory_08,Speech,rumani,rumani,Locale_SuddenStory:d_ex_wingofvictory_08_132,True,,50,50,1.0,,,,,5,idle,,,3,idle,,1,idle
