id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/set_char_position,characters/1/show_char_id,characters/1/set_char_anim,jump_target,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_toyshop_03_24,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_24,True,,XS_130,XS_130,1.0,,,admi,admi,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_25,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_25,True,,XS_130,XS_130,1.0,,,admi,admi,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_26,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_26,True,,XS_130,113,1.0,,,diesel,diesel,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_27,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_27,True,,113,113,1.0,,,diesel,diesel,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_28,d_ex_toyshop_03,Choice,Locale_SuddenStory:d_ex_toyshop_03_28,False,,113,113,1.0,,,,,,1,idle,13,,idle,d_ex_toyshop_03_30,,,,
d_ex_toyshop_03_29,d_ex_toyshop_03,Choice,Locale_SuddenStory:d_ex_toyshop_03_29,False,,113,113,1.0,,,,,,1,idle,13,,idle,d_ex_toyshop_03_32,,,,
d_ex_toyshop_03_30,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_30,True,,113,113,1.0,,,diesel,diesel,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_31,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_31,True,,113,113,1.0,,,diesel,diesel,,1,idle,13,,idle,d_ex_toyshop_03_34,,,,
d_ex_toyshop_03_32,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_32,True,,113,113,1.0,,,diesel,diesel,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_33,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_33,True,,113,113,1.0,,,diesel,diesel,,1,idle,13,,idle,d_ex_toyshop_03_34,,,,
d_ex_toyshop_03_34,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_34,True,,113,113,1.0,,,admi,admi,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_35,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_35,True,,113,113,1.0,,,diesel,diesel,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_36,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_36,True,,113,113,1.0,,,diesel,diesel,,1,delight,13,,idle,,,,,
d_ex_toyshop_03_37,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_37,True,,113,113,1.0,,,admi,admi,,1,delight,13,,idle,,,,,
d_ex_toyshop_03_38,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_38,True,,113,113,1.0,,,diesel,diesel,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_39,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_39,False,,113,113,1.0,,,,,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_40,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_40,True,,113,113,1.0,,,diesel,diesel,,12,delight,13,,idle,,,,,
d_ex_toyshop_03_41,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_41,True,,113,113,1.0,,,admi,admi,,1,delight,13,,delight,,,,,
d_ex_toyshop_03_42,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_42,True,,113,113,1.0,,,diesel,diesel,,1,delight,13,,delight,,,,,
d_ex_toyshop_03_43,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_43,True,,113,113,1.0,,,diesel,diesel,,1,idle,13,,delight,,,,,
d_ex_toyshop_03_44,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_44,True,,113,113,1.0,,,admi,admi,,1,idle,13,,delight,,,,,
d_ex_toyshop_03_45,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_45,True,,113,113,1.0,,,admi,admi,,1,idle,13,,delight,,,,,
d_ex_toyshop_03_46,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_46,False,,113,113,1.0,,,,,,1,idle,13,,delight,,,,,
d_ex_toyshop_03_47,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_47,True,,113,1,1.0,,,diesel,diesel,,1,delight,13,,delight,,admi,,,
d_ex_toyshop_03_48,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_48,True,,1,1,1.0,,,diesel,diesel,,1,delight,,,,,,,,
d_ex_toyshop_03_49,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_49,True,,1,1,1.0,,,diesel,diesel,,1,worry,,,,,,,,
d_ex_toyshop_03_50,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_50,False,,1,1,1.0,,,,,,1,worry,,,,,,,,
d_ex_toyshop_03_51,d_ex_toyshop_03,Narration,Locale_SuddenStory:d_ex_toyshop_03_51,False,,1,1,1.0,sfx_scn_chimebell,,,,,1,worry,,,,,,,,
d_ex_toyshop_03_52,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_52,True,,1,1,1.0,,,diesel,diesel,,1,delight,15,maxwell,idle,,,,,
d_ex_toyshop_03_53,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_53,True,,1,113,1.0,,,maxwell,maxwell,,1,delight,13,,idle,,,,,
d_ex_toyshop_03_54,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_54,False,,113,113,1.0,,,,,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_55,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_55,True,,113,130,1.0,,,maxwell,maxwell,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_56,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_56,True,,130,130,1.0,,,maxwell,maxwell,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_57,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_57,True,,130,130,1.0,,,maxwell,maxwell,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_58,d_ex_toyshop_03,Choice,Locale_SuddenStory:d_ex_toyshop_03_58,False,,130,130,1.0,,,,,,1,idle,13,,idle,d_ex_toyshop_03_60,,,,
d_ex_toyshop_03_59,d_ex_toyshop_03,Choice,Locale_SuddenStory:d_ex_toyshop_03_59,False,,130,130,1.0,,,,,,1,idle,13,,idle,d_ex_toyshop_03_60,,,,
d_ex_toyshop_03_60,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_60,True,,10,10,1.0,,,diesel,diesel,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_61,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_61,True,,130,130,1.0,,,maxwell,maxwell,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_62,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_62,True,,130,130,1.0,,,maxwell,maxwell,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_63,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_63,True,,130,130,1.0,,,maxwell,maxwell,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_64,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_64,False,,130,130,1.0,,,,,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_65,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_65,True,,130,130,1.0,,,maxwell,maxwell,,1,idle,13,,delight,,,,,
d_ex_toyshop_03_66,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_66,True,,130,113,1.0,,,diesel,diesel,,12,delight,13,,delight,,,,,
d_ex_toyshop_03_67,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_67,True,,113,113,1.0,,,maxwell,maxwell,,1,delight,13,,delight,,,,,
d_ex_toyshop_03_68,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_68,True,,113,113,1.0,,,maxwell,maxwell,,1,delight,13,,delight,,,,,
d_ex_toyshop_03_69,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_69,False,,113,113,1.0,,,,,,1,delight,13,,delight,,maxwell,,,
d_ex_toyshop_03_70,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_70,True,,113,113,1.0,,,diesel,diesel,,1,delight,,,,,,,,
d_ex_toyshop_03_71,d_ex_toyshop_03,Narration,Locale_SuddenStory:d_ex_toyshop_03_71,False,,113,113,1.0,sfx_scn_chimebell,,,,,1,idle,15,,,,,,,
d_ex_toyshop_03_72,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_72,True,,113,113,1.0,,,alice,alice,,1,idle,13,alice,idle,,,,,
d_ex_toyshop_03_73,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_73,True,,113,113,1.0,,,diesel,diesel,,1,delight,13,,idle,,,,,
d_ex_toyshop_03_74,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_74,False,,113,113,1.0,,,,,,1,delight,13,,idle,,,,,
d_ex_toyshop_03_75,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_75,True,,113,113,1.0,,,diesel,diesel,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_76,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_76,True,,113,113,1.0,,,alice,alice,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_77,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_77,True,,113,113,1.0,,,alice,alice,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_78,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_78,True,,113,113,1.0,,,diesel,diesel,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_79,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_79,False,,113,113,1.0,,,,,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_80,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_80,True,,113,113,1.0,,,alice,alice,,1,idle,13,,delight,,,,,
d_ex_toyshop_03_81,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_81,True,,113,113,1.0,,,alice,alice,,1,idle,13,,idle,,,,,
d_ex_toyshop_03_82,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_82,True,,113,113,1.0,,,diesel,diesel,,1,delight,13,,idle,,,,,
d_ex_toyshop_03_83,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_83,True,,113,113,1.0,,,alice,alice,,1,delight,13,,idle,,,,,
d_ex_toyshop_03_84,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_84,True,,113,S_130,1.0,,,alice,alice,,1,idle,13,,sad,,,,,
d_ex_toyshop_03_85,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_85,False,,S_130,S_130,1.0,,,,,,1,idle,13,,sad,,,,,
d_ex_toyshop_03_86,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_86,True,,S_130,S_130,1.0,,,alice,alice,,1,idle,13,,sad,,,,,
d_ex_toyshop_03_87,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_87,True,,S_130,S_130,1.0,,,alice,alice,,1,idle,13,,sad,,,,,
d_ex_toyshop_03_88,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_88,True,,S_130,10,1.0,,,diesel,diesel,,1,idle,13,,sad,,,,,
d_ex_toyshop_03_89,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_89,True,,10,10,1.0,,,diesel,diesel,,1,idle,13,,sad,,,,,
d_ex_toyshop_03_90,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_90,True,,10,113,1.0,,,alice,alice,,1,idle,13,,delight,,,,,
d_ex_toyshop_03_91,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_91,True,,113,113,1.0,,,alice,alice,,1,idle,13,,delight,,,,,
d_ex_toyshop_03_92,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_92,True,,113,113,1.0,,,diesel,diesel,,1,delight,13,,delight,,,,,
d_ex_toyshop_03_93,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_93,True,,113,113,1.0,,,alice,alice,,1,delight,13,,delight,,,,,
d_ex_toyshop_03_94,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_94,True,,113,113,1.0,,,diesel,diesel,,1,delight,13,,delight,,,,,
d_ex_toyshop_03_95,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_95,False,,113,1,1.0,,,,,,1,delight,13,,delight,,alice,,,
d_ex_toyshop_03_96,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_96,True,,1,1,1.0,,,diesel,diesel,,1,delight,,,,,,,,
d_ex_toyshop_03_97,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_97,True,,1,1,1.0,,,diesel,diesel,,1,delight,,,,,,,,
d_ex_toyshop_03_98,d_ex_toyshop_03,Monologue,Locale_SuddenStory:d_ex_toyshop_03_98,False,,black,black,1.0,,,,,,1,idle,,,,,,,,
d_ex_toyshop_03_99,d_ex_toyshop_03,Monologue,Locale_SuddenStory:d_ex_toyshop_03_99,False,,black,black,1.0,,,,,,1,idle,,,,,,,,
d_ex_toyshop_03_100,d_ex_toyshop_03,Narration,Locale_SuddenStory:d_ex_toyshop_03_100,False,,black,black,1.0,sfx_scn_chimebell,,,,,1,idle,,,,,,,,
d_ex_toyshop_03_101,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_101,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,13,belorta,idle,,,mica,15,idle
d_ex_toyshop_03_102,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_102,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,13,,delight,,,,15,idle
d_ex_toyshop_03_103,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_103,True,,XS_150,XS_150,1.0,,,mica,mica,,1,idle,13,,delight,,,,15,worry
d_ex_toyshop_03_104,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_104,True,,10,10,1.0,,,diesel,diesel,,1,idle,13,,delight,,,,15,worry
d_ex_toyshop_03_105,d_ex_toyshop_03,Self,Locale_SuddenStory:d_ex_toyshop_03_105,False,,10,113,1.0,,,,,,1,idle,13,,delight,,,,15,worry
d_ex_toyshop_03_106,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_106,True,,113,113,1.0,,,belorta,belorta,,1,idle,13,,idle,,,,15,worry
d_ex_toyshop_03_107,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_107,True,,113,1315,1.0,,,mica,mica,,1,idle,13,,idle,,,,15,worry
d_ex_toyshop_03_108,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_108,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,13,,idle,,,,15,worry
d_ex_toyshop_03_109,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_109,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,13,,delight,,,,15,worry
d_ex_toyshop_03_110,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_110,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,13,,delight,,,,15,worry
d_ex_toyshop_03_111,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_111,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,13,,delight,,,,15,worry
d_ex_toyshop_03_112,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_112,True,,1315,1315,1.0,,,mica,mica,,1,idle,13,,idle,,,,15,worry
d_ex_toyshop_03_113,d_ex_toyshop_03,Speech,Locale_SuddenStory:d_ex_toyshop_03_113,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,13,,idle,,,,15,worry
d_ex_toyshop_03_114,d_ex_toyshop_03,Monologue,Locale_SuddenStory:d_ex_toyshop_03_114,False,,black,black,1.0,,,,,,1,idle,13,,idle,,,,15,worry
