id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_main_21_05_s_11,d_main_21_05_s,Speech,anis,anis,Locale_MainScenario:d_main_21_05_s_11,True,,70,70,1.0,,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_12,d_main_21_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_05_s_12,True,,30,30,1.0,,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_13,d_main_21_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_05_s_13,True,,30,30,1.0,,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_14,d_main_21_05_s,Speech,anis,anis,Locale_MainScenario:d_main_21_05_s_14,True,,70,70,1.0,,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_15,d_main_21_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_05_s_15,True,,30,30,1.0,,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_16,d_main_21_05_s,Speech,anis,anis,Locale_MainScenario:d_main_21_05_s_16,False,,70,700,2.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_17,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_17,True,,L_10,L_100,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_18,d_main_21_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_05_s_18,False,,L_100,L_100,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_19,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_19,True,,L_100,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_20,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_20,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_21,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_21,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_22,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_22,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_23,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_23,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_24,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_24,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_25,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_25,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_26,d_main_21_05_s,Speech,anis,anis,Locale_MainScenario:d_main_21_05_s_26,True,,70,70,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_27,d_main_21_05_s,Speech,anis,anis,Locale_MainScenario:d_main_21_05_s_27,True,,70,70,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_28,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_28,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_29,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_29,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_30,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_30,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_31,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_31,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_32,d_main_21_05_s,Speech,anis,anis,Locale_MainScenario:d_main_21_05_s_32,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_33,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_33,True,,L_10,L_100,2.0,,,7,void,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_34,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_34,True,,L_100,L_100,1.0,,,7,void,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_35,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_35,True,,L_100,L_100,1.0,,,7,void,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_36,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_36,True,,L_100,L_100,1.0,,,7,void,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_37,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_37,True,,L_100,L_100,1.0,,,7,void,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_38,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_38,True,,L_100,L_100,1.0,,,7,void,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_39,d_main_21_05_s,Self,johan,,Locale_MainScenario:d_main_21_05_s_39,False,,L_100,L_100,1.0,,,7,void,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_40,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_40,False,,L_100,L_10,2.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_41,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_41,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_42,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_42,True,,L_10,L_10,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_43,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_43,True,,L_10,1,2.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
