id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,play_sound,conversation_id,fade,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_camera_shake,characters/7/hide_char_id
d_main_28_08_e_21,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_21,True,,7,worry,,5,pain,,3,worry,,1,angry,,13,idle,,15,idle,,30,2,1.0,,,,,,,,,,,,,
d_main_28_08_e_22,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_22,True,,7,worry,,5,pain,,3,smile,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,,,,,m_main_28_08_e_2,,,,,,
d_main_28_08_e_23,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_23,True,,7,worry,,5,pain,,3,worry,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_28_08_e_24,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_24,True,,7,worry,,5,surprise,,3,worry,,1,angry,,13,idle,,15,idle,,2,4,1.0,,,,,,,,,,,,,
d_main_28_08_e_25,d_main_28_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_08_e_25,True,,7,worry,,5,pain,,3,worry,,1,angry,,13,idle,,15,angry,,150,150,1.0,,,,,,,,,,,,,
d_main_28_08_e_26,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_26,True,,7,worry,,5,pain,,3,worry,,1,angry,,13,idle,,15,angry,,4,4,1.0,,,,,,,,,,,,,
d_main_28_08_e_27,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_27,True,,7,worry,,5,pain,,3,worry,,1,angry,,13,idle,,15,angry,,4,4,1.0,,,,,,,,,,,,,
d_main_28_08_e_28,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_28,True,,7,worry,,5,pain,,3,pain,,1,angry,,13,idle,,15,angry,,4,30,1.0,,,,,,,,,,,,,
d_main_28_08_e_29,d_main_28_08_e,Narration,,,Locale_MainScenario:d_main_28_08_e_29,False,,7,worry,,5,pain,,3,pain,,1,angry,,13,idle,,15,angry,,30,300,1.0,,,,,,sfx_scn_snowsit,,,,,,,
d_main_28_08_e_30,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_30,True,,7,worry,,5,pain,,3,angry,,1,angry,,13,idle,,15,idle,,300,3,0.6,,,,,,,,,,,,,
d_main_28_08_e_31,d_main_28_08_e,Narration,,,Locale_MainScenario:d_main_28_08_e_31,False,,7,worry,,5,idle,,3,angry,,1,angry,,13,idle,,15,idle,,3,3,1.0,,shifty,OP_leftup,worry,,,,black,,,,,
d_main_28_08_e_32,d_main_28_08_e,Speech,shifty,shifty,Locale_MainScenario:d_main_28_08_e_32,True,,7,idle,,5,idle,,3,worry,,1,angry,,13,idle,,15,idle,,3,3,1.0,,,OP_leftup,worry,,,,,,,,,
d_main_28_08_e_33,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_33,True,,7,idle,,5,idle,,3,worry,,1,pain,,13,idle,,15,idle,,3,30,1.0,,,OP_leftup,worry,shifty,,,,,,,,
d_main_28_08_e_34,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_34,True,,7,idle,,5,idle,,3,worry,,1,pain,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,,
d_main_28_08_e_35,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_35,True,,7,idle,,5,idle,,3,worry,,1,pain,,13,idle,,15,idle,,30,12,1.0,,,,,,,,,,,,,
d_main_28_08_e_36,d_main_28_08_e,Speech,neon,neon,Locale_MainScenario:d_main_28_08_e_36,True,,7,idle,,5,idle,,3,worry,,1,pain,,13,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_28_08_e_37,d_main_28_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_08_e_37,False,,7,idle,,5,idle,,3,worry,,1,pain,,13,idle,,15,think,,150,150,1.0,,,,,,,,,,,,,
d_main_28_08_e_38,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_38,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,think,,12,12,1.0,,,,,,,,,,,,,
d_main_28_08_e_39,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_39,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,think,,12,12,1.0,,,,,,,,,,,,,
d_main_28_08_e_40,d_main_28_08_e,Speech,neon,neon,Locale_MainScenario:d_main_28_08_e_40,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_28_08_e_41,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_41,True,,7,idle,,5,think,,3,worry,,1,worry,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,,
d_main_28_08_e_42,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_42,True,,7,idle,,5,think,,3,worry,,1,worry,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_28_08_e_43,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_43,True,,7,idle,,5,think,,3,worry,,1,worry,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,,
d_main_28_08_e_44,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_44,True,,7,idle,,5,think,,3,worry,,1,worry,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,,
d_main_28_08_e_45,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_45,True,,7,idle,,5,think,,3,worry,,1,worry,,13,idle,,15,idle,,S_50,S_500,1.0,,,,,,,,,,,,,
d_main_28_08_e_46,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_46,False,,7,idle,,5,think,,3,worry,,1,worry,,13,idle,,15,idle,,S_500,S_500,1.0,,,,,,,,,,,,,
d_main_28_08_e_47,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_47,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,S_500,S_500,1.0,,,,,,,,,,,,,
d_main_28_08_e_48,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_48,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,S_500,5,0.6,,,,,,,,,,,,,
d_main_28_08_e_49,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_49,True,,7,idle,,5,idle,,3,worry,,1,no,,13,idle,,15,idle,,10,100,1.0,,,,,,,,,,,,,
d_main_28_08_e_50,d_main_28_08_e,Self,,,Locale_MainScenario:d_main_28_08_e_50,False,,7,idle,,5,idle,,3,worry,,1,no,,13,idle,,15,idle,,100,100,1.0,,,,,,,,,,,,,
d_main_28_08_e_51,d_main_28_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_08_e_51,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,L_70,L_70,1.0,,,,,,,,,,,,,
d_main_28_08_e_52,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_52,True,,7,idle,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,L_70,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_53,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_53,True,,7,idle,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_54,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_54,True,,7,idle,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_55,d_main_28_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_08_e_55,True,,7,idle,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_56,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_56,True,,7,idle,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_57,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_57,True,,7,idle,,5,pain,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_58,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_58,True,,7,idle,,5,pain,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_59,d_main_28_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_08_e_59,True,,7,worry,,5,pain,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_60,d_main_28_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_08_e_60,True,,7,smile,,5,pain,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_61,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_61,True,,7,smile,,5,think,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_62,d_main_28_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_08_e_62,True,,7,idle,,5,think,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_63,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_63,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_64,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_64,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,6,2,1.0,,,,,,,,,,,,,
d_main_28_08_e_65,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_65,True,,7,idle,,5,idle,,3,worry,,1,void,,13,idle,,15,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_28_08_e_66,d_main_28_08_e,Speech,neon,neon,Locale_MainScenario:d_main_28_08_e_66,True,,7,idle,,5,idle,,3,worry,,1,void,,13,worry,,15,idle,,2,12,1.0,,,,,,,,,,,,,
d_main_28_08_e_67,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_67,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,worry,,15,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_28_08_e_68,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_68,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,12,2,1.0,,,,,,,,,,,,,
d_main_28_08_e_69,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_69,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_28_08_e_70,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_70,True,,7,idle,,5,idle,,3,worry,,1,void,,13,idle,,15,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_28_08_e_71,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_71,True,,7,idle,,5,idle,,3,sad,,1,void,,13,idle,,15,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_28_08_e_72,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_72,True,,7,idle,,5,idle,,3,sad,,1,no,,13,idle,,15,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_28_08_e_73,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_73,True,,7,idle,,5,idle,,3,smile,,1,no,,13,idle,,15,idle,,2,30,1.0,,,,,,,m_main_28_08_e_3,,,,,,
d_main_28_08_e_74,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_74,False,,7,idle,,5,idle,,3,worry,,1,no,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,,
d_main_28_08_e_75,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_75,True,,7,idle,,5,idle,,3,pain,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,,
d_main_28_08_e_76,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_76,True,,7,idle,,5,idle,,3,pain,,1,idle,,13,idle,,15,idle,,30,300,1.0,,,,,,,,,,,,,
d_main_28_08_e_77,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_77,True,,7,idle,,5,idle,,3,pain,,1,idle,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,
d_main_28_08_e_78,d_main_28_08_e,Self,,,Locale_MainScenario:d_main_28_08_e_78,False,,7,idle,,5,idle,,3,pain,,1,idle,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,
d_main_28_08_e_79,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_79,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,
d_main_28_08_e_80,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_80,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,300,30,1.0,,,,,,,,,,,,,
d_main_28_08_e_81,d_main_28_08_e,Self,,,Locale_MainScenario:d_main_28_08_e_81,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,,
d_main_28_08_e_82,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_82,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,,
d_main_28_08_e_83,d_main_28_08_e,Speech,shifty,shifty,Locale_MainScenario:d_main_28_08_e_83,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,150,150,1.0,bgm_emergency,shifty,OP_leftup,angry,,,,,,,,,
d_main_28_08_e_84,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_84,False,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,OP_leftup,angry,shifty,,,,unknown_grave,18,idle,,
d_main_28_08_e_85,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_85,False,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,18,18,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_86,d_main_28_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_08_e_86,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,18,15,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_87,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_87,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,delight,,15,idle,,15,12,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_88,d_main_28_08_e,Speech,neon,neon,Locale_MainScenario:d_main_28_08_e_88,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,delight,,15,idle,,12,12,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_89,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_89,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,delight,,15,idle,,12,12,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_90,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_90,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,delight,,15,idle,,L_180,L_1800,0.6,,,,,,,,,,18,idle,,
d_main_28_08_e_91,d_main_28_08_e,Speech,neon,neon,Locale_MainScenario:d_main_28_08_e_91,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,delight,,15,idle,,S_130,S_130,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_92,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_92,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,L_180,L_180,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_93,d_main_28_08_e,Speech,neon,neon,Locale_MainScenario:d_main_28_08_e_93,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,worry,,15,idle,,130,14,0.6,,,,,,,,,,18,idle,,
d_main_28_08_e_94,d_main_28_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_08_e_94,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,worry,,15,angry,,14,14,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_95,d_main_28_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_08_e_95,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_96,d_main_28_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_08_e_96,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_97,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_97,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,angry,,14,L_180,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_98,d_main_28_08_e,Self,,,Locale_MainScenario:d_main_28_08_e_98,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,angry,,L_180,L_180,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_99,d_main_28_08_e,Self,,,Locale_MainScenario:d_main_28_08_e_99,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,angry,,L_180,L_180,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_100,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_100,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_180,L_180,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_101,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_101,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_180,18,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_102,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_102,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,18,18,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_103,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_103,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,18,18,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_104,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_104,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,18,18,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_105,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_105,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_106,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_106,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,18,18,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_107,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_107,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,18,L_180,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_108,d_main_28_08_e,Self,,,Locale_MainScenario:d_main_28_08_e_108,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,L_180,L_180,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_109,d_main_28_08_e,Self,,,Locale_MainScenario:d_main_28_08_e_109,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,L_180,L_180,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_110,d_main_28_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_08_e_110,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,15,15,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_111,d_main_28_08_e,Monologue,,,Locale_MainScenario:d_main_28_08_e_111,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,15,16,1.5,,,,,,,,,,18,idle,,
