id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_04_01_51,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_51,True,,30,300,3.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_52,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_52,True,,300,300,1.0,,,,,,,,,,,3,delight,,,13,idle,,,17,idle,,,,,
d_main_04_01_53,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_53,False,,300,30,1.0,,,,,,,,,,,3,delight,,,13,idle,,,17,idle,,,,,
d_main_04_01_54,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_54,True,,30,300,1.0,,,,,,,,,,,3,delight,,,13,idle,,,17,idle,,,,,
d_main_04_01_55,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_55,True,,170,170,1.0,,,,,,,,,,,3,delight,,,13,idle,,,17,idle,,,,,
d_main_04_01_56,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_56,True,,300,300,1.0,,,,,,,,,,,3,delight,,,13,idle,,,17,idle,,,,,
d_main_04_01_57,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_57,True,,1700,1700,1.0,,,,,,,,,,,3,delight,,,13,idle,,,17,idle,,,,,
d_main_04_01_58,d_main_04_01,Narration,Narration,Narration,Locale_MainScenario:d_main_04_01_58,True,none,black,black,1.0,none,,black,,,,1,idle,rapi,,3,idle,anis,,13,idle,neon,,17,idle,mihara,,,,
d_main_04_01_59,d_main_04_01,Monologue,,,Locale_MainScenario:d_main_04_01_59,True,RuinIndoor,black,black,1.0,,,,,,rapi,1,idle,,anis,3,idle,,neon,13,idle,,mihara,17,idle,,,,,
d_main_04_01_60,d_main_04_01,Monologue,,,Locale_MainScenario:d_main_04_01_60,True,,black,black,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,,,
d_main_04_01_61,d_main_04_01,Monologue,,,Locale_MainScenario:d_main_04_01_61,False,,black,black,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,,,
d_main_04_01_62,d_main_04_01,Monologue,,,Locale_MainScenario:d_main_04_01_62,True,,black,black,1.0,bgm_story_herecomestrouble,,,Low_2,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,,,
d_main_04_01_63,d_main_04_01,Speech,yuni,yuni,Locale_MainScenario:d_main_04_01_63,True,,black,black,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,yuni,19,surprise,
d_main_04_01_64,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_64,True,,170,170,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_65,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_65,True,,170,1700,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_66,d_main_04_01,Monologue,mihara,,Locale_MainScenario:d_main_04_01_66,True,,S_1900,S_1900,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_67,d_main_04_01,Speech,yuni,yuni,Locale_MainScenario:d_main_04_01_67,True,,S_1900,S_1900,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_68,d_main_04_01,Speech,yuni,yuni,Locale_MainScenario:d_main_04_01_68,True,,S_1900,S_1900,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_69,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_69,True,,S_1900,S_190,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_70,d_main_04_01,Speech,neon,neon,Locale_MainScenario:d_main_04_01_70,True,,S_190,S_190,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_71,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_71,True,,S_190,S_190,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_72,d_main_04_01,Speech,yuni,yuni,Locale_MainScenario:d_main_04_01_72,True,,S_190,S_1900,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,shy,
d_main_04_01_73,d_main_04_01,Narration,yuni,Narration,Locale_MainScenario:d_main_04_01_73,True,,S_1900,S_1900,1.0,,,,Low_2,sfx_scn_press,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,shy,
d_main_04_01_74,d_main_04_01,Monologue,yuni,,Locale_MainScenario:d_main_04_01_74,True,,S_1900,S_1900,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,shy,
d_main_04_01_75,d_main_04_01,Monologue,yuni,,Locale_MainScenario:d_main_04_01_75,True,,S_1900,S_1900,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,shy,
d_main_04_01_76,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_76,True,,30,300,0.5,,,,,,,1,idle,,,3,angry,,,13,idle,,,17,idle,,,19,shy,
d_main_04_01_77,d_main_04_01,Speech,neon,neon,Locale_MainScenario:d_main_04_01_77,True,,S_130,S_1300,0.5,,,,,,,1,idle,,,3,idle,,,13,no,,,17,idle,,,19,shy,
d_main_04_01_78,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_78,False,,10,100,3.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,shy,
