id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_30_01_e_38,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_38,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_39,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_39,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_40,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_40,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_41,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_41,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_42,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_42,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_43,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_43,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_44,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_44,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_45,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_45,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_46,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_46,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_47,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_47,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_48,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_48,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,pain,,,,,,,,,,,,,,,,,
d_main_30_01_e_49,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_49,True,,12,10,1.0,,,,,,,,,,,,,,,,,13,think,,,1,pain,,,,,,,,,,,,,,,,,
d_main_30_01_e_50,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_50,True,,10,10,1.0,,,,,,,,,,,,,,,,,13,think,,,1,pain,,,,,,,,,,,,,,,,,
d_main_30_01_e_51,d_main_30_01_e,Self,liveryn,,Locale_MainScenario:d_main_30_01_e_51,False,,10,10,1.0,,,,,,,,,,,,,,,,,13,think,,,1,pain,,,,,,,,,,,,,,,,,
d_main_30_01_e_52,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_52,True,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,13,think,,,1,pain,,,,,,,,,,,,,,,,,
d_main_30_01_e_53,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_53,True,,10,10,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_54,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_54,True,,10,10,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_55,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_55,True,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_56,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_56,True,,S_130,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_57,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_57,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_58,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_58,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,delignt,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_59,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_59,True,,12,12,1.0,,,,,,,,,,,,,,,,,13,delignt,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_60,d_main_30_01_e,Narration,fragile,,Locale_MainScenario:d_main_30_01_e_60,False,,black,black,1.0,none,sfx_scn_aim,,,,,,,,,,,,,,,13,delignt,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_61,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_61,True,,12,S_130,1.0,bgm_emergency,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_62,d_main_30_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_30_01_e_62,True,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_63,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_63,True,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_64,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_64,True,,S_130,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_65,d_main_30_01_e,Self,liveryn,,Locale_MainScenario:d_main_30_01_e_65,False,,12,12,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_66,d_main_30_01_e,Monologue,liveryn,,Locale_MainScenario:d_main_30_01_e_66,False,,black,black,1.0,,,,,,,,,,,,,,,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_67,d_main_30_01_e,Narration,liveryn,,Locale_MainScenario:d_main_30_01_e_67,False,,black,black,1.0,,sfx_scn_3shot,,rapi,3,angry,,anis,5,angry,,neon,7,worry,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_68,d_main_30_01_e,Speech,anis,anis,Locale_MainScenario:d_main_30_01_e_68,True,,50,50,1.0,,,,,3,angry,,,5,angry,,,7,worry,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_69,d_main_30_01_e,Narration,anis,,Locale_MainScenario:d_main_30_01_e_69,False,,50,50,1.0,,sfx_scn_2shot,Low_2,,3,angry,,,5,angry,,,7,worry,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_70,d_main_30_01_e,Speech,neon,neon,Locale_MainScenario:d_main_30_01_e_70,True,,50,S_70,1.0,,,,,3,angry,,,5,angry,,,7,worry,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_71,d_main_30_01_e,Narration,neon,,Locale_MainScenario:d_main_30_01_e_71,False,,S_70,S_70,1.0,,sfx_scn_3shot,Low_2,,3,angry,,,5,angry,,,7,worry,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_72,d_main_30_01_e,Self,neon,,Locale_MainScenario:d_main_30_01_e_72,False,,30,30,1.0,,,,,3,angry,,,5,angry,,,7,worry,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_73,d_main_30_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_30_01_e_73,True,,30,300,1.0,,,,,3,angry,,,5,angry,,,7,worry,,,13,think,,,1,special,,,,,,,,,,,,,,,,,
d_main_30_01_e_74,d_main_30_01_e,Narration,rapi,,Locale_MainScenario:d_main_30_01_e_74,False,EventScene_Chap_30_01,black,black,1.0,,sfx_scn_heavywhoosh,,,3,idle,rapi,,5,angry,anis,,7,worry,neon,,13,think,fragile,,1,special,liveryn,,,,,,,,,,,,,,,,
d_main_30_01_e_75,d_main_30_01_e,Narration,rapi,,Locale_MainScenario:d_main_30_01_e_75,False,,1,1,1.0,,sfx_scn_down,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_76,d_main_30_01_e,Monologue,rapi,,Locale_MainScenario:d_main_30_01_e_76,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_77,d_main_30_01_e,Narration,rapi,,Locale_MainScenario:d_main_30_01_e_77,False,,1,1,1.0,,sfx_scn_2shot,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_78,d_main_30_01_e,Narration,rapi,,Locale_MainScenario:d_main_30_01_e_78,False,,1,1,1.0,,sfx_scn_4emptymagazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_79,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_79,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_80,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_80,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_81,d_main_30_01_e,Monologue,liveryn,,Locale_MainScenario:d_main_30_01_e_81,False,,1,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_82,d_main_30_01_e,Monologue,liveryn,,Locale_MainScenario:d_main_30_01_e_82,False,,d_main_30_01_e,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_83,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_83,True,,d_main_30_01_e,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_84,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_84,True,,d_main_30_01_e,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_85,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_85,True,,d_main_30_01_e,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_86,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_86,True,,d_main_30_01_e,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_87,d_main_30_01_e,Speech,anis,anis,Locale_MainScenario:d_main_30_01_e_87,True,,d_main_30_01_e,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_88,d_main_30_01_e,Speech,elegg,elegg,Locale_MainScenario:d_main_30_01_e_88,True,,d_main_30_01_e,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_89,d_main_30_01_e,Speech,drilley,drilley,Locale_MainScenario:d_main_30_01_e_89,True,,d_main_30_01_e,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_90,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_90,True,,d_main_30_01_e,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_91,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_91,True,,d_main_30_01_e,d_main_30_01_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_92,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_92,True,,d_main_30_01_e,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_93,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_93,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_94,d_main_30_01_e,Speech,fragile,fragile,Locale_MainScenario:d_main_30_01_e_94,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_30_01_e_95,d_main_30_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_01_e_95,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
