id,group_id,speech_window,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/1/hide_char_id,fade
d_ex_workshop_06_32,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_32,True,,1,angry,,2,2,1.0,,,mast,mast,,3,shy,,,,,,
d_ex_workshop_06_33,d_ex_workshop_06,Narration,Locale_SuddenStory:d_ex_workshop_06_33,False,,1,no,,black,black,1.0,,,,,,3,shy,,,,,,
d_ex_workshop_06_34,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_34,False,,1,no,,2,2,1.0,,,liter,liter,,3,shy,,,,,,
d_ex_workshop_06_35,d_ex_workshop_06,Self,Locale_SuddenStory:d_ex_workshop_06_35,False,,1,no,,2,2,1.0,,,,,,3,shy,,,,,,
d_ex_workshop_06_36,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_36,False,,1,no,,2,30,1.0,,,mast,mast,,3,angry,,,,,,
d_ex_workshop_06_37,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_37,True,,1,no,,30,30,1.0,,,mast,mast,,3,angry,,,,,,
d_ex_workshop_06_38,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_38,True,,1,no,,30,30,1.0,,,mast,mast,,3,angry,,,,,,
d_ex_workshop_06_39,d_ex_workshop_06,Narration,Locale_SuddenStory:d_ex_workshop_06_39,False,,1,no,,30,4,1.0,sfx_scn_autodooropen,,,,,3,angry,,,,,,
d_ex_workshop_06_40,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_40,True,,1,no,,4,4,1.0,,,yan,yan,,3,angry,yan,5,idle,,,
d_ex_workshop_06_41,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_41,True,,1,no,,4,4,1.0,,,mast,mast,,3,angry,,5,idle,,,
d_ex_workshop_06_42,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_42,True,,1,no,,4,4,1.0,,,mast,mast,,3,angry,,5,idle,,,
d_ex_workshop_06_43,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_43,True,,1,no,,4,4,1.0,,,yan,yan,,3,angry,,5,idle,,,
d_ex_workshop_06_44,d_ex_workshop_06,Monologue,Locale_SuddenStory:d_ex_workshop_06_44,False,,1,no,,4,S_50,1.0,,,,,,3,angry,,5,idle,,,
d_ex_workshop_06_45,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_45,False,,1,no,,S_50,S_50,1.0,,,yan,yan,,3,angry,,5,no,,,
d_ex_workshop_06_46,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_46,True,,1,no,,S_50,S_50,1.0,,,yan,yan,,3,angry,,5,idle,,,
d_ex_workshop_06_47,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_47,True,,1,no,,S_50,S_50,1.0,,,yan,yan,,3,idle2,,5,idle,,,
d_ex_workshop_06_48,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_48,True,,1,no,,S_50,S_50,1.0,,,yan,yan,,3,idle2,,5,idle,,,
d_ex_workshop_06_49,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_49,True,,1,no,,XS_10,XS_10,1.0,,,liter,liter,,3,idle2,,5,idle,,,
d_ex_workshop_06_50,d_ex_workshop_06,Self,Locale_SuddenStory:d_ex_workshop_06_50,False,,1,no,,S_50,S_50,1.0,,,,,,3,idle2,,5,idle,,,
d_ex_workshop_06_51,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_51,True,,1,no,,S_50,S_50,1.0,,,yan,yan,,3,idle2,,5,idle,,,
d_ex_workshop_06_52,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_52,True,,1,no,,S_50,S_50,1.0,,,yan,yan,,3,idle2,,5,idle,,,
d_ex_workshop_06_53,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_53,True,,1,no,,S_50,S_50,1.0,,,yan,yan,,3,idle2,,5,idle,,,
d_ex_workshop_06_54,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_54,True,,1,no,,S_50,S_50,1.0,,,yan,yan,,3,idle2,,5,idle,,,
d_ex_workshop_06_55,d_ex_workshop_06,Narration,Locale_SuddenStory:d_ex_workshop_06_55,False,,1,idle,,black,black,1.0,,,,,,3,idle2,,5,idle,,,
d_ex_workshop_06_56,d_ex_workshop_06,Narration,Locale_SuddenStory:d_ex_workshop_06_56,False,,1,idle,,8,8,1.0,sfx_scn_autodooropen,,,,,3,idle2,,5,idle,,,
d_ex_workshop_06_57,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_57,True,,1,idle,,8,8,1.0,,,staff,staff,,3,idle2,,5,idle,,,
d_ex_workshop_06_58,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_58,True,,1,idle,,8,5,1.0,,,yan,yan,,3,idle2,,5,idle,,,
d_ex_workshop_06_59,d_ex_workshop_06,Self,Locale_SuddenStory:d_ex_workshop_06_59,False,,1,idle,,5,5,1.0,,,,,,3,idle2,,5,idle,,,
d_ex_workshop_06_60,d_ex_workshop_06,Monologue,Locale_SuddenStory:d_ex_workshop_06_60,False,,1,idle,,5,5,1.0,,,,,,3,idle2,,5,idle,,,
d_ex_workshop_06_61,d_ex_workshop_06,Monologue,Locale_SuddenStory:d_ex_workshop_06_61,False,,1,idle,,5,5,1.0,,,,,,3,idle2,,5,idle,,,
d_ex_workshop_06_62,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_62,True,,1,idle,,5,4,1.0,,,yan,yan,,3,idle2,,5,delight,,,
d_ex_workshop_06_63,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_63,True,,1,idle,,4,4,1.0,,,yan,yan,,3,idle2,,5,delight,,,
d_ex_workshop_06_64,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_64,True,,1,idle,,4,4,1.0,,,yan,yan,,3,idle2,,5,delight,,,
d_ex_workshop_06_65,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_65,True,,1,idle,,4,4,1.0,,,mast,mast,,3,shy,,5,delight,,,
d_ex_workshop_06_66,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_66,False,,1,idle,,4,4,1.0,,,yan,yan,,3,shy,,5,no,,,
d_ex_workshop_06_67,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_67,True,,1,idle,,4,4,1.0,,,mast,mast,,3,shy,,5,no,,,
d_ex_workshop_06_68,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_68,True,,1,idle,,4,4,1.0,,,mast,mast,,3,shy,,5,no,,,
d_ex_workshop_06_69,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_69,True,,1,idle,,4,4,1.0,,,yan,yan,,3,shy,,5,no,,,
d_ex_workshop_06_70,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_70,True,,1,idle,,4,4,1.0,,,yan,yan,,3,shy,,5,no,,,
d_ex_workshop_06_71,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_71,True,,1,idle,,4,2,1.0,,,liter,liter,,3,shy,,5,no,,,
d_ex_workshop_06_72,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_72,True,,1,idle,,2,4,1.0,,,yan,yan,,3,shy,,5,no,,,
d_ex_workshop_06_73,d_ex_workshop_06,Self,Locale_SuddenStory:d_ex_workshop_06_73,False,,1,idle,,4,4,1.0,,,,,,3,shy,,5,no,,,
d_ex_workshop_06_74,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_74,True,,1,idle,,4,S_50,1.0,,,yan,yan,,3,shy,,5,sad,,,
d_ex_workshop_06_75,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_75,True,,1,idle,,S_50,S_50,1.0,,,yan,yan,,3,shy,,5,sad,,,
d_ex_workshop_06_76,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_76,True,,1,idle,,S_50,S_50,1.0,,,yan,yan,,3,shy,,5,no,,,
d_ex_workshop_06_77,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_77,False,,1,idle,,S_50,S_50,1.0,,,yan,yan,,3,shy,,5,no,,,
d_ex_workshop_06_78,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_78,True,,1,idle,,S_50,S_50,1.0,,,yan,yan,,3,shy,,5,idle,,,
d_ex_workshop_06_79,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_79,True,,1,idle,,S_50,S_50,1.0,,,yan,yan,,3,shy,,5,idle,,,
d_ex_workshop_06_80,d_ex_workshop_06,Narration,Locale_SuddenStory:d_ex_workshop_06_80,False,,1,idle,,black,black,1.0,,,,,,3,shy,,5,idle,,,
d_ex_workshop_06_81,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_81,False,,1,no,,2,2,1.0,,,liter,liter,,3,shy,,5,idle,,,
d_ex_workshop_06_82,d_ex_workshop_06,Self,Locale_SuddenStory:d_ex_workshop_06_82,False,,1,no,,2,2,1.0,,,,,,3,shy,,5,idle,,,
d_ex_workshop_06_83,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_83,False,,1,no,,2,2,1.0,,,mast,mast,,3,shy,,5,idle,,,
d_ex_workshop_06_84,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_84,True,,1,no,,2,4,1.0,,,yan,yan,,3,shy,,5,idle,,,
d_ex_workshop_06_85,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_85,True,,1,no,,4,4,1.0,,,yan,yan,,3,shy,,5,idle,,,
d_ex_workshop_06_86,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_86,True,,1,no,,4,4,1.0,,,yan,yan,,3,shy,,5,idle,,,
d_ex_workshop_06_87,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_87,True,,1,no,,4,4,1.0,,,yan,yan,,3,shy,,5,idle,,,
d_ex_workshop_06_88,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_88,False,,1,no,,4,3,1.0,,,mast,mast,,3,shy,,5,idle,,,
d_ex_workshop_06_89,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_89,False,,1,no,,3,30,1.0,,,mast,mast,,3,angry,,5,idle,,,
d_ex_workshop_06_90,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_90,False,,1,no,,30,300,1.0,,,mast,mast,,3,angry,,5,idle,,,
d_ex_workshop_06_91,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_91,True,,1,no,,300,30,1.0,,,mast,mast,,3,idle2,,5,idle,,,
d_ex_workshop_06_92,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_92,True,,1,no,,30,30,1.0,,,mast,mast,,3,idle2,,5,idle,,,
d_ex_workshop_06_93,d_ex_workshop_06,Choice,Locale_SuddenStory:d_ex_workshop_06_93,False,,1,no,,30,30,1.0,,,,,,3,idle2,,5,idle,d_ex_workshop_06_95,,
d_ex_workshop_06_94,d_ex_workshop_06,Choice,Locale_SuddenStory:d_ex_workshop_06_94,False,,1,no,,30,30,1.0,,,,,,3,idle2,,5,idle,d_ex_workshop_06_95,,
d_ex_workshop_06_95,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_95,True,,1,sorrow,,XS_10,XS_10,1.0,,,liter,liter,,3,idle2,,5,idle,,,
d_ex_workshop_06_96,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_96,True,,1,sorrow,,XS_10,XS_10,1.0,,,liter,liter,,3,idle2,,5,idle,,,
d_ex_workshop_06_97,d_ex_workshop_06,Monologue,Locale_SuddenStory:d_ex_workshop_06_97,False,,1,sorrow,,black,black,1.0,,,,,,3,idle2,,5,idle,,liter,
d_ex_workshop_06_98,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_98,True,,,,,4,4,1.0,,,staff,staff,,3,idle2,,5,idle,,,
d_ex_workshop_06_99,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_99,True,,,,,4,4,1.0,,,yan,yan,,3,idle2,,5,idle,,,
d_ex_workshop_06_100,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_100,True,,,,,4,4,1.0,,,mast,mast,,3,angry,,5,idle,,,
d_ex_workshop_06_101,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_101,True,,,,,4,4,1.0,,,yan,yan,,3,angry,,5,idle,,,black
d_ex_workshop_06_102,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_102,True,,,,,4,4,1.0,,,mast,mast,,3,angry,,5,idle,,,
d_ex_workshop_06_103,d_ex_workshop_06,Narration,Locale_SuddenStory:d_ex_workshop_06_103,False,,,,,black,black,1.0,,,,,,3,angry,,5,idle,,,
d_ex_workshop_06_104,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_104,True,,,,,S_50,S_50,1.0,,,yan,yan,,3,surprise,,5,sad,,,black
d_ex_workshop_06_105,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_105,True,,,,,30,30,1.0,,,mast,mast,,3,surprise,,5,sad,,,
d_ex_workshop_06_106,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_106,True,,,,,30,4,1.0,,,mast,mast,,3,idle,,5,sad,,,
d_ex_workshop_06_107,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_107,True,,,,,4,4,1.0,,,mast,mast,,3,idle,,5,sad,,,
d_ex_workshop_06_108,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_108,True,,,,,4,4,1.0,,,mast,mast,,3,idle,,5,sad,,,
d_ex_workshop_06_109,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_109,True,,,,,4,4,1.0,,,yan,yan,,3,idle,,5,idle,,,
d_ex_workshop_06_110,d_ex_workshop_06,Self,Locale_SuddenStory:d_ex_workshop_06_110,False,,,,,4,4,1.0,,,,,,3,idle,,5,idle,,,
d_ex_workshop_06_111,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_111,True,,,,,4,4,1.0,,,yan,yan,,3,idle,,5,idle,,,
d_ex_workshop_06_112,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_112,True,,,,,4,4,1.0,,,yan,yan,,3,idle,,5,idle,,,
d_ex_workshop_06_113,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_113,True,,,,,4,4,1.0,,,mast,mast,,3,delight,,5,idle,,,
d_ex_workshop_06_114,d_ex_workshop_06,Self,Locale_SuddenStory:d_ex_workshop_06_114,False,,,,,4,4,1.0,,,,,,3,delight,,5,idle,,,
d_ex_workshop_06_115,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_115,False,,,,,30,30,1.0,,,mast,mast,,3,surprise,,5,no,,,
d_ex_workshop_06_116,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_116,False,,,,,S_50,S_50,1.0,,,yan,yan,,3,surprise,,5,no,,,
d_ex_workshop_06_117,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_117,True,,,,,30,30,1.0,,,mast,mast,,3,surprise,,5,no,,,
d_ex_workshop_06_118,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_118,True,,,,,30,30,1.0,,,mast,mast,,3,surprise,,5,no,,,
d_ex_workshop_06_119,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_119,False,,,,,30,30,1.0,,,mast,mast,,3,surprise,,5,no,,,
d_ex_workshop_06_120,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_120,True,,,,,30,30,1.0,,,mast,mast,,3,idle2,,5,no,,,
d_ex_workshop_06_121,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_121,True,,,,,30,30,1.0,,,mast,mast,,3,idle2,,5,no,,,
d_ex_workshop_06_122,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_122,True,,,,,30,30,1.0,,,mast,mast,,3,idle2,,5,no,,,
d_ex_workshop_06_123,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_123,True,,,,,30,30,1.0,,,mast,mast,,3,idle2,,5,no,,,
d_ex_workshop_06_124,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_124,True,,,,,30,4,1.0,,,yan,yan,,3,idle2,,5,no,,,
d_ex_workshop_06_125,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_125,True,,,,,4,4,1.0,,,mast,mast,,3,delight,,5,no,,,
d_ex_workshop_06_126,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_126,True,,,,,4,4,1.0,,,mast,mast,,3,delight,,5,no,,,
d_ex_workshop_06_127,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_127,False,,,,,4,4,1.0,,,yan,yan,,3,delight,,5,no,,,
d_ex_workshop_06_128,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_128,True,,,,,4,4,1.0,,,yan,yan,,3,delight,,5,no,,,
d_ex_workshop_06_129,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_129,False,,,,,4,4,1.0,,,mast,mast,,3,surprise,,5,no,,,
d_ex_workshop_06_130,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_130,True,,,,,4,4,1.0,,,yan,yan,,3,surprise,,5,no,,,
d_ex_workshop_06_131,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_131,True,,,,,4,4,1.0,,,mast,mast,,3,surprise,,5,no,,,
d_ex_workshop_06_132,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_132,True,,,,,4,4,1.0,,,yan,yan,,3,surprise,,5,no,,,
d_ex_workshop_06_133,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_133,True,,,,,4,4,1.0,,,mast,mast,,3,surprise2,,5,no,,,
d_ex_workshop_06_134,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_134,True,,,,,4,4,1.0,,,yan,yan,,3,surprise2,,5,no,,,
d_ex_workshop_06_135,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_135,True,,,,,4,30,1.0,,,mast,mast,,3,surprise2,,5,no,,,
d_ex_workshop_06_136,d_ex_workshop_06,Speech,Locale_SuddenStory:d_ex_workshop_06_136,True,,,,,30,30,1.0,,,mast,mast,,3,surprise2,,5,no,,,
d_ex_workshop_06_137,d_ex_workshop_06,Self,Locale_SuddenStory:d_ex_workshop_06_137,False,,,,,30,30,1.0,,,,,,3,surprise2,,5,no,,,
d_ex_workshop_06_138,d_ex_workshop_06,Self,Locale_SuddenStory:d_ex_workshop_06_138,False,,,,,30,30,1.0,,,,,,3,surprise2,,5,no,,,
