id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_ex_redash_03_3_34,d_ex_redash_03_3,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_3_34,True,,7,idle,,3,idle,,1,idle,,5,idle,,30,30,1.0,event_bgm_redash_alldownhill,,,liliweiss,,9,angry
d_ex_redash_03_3_35,d_ex_redash_03_3,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_3_35,True,,7,idle,,3,delight,,1,idle,,5,idle,,30,30,1.0,,,,liliweiss,,9,angry
d_ex_redash_03_3_36,d_ex_redash_03_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_3_36,True,,7,idle,,3,delight,,1,idle,,5,idle,,6,6,1.0,,,,dorothy,,9,angry
d_ex_redash_03_3_37,d_ex_redash_03_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_3_37,True,,7,no,,3,delight,,1,idle,,5,idle,,6,6,1.0,,,,rapunzel_o,,9,angry
d_ex_redash_03_3_38,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_38,False,,7,no,,3,idle,,1,idle,,5,idle,,9,9,1.0,,,,snowwhite_o,,9,shy
d_ex_redash_03_3_39,d_ex_redash_03_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_3_39,True,,7,idle,,3,idle,,1,idle,,5,idle,,5,50,1.0,,,,dorothy,,9,shy
d_ex_redash_03_3_40,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_40,True,,7,idle,,3,idle,,1,idle,,5,idle,,50,50,1.0,,,,snowwhite_o,,9,shy
d_ex_redash_03_3_41,d_ex_redash_03_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_3_41,True,,7,idle,,3,idle,,1,idle,,5,idle,,50,50,1.0,,,,dorothy,,9,shy
d_ex_redash_03_3_42,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_42,True,,7,idle,,3,idle,,1,idle,,5,idle,,50,8,1.0,,,,snowwhite_o,,9,shy
d_ex_redash_03_3_43,d_ex_redash_03_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_3_43,True,,7,surprise,,3,idle,,1,idle,,5,idle,,8,8,1.0,,,,rapunzel_o,,9,shy
d_ex_redash_03_3_44,d_ex_redash_03_3,Speech,commander,Locale_SuddenStory:d_ex_redash_03_3_44,True,,7,surprise,,3,idle,,1,idle,,5,idle,,1,1,1.0,,,,commander,,9,shy
d_ex_redash_03_3_45,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_45,True,,7,idle,,3,idle,,1,idle,,5,idle,,9,S_90,1.0,,,,snowwhite_o,,9,sad
d_ex_redash_03_3_46,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_46,True,,7,idle,,3,idle,,1,idle,,5,idle,,S_90,S_90,1.0,,,,snowwhite_o,,9,sad
d_ex_redash_03_3_47,d_ex_redash_03_3,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_3_47,True,,7,idle,,3,no,,1,idle,,5,idle,,2,2,1.0,,,,liliweiss,,9,sad
d_ex_redash_03_3_48,d_ex_redash_03_3,Speech,commander,Locale_SuddenStory:d_ex_redash_03_3_48,True,,7,idle,,3,no,,1,surprise,,5,idle,,2,2,1.0,,,,commander,,9,sad
d_ex_redash_03_3_49,d_ex_redash_03_3,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_3_49,True,,7,idle,,3,think,,1,surprise,,5,idle,,2,2,1.0,,,,liliweiss,,9,sad
d_ex_redash_03_3_50,d_ex_redash_03_3,Speech,commander,Locale_SuddenStory:d_ex_redash_03_3_50,True,,7,idle,,3,think,,1,no,,5,idle,,2,2,1.0,,,,commander,,9,sad
d_ex_redash_03_3_51,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_51,True,,7,idle,,3,think,,1,no,,5,idle,,S_90,S_90,1.0,,,,snowwhite_o,,9,shy
d_ex_redash_03_3_52,d_ex_redash_03_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_3_52,False,,7,idle,,3,idle,,1,idle,,5,idle,,S_90,S_90,1.0,,,,,,9,shy
d_ex_redash_03_3_53,d_ex_redash_03_3,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_3_53,True,,7,idle,,3,delight,,1,idle,,5,idle,,30,30,1.0,,,,liliweiss,,9,shy
d_ex_redash_03_3_54,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_54,True,,7,idle,,3,delight,,1,idle,,5,idle,,S_90,S_90,1.0,,,,snowwhite_o,,9,idle
d_ex_redash_03_3_55,d_ex_redash_03_3,Speech,commander,Locale_SuddenStory:d_ex_redash_03_3_55,True,,7,idle,,3,delight,,1,surprise,,5,idle,,2,2,1.0,,,,commander,,9,idle
d_ex_redash_03_3_56,d_ex_redash_03_3,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_3_56,True,,7,idle,,3,delight,,1,surprise,,5,idle,,2,2,1.0,,,,liliweiss,,9,idle
d_ex_redash_03_3_57,d_ex_redash_03_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_3_57,False,,7,surprise,,3,delight,,1,surprise,,5,worry,,6,6,1.0,,,,dorothy,,9,idle
d_ex_redash_03_3_58,d_ex_redash_03_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_3_58,False,,7,surprise,,3,delight,,1,idle,,5,worry,,6,6,1.0,,,,rapunzel_o,,9,idle
d_ex_redash_03_3_59,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_59,True,,7,surprise,,3,delight,,1,idle,,5,idle,,9,9,1.0,,,,snowwhite_o,,9,shy
d_ex_redash_03_3_60,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_60,True,,7,surprise,,3,idle,,1,idle,,5,idle,,9,9,1.0,,,,snowwhite_o,,9,shy
d_ex_redash_03_3_61,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_61,True,,7,idle,,3,idle,,1,idle,,5,idle,,9,9,1.0,,,,snowwhite_o,,9,shy
d_ex_redash_03_3_62,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_62,True,,7,idle,,3,idle,,1,idle,,5,idle,,9,S_90,1.0,,,,snowwhite_o,,9,idle
d_ex_redash_03_3_63,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_63,True,,7,idle,,3,idle,,1,idle,,5,idle,,S_90,S_90,1.0,,,Low_2,snowwhite_o,,9,idle
d_ex_redash_03_3_64,d_ex_redash_03_3,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_3_64,True,,7,idle,,3,idle,,1,idle,,5,idle,,30,30,1.0,,,,liliweiss,,9,idle
d_ex_redash_03_3_65,d_ex_redash_03_3,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_3_65,True,,7,idle,,3,idle,,1,idle,,5,idle,,30,30,1.0,,,,liliweiss,,9,idle
d_ex_redash_03_3_66,d_ex_redash_03_3,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_3_66,True,,7,surprise,,3,idle,,1,idle,,5,idle,,S_90,S_900,1.0,,,,snowwhite_o,,9,shy
d_ex_redash_03_3_67,d_ex_redash_03_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_3_67,False,,7,surprise,,3,idle,,1,idle,,5,worry,,6,6,1.0,,,,rapunzel_o,,9,shy
d_ex_redash_03_3_68,d_ex_redash_03_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_3_68,False,,7,surprise,,3,idle,,1,idle,,5,worry,,6,6,1.0,,,,dorothy,,9,shy
d_ex_redash_03_3_69,d_ex_redash_03_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_3_69,True,,7,shy,,3,idle,,1,idle,,5,idle,,L_70,L_700,1.0,,,,rapunzel_o,,9,shy
d_ex_redash_03_3_70,d_ex_redash_03_3,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_3_70,True,,7,shy,,3,idle,,1,idle,,5,idle,,50,500,1.0,,,,dorothy,,9,shy
d_ex_redash_03_3_71,d_ex_redash_03_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_3_71,False,,7,shy,,3,idle,,1,idle,,5,idle,,black,black,1.0,,sfx_scn_windowclack,,,,9,shy
