id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_40_af_07_19,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_19,True,,10,100,1.0,,,,,1,delight,,13,surprise,,15,surprise,,,,
d_main_40_af_07_20,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_20,True,,100,1300,1.0,,,,,1,delight,,13,surprise,,15,surprise,,,,
d_main_40_af_07_21,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_21,True,,1300,113,1.0,,,,,1,idle,,13,surprise,,15,surprise,,,,
d_main_40_af_07_22,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_22,False,,113,113,1.0,,,,,1,idle,,13,surprise,,15,surprise,,,,
d_main_40_af_07_23,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_23,True,,113,1315,1.5,,,,,1,idle,,13,surprise,,15,think,,,,
d_main_40_af_07_24,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_24,True,,1315,1315,1.0,,,,,1,idle,,13,bad,,15,think,,,,
d_main_40_af_07_25,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_25,True,,1315,1315,1.0,,,,,1,idle,,13,bad,,15,idle,,,,
d_main_40_af_07_26,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_26,True,,1315,113,1.5,,,,,1,worry,,13,bad,,15,idle,,,,
d_main_40_af_07_27,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_27,True,,113,113,1.0,,,,,1,worry,,13,idle,,15,idle,,,,
d_main_40_af_07_28,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_28,True,,L_150,L_1500,1.0,,,,,1,worry,,13,idle,,15,idle,,,,
d_main_40_af_07_29,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_29,True,,L_1500,L_1500,1.0,,,,,1,worry,,13,idle,,15,idle,,,,
d_main_40_af_07_30,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_30,True,,100,100,1.0,,,,,1,idle,,13,idle,,15,idle,,,,
d_main_40_af_07_31,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_31,False,,100,1300,1.0,,,,,1,idle,,13,surprise,,15,surprise,,,,
d_main_40_af_07_32,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_32,False,,1300,L_1500,1.0,,,,,1,idle,,13,surprise,,15,surprise,,,,
d_main_40_af_07_33,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_33,True,,100,10,1.0,,,,,1,idle,,13,surprise,,15,surprise,,,,
d_main_40_af_07_34,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_34,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,surprise,,,,
d_main_40_af_07_35,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_35,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,surprise,,,,
d_main_40_af_07_36,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_36,True,,10,130,1.0,,,,,1,idle,,13,angry,,15,idle,,,,
d_main_40_af_07_37,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_37,True,,130,L_150,1.0,,,,,1,idle,,13,angry,,15,idle,,,,
d_main_40_af_07_38,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_38,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_39,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_39,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_40,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_40,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_41,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_41,True,,10,100,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_42,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_42,False,,L_1500,L_1500,1.0,,,,,1,worry,,13,surprise,,15,idle,,,,
d_main_40_af_07_43,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_43,True,,L_1500,L_1500,1.0,,,,,1,worry,,13,surprise,,15,idle,,,,
d_main_40_af_07_44,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_44,True,,100,100,1.0,,,,,1,void,,13,surprise,,15,idle,,,,
d_main_40_af_07_45,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_45,True,,L_1500,L_1500,1.0,,,,,1,void,,13,surprise,,15,idle,,,,
d_main_40_af_07_46,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_46,False,,100,100,1.0,,,,,1,worry,,13,surprise,,15,idle,,,,
d_main_40_af_07_47,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_47,True,,100,10,1.0,,,,,1,worry,,13,surprise,,15,idle,,,,
d_main_40_af_07_48,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_48,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_49,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_49,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_50,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_50,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_51,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_51,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_52,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_52,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_53,d_main_40_af_07,Speech,anis,prika,Locale_MainScenario:d_main_40_af_07_53,False,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_54,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_54,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_55,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_55,True,,10,100,0.7,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_56,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_56,True,,100,100,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_57,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_57,True,,100,100,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_58,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_58,True,,100,100,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_59,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_59,True,,100,100,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_60,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_60,True,,100,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_61,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_61,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_62,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_62,True,,10,10,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,
d_main_40_af_07_63,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_63,True,,10,130,1.0,,,,,1,idle,,13,delight,,15,idle,,,,
d_main_40_af_07_64,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_64,True,,130,130,1.0,,,,,1,idle,,13,delight,,15,idle,,,,
d_main_40_af_07_65,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_65,False,,130,L_150,1.0,,,,,1,idle,,13,delight,,15,idle,,,,
d_main_40_af_07_66,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_66,True,,L_150,L_150,1.0,,,,,1,idle,,13,delight,,15,delight,,,,
d_main_40_af_07_67,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_67,True,,L_150,L_1500,0.7,,,,,1,idle,,13,delight,,15,delight,,,,
d_main_40_af_07_68,d_main_40_af_07,Narration,prika,,Locale_MainScenario:d_main_40_af_07_68,False,,black,black,1.0,,black,,,1,idle,,13,delight,,3,delight,,,,
d_main_40_af_07_69,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_69,True,,L_30,3,1.0,,,,,1,angry,,13,idle,,3,angry,,,,
d_main_40_af_07_70,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_70,True,,3,31,1.0,,,,,1,angry,,13,idle,,3,angry,,,,
d_main_40_af_07_71,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_71,True,,31,31,1.0,,,,,1,angry,,13,idle,,3,angry,,,,
d_main_40_af_07_72,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_72,True,,31,31,1.0,,,,,1,angry,,13,idle,,3,angry,,,,
d_main_40_af_07_73,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_73,True,,130,130,1.0,,,,,1,angry,,13,idle,,3,angry,,,,
d_main_40_af_07_74,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_74,True,,L_30,L_30,1.0,,,,,1,angry,,13,idle,,3,angry,,,,
d_main_40_af_07_75,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_75,False,,130,130,1.0,,,,,1,angry,,13,bad,,3,angry,,,,
d_main_40_af_07_76,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_76,True,,130,10,1.0,,,,,1,angry,,13,bad,,3,angry,,,,
d_main_40_af_07_77,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_77,True,,10,113,1.0,,,,,1,angry,,13,idle,,3,angry,,,,
d_main_40_af_07_78,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_78,True,,113,113,1.0,,,,,1,angry,,13,idle,,3,angry,,,,
d_main_40_af_07_79,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_79,True,,113,113,1.0,,,,,1,angry,,13,smile,,3,angry,,,,
d_main_40_af_07_80,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_80,True,,113,113,1.0,,,,,1,no,,13,smile,,3,angry,,,,
d_main_40_af_07_81,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_81,True,,113,31,1.5,,,,,1,no,,13,smile,,3,angry,,,,
d_main_40_af_07_82,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_82,True,,31,31,1.0,,,,,1,idle,,13,smile,,3,angry,,,,
d_main_40_af_07_83,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_83,True,,31,31,1.0,,,,,1,idle,,13,smile,,3,angry,,,,
d_main_40_af_07_84,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_84,True,,130,1300,1.0,,,,,1,idle,,13,idle,,3,angry,,,,
d_main_40_af_07_85,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_85,True,,1300,1300,1.0,,,,,1,idle,,13,idle,,3,angry,,,,
d_main_40_af_07_86,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_86,False,,1300,130,1.0,,,,,1,idle,,13,bad,,3,angry,,,,
d_main_40_af_07_87,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_87,True,,130,113,1.0,,,,,1,worry,,13,bad,,3,angry,,,,
d_main_40_af_07_88,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_88,True,,113,113,1.0,,,,,1,worry,,13,idle,,3,angry,,,,
d_main_40_af_07_89,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_89,True,,L_300,L_30,1.0,,,,,1,worry,,13,idle,,3,delight,,,,
d_main_40_af_07_90,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_90,True,,L_30,10,1.0,,,,,1,angry,,13,idle,,3,delight,,,,
d_main_40_af_07_91,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_91,True,,10,113,1.0,,,,,1,angry,,13,bad,,3,delight,,,,
d_main_40_af_07_92,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_92,True,,113,113,1.0,,,,,1,worry,,13,bad,,3,delight,,,,
d_main_40_af_07_93,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_93,True,,L_300,L_300,1.0,,,,,1,worry,,13,idle,,3,idle,,,,
d_main_40_af_07_94,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_94,True,,L_300,31,1.0,,,,,1,worry,,13,idle,,3,idle,,,,
d_main_40_af_07_95,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_95,True,,31,31,1.0,,,,,1,worry,,13,idle,,3,idle,,,,
d_main_40_af_07_96,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_96,True,,31,31,1.0,,,,,1,worry,,13,idle,,3,idle,,,,
d_main_40_af_07_97,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_97,True,,31,31,1.0,,,,,1,idle,,13,idle,,3,delight,,,,
d_main_40_af_07_98,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_98,False,,1300,1300,1.0,,,,,1,idle,,13,smile,,3,delight,,,,
d_main_40_af_07_99,d_main_40_af_07,Narration,mint,,Locale_MainScenario:d_main_40_af_07_99,False,,black,black,1.0,,black,,,1,idle,,13,smile,,3,delight,,,,
d_main_40_af_07_100,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_100,True,,L_300,L_300,1.0,,,,,1,idle,,13,idle,,3,idle,,,,
d_main_40_af_07_101,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_101,True,,L_300,L_30,1.0,,,,,1,idle,,13,idle,,3,delight,,,,
d_main_40_af_07_102,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_102,True,,L_30,L_30,1.0,,,,,1,idle,,13,idle,,3,idle,,,,
d_main_40_af_07_103,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_103,True,,L_30,L_30,1.0,,,,,1,idle,,13,idle,,3,idle,,,,
d_main_40_af_07_104,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_104,True,,L_30,10,1.0,,,,,1,worry,,13,idle,,3,idle,,,,
d_main_40_af_07_105,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_105,True,,10,130,1.0,,,,,1,worry,,13,idle,,3,idle,,,,
d_main_40_af_07_106,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_106,True,,130,113,1.0,,,,,1,worry,,13,idle,,3,idle,,,,
d_main_40_af_07_107,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_107,True,,113,113,1.0,,,,,1,worry,,13,angry,,3,idle,,,,
d_main_40_af_07_108,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_108,True,,113,113,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_109,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_109,True,,113,113,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_110,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_110,True,,113,113,1.0,,,,,1,worry,,13,angry,,3,idle,,,,
d_main_40_af_07_111,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_111,True,,113,113,1.0,,,,,1,worry,,13,angry,,3,idle,,,,
d_main_40_af_07_112,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_112,True,,113,113,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_113,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_113,False,,L_30,L_30,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_114,d_main_40_af_07,Narration,prika,,Locale_MainScenario:d_main_40_af_07_114,False,,black,black,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_115,d_main_40_af_07,Narration,prika,,Locale_MainScenario:d_main_40_af_07_115,False,,black,black,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_116,d_main_40_af_07,Narration,prika,,Locale_MainScenario:d_main_40_af_07_116,False,,black,black,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_117,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_117,True,,113,113,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_118,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_118,True,,113,113,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_119,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_119,True,,113,3,1.5,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_120,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_120,False,,3,3,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_121,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_121,True,,3,L_30,1.0,,,,,1,idle,,13,angry,,3,idle,,,,
d_main_40_af_07_122,d_main_40_af_07,Narration,prika,,Locale_MainScenario:d_main_40_af_07_122,False,,black,black,1.0,,,,,1,idle,,13,angry,,3,idle,prika,,,
d_main_40_af_07_123,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_123,False,,130,130,1.0,,,,,1,idle,,13,surprise,,,,,,,
d_main_40_af_07_124,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_124,True,,130,130,1.0,,,,,1,idle,,13,surprise,,,,,,,
d_main_40_af_07_125,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_125,True,,130,113,1.0,,,,,1,delight,,13,surprise,,,,,,,
d_main_40_af_07_126,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_126,True,,113,113,1.0,,,,,1,delight,,13,smile,,,,,,,
d_main_40_af_07_127,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_127,True,,113,113,1.0,,,,,1,delight,,13,smile,,,,,,,
d_main_40_af_07_128,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_128,True,,113,113,1.0,,,,,1,delight,,13,smile,,,,,,,
d_main_40_af_07_129,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_129,True,,113,113,1.0,,,,,1,delight,,13,smile,,,,,,,
d_main_40_af_07_130,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_130,True,,113,113,1.0,,,,,1,delight,,13,surprise,,,,,,,
d_main_40_af_07_131,d_main_40_af_07,Narration,mint,,Locale_MainScenario:d_main_40_af_07_131,False,,113,113,1.0,,,sfx_scn_shower,,1,delight,,13,surprise,,,,,,,
d_main_40_af_07_132,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_132,True,,113,113,1.0,,,,,1,delight,,13,surprise,,,,,,,
d_main_40_af_07_133,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_133,True,,113,113,1.0,,,,,1,delight,,13,surprise,,,,,,,
d_main_40_af_07_134,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_134,True,,113,113,1.0,,,,,1,delight,,13,smile,,,,,,,
d_main_40_af_07_135,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_135,True,,113,113,1.0,none,,,,1,delight,,13,smile,,,,,,,
d_main_40_af_07_136,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_136,True,,black,black,1.0,,,,,1,delight,,13,smile,,,,,,,
d_main_40_af_07_137,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_137,False,,100,100,1.0,,,,,1,worry,,13,surprise,,,,,,,
d_main_40_af_07_138,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_138,False,,100,1300,1.0,,,,,1,worry,,13,surprise,,,,,,,
d_main_40_af_07_139,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_139,True,,black,black,1.0,,,,,1,worry,,13,surprise,,,,,,,
d_main_40_af_07_140,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_140,False,,100,10,1.0,,,,,1,worry,,13,surprise,,,,,,,
d_main_40_af_07_141,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_141,False,,10,113,1.0,,,,,1,worry,,13,bad,,,,,,,
d_main_40_af_07_142,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_142,True,,113,113,1.0,,,,,1,worry,,13,bad,,,,,,,
d_main_40_af_07_143,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_143,False,,113,113,1.0,,,,,1,worry,,13,bad,,,,,,,
d_main_40_af_07_144,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_144,True,,113,113,1.0,bgm_story_sogood,,,,1,worry,,13,bad,,,,,,,
d_main_40_af_07_145,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_145,True,,113,113,1.0,,,,,1,worry,,13,bad,,,,,,,
d_main_40_af_07_146,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_146,True,,113,113,1.0,,,,,1,worry,,13,bad,,,,,,,
d_main_40_af_07_147,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_147,True,,113,113,1.0,,,,,1,worry,,13,bad,,,,,,,
d_main_40_af_07_148,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_148,True,,113,113,1.0,,,,,1,worry,,13,bad,,,,,,,
