id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,set_camera_shake,set_filter_01
d_main_26_7_s_23,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_23,False,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_26_7_s_24,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_24,True,,,,,,,,,,,10,10,1.0,,,redhood,redhood,,,,,,,,,
d_main_26_7_s_25,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_25,True,,,,,,,,,,,10,10,1.0,,none,redhood,redhood,,,,,,,,,
d_main_26_7_s_26,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_26,False,,,,,,,,,,,10,Chap_26_03_01,1.0,,event_bgm_redash_prologue_loop_full,,,,,,,,,,,
d_main_26_7_s_27,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_27,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_28,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_28,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,redhood,redhood,,,,,,,,,
d_main_26_7_s_29,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_29,True,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,redhood,redhood,,,,,,,,,
d_main_26_7_s_30,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_30,True,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,dorothy,dorothy,,,,,,,,,
d_main_26_7_s_31,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_31,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_32,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_32,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_33,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_33,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_34,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_34,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_35,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_35,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_36,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_36,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_37,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_37,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_38,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_38,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_39,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_39,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_40,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_40,False,,,,,,,,,,,Chap_26_03_01,Chap_26_03_01,1.0,,,,,,,,,,,,,
d_main_26_7_s_41,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_41,False,,,,,,,,,,,Chap_26_03_01,1,1.0,,,redhood,redhood,,,,,,,,,
d_main_26_7_s_42,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_42,False,,,,,,,,,,,1,1,1.0,,,anis,anis,,,,,,,,,
d_main_26_7_s_43,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_43,True,,,,,,,,,,,1,1,1.0,,,anis,anis,,,,,,,,,
d_main_26_7_s_44,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_44,True,,,,,,,,,,,1,1,1.0,,,neon,neon,,,,,,,,,
d_main_26_7_s_45,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_45,True,,,,,,,,,,,1,1,1.0,,,anis,anis,,,,,,,,,
d_main_26_7_s_46,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_46,True,,,,,,,,,,,1,1,1.0,,,neon,neon,,,,,,,,,
d_main_26_7_s_47,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_47,True,,,,,,,,,,,1,1,1.0,,,redhood,redhood,,,,,,,,,
d_main_26_7_s_48,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_48,True,redhood,1,worry,anis,13,worry,neon,15,idle,RuinIndoor,1,12,1.0,,,anis,anis,,,,dorothy,3,think,,,
d_main_26_7_s_49,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_49,True,,1,worry,,13,worry,,15,idle,,12,12,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_50,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_50,True,,1,idle,,13,worry,,15,idle,,12,10,1.0,sfx_scn_tapebutton,none,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_51,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_51,False,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,3,think,,,
d_main_26_7_s_52,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_52,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,,bgm_story_enormousgap,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_53,d_main_26_07_s,Monologue,Locale_MainScenario:d_main_26_7_s_53,False,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,3,think,,,
d_main_26_7_s_54,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_54,False,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,dorothy,dorothy,,,,,3,think,,,
d_main_26_7_s_55,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_55,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_56,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_56,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_57,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_57,False,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,3,think,,,
d_main_26_7_s_58,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_58,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,anis,anis,,,,,3,think,,,
d_main_26_7_s_59,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_59,False,,1,think,,13,idle,,15,idle,,10,10,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_60,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_60,True,,1,idle,,13,idle,,15,idle,,10,1,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_61,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_61,True,,1,idle,,13,void,,15,idle,,1,1,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_62,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_62,True,,1,idle,,13,void,,15,idle,,1,2,1.0,,,dorothy,dorothy,,,,,3,think,,,
d_main_26_7_s_63,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_63,True,,1,idle,,13,void,,15,idle,,2,2,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_64,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_64,True,,1,idle,,13,void,,15,idle,,2,2,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_65,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_65,True,,1,idle,,13,void,,15,idle,,2,2,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_66,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_66,True,,1,idle,,13,void,,15,idle,,2,2,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_67,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_67,True,,1,idle,,13,void,,15,idle,,2,10,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_68,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_68,False,,1,idle,,13,void,,15,idle,,10,10,1.0,,,,,,,,,3,think,,,
d_main_26_7_s_69,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_69,False,,1,idle,,13,void,,15,idle,,10,10,1.0,,,,,,,,,3,think,,,
d_main_26_7_s_70,d_main_26_07_s,Monologue,Locale_MainScenario:d_main_26_7_s_70,False,,1,idle,,13,void,,15,idle,,10,10,1.0,sfx_scn_gunhandling,,,,,,,,3,think,,,
d_main_26_7_s_71,d_main_26_07_s,Choice,Locale_MainScenario:d_main_26_7_s_71,False,,1,idle,,13,void,,15,idle,,10,10,1.0,,,,,,,,,3,think,d_main_26_7_s_73,,
d_main_26_7_s_72,d_main_26_07_s,Choice,Locale_MainScenario:d_main_26_7_s_72,False,,1,idle,,13,void,,15,idle,,10,10,1.0,,,,,,,,,3,think,d_main_26_7_s_73,,
d_main_26_7_s_73,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_73,True,,1,idle,,13,void,,15,idle,,10,10,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_74,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_74,True,,1,idle,,13,void,,15,idle,,10,10,1.0,,,redhood,redhood,,,,,3,think,,,
d_main_26_7_s_75,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_75,False,,3,idle,,13,angry,,15,idle,,black,black,1.0,sfx_scn_1shot,none,,,,,,,1,think,,,
d_main_26_7_s_76,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_76,False,,3,go,,13,angry,,15,idle,,10,10,1.0,,bgm_story_trauma,,,,,,,1,think,,,
d_main_26_7_s_77,d_main_26_07_s,Monologue,Locale_MainScenario:d_main_26_7_s_77,False,,3,go,,13,angry,,15,idle,,10,10,1.0,,,,,,,,,1,think,,,
d_main_26_7_s_78,d_main_26_07_s,Monologue,Locale_MainScenario:d_main_26_7_s_78,False,,3,go,,13,angry,,15,no,,10,14,1.0,,,,,,,,,1,think,,,
d_main_26_7_s_79,d_main_26_07_s,Monologue,Locale_MainScenario:d_main_26_7_s_79,False,,3,go,,13,angry,,15,no,,14,14,1.0,,,,,,,,,1,think,,,
d_main_26_7_s_80,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_80,True,,3,go,,13,angry,,15,no,,14,14,1.0,,,anis,anis,,,,,1,think,,,
d_main_26_7_s_81,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_81,True,,3,go,,13,angry,,15,no,,14,14,1.0,,,neon,neon,,,,,1,think,,,
d_main_26_7_s_82,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_82,True,,3,go,,13,angry,,15,no,,30,30,1.0,,,redhood,redhood,,,,,1,think,,,
d_main_26_7_s_83,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_83,False,,3,go,,13,angry,,15,no,,10,10,1.0,,,dorothy,dorothy,,,,,1,think,,,
d_main_26_7_s_84,d_main_26_07_s,Monologue,Locale_MainScenario:d_main_26_7_s_84,False,,3,go,,13,angry,,15,surprise,,10,1,1.0,,,,,,,,,1,think,,,
d_main_26_7_s_85,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_85,True,,3,go,,13,angry,,15,surprise,,1,1,1.0,,,dorothy,dorothy,,,,,1,think,,,
d_main_26_7_s_86,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_86,True,,3,go,,13,angry,,15,surprise,,1,1,1.0,,,dorothy,dorothy,,,,,1,think,,,
d_main_26_7_s_87,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_87,True,,3,go,,13,angry,,15,surprise,,14,14,1.0,,,anis,anis,,,,,1,think,,,
d_main_26_7_s_88,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_88,True,,3,go,,13,angry,,15,surprise,,14,14,1.0,,,neon,neon,,,,,1,think,,,
d_main_26_7_s_89,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_89,True,,3,go,,13,angry,,15,surprise,,1,1,1.0,,,dorothy,dorothy,,,,,1,think,,,
d_main_26_7_s_90,d_main_26_07_s,Monologue,Locale_MainScenario:d_main_26_7_s_90,False,,3,go,,13,angry,,15,surprise,,1,10,1.0,,,,,,,,,1,think,,,
d_main_26_7_s_91,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_91,True,,3,go,,13,angry,,15,surprise,,10,10,1.0,,,dorothy,dorothy,,,,,1,think,,,
d_main_26_7_s_92,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_92,True,,3,go,,13,angry,,15,surprise,,13,1300,0.6,,,anis,anis,,,,,1,think,,Low_2,
d_main_26_7_s_93,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_93,False,,3,go,,13,angry,,15,surprise,,black,black,1.0,sfx_scn_heavywhoosh,,,,,,,,1,think,,,
d_main_26_7_s_94,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_94,False,,3,go,,13,angry,,15,surprise,,black,black,1.0,sfx_scn_heavyhit,,,,,,,,1,think,,,
d_main_26_7_s_95,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_95,True,,3,go,,13,sad,,15,surprise,,1300,13,0.6,,,anis,anis,,,,,1,think,,,
d_main_26_7_s_96,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_96,False,,3,go,,13,sad,,15,surprise,,13,13,1.0,sfx_scn_hitwall,,,,,anis,,,1,think,,Low_2,
d_main_26_7_s_97,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_97,False,,3,go,,,,,15,surprise,,13,13,1.0,,,,,,,,,1,think,,,
d_main_26_7_s_98,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_98,True,,3,go,,,,,15,surprise,,15,S_1500,0.6,,,neon,neon,,,,,1,think,,Low_2,
d_main_26_7_s_99,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_99,False,,3,go,,,,,15,surprise,,black,black,1.0,sfx_scn_swing,,,,,,,,1,think,,,
d_main_26_7_s_100,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_100,False,,3,go,,,,,15,surprise,,black,black,1.0,sfx_scn_hit,,,,,,,,1,think,,,
d_main_26_7_s_101,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_101,True,,3,go,,,,,15,worry,,S_1500,15,0.6,,,neon,neon,,,,,1,think,,,
d_main_26_7_s_102,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_102,False,,3,go,,,,,15,worry,,15,15,1.0,sfx_scn_down,,,,,,neon,,1,think,,Low_2,
d_main_26_7_s_103,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_103,False,,3,go,,,,,,,,15,10,0.6,,,,,,,,,1,think,,,
d_main_26_7_s_104,d_main_26_07_s,Monologue,Locale_MainScenario:d_main_26_7_s_104,False,,3,go,,,,,,,,black,black,1.0,,,,,,,,,1,think,,,
d_main_26_7_s_105,d_main_26_07_s,Monologue,Locale_MainScenario:d_main_26_7_s_105,False,,3,go,,,,,,,,1,1,1.0,,,,,,,,,1,think,,,Blur_Low
d_main_26_7_s_106,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_106,False,,3,go,,,,,,,,1,1,1.0,,,,,,,,,1,think,,,Blur_Low
d_main_26_7_s_107,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_107,True,,3,go,,,,,,,,1,1,1.0,,,dorothy,dorothy,,,,,1,think,,,
d_main_26_7_s_108,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_108,True,,3,go,,,,,,,,1,1,1.0,,,dorothy,dorothy,,,,,1,think,,,
d_main_26_7_s_109,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_109,True,,3,go,,,,,,,,1,1,1.0,,,dorothy,dorothy,,,,,1,think,,,
d_main_26_7_s_110,d_main_26_07_s,Monologue,Locale_MainScenario:d_main_26_7_s_110,False,,3,go,,,,,,,,1,10,1.0,,,,,,,,,1,think,,,
d_main_26_7_s_111,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_111,True,,3,angry,,,,,,,,3,300,0.6,,,redhood,redhood,,,,,1,think,,,
d_main_26_7_s_112,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_112,False,,5,angry,,,,,,,,black,black,1.0,sfx_scn_redfire,,,,,,,,7,angry,,,
d_main_26_7_s_113,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_113,False,,5,angry,,,,,,,,70,700,1.0,,,dorothy,dorothy,,,,,7,angry,,,
d_main_26_7_s_114,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_114,False,,5,angry,,,,,,,,black,black,1.0,,,,,,,,,7,angry,,,
d_main_26_7_s_115,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_115,False,,5,angry,,,,,,,,black,black,1.0,,,,,,,,,7,angry,,,
d_main_26_7_s_116,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_116,True,,5,angry,,,,,,,,7,7,1.0,,,dorothy,dorothy,,,,,7,angry,,,
d_main_26_7_s_117,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_117,True,,5,angry,,,,,,,,7,7,1.0,,,dorothy,dorothy,,,,,7,angry,,,
d_main_26_7_s_118,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_118,True,,5,angry,,,,,,,,7,700,1.0,,,dorothy,dorothy,,,,,7,angry,,,
d_main_26_7_s_119,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_119,True,,5,angry,,,,,,,,500,500,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_120,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_120,True,,5,angry,,,,,,,,500,500,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_121,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_121,True,,5,angry,,,,,,,,500,500,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_122,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_122,True,,5,angry,,,,,,,,700,700,1.0,,,dorothy,dorothy,,,,,7,angry,,,
d_main_26_7_s_123,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_123,True,,5,angry,,,,,,,,700,700,1.0,,,dorothy,dorothy,,,,,7,angry,,,
d_main_26_7_s_124,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_124,True,,5,angry,,,,,,,,500,500,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_125,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_125,True,,5,angry,,,,,,,,500,500,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_126,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_126,True,,5,angry,,,,,,,,500,500,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_127,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_127,True,,5,angry,,,,,,,,500,500,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_128,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_128,True,,5,angry,,,,,,,,500,500,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_129,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_129,True,,5,angry,,,,,,,,700,700,1.0,,,dorothy,dorothy,,,,,7,angry,,,
d_main_26_7_s_130,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_130,True,,5,angry,,,,,,,,500,500,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_131,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_131,True,,5,angry,,,,,,,,500,500,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_132,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_132,True,,5,angry,,,,,,,,700,70,1.0,,,dorothy,dorothy,,,,,7,angry,,,
d_main_26_7_s_133,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_133,True,,5,angry,,,,,,,,70,70,1.0,,,dorothy,dorothy,,,,,7,angry,,,
d_main_26_7_s_134,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_134,False,,5,angry,,,,,,,,70,70,1.0,,,,,,,,,7,angry,,Low_2,
d_main_26_7_s_135,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_135,True,,5,go,,,,,,,,70,6,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_136,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_136,True,,5,go,,,,,,,,6,6,1.0,,,dorothy,dorothy,,,,,7,angry,,,
d_main_26_7_s_137,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_137,True,,5,go,,,,,,,,6,6,1.0,,,redhood,redhood,,,,,7,angry,,,
d_main_26_7_s_138,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_138,True,,5,go,anis,3,angry,,,,,3,300,0.6,,,anis,anis,,,,,7,angry,,Low_2,
d_main_26_7_s_139,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_139,False,,5,go,,3,angry,,,,,300,300,1.0,sfx_scn_groundbreak,,,,,,,,7,angry,,,
d_main_26_7_s_140,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_140,False,,1,go,,5,angry,,,,,black,black,1.0,sfx_scn_hit,,,,,,,,7,angry,,,
d_main_26_7_s_141,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_141,True,,1,go,,5,angry,,,,,70,70,1.0,,,dorothy,dorothy,,,,,7,angry,,,
