id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake,play_sound,characters/1/hide_char_id
d_main_23_02_s_59,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_59,True,,3,idle,,1,angry,,13,angry,,12,12,1.0,,mustang,mustang,,,
d_main_23_02_s_60,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_60,True,,3,idle,,1,angry,,13,angry,,12,12,1.0,,syuen,syuen,,,
d_main_23_02_s_61,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_61,False,,3,idle,,1,angry,,13,angry,,12,12,1.0,,mustang,mustang,,,
d_main_23_02_s_62,d_main_23_02_s,Monologue,Locale_MainScenario:d_main_23_02_s_62,False,,3,idle,,1,angry,,13,angry,,12,L_130,1.5,,,,,,
d_main_23_02_s_63,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_63,True,,3,idle,,1,angry,,13,idle,,L_130,L_130,1.0,,mustang,mustang,,,
d_main_23_02_s_64,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_64,True,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,syuen,syuen,,,
d_main_23_02_s_65,d_main_23_02_s,Narration,Locale_MainScenario:d_main_23_02_s_65,False,,3,idle,,1,angry,,13,idle,,L_130,13,1.0,,,,Low_2,sfx_scn_phonebroke,
d_main_23_02_s_66,d_main_23_02_s,Monologue,Locale_MainScenario:d_main_23_02_s_66,False,,3,idle,,1,angry,,13,idle,,13,13,1.0,,,,,,
d_main_23_02_s_67,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_67,True,,3,idle,,1,angry,,13,idle,,13,12,1.0,,syuen,syuen,,,
d_main_23_02_s_68,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_68,True,,3,idle,,1,angry,,13,think,,12,12,1.0,,mustang,mustang,,,
d_main_23_02_s_69,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_69,True,,3,idle,,1,angry,,13,think,,12,12,1.0,,mustang,mustang,,,
d_main_23_02_s_70,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_70,True,,3,idle,,1,angry,,13,think,,12,12,1.0,,syuen,syuen,,,
d_main_23_02_s_71,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_71,True,,3,idle,,1,angry,,1,idle,,12,L_10,1.0,,mustang,mustang,,,syuen
d_main_23_02_s_72,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_72,True,,3,idle,,,,,1,idle,,L_10,L_10,1.0,,mustang,mustang,,,
d_main_23_02_s_73,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_73,True,,3,idle,,,,,1,idle,,L_10,L_30,1.0,,ingrid,ingrid,,,
d_main_23_02_s_74,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_74,True,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,
d_main_23_02_s_75,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_75,False,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,,,,,
d_main_23_02_s_76,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_76,True,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,
d_main_23_02_s_77,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_77,True,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,
d_main_23_02_s_78,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_78,False,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,,,,,
d_main_23_02_s_79,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_79,True,,3,idle,,,,,1,idle,,L_30,2,1.0,,mustang,mustang,,,
d_main_23_02_s_80,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_80,True,,3,idle,,,,,1,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_81,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_81,True,,3,idle,,,,,1,idle,,2,2,1.0,,mustang,mustang,,,
d_main_23_02_s_82,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_82,True,,3,idle,,,,,1,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_83,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_83,True,,3,idle,,,,,1,angry,,2,2,1.0,,mustang,mustang,,,
d_main_23_02_s_84,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_84,True,,3,idle,,,,,1,angry,,2,2,1.0,,mustang,mustang,,,
d_main_23_02_s_85,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_85,True,,3,angry,,,,,1,angry,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_86,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_86,True,,3,angry,,,,,1,idle,,2,2,1.0,,mustang,mustang,,,
d_main_23_02_s_87,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_87,True,,3,angry,,,,,1,idle,,2,2,1.0,,mustang,mustang,,,
d_main_23_02_s_88,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_88,True,,3,idle,,,,,1,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_89,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_89,True,,3,idle,,,,,1,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_90,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_90,False,,3,idle,,,,,1,idle,,2,2,1.0,,,,,,
d_main_23_02_s_91,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_91,True,,3,idle,,,,,1,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_92,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_92,True,,3,idle,,,,,1,idle,,2,2,1.0,,mustang,mustang,,,
d_main_23_02_s_93,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_93,False,,3,idle,,,,,1,idle,,2,2,1.0,,,,,,
d_main_23_02_s_94,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_94,False,,3,idle,,,,,1,idle,,2,2,1.0,,,,,,
d_main_23_02_s_95,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_95,False,,3,think,,,,,1,idle,,2,L_30,1.0,,ingrid,ingrid,,,
d_main_23_02_s_96,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_96,True,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,
d_main_23_02_s_97,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_97,False,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,,,,,
d_main_23_02_s_98,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_98,True,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,
d_main_23_02_s_99,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_99,True,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,
d_main_23_02_s_100,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_100,True,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,
d_main_23_02_s_101,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_101,False,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,,,,,
d_main_23_02_s_102,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_102,False,,3,idle,,,,,1,idle,,L_30,L_30,1.0,,,,,,
d_main_23_02_s_103,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_103,True,,3,idle,,,,,1,idle,,L_30,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_104,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_104,True,,3,idle,,,,,1,idle,,2,2,1.0,,mustang,mustang,,,
