id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,play_sound,fade
d_main_29_07_e_20,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_20,True,,7,idle,,5,void,,3,idle,,14,14,1.0,,,,,,1,idle,,13,idle,,15,angry,,,,,,,,,
d_main_29_07_e_21,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_21,True,,7,idle,,5,void,,3,idle,,14,14,1.0,,,,,,1,idle,,13,idle,,15,angry,,,,,,,,,
d_main_29_07_e_22,d_main_29_07_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_07_e_22,True,,7,idle,,5,void,,3,idle,,14,14,1.0,,,,,,1,idle,,13,shy,,15,angry,,,,,,,,,
d_main_29_07_e_23,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_23,False,,7,idle,,5,void,,3,idle,,14,3,1.6,,,,,,1,idle,,13,shy,,15,angry,,,,,,,,,
d_main_29_07_e_24,d_main_29_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_07_e_24,True,,7,idle,,5,void,,3,idle,,3,3,1.0,,,,,,1,idle,,13,shy,,15,angry,,,,,,,,,
d_main_29_07_e_25,d_main_29_07_e,Monologue,,,Locale_MainScenario:d_main_29_07_e_25,False,,7,idle,,5,void,,3,idle,EventScene_Chap_29_01,3,1,1.0,,neon,anis,rapi,,1,idle,,13,shy,,15,angry,,,,,elegg,fragile,drilley,sfx_scn_walk,
d_main_29_07_e_26,d_main_29_07_e,Monologue,,,Locale_MainScenario:d_main_29_07_e_26,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_27,d_main_29_07_e,Monologue,,,Locale_MainScenario:d_main_29_07_e_27,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_28,d_main_29_07_e,Monologue,,,Locale_MainScenario:d_main_29_07_e_28,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_29,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_29,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_30,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_30,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_31,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_31,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_32,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_32,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_33,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_33,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_34,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_34,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_35,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_35,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_36,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_36,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_37,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_37,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_38,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_38,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_39,d_main_29_07_e,Monologue,,,Locale_MainScenario:d_main_29_07_e_39,False,,,,,,,,,,,1,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_40,d_main_29_07_e,Monologue,,,Locale_MainScenario:d_main_29_07_e_40,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_41,d_main_29_07_e,Monologue,,,Locale_MainScenario:d_main_29_07_e_41,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_42,d_main_29_07_e,Monologue,,,Locale_MainScenario:d_main_29_07_e_42,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_43,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_43,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_44,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_44,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_45,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_45,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_46,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_46,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_47,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_47,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_48,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_48,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_49,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_49,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_50,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_50,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_51,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_51,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_52,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_52,False,,,,,,,,,,,100,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_53,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_53,False,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_54,d_main_29_07_e,Self,,,Locale_MainScenario:d_main_29_07_e_54,False,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_29_07_e_55,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_55,True,drilley,15,angry,fragile,13,,elegg,1,idle,CrystalField_1,10,14,1.0,,,,,rapi,3,idle,anis,5,void,neon,7,idle,,,,,,,,,
d_main_29_07_e_56,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_56,True,,15,angry,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_57,d_main_29_07_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_07_e_57,True,,15,angry,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_58,d_main_29_07_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_07_e_58,True,,15,angry,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_59,d_main_29_07_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_07_e_59,True,,15,angry,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_60,d_main_29_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_07_e_60,True,,15,angry,,13,,,1,idle,,14,4,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_61,d_main_29_07_e,Self,rapi,,Locale_MainScenario:d_main_29_07_e_61,False,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_62,d_main_29_07_e,Self,rapi,,Locale_MainScenario:d_main_29_07_e_62,False,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_63,d_main_29_07_e,Speech,anis,anis,Locale_MainScenario:d_main_29_07_e_63,True,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_64,d_main_29_07_e,Speech,anis,anis,Locale_MainScenario:d_main_29_07_e_64,True,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_65,d_main_29_07_e,Self,anis,,Locale_MainScenario:d_main_29_07_e_65,False,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_66,d_main_29_07_e,Self,anis,,Locale_MainScenario:d_main_29_07_e_66,False,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_67,d_main_29_07_e,Self,anis,,Locale_MainScenario:d_main_29_07_e_67,False,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_68,d_main_29_07_e,Self,anis,,Locale_MainScenario:d_main_29_07_e_68,False,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_69,d_main_29_07_e,Self,anis,,Locale_MainScenario:d_main_29_07_e_69,False,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_70,d_main_29_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_07_e_70,True,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,think,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_71,d_main_29_07_e,Self,rapi,,Locale_MainScenario:d_main_29_07_e_71,False,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,think,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_72,d_main_29_07_e,Self,rapi,,Locale_MainScenario:d_main_29_07_e_72,False,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,think,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_73,d_main_29_07_e,Self,rapi,,Locale_MainScenario:d_main_29_07_e_73,False,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,think,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_74,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_74,True,,15,angry,,13,,,1,idle,,4,4,1.0,,,,,,3,think,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_75,d_main_29_07_e,Self,fragile,,Locale_MainScenario:d_main_29_07_e_75,False,,15,angry,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_76,d_main_29_07_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_07_e_76,True,,15,idle,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_77,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_77,True,,15,idle,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_78,d_main_29_07_e,Self,drilley,,Locale_MainScenario:d_main_29_07_e_78,False,,15,idle,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_79,d_main_29_07_e,Self,drilley,,Locale_MainScenario:d_main_29_07_e_79,False,,15,idle,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_80,d_main_29_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_07_e_80,True,,15,idle,,13,,,1,idle,,30,30,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_81,d_main_29_07_e,Speech,anis,anis,Locale_MainScenario:d_main_29_07_e_81,True,,15,idle,,13,,,1,idle,,30,50,1.0,,,,,,3,idle,,5,worry,,7,idle,,,,,,,,,
d_main_29_07_e_82,d_main_29_07_e,Speech,neon,neon,Locale_MainScenario:d_main_29_07_e_82,True,,15,idle,,13,,,1,idle,,50,S_70,1.0,,,,,,3,idle,,5,worry,,7,worry,,,,,,,,,
d_main_29_07_e_83,d_main_29_07_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_07_e_83,True,,15,idle,,13,,,1,idle,,S_130,S_130,1.0,,,,,,3,idle,,5,worry,,7,worry,,,,,,,,,
d_main_29_07_e_84,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_84,True,,15,angry,,13,,,1,idle,,S_130,XS_150,1.0,,,,,,3,idle,,5,worry,,7,worry,,,,,,,,,
d_main_29_07_e_85,d_main_29_07_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_07_e_85,True,,15,angry,,13,,,1,delight,,1,1,1.0,,,,,,3,idle,,5,worry,,7,idle,trony_op_r,OP_rightup,shy,,,,,,
d_main_29_07_e_86,d_main_29_07_e,Speech,trony,trony,Locale_MainScenario:d_main_29_07_e_86,True,,15,angry,,13,,,1,delight,,1,1,1.0,,,,,,3,idle,,5,worry,,7,idle,,OP_rightup,shy,,,,,,
d_main_29_07_e_87,d_main_29_07_e,Monologue,,,Locale_MainScenario:d_main_29_07_e_87,False,,15,angry,,13,,,1,idle,,black,black,1.0,,,,,,3,idle,,5,worry,,7,idle,,OP_rightup,shy,trony_op_r,,,,sfx_scn_shardpickup,
d_main_29_07_e_88,d_main_29_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_29_07_e_88,True,,15,idle,,13,,,1,idle,,S_10,S_10,1.0,,,,,,3,idle,,5,void,,7,idle,shifty,OP_leftup,idle,,,,,,
d_main_29_07_e_89,d_main_29_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_29_07_e_89,True,,15,idle,,13,,,1,idle,,S_10,S_10,1.0,,,,,,3,idle,,5,void,,7,idle,,OP_leftup,idle,,,,,,
d_main_29_07_e_90,d_main_29_07_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_07_e_90,True,,15,idle,,13,,,1,idle,,S_10,S_10,1.0,,,,,,3,idle,,5,void,,7,idle,,OP_leftup,idle,shifty,,,,,
d_main_29_07_e_91,d_main_29_07_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_07_e_91,True,,15,idle,,13,,,1,idle,,S_10,S_10,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_92,d_main_29_07_e,Speech,anis,anis,Locale_MainScenario:d_main_29_07_e_92,True,,15,idle,,13,,,1,idle,,6,6,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_93,d_main_29_07_e,Speech,neon,neon,Locale_MainScenario:d_main_29_07_e_93,True,,15,idle,,13,,,1,idle,,6,6,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_94,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_94,True,,15,idle,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_95,d_main_29_07_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_07_e_95,True,,15,idle,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_96,d_main_29_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_07_e_96,True,,15,idle,,13,,,1,idle,,30,30,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_97,d_main_29_07_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_07_e_97,True,,15,idle,,13,,,1,idle,,14,14,1.0,,,,,,3,idle,,5,void,,7,idle,,,,,,,,,
d_main_29_07_e_98,d_main_29_07_e,Narration,unknown_grave,,Locale_MainScenario:d_main_29_07_e_98,False,,15,idle,,13,,,1,idle,,17,17,1.0,none,,,,,3,idle,,5,void,,7,idle,unknown_grave,17,idle,,,,,,black
d_main_29_07_e_99,d_main_29_07_e,Monologue,unknown_grave,,Locale_MainScenario:d_main_29_07_e_99,False,,15,idle,,13,,,1,idle,,17,L_170,1.0,bgm_chapter29_field_drifting,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_100,d_main_29_07_e,Self,unknown_grave,,Locale_MainScenario:d_main_29_07_e_100,False,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_101,d_main_29_07_e,Self,unknown_grave,,Locale_MainScenario:d_main_29_07_e_101,False,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_102,d_main_29_07_e,Self,unknown_grave,,Locale_MainScenario:d_main_29_07_e_102,False,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_103,d_main_29_07_e,Self,unknown_grave,,Locale_MainScenario:d_main_29_07_e_103,False,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_104,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_104,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_105,d_main_29_07_e,Self,unknown_grave,,Locale_MainScenario:d_main_29_07_e_105,False,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_106,d_main_29_07_e,Self,unknown_grave,,Locale_MainScenario:d_main_29_07_e_106,False,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_107,d_main_29_07_e,Self,unknown_grave,,Locale_MainScenario:d_main_29_07_e_107,False,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_108,d_main_29_07_e,Self,unknown_grave,,Locale_MainScenario:d_main_29_07_e_108,False,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_109,d_main_29_07_e,Self,unknown_grave,,Locale_MainScenario:d_main_29_07_e_109,False,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_110,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_110,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_111,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_111,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_112,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_112,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_113,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_113,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_114,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_114,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_115,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_115,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_116,d_main_29_07_e,Monologue,unknown_grave,,Locale_MainScenario:d_main_29_07_e_116,False,,15,idle,,13,,,1,idle,,L_170,19,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_117,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_117,True,,15,idle,,13,,,1,idle,,19,19,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_118,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_118,True,,15,idle,,13,,,1,idle,,19,19,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
